Time POB-0 KWH-0 SWH-0 HWH-0 MWH-0 FWH-0 BES-0 HAS-0 HOS-0 RIS-0 SBA-0 SBB-0 SHO-0 DEO-0 PEL-0 PES-0 REO-0 DEL-0 FLA-0 LRD-0 SSK-0 MES-0 GRH-0 MAC-0 HAD-0 SAI-0 RED-0 BWH-0 SSH-0 NCO-0 PCO-0 CAP-0 SCR-0
3.723000e+03 19.626671 221.574954 8236.709092 0.000000 1863.164868 24141.428806 906.884698 20265.848244 2103.829430 14.354982 193.247760 52.914701 2185.875392 196.671877 1644214.776225 264.371755 155.060159 5.446013 151.213802 209.116459 27.226957 11.827663 4.889781 0.000000 7.454894 82.152132 37377.743511 0.000000 1614.595877 7649.339582 2297.886914 7774.695854 695.763829
3.796000e+03 19.547856 216.075959 8236.709092 0.000000 1863.164868 24141.428806 906.884698 20265.848244 2112.324628 14.491743 193.247760 52.914701 2145.309526 195.188530 1643765.592129 257.446539 152.248484 5.446013 151.154264 217.937744 28.223270 11.891797 4.889781 0.000000 8.179820 82.152132 37377.743511 0.000000 1614.595877 7649.339582 2297.886914 7774.695854 695.763829
3.869000e+03 19.547856 216.075959 8236.709092 0.000000 1863.164868 24141.428806 924.234739 20265.848244 2112.324628 14.491743 205.521380 51.820115 2145.309526 195.188530 1643765.592129 257.446539 152.248484 5.460541 151.154264 217.937744 28.223270 11.891797 4.889781 0.000000 8.179820 82.152132 37377.743511 0.000000 1614.595877 7649.339582 2297.886914 7774.695854 695.763829
3.942000e+03 19.547856 216.075959 8236.709092 0.000000 1863.164868 24141.428806 924.234739 20265.848244 2112.324628 14.491743 205.521380 51.820115 2145.309526 195.188530 1643765.592129 257.446539 152.248484 5.460541 151.154264 217.937744 28.223270 11.891797 4.889781 0.000000 8.179820 82.152132 37377.743511 0.000000 1614.595877 7649.339582 2297.886914 7774.695854 695.763829
4.015000e+03 19.547856 216.075959 8101.995302 0.000000 1862.338699 24095.222158 924.234739 20265.848244 2112.324628 14.491743 205.521380 51.820115 2145.309526 195.188530 1643765.592129 257.446539 152.248484 5.460541 151.154264 217.937744 28.223270 11.891797 5.354448 0.000000 8.179820 82.152132 37377.743511 0.000000 1614.595877 7649.339582 3127.425373 7774.695854 695.763829
4.088000e+03 19.547856 216.075959 8101.995302 0.000000 1862.338699 24095.222158 924.234739 20264.693534 2112.324628 14.491743 205.521380 51.820115 2145.309526 195.188530 1643765.592129 257.446539 152.248484 5.460541 151.154264 217.937744 28.223270 11.891797 5.354448 0.000000 8.179820 83.413476 38933.337993 0.000000 2032.089489 7820.304504 3127.425373 10217.848211 645.847975
4.161000e+03 19.465451 210.592389 8101.995302 0.000000 1862.338699 24095.222158 924.234739 20264.693534 2121.415532 14.619062 205.521380 51.820115 2105.805494 193.013282 1647780.630474 247.856598 149.248981 5.460541 150.336696 225.972426 29.771534 11.881841 5.354448 0.000000 10.041864 83.413476 38933.337993 0.000000 2032.089489 7820.304504 3127.425373 10217.848211 645.847975
4.234000e+03 19.465451 210.592389 8101.995302 0.000000 1862.338699 24095.222158 941.750160 20264.693534 2121.415532 14.619062 218.693619 50.726001 2105.805494 193.013282 1647780.630474 247.856598 149.248981 5.473673 150.336696 225.972426 29.771534 11.881841 5.354448 0.000000 10.041864 83.413476 38933.337993 0.000000 2032.089489 7820.304504 3127.425373 10217.848211 645.847975
4.307000e+03 19.465451 210.592389 8101.995302 0.000000 1862.338699 24095.222158 941.750160 20264.693534 2121.415532 14.619062 218.693619 50.726001 2105.805494 193.013282 1647780.630474 247.856598 149.248981 5.473673 150.336696 225.972426 29.771534 11.881841 5.354448 0.000000 10.041864 83.413476 38933.337993 0.000000 2032.089489 7820.304504 3127.425373 10217.848211 645.847975
4.380000e+03 19.465451 210.592389 7968.511469 0.000000 1861.885782 24041.441449 941.750160 20264.693534 2121.415532 14.619062 218.693619 50.726001 2105.805494 193.013282 1647780.630474 247.856598 149.248981 5.473673 150.336696 225.972426 29.771534 11.881841 5.363754 0.000000 10.041864 83.413476 38933.337993 0.000000 2032.089489 7820.304504 1959.662789 10217.848211 645.847975
