Time  POB KWH SWH HWH MWH FWH BES HAS HOS RIS SBA SBB SHO DEO PEL PES REO DEL FLA LRD SSK MES GRH MAC HAD SAI RED BWH SSH NCO PCO CAP SCR
8.030000e+02 198.733168 18054.164319 53091.144095 0.000000 212062.139243 282994.804948 2999.973712 66655.665838 10328.049096 1915.087091 4700.741758 3563.337830 94502.183180 1768357.565130 14615.859720 0.000000 277764.569586 77315.929535 0.000000 0.000000 80491.993902 4665727.617216 73181.027438 0.000000 0.000000 761259.336910 207093.149515 1849904.318815 475449.028238 122531.175692 199680.679135 1288647.967476 386.490935
8.760000e+02 179.418699 19786.706677 53091.144095 0.000000 212062.139243 282994.804948 2999.973712 66655.665838 12342.901869 1798.344572 4700.741758 3563.337830 101069.683635 2230762.541618 44587.055402 91304.900802 293853.948491 77315.929535 62272.863354 353365.520557 81155.649871 5516642.176872 73181.027438 877537.717929 279199.946719 761259.336910 207093.149515 1849904.318815 475449.028238 122531.175692 199680.679135 1288647.967476 386.490935
9.490000e+02 179.418699 19786.706677 53091.144095 0.000000 212062.139243 282994.804948 3058.786077 66655.665838 12342.901869 1798.344572 4771.535892 3542.875925 101069.683635 2230762.541618 44587.055402 91304.900802 293853.948491 75031.951580 62272.863354 353365.520557 81155.649871 5516642.176872 73181.027438 877537.717929 279199.946719 761259.336910 207093.149515 1849904.318815 475449.028238 122531.175692 199680.679135 1288647.967476 386.490935
1.022000e+03 179.418699 19786.706677 53091.144095 0.000000 212062.139243 282994.804948 3058.786077 66655.665838 12342.901869 1798.344572 4771.535892 3542.875925 101069.683635 2230762.541618 44587.055402 91304.900802 293853.948491 75031.951580 62272.863354 353365.520557 81155.649871 5516642.176872 73181.027438 877537.717929 279199.946719 761259.336910 207093.149515 1849904.318815 475449.028238 122531.175692 199680.679135 1288647.967476 386.490935
1.095000e+03 179.418699 19786.706677 51029.279656 0.000000 219151.499160 283361.942352 3058.786077 66655.665838 12342.901869 1798.344572 4771.535892 3542.875925 101069.683635 2230762.541618 44587.055402 91304.900802 293853.948491 75031.951580 62272.863354 353365.520557 81155.649871 5516642.176872 99678.567753 877537.717929 279199.946719 0.000000 207093.149515 1849904.318815 475449.028238 122531.175692 231242.125089 1288647.967476 386.490935
1.168000e+03 179.418699 19786.706677 51029.279656 0.000000 219151.499160 283361.942352 3058.786077 64756.865649 12342.901869 1798.344572 4771.535892 3542.875925 101069.683635 2230762.541618 44587.055402 0.000000 293853.948491 75031.951580 0.000000 0.000000 81155.649871 5516642.176872 99678.567753 0.000000 0.000000 1175750.129651 221559.932199 2420881.335842 600979.497357 125575.722679 231242.125089 1661296.578724 455.561994
1.241000e+03 167.502368 20650.033095 51029.279656 0.000000 219151.499160 283361.942352 3058.786077 64756.865649 14799.413977 1722.636611 4771.535892 3542.875925 107576.465417 2477365.295767 136226.759930 103359.852758 310003.477235 75031.951580 62970.573918 416973.363108 81497.876105 7123490.668024 99678.567753 993573.536996 366472.217392 1175750.129651 221559.932199 2420881.335842 600979.497357 125575.722679 231242.125089 1661296.578724 455.561994
1.314000e+03 167.502368 20650.033095 51029.279656 0.000000 219151.499160 283361.942352 3112.491101 64756.865649 14799.413977 1722.636611 4872.212850 3481.671511 107576.465417 2477365.295767 136226.759930 103359.852758 310003.477235 74523.711405 62970.573918 416973.363108 81497.876105 7123490.668024 99678.567753 993573.536996 366472.217392 1175750.129651 221559.932199 2420881.335842 600979.497357 125575.722679 231242.125089 1661296.578724 455.561994
1.387000e+03 167.502368 20650.033095 51029.279656 0.000000 219151.499160 283361.942352 3112.491101 64756.865649 14799.413977 1722.636611 4872.212850 3481.671511 107576.465417 2477365.295767 136226.759930 103359.852758 310003.477235 74523.711405 62970.573918 416973.363108 81497.876105 7123490.668024 99678.567753 993573.536996 366472.217392 1175750.129651 221559.932199 2420881.335842 600979.497357 125575.722679 231242.125089 1661296.578724 455.561994
1.460000e+03 167.502368 20650.033095 49490.335956 0.000000 226224.768298 285282.712568 3112.491101 64756.865649 14799.413977 1722.636611 4872.212850 3481.671511 107576.465417 2477365.295767 136226.759930 103359.852758 310003.477235 74523.711405 62970.573918 416973.363108 81497.876105 7123490.668024 126738.919682 993573.536996 366472.217392 0.000000 221559.932199 2420881.335842 600979.497357 125575.722679 291380.733597 1661296.578724 455.561994
1.533000e+03 167.502368 20650.033095 49490.335956 0.000000 226224.768298 285282.712568 3112.491101 63197.164776 14799.413977 1722.636611 4872.212850 3481.671511 107576.465417 2477365.295767 136226.759930 0.000000 310003.477235 74523.711405 0.000000 0.000000 81497.876105 7123490.668024 126738.919682 0.000000 0.000000 1630686.449984 232765.452859 2945508.817488 701622.064566 151743.116352 291380.733597 1342929.621095 1339.707635
1.606000e+03 156.134457 21550.511460 49490.335956 0.000000 226224.768298 285282.712568 3112.491101 63197.164776 16916.822466 1670.663049 4872.212850 3481.671511 114949.627962 2603082.307426 284598.655535 107923.219114 322805.156995 74523.711405 63565.690434 473536.317331 82342.238140 8623923.434137 126738.919682 1101044.826235 436470.744312 1630686.449984 232765.452859 2945508.817488 701622.064566 151743.116352 291380.733597 1342929.621095 1339.707635
1.679000e+03 156.134457 21550.511460 49490.335956 0.000000 226224.768298 285282.712568 3164.968943 63197.164776 16916.822466 1670.663049 5144.452727 3437.551657 114949.627962 2603082.307426 284598.655535 107923.219114 322805.156995 74316.172118 63565.690434 473536.317331 82342.238140 8623923.434137 126738.919682 1101044.826235 436470.744312 1630686.449984 232765.452859 2945508.817488 701622.064566 151743.116352 291380.733597 1342929.621095 1339.707635
1.752000e+03 156.134457 21550.511460 49490.335956 0.000000 226224.768298 285282.712568 3164.968943 63197.164776 16916.822466 1670.663049 5144.452727 3437.551657 114949.627962 2603082.307426 284598.655535 107923.219114 322805.156995 74316.172118 63565.690434 473536.317331 82342.238140 8623923.434137 126738.919682 1101044.826235 436470.744312 1630686.449984 232765.452859 2945508.817488 701622.064566 151743.116352 291380.733597 1342929.621095 1339.707635
