Time SWH_DEN SWH_SN SWH_RN SWH_Biomass HWH_DEN HWH_SN HWH_RN HWH_Biomass MWH_DEN MWH_SN MWH_RN MWH_Biomass FWH_DEN FWH_SN FWH_RN FWH_Biomass HOS_DEN HOS_SN HOS_RN HOS_Biomass PEL_DEN PEL_SN PEL_RN PEL_Biomass MAC_DEN MAC_SN MAC_RN MAC_Biomass BWH_DEN BWH_SN BWH_RN BWH_Biomass
2.993000e+03 4.253970e+02 7.769884e+07 1.815211e+08 1.257094e+04 2.765700e+03 6.180905e+07 1.637927e+08 7.112993e+04 8.858868e+04 1.377766e+07 3.271563e+07 4.695409e+05 7.273819e+03 1.966642e+08 4.528597e+08 5.385952e+05 9.272388e+04 1.722773e+06 4.448178e+06 6.523017e+04 1.930576e+08 2.069935e+04 5.440463e+04 1.652931e+06 1.920000e-13 1.588006e+03 4.206482e+03 1.268297e-16 6.791531e+09 2.674208e+02 6.269205e+02 6.924300e+05
3.066000e+03 5.108087e+03 7.244339e+07 1.735318e+08 1.432368e+05 4.007609e+03 6.175435e+07 1.636478e+08 1.029789e+05 1.200906e+05 1.397437e+07 3.322885e+07 6.462277e+05 9.996333e+03 1.985585e+08 4.566402e+08 7.466526e+05 1.010438e+05 1.628177e+06 3.951868e+06 6.427648e+04 9.809906e+08 4.579687e+03 8.751858e+03 1.490906e+06 1.920000e-13 1.469336e+03 2.667096e+03 9.053821e-17 2.378524e+10 5.409693e+02 9.315007e+02 3.992628e+06
3.139000e+03 4.987847e+03 7.326959e+07 1.780853e+08 1.429241e+05 4.007609e+03 6.207855e+07 1.645069e+08 1.035195e+05 1.190126e+05 1.449652e+07 3.520816e+07 6.743649e+05 9.932453e+03 2.020981e+08 4.700056e+08 7.610227e+05 9.724488e+04 1.713244e+06 4.236582e+06 6.595927e+04 3.782097e+08 1.113537e+04 2.423126e+04 1.524864e+06 7.245151e+10 1.745388e+02 4.538016e+02 5.189761e+06 2.371131e+10 5.545486e+02 1.115339e+03 4.513855e+06
3.212000e+03 4.892772e+03 7.408272e+07 1.823194e+08 1.430150e+05 4.007609e+03 6.246445e+07 1.655296e+08 1.041631e+05 1.328751e+05 1.312149e+07 3.247284e+07 6.906519e+05 9.816157e+03 2.063521e+08 4.854863e+08 7.741962e+05 9.462778e+04 1.804344e+06 4.541711e+06 6.845850e+04 2.766257e+08 1.541216e+04 3.723911e+04 1.660375e+06 1.920000e-13 1.586099e+03 4.199084e+03 1.266261e-16 2.363957e+10 5.701825e+02 1.305705e+03 5.055351e+06
3.285000e+03 4.187591e+02 7.702719e+07 1.771651e+08 1.213477e+04 1.920000e-13 6.646044e+07 1.761190e+08 5.309578e-12 1.920000e-13 1.457168e+07 3.383993e+07 1.059633e-12 1.920000e-13 2.079755e+08 4.713618e+08 1.486933e-11 9.169557e+04 1.910125e+06 4.876234e+06 7.093981e+04 2.309609e+08 1.921071e+04 4.908567e+04 1.798213e+06 1.920000e-13 1.586099e+03 4.199084e+03 1.266261e-16 2.706527e+10 5.387083e+02 1.337912e+03 5.790200e+06
3.358000e+03 4.187051e+02 7.703244e+07 1.806177e+08 1.229825e+04 2.646114e+03 6.263319e+07 1.659768e+08 6.896179e+04 8.881032e+04 1.387386e+07 3.286616e+07 4.732136e+05 7.265434e+03 1.977568e+08 4.544995e+08 5.402374e+05 9.307044e+04 1.869196e+06 4.809311e+06 7.085916e+04 2.027717e+08 2.301901e+04 6.014403e+04 1.922394e+06 1.920000e-13 1.586099e+03 4.199084e+03 1.266261e-16 6.807218e+09 2.678798e+02 6.269766e+02 6.944290e+05
3.431000e+03 5.032644e+03 7.193723e+07 1.729608e+08 1.405032e+05 3.831512e+03 6.258988e+07 1.658620e+08 9.978604e+04 1.203725e+05 1.408983e+07 3.343273e+07 6.521269e+05 9.983170e+03 1.997447e+08 4.584733e+08 7.491057e+05 1.014295e+05 1.763229e+06 4.276566e+06 6.983789e+04 1.004825e+09 5.142463e+03 9.450107e+03 1.671580e+06 1.920000e-13 1.466283e+03 2.659328e+03 9.030139e-17 2.664430e+10 5.670083e+02 9.517980e+02 4.613298e+06
3.504000e+03 4.914777e+03 7.277519e+07 1.775392e+08 1.402473e+05 3.831512e+03 6.294065e+07 1.667916e+08 1.003453e+05 1.192890e+05 1.468789e+07 3.567613e+07 6.848973e+05 9.919104e+03 2.036223e+08 4.729681e+08 7.650735e+05 9.760152e+04 1.849116e+06 4.554934e+06 7.125514e+04 3.884277e+08 1.252335e+04 2.642976e+04 1.724873e+06 7.321354e+10 1.761148e+02 4.580911e+02 5.293300e+06 2.656101e+10 5.786107e+02 1.139900e+03 5.203573e+06
3.577000e+03 4.821401e+03 7.361053e+07 1.817991e+08 1.403833e+05 3.831512e+03 6.334360e+07 1.678594e+08 1.009877e+05 1.331736e+05 1.332403e+07 3.299049e+07 7.031373e+05 9.802472e+03 2.081186e+08 4.891704e+08 7.792079e+05 9.496610e+04 1.926134e+06 4.801262e+06 7.283170e+04 2.859769e+08 1.713007e+04 4.057006e+04 1.881103e+06 1.920000e-13 1.583114e+03 4.191084e+03 1.263856e-16 2.647900e+10 5.916644e+02 1.334629e+03 5.814721e+06
3.650000e+03 4.122755e+02 7.647866e+07 1.762758e+08 1.187931e+04 1.920000e-13 6.623614e+07 1.755247e+08 5.291661e-12 1.920000e-13 1.477524e+07 3.431999e+07 1.074597e-12 1.920000e-13 2.100300e+08 4.758640e+08 1.501285e-11 9.201491e+04 2.010371e+06 5.061820e+06 7.418515e+04 2.399554e+08 2.108888e+04 5.349735e+04 2.040300e+06 1.920000e-13 1.583114e+03 4.191084e+03 1.263856e-16 3.000884e+10 5.591835e+02 1.379522e+03 6.632328e+06
3.723000e+03 4.122239e+02 7.648437e+07 1.797420e+08 1.204098e+04 2.519801e+03 6.346911e+07 1.681920e+08 6.654635e+04 8.900280e+04 1.407391e+07 3.334137e+07 4.810905e+05 7.254687e+03 1.994019e+08 4.579261e+08 5.436328e+05 9.341651e+04 1.951094e+06 4.951575e+06 7.350985e+04 2.115155e+08 2.516115e+04 6.561194e+04 2.188791e+06 1.920000e-13 1.583114e+03 4.191084e+03 1.263856e-16 6.893140e+09 2.604019e+02 6.121636e+02 6.856777e+05
3.796000e+03 4.959374e+03 7.150906e+07 1.723418e+08 1.378656e+05 3.650676e+03 6.342423e+07 1.680731e+08 9.634387e+04 1.206237e+05 1.428555e+07 3.382896e+07 6.616277e+05 9.967565e+03 2.013453e+08 4.609472e+08 7.525646e+05 1.017923e+05 1.825518e+06 4.352754e+06 7.169467e+04 1.017280e+09 5.124854e+03 9.424594e+03 1.687298e+06 1.920000e-13 1.462129e+03 2.650543e+03 9.001816e-17 2.768758e+10 5.765567e+02 9.627745e+02 4.858721e+06
3.869000e+03 4.843816e+03 7.234751e+07 1.769058e+08 1.376364e+05 3.650676e+03 6.377224e+07 1.689954e+08 9.687253e+04 1.195363e+05 1.487697e+07 3.605252e+07 6.940233e+05 9.903451e+03 2.052072e+08 4.751996e+08 7.681747e+05 9.794329e+04 1.914867e+06 4.654401e+06 7.334939e+04 3.897462e+08 1.258956e+04 2.661501e+04 1.741900e+06 7.329013e+10 1.798610e+02 4.679574e+02 5.412570e+06 2.760178e+10 5.884530e+02 1.161484e+03 5.506356e+06
3.942000e+03 4.752085e+03 7.319279e+07 1.811821e+08 1.378045e+05 3.650676e+03 6.417294e+07 1.700572e+08 9.748122e+04 1.332394e+05 1.348657e+07 3.332354e+07 7.110122e+05 9.786729e+03 2.096952e+08 4.913457e+08 7.821422e+05 9.529452e+04 1.997110e+06 4.931234e+06 7.526658e+04 2.867246e+08 1.723251e+04 4.084881e+04 1.898481e+06 1.920000e-13 1.587084e+03 4.201846e+03 1.267081e-16 2.751559e+10 6.015856e+02 1.358850e+03 6.149449e+06
4.015000e+03 4.053133e+02 7.595192e+07 1.753298e+08 1.161065e+04 1.920000e-13 6.602410e+07 1.749628e+08 5.274721e-12 1.920000e-13 1.496624e+07 3.472032e+07 1.087539e-12 1.920000e-13 2.120081e+08 4.796364e+08 1.513871e-11 9.232940e+04 2.088440e+06 5.226003e+06 7.698854e+04 2.405399e+08 2.121726e+04 5.384376e+04 2.058290e+06 1.920000e-13 1.587084e+03 4.201846e+03 1.267081e-16 3.117255e+10 5.685879e+02 1.402320e+03 7.003958e+06
4.088000e+03 4.052643e+02 7.595831e+07 1.789082e+08 1.177487e+04 2.406324e+03 6.425114e+07 1.702645e+08 6.433255e+04 8.903623e+04 1.424521e+07 3.372404e+07 4.868942e+05 7.242730e+03 2.009241e+08 4.607221e+08 5.463023e+05 9.376207e+04 2.030762e+06 5.135897e+06 7.660353e+04 2.120203e+08 2.529997e+04 6.597391e+04 2.206119e+06 1.920000e-13 1.587084e+03 4.201846e+03 1.267081e-16 7.124337e+09 2.612234e+02 6.136543e+02 7.105532e+05
4.161000e+03 4.881322e+03 7.107311e+07 1.716335e+08 1.350591e+05 3.483731e+03 6.422317e+07 1.701903e+08 9.309624e+04 1.206539e+05 1.449295e+07 3.457150e+07 6.748592e+05 9.950710e+03 2.033703e+08 4.674183e+08 7.609298e+05 1.021620e+05 1.903638e+06 4.544670e+06 7.509997e+04 1.017625e+09 5.154952e+03 9.463825e+03 1.695913e+06 1.920000e-13 1.465935e+03 2.657280e+03 9.024893e-17 2.830289e+10 5.820276e+02 9.682602e+02 5.002050e+06
4.234000e+03 4.768033e+03 7.191394e+07 1.762069e+08 1.348675e+05 3.483731e+03 6.455527e+07 1.710704e+08 9.357766e+04 1.195638e+05 1.509516e+07 3.680601e+07 7.074269e+05 9.886619e+03 2.072880e+08 4.820301e+08 7.769129e+05 9.829330e+04 1.989140e+06 4.816619e+06 7.626149e+04 3.900957e+08 1.265753e+04 2.670794e+04 1.750618e+06 7.334787e+10 1.765323e+02 4.585546e+02 5.310379e+06 2.821343e+10 5.939378e+02 1.165263e+03 5.658171e+06
4.307000e+03 4.677930e+03 7.276668e+07 1.804840e+08 1.350545e+05 3.483731e+03 6.493440e+07 1.720751e+08 9.412723e+04 1.332606e+05 1.368646e+07 3.397284e+07 7.240264e+05 9.769937e+03 2.118231e+08 4.980050e+08 7.905871e+05 9.563213e+04 2.066893e+06 5.070805e+06 7.781563e+04 2.870517e+08 1.731235e+04 4.096958e+04 1.907212e+06 1.920000e-13 1.576628e+03 4.172781e+03 1.258430e-16 2.812462e+10 6.072078e+02 1.362411e+03 6.315006e+06
4.380000e+03 3.984359e+02 7.550203e+07 1.745113e+08 1.135603e+04 1.920000e-13 6.591045e+07 1.746617e+08 5.265643e-12 1.920000e-13 1.519511e+07 3.534081e+07 1.106130e-12 1.920000e-13 2.144675e+08 4.861905e+08 1.533600e-11 9.265412e+04 2.155863e+06 5.356639e+06 7.935132e+04 2.408478e+08 2.128598e+04 5.395391e+04 2.065835e+06 1.920000e-13 1.576628e+03 4.172781e+03 1.258430e-16 3.181697e+10 5.730728e+02 1.407181e+03 7.182645e+06
4.453000e+03 3.983892e+02 7.550406e+07 1.774147e+08 1.148665e+04 2.288323e+03 6.508544e+07 1.724754e+08 6.197222e+04 8.904739e+04 1.444856e+07 3.425947e+07 4.944548e+05 7.230159e+03 2.028860e+08 4.658044e+08 5.511601e+05 9.411897e+04 2.092049e+06 5.258159e+06 7.886452e+04 2.123111e+08 2.536407e+04 6.610930e+04 2.213973e+06 1.920000e-13 1.576628e+03 4.172781e+03 1.258430e-16 7.282993e+09 2.617039e+02 6.145175e+02 7.274926e+05
4.526000e+03 4.804185e+03 7.064489e+07 1.703003e+08 1.319601e+05 3.316370e+03 6.503385e+07 1.723387e+08 8.974252e+04 1.206642e+05 1.466038e+07 3.472046e+07 6.792689e+05 9.933237e+03 2.048458e+08 4.684840e+08 7.624712e+05 1.025464e+05 1.963187e+06 4.680495e+06 7.766655e+04 1.018132e+09 5.166667e+03 9.488869e+03 1.701024e+06 1.920000e-13 1.455414e+03 2.637814e+03 8.959259e-17 2.896655e+10 5.858254e+02 9.729881e+02 5.147494e+06
4.599000e+03 4.693176e+03 7.140087e+07 1.742880e+08 1.314490e+05 3.316370e+03 6.534442e+07 1.731617e+08 9.017109e+04 1.195731e+05 1.519595e+07 3.677860e+07 7.084826e+05 9.869211e+03 2.084491e+08 4.817585e+08 7.765457e+05 9.865784e+04 2.060084e+06 5.007902e+06 7.949359e+04 3.902781e+08 1.270340e+04 2.685627e+04 1.760077e+06 7.352614e+10 1.927918e+02 5.026595e+02 5.829259e+06 2.887596e+10 5.980767e+02 1.175181e+03 5.837315e+06
4.672000e+03 4.604714e+03 7.215190e+07 1.780980e+08 1.313656e+05 3.316370e+03 6.570179e+07 1.741088e+08 9.066424e+04 1.332719e+05 1.374767e+07 3.390958e+07 7.240562e+05 9.752642e+03 2.127757e+08 4.972697e+08 7.894294e+05 9.598419e+04 2.153574e+06 5.327907e+06 8.186384e+04 2.872111e+08 1.739695e+04 4.125933e+04 1.920528e+06 1.920000e-13 1.605940e+03 4.252796e+03 1.282360e-16 2.878461e+10 6.124469e+02 1.382508e+03 6.546336e+06
4.745000e+03 3.917909e+02 7.482181e+07 1.723564e+08 1.104001e+04 1.920000e-13 6.576573e+07 1.742782e+08 5.254082e-12 1.920000e-13 1.533199e+07 3.552804e+07 1.113224e-12 1.920000e-13 2.160706e+08 4.882461e+08 1.541608e-11 9.299324e+04 2.263060e+06 5.684877e+06 8.425791e+04 2.409960e+08 2.141756e+04 5.436753e+04 2.082085e+06 1.920000e-13 1.605940e+03 4.252796e+03 1.282360e-16 3.246220e+10 5.828077e+02 1.438902e+03 7.481724e+06
4.818000e+03 3.917464e+02 7.482338e+07 1.756356e+08 1.118527e+04 2.177580e+03 6.587340e+07 1.745635e+08 5.968707e+04 8.905426e+04 1.451720e+07 3.429183e+07 4.955184e+05 7.205855e+03 2.038301e+08 4.664028e+08 5.505745e+05 9.449156e+04 2.208375e+06 5.613415e+06 8.425662e+04 2.124509e+08 2.553038e+04 6.657918e+04 2.230838e+06 1.920000e-13 1.605940e+03 4.252796e+03 1.282360e-16 7.303583e+09 2.727689e+02 6.387533e+02 7.589411e+05
4.891000e+03 4.729299e+03 7.002313e+07 1.686100e+08 1.286567e+05 3.156088e+03 6.581288e+07 1.744031e+08 8.642829e+04 1.206723e+05 1.474798e+07 3.479682e+07 6.815699e+05 9.899279e+03 2.058990e+08 4.692957e+08 7.619692e+05 1.029486e+05 2.066228e+06 4.909905e+06 8.187284e+04 1.018289e+09 5.194009e+03 9.532109e+03 1.709481e+06 1.920000e-13 1.484114e+03 2.691976e+03 9.140626e-17 2.948149e+10 5.984536e+02 9.967579e+02 5.361329e+06
4.964000e+03 4.620532e+03 7.079545e+07 1.729101e+08 1.283696e+05 3.156088e+03 6.610764e+07 1.751843e+08 8.681539e+04 1.195809e+05 1.533007e+07 3.699117e+07 7.132548e+05 9.835362e+03 2.097475e+08 4.832402e+08 7.769995e+05 9.903944e+04 2.159563e+06 5.209267e+06 8.319774e+04 3.903488e+08 1.276292e+04 2.693715e+04 1.766643e+06 7.311313e+10 1.757549e+02 4.555893e+02 5.262188e+06 2.939184e+10 6.114892e+02 1.209818e+03 6.102598e+06
5.037000e+03 4.533684e+03 7.157491e+07 1.769329e+08 1.284388e+05 3.156088e+03 6.644742e+07 1.760847e+08 8.726162e+04 1.332857e+05 1.388358e+07 3.415673e+07 7.299519e+05 9.718984e+03 2.142453e+08 4.992164e+08 7.904900e+05 9.635289e+04 2.250992e+06 5.523853e+06 8.540069e+04 2.872743e+08 1.745963e+04 4.133105e+04 1.925352e+06 1.920000e-13 1.575018e+03 4.165800e+03 1.256550e-16 2.930320e+10 6.265249e+02 1.422651e+03 6.845403e+06
5.110000e+03 3.853489e+02 7.421073e+07 1.711281e+08 1.077768e+04 1.920000e-13 6.567706e+07 1.740433e+08 5.246999e-12 1.920000e-13 1.549246e+07 3.584345e+07 1.123640e-12 1.920000e-13 2.179099e+08 4.915572e+08 1.552882e-11 9.334863e+04 2.354241e+06 5.860688e+06 8.742116e+04 2.410551e+08 2.146133e+04 5.439857e+04 2.084651e+06 1.920000e-13 1.575018e+03 4.165800e+03 1.256550e-16 3.305056e+10 5.960263e+02 1.473463e+03 7.797347e+06
5.183000e+03 3.853064e+02 7.421220e+07 1.743197e+08 1.091675e+04 2.078186e+03 6.657880e+07 1.764329e+08 5.757266e+04 8.906352e+04 1.465417e+07 3.456238e+07 4.997076e+05 7.180394e+03 2.052294e+08 4.687977e+08 5.517349e+05 9.488144e+04 2.265655e+06 5.682508e+06 8.597118e+04 2.125068e+08 2.550974e+04 6.646702e+04 2.228208e+06 1.920000e-13 1.575018e+03 4.165800e+03 1.256550e-16 7.357588e+09 2.733136e+02 6.377337e+02 7.641546e+05
5.256000e+03 4.656564e+03 6.949736e+07 1.674671e+08 1.257922e+05 3.009231e+03 6.652606e+07 1.762931e+08 8.329969e+04 1.206846e+05 1.488138e+07 3.504511e+07 6.868909e+05 9.864256e+03 2.073287e+08 4.717003e+08 7.635853e+05 1.033697e+05 2.108091e+06 4.955794e+06 8.324184e+04 1.018412e+09 5.183286e+03 9.494037e+03 1.704022e+06 1.920000e-13 1.453984e+03 2.635072e+03 8.950127e-17 3.000264e+10 6.066777e+02 9.968552e+02 5.484566e+06
5.329000e+03 4.549958e+03 7.024697e+07 1.716187e+08 1.254546e+05 3.009231e+03 6.678974e+07 1.769919e+08 8.362986e+04 1.195931e+05 1.539452e+07 3.699780e+07 7.142965e+05 9.800534e+03 2.109188e+08 4.846686e+08 7.771526e+05 9.943894e+04 2.196606e+06 5.229755e+06 8.418552e+04 3.903864e+08 1.273176e+04 2.679764e+04 1.759218e+06 7.384362e+10 1.884982e+02 4.908668e+02 5.719012e+06 2.990749e+10 6.178383e+02 1.190300e+03 6.164765e+06
5.402000e+03 4.464652e+03 7.100314e+07 1.755206e+08 1.254733e+05 3.009231e+03 6.709946e+07 1.778126e+08 8.401767e+04 1.333069e+05 1.391100e+07 3.408167e+07 7.293437e+05 9.684503e+03 2.152466e+08 5.000524e+08 7.897140e+05 9.673886e+04 2.281461e+06 5.522397e+06 8.606275e+04 2.873064e+08 1.740054e+04 4.107314e+04 1.915184e+06 1.920000e-13 1.593654e+03 4.219317e+03 1.272343e-16 2.981246e+10 6.300964e+02 1.386050e+03 6.852117e+06
5.475000e+03 3.790935e+02 7.359037e+07 1.696859e+08 1.051359e+04 1.920000e-13 6.565611e+07 1.739878e+08 5.245327e-12 1.920000e-13 1.559249e+07 3.598624e+07 1.128955e-12 1.920000e-13 2.194114e+08 4.940357e+08 1.561593e-11 9.372062e+04 2.375827e+06 5.832427e+06 8.769822e+04 2.410848e+08 2.135562e+04 5.402009e+04 2.071601e+06 1.920000e-13 1.593654e+03 4.219317e+03 1.272343e-16 3.357046e+10 5.922031e+02 1.435101e+03 7.758558e+06
5.548000e+03 3.790528e+02 7.359108e+07 1.727054e+08 1.064297e+04 1.975598e+03 6.714822e+07 1.779419e+08 5.519875e+04 8.907765e+04 1.468945e+07 3.455276e+07 5.000473e+05 7.154554e+03 2.062129e+08 4.701829e+08 5.516814e+05 9.528873e+04 2.293143e+06 5.698558e+06 8.681318e+04 2.125347e+08 2.537750e+04 6.607617e+04 2.215827e+06 1.920000e-13 1.593654e+03 4.219317e+03 1.272343e-16 7.432397e+09 2.594434e+02 6.098633e+02 7.365578e+05
5.621000e+03 4.585817e+03 6.894023e+07 1.660000e+08 1.228228e+05 2.861267e+03 6.710452e+07 1.778261e+08 7.989256e+04 1.207036e+05 1.493773e+07 3.509442e+07 6.884531e+05 9.828940e+03 2.084097e+08 4.733163e+08 7.638734e+05 1.038100e+05 2.136210e+06 5.004902e+06 8.451032e+04 1.018328e+09 5.156414e+03 9.436772e+03 1.694114e+06 1.920000e-13 1.472003e+03 2.669112e+03 9.064074e-17 3.041939e+10 6.018785e+02 9.879690e+02 5.513291e+06
5.694000e+03 4.481336e+03 6.965456e+07 1.699610e+08 1.224130e+05 2.861267e+03 6.736618e+07 1.785195e+08 8.020408e+04 1.196119e+05 1.553079e+07 3.732639e+07 7.207476e+05 9.765449e+03 2.123478e+08 4.875025e+08 7.791162e+05 9.985662e+04 2.225196e+06 5.277487e+06 8.540796e+04 3.903978e+08 1.264754e+04 2.655650e+04 1.744790e+06 7.327889e+10 1.734635e+02 4.494044e+02 5.203310e+06 3.032067e+10 6.132128e+02 1.182873e+03 6.208271e+06
5.767000e+03 4.397569e+03 7.037257e+07 1.737025e+08 1.223604e+05 2.861267e+03 6.766375e+07 1.793081e+08 8.055837e+04 1.331327e+05 1.406537e+07 3.448158e+07 7.368035e+05 9.649827e+03 2.169275e+08 5.037005e+08 7.927487e+05 9.714241e+04 2.308047e+06 5.559215e+06 8.712391e+04 2.873215e+08 1.728287e+04 4.073516e+04 1.900360e+06 1.920000e-13 1.577485e+03 4.173957e+03 1.258876e-16 3.022645e+10 6.256717e+02 1.379648e+03 6.909960e+06
5.840000e+03 3.724462e+02 7.285763e+07 1.678261e+08 1.021916e+04 1.920000e-13 6.572290e+07 1.741649e+08 5.250663e-12 1.920000e-13 1.575741e+07 3.637564e+07 1.141088e-12 1.920000e-13 2.213720e+08 4.982406e+08 1.575088e-11 9.410964e+04 2.402179e+06 5.870042e+06 8.874851e+04 2.411002e+08 2.121925e+04 5.365003e+04 2.057814e+06 1.920000e-13 1.577485e+03 4.173957e+03 1.258876e-16 3.388533e+10 5.910342e+02 1.434773e+03 7.825544e+06
5.913000e+03 3.724074e+02 7.285809e+07 1.708706e+08 1.034737e+04 1.881349e+03 6.768629e+07 1.793678e+08 5.298661e+04 8.895530e+04 1.484567e+07 3.493099e+07 5.047804e+05 7.128683e+03 2.078005e+08 4.736293e+08 5.537774e+05 9.571387e+04 2.308682e+06 5.700785e+06 8.739436e+04 2.125498e+08 2.521840e+04 6.565237e+04 2.201860e+06 1.920000e-13 1.577485e+03 4.173957e+03 1.258876e-16 7.346412e+09 2.606905e+02 6.119320e+02 7.308135e+05
5.986000e+03 4.511249e+03 6.828344e+07 1.643166e+08 1.196221e+05 2.723300e+03 6.764711e+07 1.792640e+08 7.665509e+04 1.205284e+05 1.509490e+07 3.547227e+07 6.948051e+05 9.793678e+03 2.100251e+08 4.768082e+08 7.668351e+05 1.042696e+05 2.151310e+06 5.035673e+06 8.542975e+04 1.018235e+09 5.126705e+03 9.385158e+03 1.684520e+06 1.920000e-13 1.456455e+03 2.640143e+03 8.966634e-17 3.062693e+10 5.986927e+02 9.810754e+02 5.515712e+06
6.059000e+03 4.408822e+03 6.898206e+07 1.682650e+08 1.192417e+05 2.723300e+03 6.789595e+07 1.799234e+08 7.693707e+04 1.194366e+05 1.569226e+07 3.771037e+07 7.271182e+05 9.730432e+03 2.139979e+08 4.910765e+08 7.821173e+05 1.002926e+05 2.242932e+06 5.322516e+06 8.649847e+04 3.904013e+08 1.256953e+04 2.639594e+04 1.734187e+06 7.373286e+10 1.711431e+02 4.436286e+02 5.167491e+06 3.052672e+10 6.094385e+02 1.171368e+03 6.197288e+06
6.132000e+03 4.326540e+03 6.968848e+07 1.719874e+08 1.192007e+05 2.723300e+03 6.817836e+07 1.806718e+08 7.725708e+04 1.329321e+05 1.420837e+07 3.481848e+07 7.429658e+05 9.615249e+03 2.186079e+08 5.073396e+08 7.957389e+05 9.756369e+04 2.323516e+06 5.589744e+06 8.801334e+04 2.873292e+08 1.717286e+04 4.046476e+04 1.887951e+06 1.920000e-13 1.560536e+03 4.128782e+03 1.245278e-16 3.043109e+10 6.214273e+02 1.363534e+03 6.886118e+06
6.205000e+03 3.658241e+02 7.212558e+07 1.661455e+08 9.936846e+03 1.920000e-13 6.583709e+07 1.744675e+08 5.259787e-12 1.920000e-13 1.591950e+07 3.673887e+07 1.152586e-12 1.920000e-13 2.233731e+08 5.025188e+08 1.588832e-11 9.451576e+04 2.412735e+06 5.875887e+06 8.930822e+04 2.411088e+08 2.108493e+04 5.330037e+04 2.044584e+06 1.920000e-13 1.560536e+03 4.128782e+03 1.245278e-16 3.409914e+10 5.862478e+02 1.418149e+03 7.791697e+06
6.278000e+03 3.657872e+02 7.212618e+07 1.692257e+08 1.006431e+04 1.783950e+03 6.823753e+07 1.808286e+08 5.065265e+04 8.882150e+04 1.499001e+07 3.525978e+07 5.088118e+05 7.102944e+03 2.093828e+08 4.770538e+08 5.558322e+05 9.615692e+04 2.315230e+06 5.696145e+06 8.781980e+04 2.125584e+08 2.509931e+04 6.535774e+04 2.191924e+06 1.920000e-13 1.560536e+03 4.128782e+03 1.245278e-16 7.265548e+09 2.567498e+02 6.042773e+02 7.131651e+05
6.351000e+03 4.437095e+03 6.764770e+07 1.628570e+08 1.165959e+05 2.585146e+03 6.818385e+07 1.806863e+08 7.334369e+04 1.203459e+05 1.524070e+07 3.580165e+07 7.002721e+05 9.758637e+03 2.116374e+08 4.802880e+08 7.697564e+05 1.047484e+05 2.153756e+06 5.011745e+06 8.556556e+04 1.018206e+09 5.108790e+03 9.372227e+03 1.680891e+06 1.920000e-13 1.439868e+03 2.609041e+03 8.862250e-17 3.081301e+10 5.933478e+02 9.742499e+02 5.506474e+06
6.424000e+03 4.336703e+03 6.834232e+07 1.668170e+08 1.162591e+05 2.585146e+03 6.841467e+07 1.812980e+08 7.359199e+04 1.192554e+05 1.583952e+07 3.804046e+07 7.325046e+05 9.695642e+03 2.156233e+08 4.945880e+08 7.849987e+05 1.007467e+05 2.241098e+06 5.270146e+06 8.626759e+04 3.904051e+08 1.253185e+04 2.641767e+04 1.733495e+06 7.376654e+10 1.734854e+02 4.503393e+02 5.245983e+06 3.071348e+10 6.042682e+02 1.168278e+03 6.206281e+06
6.497000e+03 4.255893e+03 6.905037e+07 1.705494e+08 1.162471e+05 2.585146e+03 6.867860e+07 1.819975e+08 7.387589e+04 1.327314e+05 1.433897e+07 3.511139e+07 7.482524e+05 9.580905e+03 2.202555e+08 5.109040e+08 7.985893e+05 9.800237e+04 2.317092e+06 5.514365e+06 8.749514e+04 2.873342e+08 1.713693e+04 4.051763e+04 1.888539e+06 1.920000e-13 1.554065e+03 4.112950e+03 1.240396e-16 3.061471e+10 6.165034e+02 1.362255e+03 6.906017e+06
6.570000e+03 3.593794e+02 7.142712e+07 1.646129e+08 9.670382e+03 1.920000e-13 6.594305e+07 1.747483e+08 5.268253e-12 1.920000e-13 1.607547e+07 3.708052e+07 1.163478e-12 1.920000e-13 2.253485e+08 5.067035e+08 1.602315e-11 9.493857e+04 2.400511e+06 5.776029e+06 8.849467e+04 2.411139e+08 2.107356e+04 5.339092e+04 2.046804e+06 1.920000e-13 1.554065e+03 4.112950e+03 1.240396e-16 3.425920e+10 5.837629e+02 1.417987e+03 7.817933e+06
6.643000e+03 3.593442e+02 7.142787e+07 1.676582e+08 9.794217e+03 1.692522e+03 6.873561e+07 1.821485e+08 4.840746e+04 8.868968e+04 1.512316e+07 3.555331e+07 5.123707e+05 7.077412e+03 2.109385e+08 4.804130e+08 5.577997e+05 9.661732e+04 2.298514e+06 5.589420e+06 8.688066e+04 2.125636e+08 2.510053e+04 6.541044e+04 2.193284e+06 1.920000e-13 1.554065e+03 4.112950e+03 1.240396e-16 7.261444e+09 2.588749e+02 6.084452e+02 7.179716e+05
6.716000e+03 4.364632e+03 6.705875e+07 1.615266e+08 1.137367e+05 2.452871e+03 6.867844e+07 1.819970e+08 7.009569e+04 1.201689e+05 1.537651e+07 3.609912e+07 7.051777e+05 9.723897e+03 2.132261e+08 4.837107e+08 7.725713e+05 1.052462e+05 2.136928e+06 4.936111e+06 8.486277e+04 1.018223e+09 5.109428e+03 9.372536e+03 1.681029e+06 1.920000e-13 1.433909e+03 2.598559e+03 8.826264e-17 3.099073e+10 5.912144e+02 9.709052e+02 5.518880e+06
