"year","scenario","PelBioPP","BioPP","DemPel","DemPP","PropPel","PropPred"
2053,"Global Sustainability",0.00537501821621639,0.269016907628289,0.343360831434982,0.00184557072369824,0.000485998704047024,2.14881260188263
2054,"Global Sustainability",0.00583286854378041,0.285461667443402,0.337407469406084,0.0019680534147353,0.000482872782856873,2.1476597488287
2055,"Global Sustainability",0.00545258123492235,0.248899115784151,0.338966952087756,0.00184824484221252,0.000476175419690343,2.13669502808537
2056,"Global Sustainability",0.00676986900125797,0.343029868019008,0.324014602243684,0.00219353641168445,0.000495391995989059,2.14026252822337
2057,"Global Sustainability",0.00692829360433094,0.328409513570295,0.324957284646448,0.00225139947689673,0.000488237077179521,2.1461343901861
2058,"Global Sustainability",0.00545387160160582,0.254115141669276,0.324879650279932,0.00177185189860135,0.000469479783951227,2.07951997850671
2059,"Global Sustainability",0.004900759213095,0.223066166006507,0.336081171059748,0.00164705289541881,0.000454050183431609,2.09410976886137
2060,"Global Sustainability",0.00405676424114365,0.190552063521921,0.334974198431941,0.00135891134990446,0.000448961330258006,2.06085767621267
2061,"Global Sustainability",0.00629791399767162,0.319648765182194,0.32698768881905,0.00205934034247979,0.000467908345017588,2.14400509292705
2062,"Global Sustainability",0.0056692429170248,0.239862915680358,0.32850758177678,0.00186238928117695,0.000465799506431614,2.12078937729798
2063,"Global Sustainability",0.00425691548126684,0.173503324765909,0.32101714679143,0.00136654286192855,0.000465880572378557,2.0731124979529
2064,"Global Sustainability",0.00362051953243774,0.155511913795128,0.324065238610161,0.00117328452617219,0.000451150300629205,2.05243226384603
2065,"Global Sustainability",0.00311045411042684,0.136184507651775,0.339449682743311,0.00105584266097202,0.000429986389899926,2.04236509408682
2066,"Global Sustainability",0.00602100958675921,0.263640168751153,0.325128917297581,0.00195760432798138,0.000467893119005499,2.20737644110714
2067,"Global Sustainability",0.00533109788095448,0.228318419952349,0.316920687554904,0.00168953520585459,0.000475120746540958,2.15054023562163
2068,"Global Sustainability",0.00598501594316867,0.259145719337667,0.322866191453773,0.00193235930336098,0.00045402636607655,2.21410832861681
2015,"Precautionary Fishing",0.00358814847749366,0.198624005641124,0.444997424453374,0.00159671683104097,0.000585281300570359,2.41978423490222
2016,"Precautionary Fishing",0.00354421242996531,0.2054738315493,0.44829443572006,0.00158885071136332,0.000568009723576358,2.37695278563708
2017,"Precautionary Fishing",0.00319748515821325,0.176746161848005,0.432715426115374,0.00138360115273383,0.000566503030234533,2.32511288048212
2018,"Precautionary Fishing",0.00275428102535021,0.147925837354963,0.425429576030035,0.00117175260888231,0.000547781198318901,2.27025941694183
2019,"Precautionary Fishing",0.00211264134149224,0.113563693102166,0.42830996992733,0.000904865349441778,0.000503725472592386,2.16995552004465
2020,"Precautionary Fishing",0.00174396452769806,0.0933719138271011,0.456224936107991,0.000795640105223651,0.000461196369022391,2.12945980026225
2021,"Precautionary Fishing",0.00309934670352364,0.174553401414519,0.465472074201423,0.00144265933875849,0.000509873835667514,2.43494939579802
2022,"Precautionary Fishing",0.00370374186666582,0.214585449820924,0.472874261495684,0.00175140419997024,0.000521341959217924,2.39730297064164
2023,"Precautionary Fishing",0.00388740785833822,0.21967762766135,0.447329676506606,0.00173895289971967,0.000539733597607041,2.36309261811737
2024,"Precautionary Fishing",0.00462289634458405,0.2615793102042,0.444129830197038,0.00205316616853862,0.000547119490548054,2.39282674381117
2025,"Precautionary Fishing",0.00527375605575981,0.30963864478462,0.445794482828745,0.00235101135344241,0.000547522753678385,2.39171856126264
2026,"Precautionary Fishing",0.00596718505125207,0.29852643755078,0.42060583934763,0.00250983287702451,0.000579646518012039,2.37818222430787
2027,"Precautionary Fishing",0.00628641035577014,0.359138498974939,0.41344900197282,0.00259911008758476,0.0005750272794092,2.33435361671909
2028,"Precautionary Fishing",0.0050565205804441,0.249434212270295,0.420694783589185,0.00212725183130419,0.000554627573227831,2.30765401268876
2029,"Precautionary Fishing",0.00475755314302887,0.236304414200002,0.401059226798223,0.00190806058499462,0.000574573877372118,2.29163961620871
2030,"Precautionary Fishing",0.00793298008590677,0.400010701209007,0.376803666609502,0.00298917598350983,0.000622439484065558,2.39269495877005
2031,"Precautionary Fishing",0.00754375901186674,0.362369177868033,0.386874934170103,0.00291849127111106,0.00060293747170488,2.35693473246896
2032,"Precautionary Fishing",0.00651161168532196,0.338937452186721,0.39822725525176,0.00259310124871105,0.00058784622052752,2.28527963445541
2033,"Precautionary Fishing",0.00431264887937414,0.201468661383744,0.397682550766905,0.00171506520691154,0.000573582439038386,2.20138794996322
2034,"Precautionary Fishing",0.00685478357089206,0.33003890259415,0.41195687717153,0.0028238752335514,0.000585931080911113,2.35214222763536
2035,"Precautionary Fishing",0.0066176782123455,0.299889304038866,0.406746777308016,0.002691719286133,0.000584783702484683,2.31937773606695
2036,"Precautionary Fishing",0.00734137941876551,0.329233548905936,0.392849339330368,0.00288405605443559,0.000601262781482461,2.32883698809876
2037,"Precautionary Fishing",0.00786164334607757,0.395994423104238,0.39637303968388,0.00311614346999531,0.000593068979078337,2.32545431050504
2038,"Precautionary Fishing",0.00863193622809734,0.446190026098013,0.396620519070436,0.00342360302737087,0.000589128204756124,2.33662791801167
2039,"Precautionary Fishing",0.00796717324397574,0.361063858764683,0.373637509109339,0.00297683476552166,0.000604622220667214,2.2986796512095
2040,"Precautionary Fishing",0.00775520983079183,0.372930136348045,0.378607878135583,0.00293618353853231,0.000594773202019426,2.27541349125038
2041,"Precautionary Fishing",0.00930712805456319,0.417970081765548,0.365985522500168,0.00340627412402528,0.000601931840917982,2.29884305240936
2042,"Precautionary Fishing",0.0090337403184549,0.438482141553355,0.365938975147656,0.00330579767388544,0.000587354733058917,2.27226458703166
2043,"Precautionary Fishing",0.0101166199851014,0.439741292803055,0.357544941385389,0.00361714629959133,0.00060122876128274,2.28797828122253
2044,"Precautionary Fishing",0.0121321182607559,0.584347366066059,0.341112768794156,0.00413842045126458,0.000617562999752735,2.27506604949464
2045,"Precautionary Fishing",0.0101255935510598,0.401831150708687,0.346300133721136,0.00350649440073787,0.000608308399199721,2.28470701652251
2046,"Precautionary Fishing",0.00956903287284503,0.42670280978176,0.355152621497728,0.00339846710998885,0.000584337745740032,2.26580641208831
2047,"Precautionary Fishing",0.0111520441942961,0.57138841203924,0.348950468648689,0.00389151104799052,0.000602281895750735,2.26971500514695
2048,"Precautionary Fishing",0.00978329908681056,0.389662377898022,0.347772335816593,0.00340236077541246,0.000603245468387619,2.27315177564194
2049,"Precautionary Fishing",0.00661046923166293,0.288173440215526,0.349986378211571,0.00231357418466873,0.000571385876377364,2.20039572397051
2050,"Precautionary Fishing",0.00874728404226008,0.407815200733066,0.340994522183674,0.00298277594239535,0.000589841209582912,2.25148697281675
2051,"Precautionary Fishing",0.00907816432973552,0.368388829060524,0.339395135086432,0.00308108480902741,0.000591967090379259,2.2557240076985
2052,"Precautionary Fishing",0.00810976399966284,0.354374819166702,0.343221862906316,0.00278344830769486,0.000569131314022036,2.22750203292665
2053,"Precautionary Fishing",0.0121611081111083,0.558671841037597,0.350268067591507,0.0042596478378493,0.000571210308934465,2.25646234329404
2054,"Precautionary Fishing",0.0116603706160488,0.572713389943913,0.345328944100105,0.004026663472656,0.000564973478347238,2.23663698247608
2055,"Precautionary Fishing",0.00832646013115114,0.355850453620848,0.346375131718569,0.00288407872467689,0.000555924191641168,2.19512582667808
2056,"Precautionary Fishing",0.00712763218152671,0.298847624918215,0.336252794062243,0.00239668623608632,0.00055646466266022,2.17054769365753
2057,"Precautionary Fishing",0.0101600931559693,0.468144143371956,0.327057989687145,0.00332293964262544,0.000573622841008761,2.22233791457206
2058,"Precautionary Fishing",0.00946620497698674,0.38243988401089,0.334242803484552,0.00316401088986747,0.000561414997700557,2.21471077902592
2059,"Precautionary Fishing",0.00832369003080013,0.336014496057769,0.332964972972099,0.00277149722613349,0.000558719682067567,2.18462100199444
2060,"Precautionary Fishing",0.00695760351320685,0.287603551387876,0.331729962604031,0.00230804555324978,0.00055193420216389,2.17532657254681
2061,"Precautionary Fishing",0.00892304985050714,0.432072814886886,0.327848077785395,0.00292540474147202,0.00055352783157078,2.19249171341242
2062,"Precautionary Fishing",0.0114524742869572,0.431339938298878,0.325313581693557,0.00372564542954342,0.000562566573580013,2.2355696952263
2063,"Precautionary Fishing",0.00897301864287077,0.349554122597768,0.323215706275284,0.00290022055807677,0.000561618572089582,2.18057143908331
2064,"Precautionary Fishing",0.0120743089365889,0.560189548947871,0.323294782538999,0.0039035610819632,0.000567403662510643,2.20766573495675
2065,"Precautionary Fishing",0.0122365448465964,0.486088069284341,0.332068857294497,0.00406337546444212,0.000558770153760992,2.2155993796193
2066,"Precautionary Fishing",0.00899712685354463,0.365197094405838,0.332215288683735,0.00298898309497452,0.000547514046009702,2.18505372696272
2067,"Precautionary Fishing",0.0136553874167943,0.612709554694023,0.321126571698617,0.00438510774637159,0.000569192828703243,2.24197372012666
2068,"Precautionary Fishing",0.0127333255289375,0.507906568152361,0.335273815470756,0.00426915063371806,0.000551460511440062,2.25041236840777
2015,"Strict Conservation",0.00358814847749366,0.198624005641124,0.444997424453374,0.00159671683104097,0.000585281300570359,2.41978423490222
2016,"Strict Conservation",0.00367668868713127,0.205649491186807,0.457840573957131,0.00168333725877787,0.000589228971472872,2.37690704662063
2017,"Strict Conservation",0.00341230326396684,0.177040141498431,0.446171531318479,0.00152247257260713,0.000604548016285428,2.32550638584965
2018,"Strict Conservation",0.00300469102872035,0.147339572227478,0.442506774921357,0.00132959613675417,0.00059760085381996,2.2711493792524
2019,"Strict Conservation",0.00234113006128224,0.111830617885325,0.445718892030953,0.00104348589701508,0.000560711426856107,2.16799224216498
2020,"Strict Conservation",0.00197918905081197,0.0950278286777142,0.472012993898738,0.00093420294936536,0.000521499470413671,2.12793569875502
2021,"Strict Conservation",0.00349458455303159,0.175298895058687,0.484043362381959,0.00169153045717747,0.000578931927238424,2.42406339582253
2022,"Strict Conservation",0.00430528489017229,0.217594726658376,0.49461968051936,0.00212947863692184,0.000595654425595242,2.40518466677216
2023,"Strict Conservation",0.00546622993270807,0.262198535379555,0.471382398750806,0.00257668457780339,0.000630515551012854,2.41371913363085
2024,"Strict Conservation",0.00515438179308718,0.272444463654417,0.479087001809501,0.00246939731943162,0.000607379535092415,2.34012588629488
2025,"Strict Conservation",0.0059645256999083,0.324280348376012,0.486333097187801,0.00290074625689264,0.000607839790363677,2.35047788992703
2026,"Strict Conservation",0.00649139295675341,0.281981516109083,0.458177205564645,0.0029742082851473,0.0006530643453903,2.3712575006906
2027,"Strict Conservation",0.00784005733995477,0.363344471742491,0.454995045963177,0.00356718724974667,0.000657305718280757,2.3973048460781
2028,"Strict Conservation",0.00684826424329647,0.328306115027589,0.465806149337407,0.00318996359681498,0.000636551177066542,2.33613321555073
2029,"Strict Conservation",0.00845458384547684,0.406832996491824,0.454664918814356,0.00384400267771289,0.000669560438075634,2.36955514219026
2030,"Strict Conservation",0.00842386030325375,0.331362551186338,0.435692689852066,0.00367021435446267,0.000702512141527008,2.35377797784274
2031,"Strict Conservation",0.00747504079206066,0.334796926365554,0.451527953619513,0.00337518987206153,0.00066771555667315,2.30558192197954
2032,"Strict Conservation",0.00551778978062629,0.227576130728173,0.461149594736633,0.00254452652117775,0.000644800694599453,2.2606692974817
2033,"Strict Conservation",0.00559804596185895,0.238581329654807,0.440142138551772,0.00246393592136371,0.000669563705533668,2.25479941587307
2034,"Strict Conservation",0.00743746168098689,0.280128717768735,0.446691423965079,0.00332225034896575,0.00067867532287825,2.33765113082955
2035,"Strict Conservation",0.00847252860828439,0.347963336058617,0.434590222641341,0.00368207809420944,0.000683148520610259,2.32877313517012
2036,"Strict Conservation",0.00749350415897182,0.281845762323801,0.422396106233938,0.00316522697879752,0.000691590978798681,2.29387218121184
2037,"Strict Conservation",0.0108224370570049,0.489757504443768,0.42097342401483,0.00455595838407233,0.000701726538424294,2.33342951859366
2038,"Strict Conservation",0.0104954550702355,0.385053083603985,0.419338881455463,0.00440115238951861,0.000703108536075504,2.34232916720803
2039,"Strict Conservation",0.0118285220346316,0.455341323585154,0.397616673323165,0.00470321758173997,0.000731218885302404,2.33455311776931
2040,"Strict Conservation",0.00991432744702746,0.369073429352762,0.39181112025709,0.00388454374361544,0.000717257915754172,2.29365954605247
2041,"Strict Conservation",0.0174793863471674,0.670886570595793,0.375187509199028,0.00655804742592125,0.00074791226646227,2.36891898146045
2042,"Strict Conservation",0.0159324948561357,0.565636367697876,0.379674311075825,0.00604915900822247,0.000734646554759938,2.34607491396045
2043,"Strict Conservation",0.0194118415841666,0.702952150901286,0.363505818309355,0.00705631735994406,0.000748377209121632,2.34025428262321
2044,"Strict Conservation",0.0166050182700604,0.603037644996422,0.358031877211059,0.00594512586235365,0.00074874325743051,2.30387658871723
2045,"Strict Conservation",0.0218398708467402,0.812484270829724,0.352989679105484,0.00770924900189602,0.000752803871025775,2.33909651835811
2046,"Strict Conservation",0.019557765264634,0.709565530997283,0.357475053060968,0.00699141317572898,0.000737790410845467,2.31893681983891
2047,"Strict Conservation",0.0170294768607518,0.646371495286062,0.350068270459183,0.00596147951146806,0.000746341986283841,2.29325095636455
2048,"Strict Conservation",0.0139186774513913,0.468510776807762,0.339062332613617,0.00471929924356528,0.000744002136119001,2.28033192464671
2049,"Strict Conservation",0.0145504412736143,0.545096646075931,0.33642688456151,0.00489515962667728,0.000738285917378965,2.29156241164543
2050,"Strict Conservation",0.0120992362076019,0.40546076636431,0.331998220544788,0.0040169248908749,0.000741553871693329,2.2674369865046
2051,"Strict Conservation",0.0207891727989923,0.710168201763093,0.325848754950523,0.00677412607300293,0.000759491012502725,2.32379851606929
2052,"Strict Conservation",0.0147571388633345,0.497614930164355,0.330954146694664,0.00488393630016954,0.00073200266406946,2.27028992998895
2053,"Strict Conservation",0.0234804337457678,0.911885213965366,0.33183937918601,0.00779173255721384,0.000736072314877245,2.30326257879034
2054,"Strict Conservation",0.0234248273641846,0.772055896134852,0.330055842476922,0.0077315011305624,0.000732168275765988,2.29521415486978
2055,"Strict Conservation",0.0219616123676424,0.772816561516243,0.329385085786708,0.00723382757373034,0.000725472480887947,2.27500052925925
2056,"Strict Conservation",0.0163424639112971,0.575321328486857,0.322333901998263,0.00526773016079418,0.000728290988298909,2.23410254814673
2057,"Strict Conservation",0.0174524869467521,0.639990039372605,0.318775185786376,0.0055634197688852,0.000726859080373164,2.2500820509894
2058,"Strict Conservation",0.013876513208211,0.449794861123808,0.322463043685868,0.00447466268486689,0.000707917744063386,2.23184938533684
2059,"Strict Conservation",0.0108123429035943,0.356804218937071,0.324847296220995,0.00351236035804686,0.000695950156069927,2.20571480267041
2060,"Strict Conservation",0.0071380128408572,0.238634169360357,0.325160056612318,0.00232099665943258,0.000674343915935611,2.13448318143806
2061,"Strict Conservation",0.0199991003414338,0.74460721634968,0.320330194047702,0.00640631569315094,0.000722063150344388,2.28933176328816
2062,"Strict Conservation",0.01910331707018,0.565084776567561,0.313645740309931,0.00599167402485196,0.000725024491740477,2.27486556131367
2063,"Strict Conservation",0.0214065253734745,0.735947975873289,0.311040646944609,0.0066582995010017,0.000728907113694627,2.27176749044402
2064,"Strict Conservation",0.0172230414286326,0.579732970063109,0.318155312238821,0.00547960212342876,0.000709489331858489,2.24414757692957
2065,"Strict Conservation",0.0226862223234619,0.791791506825421,0.328871208855542,0.0074608453598825,0.000706867676131752,2.29922469985845
2066,"Strict Conservation",0.0232591573850333,0.747540207416022,0.33010830079705,0.0076780409223445,0.000705220698186919,2.32379800173913
2067,"Strict Conservation",0.0250269095119962,0.820784049078178,0.325651550372213,0.00815005188360667,0.000715210282744843,2.34460826356039
2068,"Strict Conservation",0.0175410240384559,0.622723557969483,0.336294183917357,0.00589894436408729,0.00068583339480237,2.33002229060116
