Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102
POB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.461952,161.467858,161.578125,162.116715,162.79592,163.503461,164.148892,164.911846,165.707808,166.467275,167.096665,167.713452,168.37086,168.943088,169.573463,170.282455,171.036833,171.618203,172.102985,172.651616,173.127811,173.552811,173.943192,174.309585,174.671045,175.020915,175.363918,175.705809,176.048093,176.380241,176.690577,176.986024,177.260912,177.509571,177.732818,177.950333,178.161798,178.358573,178.548059,178.729498,178.903628,179.071137,179.232704,179.388872,179.539753,179.680204,179.8179,179.95224,180.08242,180.208137,180.329531,180.446513,180.559295,180.668964,180.775796,180.87994,180.978451,181.073049,181.167353,181.260626,181.3525,181.442811,181.531563,181.618823,181.704648,181.789103,180.872846,180.351327,180.193108,180.082897,179.866454,179.589654,179.369305,179.087374,178.787941,178.387594,177.999741,177.609171,177.286331,176.984272,176.788604,176.368904,176.037982,175.711808,175.538161,175.494097,175.397852,175.282077,175.165645,175.056995,174.949917,174.856874,174.777437,174.707139,174.639163,174.58437,174.531225,174.494973,174.465567,174.455594,174.447105,174.442758,174.430095,174.411912,174.394194,174.377136,174.361595,174.347682,174.3359,174.326533,174.319501,174.314556,174.311337,174.305685,174.302787,174.302538,174.304248,174.307323,174.311464,174.316253,174.321561,181.988675
KWH,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136298.9936,135476.3053,134784.0293,133984.6043,131964.097,129437.2735,127714.7486,124587.8369,120758.3606,116897.7972,112231.4882,107557.3365,103730.9129,100798.1173,98148.87402,96100.52211,94111.02329,92800.00805,91849.80146,91541.36982,90943.87235,90298.73764,90561.21108,90522.44993,90684.94192,91073.61453,90963.35692,90970.43896,90724.80534,91094.35813,91066.69174,90707.31501,90134.64303,89428.50162,88879.95923,88505.59004,88540.828,88193.57908,87462.83958,87084.08592,86685.55496,86238.26353,86106.66847,85725.09156,85216.44022,84342.7407,83743.44862,83310.32006,82609.23517,82491.06207,82065.85873,81873.214,81455.16104,81420.67426,81190.80003,80586.86707,80704.42035,80741.31042,80283.72789,79885.98748,79605.34351,79035.79746,78983.91278,79049.03451,78770.65448,78650.59729,78530.75994,78017.58952,77760.17116,77426.45706,77151.7189,76744.41985,76223.31226,75333.76834,74813.43492,74474.0063,73715.41739,73529.35958,73220.3807,72843.10109,73008.52012,72955.75359,72772.03938,73073.15992,73338.10652,72895.53289,72722.8494,72590.76334,72702.83527,73010.25971,73286.97041,73042.079,73419.17456,73744.93761,73919.74257,74515.37984,74873.06139,75668.53315,75926.94453,76191.13761,76350.9126,76491.28726,76377.79783,76759.26434,76618.19778,77094.97191,77514.57776,77345.26123,77465.16543,77746.45378,77558.99375,77635.97798,77192.54476,76272.70559,75922.8666,75666.4323,75541.97516,75542.42999,75348.21818,75602.7816,75548.97849,76493.93131
SWH,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73670.59618,72232.12662,70909.51942,69643.30358,68409.38825,66187.20413,64667.20548,64237.81907,63629.11076,62982.64216,62585.68625,61724.94313,61990.16884,60929.94023,60206.06047,59806.96045,59305.195,58718.56745,58163.80388,57604.47685,56998.80156,56239.56514,56385.28881,57110.83146,56087.37614,55374.84633,54940.58198,54340.97729,54459.15859,55174.42164,54436.05339,53808.2677,53290.76817,52839.01702,52365.93413,52285.16667,52271.67731,52130.88044,51948.23785,51678.39563,51312.48484,50982.05545,50927.434,50866.7949,50785.51012,50481.33938,50229.02755,49909.19391,49506.56942,49196.30029,49137.1597,48877.57607,48780.99155,48772.86225,48576.09834,48477.97953,48610.49028,49968.98668,49036.14386,48509.72971,48253.11643,47792.78634,47610.97357,47246.50141,47060.73675,46923.16937,46719.75002,46592.09994,47015.50953,47067.08265,46718.21909,46674.60159,46551.4212,46364.88583,46507.26571,46476.73968,46317.7075,46711.74525,46782.7469,46785.27223,46666.60654,46831.86429,46659.12597,46864.83472,46570.12501,46695.73105,46856.64874,46798.2507,46852.79291,47536.71191,47523.78628,48076.286,48096.38366,48772.36042,48405.40193,48852.55691,48760.62679,49278.71725,49037.62733,49408.13789,49283.27851,49701.1545,49417.12416,49925.21608,49184.724,48557.75074,48359.46821,47944.82143,47924.64441,48032.87485,47589.38228,47322.62819,47330.1497,47102.95795,46840.34109,46825.22117,46632.56246,46499.22004,45895.177,45970.62484,45677.33355,45655.83351
MWH,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951386.9614,957860.5976,960598.1448,962967.2645,963208.6699,962477.0959,963953.0747,969099.3949,969593.4687,971925.8313,972701.1881,972064.7295,973387.7375,972757.509,974842.8213,978806.2067,982688.7985,980955.8257,977066.0167,981509.0936,987779.3855,992929.155,996631.5676,999054.2854,1000944.92,1002253.2,1002843.877,1003560.714,1004004.457,1004192.237,1004050.668,1003948.531,1003670.786,1003190.545,1002673.875,1002062.198,1001339.85,1000483.23,999591.737,998373.717,997427.8011,996404.0817,995240.3536,994114.093,992944.1496,992044.6911,991249.3581,990425.6078,989531.5074,988341.5081,987562.9449,986681.474,985927.8552,985133.6447,984007.8235,983122.9227,982016.461,980592.9207,979499.483,978351.4253,977430.8664,976432.5985,975243.0613,973543.3863,972437.9811,971213.829,959207.5584,958044.2767,957183.5963,955233.097,952349.2067,949816.0276,950096.9255,948473.6074,947229.0618,942460.9666,938769.1613,936371.5693,937810.5639,936493.0921,937356.0944,935257.0231,931531.0655,927817.2271,926742.7777,926491.7757,925864.232,924733.0271,923481.5471,922044.1531,920342.2196,918731.3305,916999.739,915222.56,913441.3622,911599.3464,909550.4299,907727.8159,905836.7592,903921.7771,901775.5767,899712.9037,897818.354,895748.6648,893617.728,891648.1468,889686.8578,887868.6966,885880.1796,884004.0462,882148.375,880296.6654,878095.0992,876142.9045,874121.7627,872111.8675,870147.1151,868226.256,866303.604,864232.4653,861749.4456,863640.2724
FWH,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,968413.4111,972943.4257,976526.2217,978564.3973,979413.5222,979841.0558,981557.4565,984181.0374,984400.0972,985706.4855,985842.0119,985274.8906,986198.8508,986229.978,987421.4585,989503.8277,991533.7657,990002.2304,986047.8396,983979.6162,982874.9569,981230.1336,979208.9162,976960.255,974466.3483,973361.0469,974143.136,975560.0618,976924.7033,978082.5876,980154.117,981819.4576,983106.3902,984056.7695,984723.2249,985132.3865,985305.3044,985256.3451,985017.1693,984505.5417,983928.0157,983192.0715,982303.898,981275.2606,980110.209,978832.5288,977444.3742,975952.1088,974372.7312,972586.719,970854.4407,969092.1077,967374.0503,965750.7385,964112.1239,962541.5086,960922.0664,959294.3089,957669.6361,955966.4442,954372.7399,952765.2461,951081.3097,949141.0588,947332.1854,945449.1814,939220.0509,938299.9537,937183.8506,935387.0006,933008.7065,930904.7952,930252.8546,928891.8728,927608.5939,924557.6824,921776.9015,919550.044,919363.2152,917954.0801,917698.9026,916342.5532,913769.6517,911307.5644,910122.821,909088.1649,907944.5869,906607.513,905216.4676,903734.6008,902139.4048,900540.0258,898884.7799,897183.4198,895458.6979,893702.2413,891864.8503,890081.8307,888271.8893,886443.749,884517.7104,882664.3961,880808.9999,878925.2157,876994.8725,875101.5308,873188.9512,871264.0578,869259.1226,867314.28,865360.3771,863386.6171,861289.3821,859306.5704,857372.3394,855464.8208,853499.6116,851481.5215,849475.5259,847480.4048,845319.2187,845718.4135
BES,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5424.506185,5501.248249,5577.023415,5672.401879,5730.186657,5764.478294,5787.363137,5827.51957,5850.900987,5870.794779,5882.663045,5890.919424,5906.089458,5910.619449,5934.514791,5962.577152,5988.428773,5993.184507,5993.778832,6010.602302,6019.023051,6028.331245,6037.448861,6046.267263,6054.638764,6062.495211,6069.838682,6076.492786,6081.602141,6085.346768,6088.7299,6091.755176,6094.234431,6095.923484,6097.685909,6099.554898,6101.857801,6104.309153,6106.875742,6109.361026,6110.864873,6111.78589,6112.640844,6114.124876,6115.679569,6117.086775,6118.601465,6120.072643,6121.555557,6122.984327,6124.361598,6125.704674,6127.014048,6128.278951,6129.514783,6130.751805,6131.993391,6133.210763,6134.409965,6135.619853,6136.836008,6138.033799,6139.219024,6140.383615,6141.555214,6142.73556,6072.965936,6047.731421,6050.262361,6047.778029,6031.114471,6016.573137,6022.561295,6004.470183,5992.818399,5972.831737,5962.670588,5948.307308,5953.971889,5941.680173,5945.315663,5905.020963,5888.334765,5869.905178,5863.005147,5871.211694,5869.662489,5865.506025,5860.318828,5854.576109,5848.799503,5845.037865,5843.5691,5841.564708,5839.109025,5836.853017,5835.083206,5832.933351,5830.772459,5829.147859,5827.865426,5827.205262,5826.5092,5825.392043,5824.001379,5822.82366,5822.203702,5822.711769,5823.323507,5823.822371,5823.453719,5822.595448,5821.595009,5820.560132,5819.506189,5818.42385,5817.33921,5816.269689,5815.191583,5814.09858,5813.002651,5593.899121
HOS,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57430.07777,58046.05294,58800.96208,59558.31014,59890.79751,59910.40442,60219.74341,60257.45848,60386.45509,60491.11203,60507.75,60676.19384,60880.43804,61000.94569,61188.43542,61431.9307,61599.48956,61803.73576,61859.59145,61712.52795,61691.31393,61718.18108,61705.67304,61707.11042,61794.13722,61895.19541,62007.0271,62121.87355,62222.91269,62358.99632,62504.47137,62405.34723,62223.09471,62156.1015,62080.6899,62081.34261,62100.9149,62091.14,62139.87908,62203.33069,62212.31609,62271.04163,62334.94929,62376.1328,62465.89195,62408.72148,62121.60499,61985.27624,61910.8201,61806.11804,61790.59666,61855.36092,61822.31536,61892.3744,61907.65877,61897.74653,61936.70773,61998.72398,61882.05771,61655.29642,61517.19083,61422.7442,61376.80565,61431.40195,61326.47943,61309.88484,60971.95015,61064.57028,61215.49605,61106.40616,61081.24883,61077.77535,60975.92315,60692.62084,60781.30709,60629.86785,60593.95245,60671.23393,60691.96919,60731.9356,60824.64887,60882.62544,60994.10141,61103.00977,61194.11381,61153.17978,60986.72015,60846.9319,60799.50824,60836.49741,60831.06689,60930.88858,61062.34182,61098.04069,61209.33422,61309.68381,61402.95122,61604.73369,61779.54046,61749.29631,61516.82393,61410.03685,61290.48891,61309.85176,61340.13589,61341.53208,61344.33001,61388.37555,61377.17828,61474.17707,61539.22632,61545.09058,61414.06786,61211.87301,60999.44749,60963.03711,60913.24355,60811.52683,60736.68695,60813.74419,60755.71454,61533.09315
RIS,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5175.284582,5187.170925,5199.098795,5216.537421,5232.601884,5252.32352,5269.054668,5296.94035,5324.372077,5343.356012,5356.434777,5367.14159,5374.287293,5375.068695,5379.117941,5395.56977,5415.388007,5427.154422,5430.897817,5439.96528,5443.995079,5446.649002,5450.376383,5452.65041,5454.416396,5456.911435,5459.228016,5459.586578,5461.257796,5462.328317,5462.492338,5464.772701,5465.806944,5464.068661,5465.873498,5466.699011,5465.649656,5467.155332,5467.384357,5465.425995,5465.299896,5465.099343,5463.711005,5464.429661,5463.744754,5461.121054,5462.452038,5462.48267,5460.95424,5460.707497,5460.331478,5458.736581,5459.23021,5458.812217,5456.625119,5455.771584,5455.010444,5453.037505,5453.796825,5452.614287,5449.816985,5450.088135,5449.7896,5448.430159,5447.848378,5447.262586,5430.16026,5421.357415,5422.365244,5426.199987,5426.339172,5420.40009,5424.500599,5424.594739,5419.62357,5408.238961,5402.081042,5391.533047,5392.560956,5385.894778,5386.398032,5369.964609,5356.837514,5347.690893,5341.132228,5342.773184,5343.80851,5342.90388,5343.893675,5342.376508,5340.51951,5340.503564,5339.653232,5336.714943,5335.373713,5334.035374,5331.06948,5330.540806,5328.599064,5324.729529,5324.201068,5323.106969,5319.799176,5318.888076,5316.206852,5313.009448,5312.503966,5310.452247,5305.954951,5305.472283,5303.498275,5300.013895,5298.822114,5296.411254,5293.334643,5292.60946,5290.345125,5285.978428,5285.186759,5283.305693,5279.826812,4122.110045
SBA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24400.15848,24719.93018,25010.67855,25322.57174,25564.96257,25753.4554,25947.33507,26187.4088,26371.3957,26545.26555,26679.97784,26764.57362,26868.61703,26913.17519,27008.38073,27132.66165,27251.96905,27285.76191,27279.49914,27314.468,27356.7518,27390.46528,27421.41104,27451.74093,27476.96678,27495.7099,27512.579,27532.60933,27554.38918,27572.89429,27587.52659,27592.55724,27597.6247,27597.42907,27597.3639,27598.93902,27604.75567,27609.1672,27610.23826,27609.12918,27607.14773,27605.20945,27602.69746,27600.2845,27596.77442,27593.59011,27589.90766,27586.09616,27582.37982,27577.52531,27573.40991,27568.52038,27563.70642,27558.68602,27553.69721,27548.70293,27543.58836,27537.53004,27532.00643,27526.57722,27520.74467,27515.43465,27510.2337,27504.65721,27498.53076,27492.65023,27252.10847,27145.52869,27075.63617,27013.45549,26922.99601,26835.85033,26812.89005,26723.25301,26642.78734,26528.01035,26416.36955,26317.08142,26292.87718,26214.64053,26175.89045,26066.5331,25956.11899,25864.00977,25826.35497,25844.41651,25841.58076,25832.12083,25817.46646,25801.85062,25784.58612,25768.88199,25757.9205,25743.59205,25727.83773,25712.35623,25695.57649,25683.97826,25680.32656,25678.91584,25676.51268,25671.60305,25660.96946,25641.05934,25620.05754,25597.89829,25576.41825,25554.75728,25532.81437,25510.88553,25487.82403,25465.69339,25443.7142,25421.19252,25398.82716,25376.38588,25353.78029,25331.23168,25308.26445,25285.46305,25262.20818,25856.27623
SBB,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5003.601408,5003.063271,5002.611644,5011.961163,5019.891067,5025.143679,5030.770318,5033.401794,5039.006949,5043.912896,5048.528713,5054.171311,5057.502695,5057.031795,5061.499821,5073.368388,5078.52357,5080.956504,5081.097874,5085.673797,5088.706013,5090.667453,5091.217182,5090.603108,5089.083387,5086.977916,5084.577479,5081.389604,5078.851769,5075.008834,5071.129275,5066.752147,5061.731895,5056.679628,5051.117066,5045.449604,5039.392416,5033.709251,5026.595336,5019.530511,5012.319449,5004.737191,4998.035906,4991.547208,4984.390868,4976.518844,4969.172366,4961.813434,4954.484771,4947.149607,4939.407621,4932.147138,4924.790386,4917.502354,4910.250073,4903.008849,4895.964749,4888.478496,4880.921995,4873.460618,4866.126659,4858.71816,4851.097449,4843.879744,4836.625309,4828.938759,4760.770158,4793.252319,4814.953141,4838.805933,4858.217657,4869.590808,4888.985156,4902.120341,4918.685192,4933.14713,4937.194214,4934.668871,4942.84732,4945.785279,4951.166437,4961.92044,4975.783881,4983.187105,4993.188408,5003.607922,5008.173076,5008.796906,5007.154926,5002.843886,4998.011747,4991.21483,4985.499921,4978.955542,4973.401883,4967.543925,4962.242379,4955.466332,4948.958534,4941.922204,4934.101207,4925.646106,4916.8966,4907.179411,4896.962896,4887.113485,4877.230809,4867.34271,4857.320217,4846.858439,4836.684453,4826.670927,4816.585178,4806.54979,4796.528439,4786.396315,4776.433698,4766.310748,4756.224757,4746.207017,4736.285973,4786.538919
