Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102
POB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.453926,161.460208,161.570822,162.109729,162.78926,163.497137,164.142933,164.906274,165.702649,166.462537,167.092384,167.70961,168.367397,168.939946,169.570552,170.279732,171.034279,171.61581,172.100721,172.649479,173.125802,173.55094,173.94144,174.307964,174.66955,175.019536,175.36265,175.70465,176.047021,176.379269,176.689696,176.985218,177.260172,177.508893,177.732196,177.949753,178.161264,178.358094,178.547617,178.729096,178.903253,179.070807,179.232411,179.388612,179.539536,179.680012,179.817731,179.952104,180.082313,180.208042,180.329452,180.44645,180.55926,180.668936,180.77578,180.879938,180.978461,181.073071,181.167386,181.26067,181.352554,181.442874,181.531646,181.618921,181.704743,181.789202,180.872959,180.35145,180.193239,180.083034,179.866588,179.589787,179.369441,179.087514,178.788085,178.387728,177.999885,177.609321,177.286497,176.984435,176.788758,176.369067,176.038159,175.711982,175.538337,175.494273,175.398029,175.282256,175.165834,175.057179,174.950107,174.857067,174.777622,174.70732,174.639342,174.584558,174.531405,174.49515,174.465743,174.455754,174.447272,174.442925,174.430268,174.412078,174.394357,174.377308,174.361771,174.347861,174.336081,174.326713,174.319682,174.314739,174.311522,174.305863,174.302971,174.302724,174.304435,174.307511,174.311665,174.316448,174.321752,181.993914
KWH,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136088.6905,135675.0862,134671.7327,133745.6014,131888.7948,129379.5286,126995.3295,123884.7072,120042.1552,116204.33,111900.5421,107043.0781,103288.7384,100270.85,98275.18745,96297.03834,94560.04977,93354.97289,92164.8204,92498.38204,92127.31779,92035.81872,91828.81002,92172.73553,92124.76088,92239.30528,92335.39475,92377.73279,92457.12709,92354.13332,91815.8275,91458.61057,91227.03802,90552.19013,90021.99669,89603.23199,89070.20238,88998.2727,88757.18172,88398.22519,88124.11054,88283.58238,88127.01515,87953.73383,87332.30484,86849.17173,86223.81155,85634.40315,84503.43934,84231.43452,83792.50634,83315.99195,83435.14662,83029.1372,82572.83474,81755.6982,81821.87241,82356.89667,81523.22282,81646.50908,81529.98523,81807.44372,81810.72441,81917.97121,81560.86503,80246.40354,80272.69222,80124.27005,79335.2898,79374.46518,79045.51947,78537.69911,78272.01992,78186.54873,77418.32805,77087.95028,76579.02019,76106.82069,75724.72651,75839.06786,75654.38546,75840.4567,75692.86079,75678.06677,75476.90636,75297.18003,75017.91311,74883.0626,75003.62925,74956.69093,75050.54935,75316.08871,75583.92844,75744.57504,75657.28764,76338.46259,76586.73964,76464.67193,76701.06499,76792.20539,76347.56245,76759.33887,76694.18601,76966.45208,76995.95654,76762.91154,77219.29961,77405.88265,77850.95491,77415.44731,77928.53786,77964.93568,77866.412,77740.8297,76950.60039,76915.31284,76699.94265,76107.33196,75970.31659,75923.01429,75329.08566,76354.2819
SWH,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73565.07389,71726.24224,70554.17346,69404.14948,68336.96407,66107.51225,64645.10574,64170.04695,63482.52078,62836.35347,61767.1453,61275.85861,60509.14289,59780.18389,59307.93071,58996.73033,58567.07327,58037.5807,57259.20292,56745.86944,56730.09655,57085.77307,55830.71004,55461.49329,54980.47736,54622.69409,54386.26812,54646.18919,55103.72866,54168.38823,53476.86168,53272.96868,52919.76196,52389.67772,52064.46106,51629.20457,51830.74979,52312.07075,53195.073,52559.97624,52989.76919,52671.65546,53131.58032,52827.62341,53116.41858,52689.14613,52973.37672,52641.75808,53098.49518,52670.9217,53336.50993,52693.54201,53114.23962,52544.96433,52156.33081,51672.3323,51406.69755,51334.47229,50576.21667,50075.50492,49708.66068,49851.14488,49696.46165,49189.00825,48675.65252,48348.04348,48363.33899,48444.82798,47888.07169,47973.56561,47921.06902,47839.59259,48021.14293,47901.9031,47821.50769,47523.18532,47379.29039,47123.34416,47111.18495,46878.38468,47622.17189,49259.54728,48485.70761,47925.03562,47860.73906,47512.57679,47711.23928,47715.97487,48312.48507,48178.79276,48776.06234,48713.41239,49718.61854,48900.28205,49063.93843,48849.25044,48878.45285,48242.61418,48461.75104,48026.35585,48108.77581,49206.02013,48762.02583,48543.26305,47945.13511,47633.16514,47523.04977,47328.49742,46940.5722,46750.82579,46639.85683,46409.1251,46384.77561,46204.04454,45735.42539,45748.91717,45559.71346,45296.53899,45667.3344,45351.11508,44874.70119,44866.76719
MWH,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950195.7419,956688.4348,961721.1781,963495.4921,963323.0945,962374.1723,964016.6331,968912.4408,969588.4735,971791.8179,972444.5999,971763.9764,973176.303,972498.6644,974517.2221,978032.096,982294.3942,980685.9474,977007.0666,981361.0726,987775.4435,992887.6432,996488.908,999190.4602,1001054.198,1002391.863,1002949.802,1003552.448,1004005.821,1004209.74,1004233.719,1004071.97,1003486.438,1003160.42,1002669.012,1002027.396,1001307.685,1000488.384,999599.0034,998620.9663,997482.3075,996452.6159,995339.2162,994015.7912,992961.1882,992009.0444,991246.5134,990276.973,989433.0809,988533.7542,987218.0323,986499.6949,985783.831,984857.0064,984008.6111,983106.1122,981994.0794,980566.8987,979437.8528,978485.4132,977544.5698,976488.5603,975182.6247,973997.0544,972287.241,971141.1638,959236.8355,957872.5013,957064.9964,955163.4116,952323.6986,949782.0538,950093.9218,948426.9448,947347.0949,942736.0667,938939.0632,936387.1651,937977.3955,936843.8342,937613.9324,935482.959,931700.2369,927950.6189,926929.2971,926669.2086,926021.5472,924986.6325,922284.5055,920040.368,918900.0959,917486.3691,916046.5439,914473.2798,912775.3844,910604.2894,908894.5603,907109.7254,905283.1385,902985.8978,901162.297,899289.5276,897379.7665,895416.3301,893396.5001,891390.5013,889264.8118,887466.5754,885630.5067,883416.2743,881611.9182,879818.5298,877942.3341,875727.4828,873739.1096,871743.2848,869688.7867,867857.2107,865940.8657,863897.004,861740.6262,863220.6165
FWH,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967063.5239,971600.0696,975995.8697,977877.4768,978604.1789,978940.1765,980718.5346,983269.7881,983540.284,984790.9734,984895.8648,984320.0373,985246.1889,985276.6567,986462.958,988372.8673,990571.3165,989049.258,985105.2033,982978.8745,981910.4612,980275.8674,978212.3452,976044.8055,973610.984,972738.4935,973784.7929,975229.6087,976626.8728,977823.0965,979957.6092,981653.7413,982880.8497,983875.1055,984563.6632,984979.9716,985164.4777,985133.1232,984897.8118,984472.279,983857.7163,983114.9557,982221.0438,981177.5941,980016.8573,978735.8536,977345.517,975810.7008,974239.8895,972572.3512,970651.9725,968914.5937,967211.0703,965588.9761,964050.3256,962469.1091,960840.577,959206.9805,957564.2215,955938.8445,954339.5499,952717.4765,951047.3662,949301.8083,947279.1862,945403.1894,939183.0903,938249.8049,937138.5639,935352.5589,932994.2598,930891.7753,930250.0288,928879.5878,927606.6497,924610.8544,921814.9404,919557.3487,919379.5709,918043.1951,917771.7785,916412.1161,913827.7117,911353.3068,910174.052,909139.8371,907994.8414,906698.4114,904822.8913,903240.2508,901749.1577,900214.1317,898612.8325,896960.3218,895262.0231,893394.42,891658.0291,889893.7732,888102.288,886136.3444,884328.0224,882497.0765,880648.0386,878778.3959,876887.5635,874989.0987,873064.8803,871134.0343,869184.1645,867102.0596,865158.6103,863199.1274,861219.6346,859137.4467,857211.0277,855305.6778,853311.8356,851313.2064,849310.0561,847320.9478,845273.7954,845450.5184
BES,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5423.11269,5499.861356,5575.795113,5671.352846,5729.479948,5764.102976,5787.18635,5827.511592,5851.056183,5871.123913,5883.171302,5891.610364,5906.962874,5911.673308,5935.770636,5964.036718,5990.103065,5995.053961,5995.801596,6012.790911,6021.369976,6030.833456,6040.118407,6049.08624,6057.604105,6065.61391,6073.098952,6079.873819,6085.084084,6088.925004,6092.385607,6095.441779,6097.975863,6099.713817,6101.497491,6103.36,6105.655825,6108.093917,6110.637531,6113.115376,6114.599834,6115.478673,6116.27761,6117.717002,6119.185787,6120.479576,6121.895574,6123.267745,6124.65253,6125.989461,6127.272788,6128.517811,6129.729749,6130.911081,6132.069247,6133.20524,6134.330806,6135.43433,6136.494563,6137.595708,6138.724265,6139.85019,6140.958549,6142.05336,6143.15009,6144.241418,6074.363598,6049.045983,6051.504936,6048.954519,6032.241807,6017.635116,6023.558812,6005.407067,5993.712557,5973.689071,5963.467887,5949.039894,5954.630922,5942.290342,5945.9009,5905.583525,5888.882803,5870.438549,5863.519685,5871.672458,5870.075518,5865.865869,5860.363997,5854.519039,5848.889092,5845.188846,5843.743883,5841.757169,5839.29151,5837.00462,5835.202303,5833.032373,5830.85623,5829.217027,5827.924904,5827.271329,5826.582261,5825.465343,5824.064161,5822.866563,5822.220392,5822.702813,5823.318053,5823.826054,5823.471927,5822.639809,5821.657367,5820.607564,5819.520132,5818.409773,5817.32254,5816.246582,5815.160806,5814.084958,5813.011163,5593.568734
HOS,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57405.86585,58010.80651,58827.9645,59549.14659,59872.33486,59983.69871,60064.05352,60282.99562,60370.23481,60447.8098,60462.35369,60632.57767,60785.79008,60956.92133,61172.44389,61360.40378,61570.51098,61808.02698,61793.6507,61699.55233,61706.69832,61666.66471,61698.58556,61723.45725,61739.89996,61905.03136,62052.07823,62145.79978,62280.11821,62429.62925,62540.46885,62490.56458,62338.43995,62189.94247,62153.01764,62165.44378,62133.47447,62166.96195,62219.7618,62204.30447,62268.12185,62341.48346,62378.8183,62457.30385,62562.60216,62417.79539,62162.5928,62057.63229,61926.66072,61898.87646,61898.39179,61832.8935,61907.08793,61914.95182,61864.0797,61910.0658,61980.82206,62038.53077,61948.89549,61868.13211,61667.63083,61682.75958,61622.76361,61639.51676,61548.6868,61491.54375,61110.08129,61306.34064,61325.6697,61310.43366,61259.94071,61202.83402,61202.95056,60890.74151,60810.82966,60743.3823,60662.79525,60729.69802,60805.11132,60790.68493,60866.78461,60960.44246,61028.79737,61117.43453,61247.54611,61160.53289,60988.24333,60920.27859,60853.99299,60872.06519,60890.26455,60950.69736,61075.77591,61180.76644,61262.2273,61446.18449,61542.06752,61612.84463,61779.747,61756.87458,61499.91378,61457.66453,61387.75953,61361.02634,61343.03594,61356.18986,61385.03474,61443.93506,61554.62176,61573.00919,61729.52279,61724.94758,61536.6624,61313.83095,61120.88904,60989.8966,60917.82208,60884.16037,60805.39886,60833.16146,60807.03165,61531.02714
RIS,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5176.650337,5188.023629,5198.995743,5216.50724,5233.812899,5254.443644,5271.203764,5298.079952,5324.505231,5344.782072,5357.68798,5368.195801,5375.238591,5375.640552,5379.234871,5395.306131,5415.144454,5424.810171,5429.333244,5438.521118,5442.488878,5445.435042,5449.633328,5451.978424,5452.671425,5454.341764,5455.919268,5457.221755,5459.554006,5460.767722,5460.773731,5463.237737,5461.970646,5461.28112,5463.491602,5464.273863,5463.785742,5464.57847,5465.058725,5464.393818,5465.351376,5465.150867,5462.819189,5462.530944,5461.357166,5460.478005,5461.294599,5460.112059,5458.875324,5460.021972,5459.629952,5458.000873,5457.071207,5456.919444,5455.314576,5455.824858,5454.369586,5451.824927,5452.228332,5452.309035,5448.83113,5449.207206,5448.245956,5446.645749,5447.385066,5447.111504,5428.991811,5418.767054,5420.070618,5424.812063,5425.926455,5419.980093,5422.883421,5423.461042,5419.743391,5408.326069,5401.626858,5390.452423,5391.106121,5385.838506,5386.234036,5369.438088,5355.271054,5346.574996,5340.547501,5343.413159,5343.836898,5341.828009,5342.816053,5342.71926,5339.086289,5339.65292,5338.641856,5336.193599,5335.515424,5332.94757,5330.224675,5329.786177,5328.584028,5325.40099,5323.873375,5322.639376,5319.82563,5319.103797,5316.346913,5312.955302,5312.450975,5310.662956,5306.952484,5305.058466,5303.119096,5299.917959,5299.260591,5297.326112,5293.1552,5292.579933,5288.73433,5285.637403,5283.488886,5281.805494,5278.248203,4118.733907
SBA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24395.22666,24715.45432,25005.87103,25318.32216,25561.67044,25750.48371,25944.83705,26184.61881,26369.20167,26543.22655,26678.65878,26762.93609,26867.52713,26912.00316,27007.3324,27132.40788,27251.01608,27285.44632,27278.84984,27314.03333,27356.31299,27390.17276,27420.97757,27451.47706,27476.72451,27495.45338,27511.90403,27532.11833,27553.94737,27572.43047,27586.93325,27591.95702,27597.19217,27596.85323,27597.41968,27598.91487,27604.67062,27608.93431,27609.97778,27609.42322,27607.50786,27605.15404,27602.6504,27600.05044,27596.7455,27593.48924,27589.76184,27585.34523,27581.59293,27577.58646,27572.72272,27567.88024,27562.82289,27557.80989,27552.8522,27547.69816,27542.39708,27536.77801,27531.45542,27525.5554,27520.38935,27514.862,27509.1577,27503.32941,27497.91829,27491.96137,27251.1852,27144.9124,27075.0698,27013.42123,26923.36974,26835.90017,26813.78417,26723.85145,26643.51372,26528.53918,26416.645,26317.64609,26292.83637,26215.17277,26176.36735,26066.65526,25955.87999,25864.10521,25827.11791,25844.44547,25841.66559,25830.7064,25816.02711,25799.34647,25781.26416,25764.38568,25752.18303,25736.50182,25720.1314,25704.08864,25686.8369,25674.80294,25669.68191,25668.25579,25664.89056,25661.03842,25650.90134,25632.18484,25611.72719,25590.94656,25569.94264,25548.78524,25527.46902,25505.28494,25483.96168,25462.11561,25440.40304,25418.97788,25396.62959,25374.78952,25352.40172,25330.22854,25307.77519,25284.38644,25261.52116,25855.97557
SBB,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5003.55023,5003.295322,5002.813046,5012.165694,5020.281978,5025.431204,5030.899173,5033.148652,5039.042735,5043.606498,5049.021384,5053.931691,5057.33055,5056.913208,5061.430328,5072.891966,5078.071349,5080.647206,5081.083288,5085.86858,5088.871086,5090.639406,5091.03646,5090.37669,5088.853239,5086.885093,5083.962105,5081.472101,5078.152357,5074.206784,5070.444999,5066.344264,5061.701271,5056.583183,5050.867923,5045.313282,5039.42751,5033.736261,5026.843107,5020.405655,5013.07792,5006.426474,4998.563539,4991.890067,4984.17666,4977.58346,4970.211369,4963.508158,4955.557152,4948.800508,4941.240801,4934.397778,4926.15681,4918.904425,4911.849074,4904.322492,4896.944588,4889.284521,4881.66032,4874.166057,4866.734188,4859.004341,4851.577194,4844.218821,4836.728295,4829.498291,4760.690981,4792.959324,4814.5109,4838.587784,4857.635449,4869.30846,4889.552031,4903.671841,4920.001439,4934.115007,4937.838961,4935.107236,4942.091698,4945.626704,4952.046221,4962.704057,4976.347985,4983.593809,4993.069201,5003.828904,5008.292517,5009.209702,5006.958249,5003.159074,4997.362294,4991.6742,4985.360915,4979.190823,4973.302811,4967.774038,4961.725932,4955.949341,4949.263337,4942.765323,4934.878708,4925.903765,4916.786844,4907.371156,4897.430234,4887.043927,4876.908423,4866.961632,4856.83724,4846.819187,4836.856444,4826.990007,4816.736134,4806.384552,4796.373898,4786.14312,4776.082439,4766.258923,4756.107741,4745.836161,4735.878823,4776.085328
