rgn_id,stock_id_taxonkey,year,mean_catch
1,Sebastes_marinus-27_600501,1980,20431.5452
1,Sebastes_marinus-27_600501,1981,20431.5452
1,Sebastes_marinus-27_600501,1982,20431.5452
1,Sebastes_marinus-27_600501,1983,20431.5452
1,Sebastes_marinus-27_600501,1984,20431.5452
1,Sebastes_marinus-27_600501,1985,20431.5452
1,Sebastes_marinus-27_600501,1986,20431.5452
1,Sebastes_marinus-27_600501,1987,20431.5452
1,Sebastes_marinus-27_600501,1988,20431.5452
1,Sebastes_marinus-27_600501,1989,20431.5452
1,Sebastes_marinus-27_600501,1990,20431.5452
1,Sebastes_marinus-27_600501,1991,20431.5452
1,Sebastes_marinus-27_600501,1992,20431.5452
1,Sebastes_marinus-27_600501,1993,20431.5452
1,Sebastes_marinus-27_600501,1994,20431.5452
1,Sebastes_marinus-27_600501,1995,20431.5452
1,Sebastes_marinus-27_600501,1996,20431.5452
1,Sebastes_marinus-27_600501,1997,20431.5452
1,Sebastes_marinus-27_600501,1998,20431.5452
1,Sebastes_marinus-27_600501,1999,20431.5452
1,Sebastes_marinus-27_600501,2000,20431.5452
1,Sebastes_marinus-27_600501,2001,20431.5452
1,Sebastes_marinus-27_600501,2002,20431.5452
1,Sebastes_marinus-27_600501,2003,20431.5452
1,Sebastes_marinus-27_600501,2004,20431.5452
1,Sebastes_marinus-27_600501,2005,20431.5452
1,Sebastes_marinus-27_600501,2006,20431.5452
1,Sebastes_marinus-27_600501,2007,20431.5452
1,Sebastes_marinus-27_600501,2008,20431.5452
1,Sebastes_marinus-27_600501,2009,20431.5452
1,Sebastes_marinus-27_600501,2010,20431.5452
1,Sebastes_marinus-27_600501,2011,20431.5452
1,Sebastes_marinus-27_600501,2012,20431.5452
1,Sebastes_marinus-27_600501,2013,20431.5452
1,Sebastes_marinus-27_600501,2014,20431.5452
1,Sebastes_marinus-27_600501,2015,20431.5452
1,Sebastes_marinus-27_600501,2016,20431.5452
1,Sebastes_marinus-27_600501,2017,20431.5452
1,Sebastes_marinus-27_600501,2018,20431.5452
1,Sebastes_marinus-27_600501,2019,20431.5452
1,Sebastes_marinus-27_600501,2020,20431.5452
1,Sebastes_marinus-27_600501,2021,20431.5452
1,Sebastes_marinus-27_600501,2022,20431.5452
1,Sebastes_marinus-27_600501,2023,20431.5452
1,Sebastes_marinus-27_600501,2024,20431.5452
1,Sebastes_marinus-27_600501,2025,20431.5452
1,Sebastes_marinus-27_600501,2026,20431.5452
1,Sebastes_marinus-27_600501,2027,20431.5452
1,Sebastes_marinus-27_600501,2028,20431.5452
1,Sebastes_marinus-27_600501,2029,20431.5452
1,Sebastes_marinus-27_600501,2030,20431.5452
1,Sebastes_marinus-27_600501,2031,20431.5452
1,Sebastes_marinus-27_600501,2032,20431.5452
1,Sebastes_marinus-27_600501,2033,20431.5452
1,Sebastes_marinus-27_600501,2034,20431.5452
1,Sebastes_marinus-27_600501,2035,20431.5452
1,Sebastes_marinus-27_600501,2036,20431.5452
1,Sebastes_marinus-27_600501,2037,20431.5452
1,Sebastes_marinus-27_600501,2038,20431.5452
1,Sebastes_marinus-27_600501,2039,20431.5452
1,Sebastes_marinus-27_600501,2040,20431.5452
1,Sebastes_marinus-27_600501,2041,20431.5452
1,Sebastes_marinus-27_600501,2042,20431.5452
1,Sebastes_marinus-27_600501,2043,20431.5452
1,Sebastes_marinus-27_600501,2044,20431.5452
1,Sebastes_marinus-27_600501,2045,20431.5452
1,Sebastes_marinus-27_600501,2046,20431.5452
1,Sebastes_marinus-27_600501,2047,20431.5452
1,Sebastes_marinus-27_600501,2048,20431.5452
1,Sebastes_marinus-27_600501,2049,20431.5452
1,Sebastes_marinus-27_600501,2050,20431.5452
1,Sebastes_marinus-27_600501,2051,20431.5452
1,Sebastes_marinus-27_600501,2052,20431.5452
1,Sebastes_marinus-27_600501,2053,20431.5452
1,Sebastes_marinus-27_600501,2054,20431.5452
1,Sebastes_marinus-27_600501,2055,20431.5452
1,Sebastes_marinus-27_600501,2056,20431.5452
1,Sebastes_marinus-27_600501,2057,20431.5452
1,Sebastes_marinus-27_600501,2058,20431.5452
1,Sebastes_marinus-27_600501,2059,20431.5452
1,Sebastes_marinus-27_600501,2060,20431.5452
1,Sebastes_marinus-27_600501,2061,20431.5452
1,Sebastes_marinus-27_600501,2062,20431.5452
1,Sebastes_marinus-27_600501,2063,20431.5452
1,Sebastes_marinus-27_600501,2064,20431.5452
1,Sebastes_marinus-27_600501,2065,20431.5452
1,Sebastes_marinus-27_600501,2066,20431.5452
1,Sebastes_marinus-27_600501,2067,20431.5452
1,Sebastes_marinus-27_600501,2068,20431.5452
1,Reinhardtius_hippoglossoides-27_600516,1980,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1981,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1982,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1983,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1984,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1985,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1986,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1987,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1988,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1989,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1990,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1991,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1992,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1993,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1994,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1995,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1996,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1997,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1998,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,1999,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2000,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2001,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2002,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2003,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2004,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2005,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2006,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2007,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2008,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2009,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2010,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2011,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2012,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2013,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2014,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2015,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2016,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2017,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2018,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2019,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2020,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2021,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2022,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2023,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2024,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2025,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2026,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2027,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2028,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2029,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2030,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2031,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2032,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2033,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2034,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2035,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2036,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2037,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2038,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2039,57769.92299
1,Reinhardtius_hippoglossoides-27_600516,2040,57769.92299
