rgn_id,stock_id_taxonkey,year,mean_catch
1,Sebastes_marinus-27_600501,1980,21708.83843
1,Sebastes_marinus-27_600501,1981,21708.83843
1,Sebastes_marinus-27_600501,1982,21708.83843
1,Sebastes_marinus-27_600501,1983,21708.83843
1,Sebastes_marinus-27_600501,1984,21708.83843
1,Sebastes_marinus-27_600501,1985,21708.83843
1,Sebastes_marinus-27_600501,1986,21708.83843
1,Sebastes_marinus-27_600501,1987,21708.83843
1,Sebastes_marinus-27_600501,1988,21708.83843
1,Sebastes_marinus-27_600501,1989,21708.83843
1,Sebastes_marinus-27_600501,1990,21708.83843
1,Sebastes_marinus-27_600501,1991,21708.83843
1,Sebastes_marinus-27_600501,1992,21708.83843
1,Sebastes_marinus-27_600501,1993,21708.83843
1,Sebastes_marinus-27_600501,1994,21708.83843
1,Sebastes_marinus-27_600501,1995,21708.83843
1,Sebastes_marinus-27_600501,1996,21708.83843
1,Sebastes_marinus-27_600501,1997,21708.83843
1,Sebastes_marinus-27_600501,1998,21708.83843
1,Sebastes_marinus-27_600501,1999,21708.83843
1,Sebastes_marinus-27_600501,2000,21708.83843
1,Sebastes_marinus-27_600501,2001,21708.83843
1,Sebastes_marinus-27_600501,2002,21708.83843
1,Sebastes_marinus-27_600501,2003,21708.83843
1,Sebastes_marinus-27_600501,2004,21708.83843
1,Sebastes_marinus-27_600501,2005,21708.83843
1,Sebastes_marinus-27_600501,2006,21708.83843
1,Sebastes_marinus-27_600501,2007,21708.83843
1,Sebastes_marinus-27_600501,2008,21708.83843
1,Sebastes_marinus-27_600501,2009,21708.83843
1,Sebastes_marinus-27_600501,2010,21708.83843
1,Sebastes_marinus-27_600501,2011,21708.83843
1,Sebastes_marinus-27_600501,2012,21708.83843
1,Sebastes_marinus-27_600501,2013,21708.83843
1,Sebastes_marinus-27_600501,2014,21708.83843
1,Sebastes_marinus-27_600501,2015,21708.83843
1,Sebastes_marinus-27_600501,2016,21708.83843
1,Sebastes_marinus-27_600501,2017,21708.83843
1,Sebastes_marinus-27_600501,2018,21708.83843
1,Sebastes_marinus-27_600501,2019,21708.83843
