"","LPI_final","CI_low","CI_high"
"1981",1,1,1
"1982",0.987140160490586,0.970418175150774,1.00190629850176
"1983",0.979233166129024,0.958274699220366,0.998977349074891
"1984",0.975316091875259,0.951849058775031,0.998100838523924
"1985",0.971073842059773,0.944810932962433,0.997269773285531
"1986",0.963954253188112,0.933619351296137,0.994530865763476
"1987",0.9561476020514,0.923141100703295,0.989273488989648
"1988",0.950792918912979,0.916721670208398,0.98462968824672
"1989",0.947389819483129,0.912700241665636,0.982133622222239
"1990",0.942564622879671,0.907820261139952,0.977801938183018
"1991",0.939013242360778,0.903420398508313,0.974984421536939
"1992",0.943516964374645,0.906297758256115,0.981553810629187
"1993",0.96034167760257,0.916498389879589,1.00995905066045
"1994",0.983309465436451,0.93061634734905,1.04565758732675
"1995",1.00086105751344,0.944141616294735,1.06800191895104
"1996",1.0059545119845,0.948074545266809,1.07495803334203
"1997",0.999625877716677,0.941448585291684,1.06962961304702
"1998",0.987623840811809,0.927923380062976,1.05920512069001
"1999",0.975660845581973,0.91394914299584,1.04888207472875
"2000",0.966960871590382,0.905283872031898,1.03975590150968
"2001",0.963194733058985,0.901380929162004,1.03664701022657
"2002",0.960693593284506,0.89890679077085,1.03438070458145
"2003",0.955793775383895,0.893759358017799,1.02919727445874
"2004",0.949348639313248,0.887005645754135,1.02323297360126
"2005",0.943406540383466,0.881870686447906,1.01690149270594
"2006",0.937216054640854,0.874900801283803,1.00990571592464
"2007",0.928370027917743,0.865898231214762,1.00229963182752
"2008",0.921476773966213,0.859324106364626,0.994615712384806
"2009",0.924504702228788,0.860924732044178,0.998491136022756
"2010",0.938666803576877,0.870892748291808,1.01971300584526
"2011",0.95303495500545,0.881752741843814,1.04026417292587
"2012",0.956709940588806,0.884046090174217,1.04448026570899
"2013",0.952986575050664,0.877921978314007,1.04241422470155
"2014",0.954849863420725,0.878666856628816,1.04462822407635
"2015",0.966145797116924,0.88745618853249,1.05832927659232
