"","LPI_final","CI_low","CI_high"
"1981",1,1,1
"1982",1.00206688785034,0.996174022931108,1.00676661871171
"1983",1.00163959928621,0.993708210335431,1.00845570480387
"1984",1.00013451775012,0.991609129984768,1.00792655659195
"1985",0.999797526632794,0.991073080257871,1.00790923977122
"1986",1.00189740650143,0.99230499200035,1.01112146824806
"1987",1.0057802840006,0.994832204810663,1.01644059094528
"1988",1.00989258667815,0.998026982715213,1.02189583002227
"1989",1.0122665557035,0.999592504620917,1.02512808662614
"1990",1.01153253340332,0.998144460479246,1.02495756197269
"1991",1.00765999068116,0.993473955030565,1.02201775381848
"1992",1.00224487122186,0.987101528356313,1.017549077188
"1993",0.998392523642704,0.982833250321428,1.01407807057649
"1994",0.997988670106501,0.982299125631175,1.01388304105943
"1995",1.00019531568947,0.984550561576604,1.01617495820774
"1996",1.00240369719348,0.986485786527365,1.01848534595736
"1997",1.00300764344901,0.98704423581559,1.01944496267963
"1998",1.00256141694781,0.986445378267669,1.01900572933339
"1999",1.00200140837029,0.985746355772441,1.01862992800121
"2000",1.00141698886422,0.984778256151063,1.01860069021574
"2001",1.00009989811174,0.982639128522272,1.01782803063892
"2002",0.99802167485093,0.979865880053469,1.01641748174205
"2003",0.996212975835333,0.977886206734824,1.01480101429695
"2004",0.995532137741879,0.976601944492601,1.0145295120414
"2005",0.995593420269595,0.976314459297769,1.0151684081907
"2006",0.995503991988394,0.976024445968695,1.01543873611454
"2007",0.99514923844256,0.975191515263462,1.01574436027791
"2008",0.994998538300887,0.974099430453578,1.01595271968836
"2009",0.994939666324737,0.974054226558765,1.01606323219179
"2010",0.993946236380191,0.972937559652009,1.01516257550479
"2011",0.991246575337069,0.969912831051061,1.01289671044088
"2012",0.987394350686928,0.96540705072709,1.00981784791114
"2013",0.983816213806061,0.96098361009268,1.00668304855216
"2014",0.981423554641581,0.957881929624044,1.00486285030216
"2015",0.979953264400393,0.955532564358934,1.00399226624975
