Time POB KWH SWH HWH MWH FWH BES HAS HOS RIS SBA SBB SHO DEO PEL PES REO DEL FLA LRD SSK MES GRH MAC HAD SAI RED BWH SSH NCO PCO CAP PWN CEP KCR SCR ZG ZL ZM ZS DF PS PL BC BD BFF SPO COR PB BB DR DL DC DIN RelPOB RelKWH RelSWH RelHWH RelMWH RelFWH RelBES RelHAS RelHOS RelRIS RelSBA RelSBB RelSHO RelDEO RelPEL RelPES RelREO RelDEL RelFLA RelLRD RelSSK RelMES RelGRH RelMAC RelHAD RelSAI RelRED RelBWH RelSSH RelNCO RelPCO RelCAP RelPWN RelCEP RelKCR RelSCR RelZG RelZL RelZM RelZS RelDF RelPS RelPL RelBC RelBD RelBFF RelSPO RelCOR RelPB RelBB RelDR RelDL RelDC RelDIN PelDemRatio PiscivPlankRatio DivCount InfEpiRatio BSSslope HabitCover
0.000000e+00 508.494000 35038.798788 174830.159995 129840.999997 476657.300003 681600.000017 3683.723447 141586.546400 19683.587713 4997.079916 6205.112000 5366.539501 179975.518159 1127207.235322 6459.634603 124972.823329 471046.471983 75448.672680 73130.112651 157845.829877 93002.805445 3507118.321881 93325.362233 404985.289990 2488488.838694 354971.439355 323601.227218 1171462.838603 503769.829682 1022866.421489 227956.145169 5790813.871714 286922.347073 1481927.883346 6956.654503 1004.995523 6331368.904419 19121318.321157 33414225.780784 61478246.069679 1830534.487833 45725706.386875 45725706.386875 3634915.238316 3634915.238316 7707035.115638 9641372.790003 10069687.203636 4572570.638687 4597774.273266 647732763.252358 1210373242.945876 0.000000 76934745299.740997 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000 -166918.437757 17.400000
3.650000e+02 427.979612 42591.293487 170156.400453 130868.335339 510271.932945 680065.129687 3767.906047 153486.000761 24623.131336 4646.747951 5680.978517 4668.674630 240750.284662 1732341.330629 26768.860966 131327.641080 673690.705660 64631.917242 76108.943885 239620.399784 84785.055110 4242153.418892 120977.019961 5072235.714412 2911218.293808 704347.452090 376356.067815 1507478.109186 632148.163008 1152690.851391 273142.899436 2911241.789190 46542720.893403 7643145.508830 12926.439678 3484.728773 6246740.558774 56789363.339588 379283071.185794 7361.691408 615553.836153 32974936.658522 35695163.725972 3699300.798277 4034299.981370 6323249.057357 9665757.655931 10093191.866461 225394414.772287 305209462.519571 624664797.639708 793287996.740830 0.000000 77968156333.973190 0.841661 1.215547 0.973267 1.007912 1.070522 0.997748 1.022853 1.084044 1.250947 0.929893 0.915532 0.869960 1.337684 1.536844 4.144021 1.050850 1.430200 0.856634 1.040733 1.518066 0.911640 1.209584 1.296293 12.524494 1.169874 1.984237 1.163024 1.286834 1.254835 1.126922 1.198226 0.502734 162.213649 5.157569 1.858140 3.467407 0.986633 2.969950 11.350946 0.000120 0.336270 0.721147 0.780637 1.017713 1.109875 0.820452 1.002529 1.002334 49.292714 66.382002 0.964387 0.655408 1.000000 1.013432 197339625050523959296.000000 549887746097903511432855552.000000 28.460000 340322742.678329 -210431.554375 0.009376
7.300000e+02 393.012477 52915.319578 160620.854346 131737.847997 543903.273296 705868.188262 4097.873388 153700.619395 29215.352613 4493.198139 6281.234072 4952.140189 271950.401026 2274115.059852 48156.231635 147194.074758 847627.075699 61403.212449 80595.642818 305005.251780 85213.827073 4683379.762478 166997.468860 3117549.054140 3376947.478697 1046464.956990 412741.303704 1686991.983591 761796.854700 1514846.234977 313437.792758 1221773.408593 48424649.112285 14627231.779602 24017.995428 10065.764369 6230938.097585 82747989.706726 361632152.791877 2362.771667 294425.650973 32425885.837852 31850164.358937 3774593.001619 4540824.113301 5895783.731369 9671752.947626 10079677.029736 242836624.189425 395770950.847805 662696166.576839 962414004.499539 0.000000 78294885599.570450 0.772895 1.510192 0.918725 1.014609 1.141078 1.035605 1.112427 1.085559 1.484249 0.899165 1.012268 0.922781 1.511041 2.017477 7.454947 1.177809 1.799455 0.813841 1.102086 1.932298 0.916250 1.335393 1.789411 7.697932 1.357027 2.948026 1.275463 1.440073 1.512192 1.480981 1.374992 0.210985 168.772665 9.870407 3.452521 10.015731 0.984138 4.327525 10.822700 0.000038 0.160841 0.709139 0.696548 1.038427 1.249224 0.764987 1.003151 1.000992 53.107244 86.078813 1.023101 0.795138 1.000000 1.017679 189223524591100166144.000000 406669426866779476132364288.000000 28.260000 365462204.051859 -234972.823566 0.009187
1.095000e+03 372.454075 62041.522624 153722.888584 132345.629758 596432.214302 736485.099468 4310.316788 153859.698467 32959.491328 4467.230299 7091.209069 5092.863635 290297.020471 2524320.073478 69047.926064 160570.318742 914942.144624 60365.069260 83750.924912 352070.490327 85728.342293 5173851.093976 214027.576445 2526958.373463 3585680.635624 1430309.931013 432234.198873 1817047.137414 873889.923713 1186391.275716 331216.923451 480425.729519 41309946.060317 15009870.367685 45041.336463 11448.318641 6227443.582179 107626299.126691 310419337.822783 199296.797879 143061.732714 32299070.705729 26518626.307837 3858828.181350 5161673.745878 5712929.632724 9675819.638807 10031602.329374 258608319.388377 520015755.603800 703496575.146948 1228780986.844837 0.000000 78640093980.173584 0.732465 1.770652 0.879270 1.019290 1.251281 1.080524 1.170098 1.086683 1.674466 0.893968 1.142801 0.949003 1.612981 2.239446 10.689138 1.284842 1.942361 0.800081 1.145232 2.230471 0.921782 1.475243 2.293348 6.239630 1.440907 4.029366 1.335700 1.551092 1.734701 1.159869 1.452985 0.082963 143.976050 10.128611 6.474569 11.391413 0.983586 5.628602 9.290035 0.003242 0.078153 0.706366 0.579950 1.061601 1.420026 0.741262 1.003573 0.996218 56.556441 113.101628 1.086091 1.015208 1.000000 1.022166 178072282337248739328.000000 317816620626567973746769920.000000 28.280000 396675484.122415 -262138.876901 0.009080
1.460000e+03 351.294154 70524.558917 148450.158980 132726.936228 647727.507486 765676.815641 4448.421042 154268.260144 35908.992227 4501.239319 8067.177462 5173.410716 309886.016469 2672852.335532 81905.531955 182564.843723 971753.583415 59077.445070 86711.206582 392859.719075 87081.775165 5631822.690723 265298.944001 2442788.513235 3790603.587276 1811396.694003 431055.145229 1875958.318212 991539.523120 1150277.297718 339080.016615 399478.639086 19168980.724046 14345963.775016 85329.006679 8309.504666 6229413.091921 190228580.659090 360948964.345797 39075.558026 70575.332350 32062057.249276 21126301.458724 3953279.549007 5882072.191796 5608581.060980 9678943.990370 9982058.014731 318619728.438752 697278020.592699 759175876.593961 1606149792.939019 0.000000 79200015410.933472 0.690852 2.012756 0.849111 1.022227 1.358896 1.123352 1.207588 1.089569 1.824311 0.900774 1.300086 0.964012 1.721823 2.371216 12.679592 1.460836 2.062968 0.783015 1.185711 2.488882 0.936335 1.605826 2.842731 6.031796 1.523255 5.102936 1.332057 1.601381 1.968239 1.124563 1.487479 0.068985 66.808950 9.680609 12.265811 8.268201 0.983897 9.948508 10.802254 0.000636 0.038554 0.701182 0.462022 1.087585 1.618214 0.727722 1.003897 0.991298 69.680657 151.655557 1.172051 1.326987 1.000000 1.029444 174737915214440890368.000000 249692863963411979666718720.000000 28.300000 434029591.178698 -287469.191433 0.009023
1.825000e+03 333.301588 80187.896039 143895.460409 132878.883535 690524.187232 791089.538662 4550.672935 162817.684656 38281.296759 4560.367673 9098.001256 5193.355312 347971.326031 2654018.275280 86283.051194 216047.077648 961957.876894 58673.264511 88809.304673 431465.637394 86984.110131 5996024.777714 319706.727547 2401720.869890 4088325.051218 2179939.823257 411965.121092 1817229.964141 1076939.713608 1363174.385642 335758.992688 361353.636035 31952118.388185 14383154.627702 154769.784424 5376.050407 6215869.982691 239042102.205539 226538818.009890 5875870.520577 66307.572369 31964250.345059 19892164.898622 4042957.829558 6660267.971896 5560506.933042 9694102.807617 9985190.067697 415480071.038633 936839510.108325 822478081.567331 2062893675.544363 0.000000 81429960454.369324 0.655468 2.288546 0.823059 1.023397 1.448681 1.160636 1.235346 1.149952 1.944833 0.912607 1.466211 0.967729 1.933437 2.354508 13.357265 1.728752 2.042172 0.777658 1.214401 2.733462 0.935285 1.709673 3.425722 5.930390 1.642895 6.141170 1.273064 1.551248 2.137761 1.332700 1.472910 0.062401 111.361554 9.705705 22.247732 5.349328 0.981758 12.501340 6.779712 0.095576 0.036223 0.699043 0.435032 1.112256 1.832304 0.721485 1.005469 0.991609 90.863565 203.759353 1.269780 1.704345 1.000000 1.058429 169031769408477298688.000000 215645520888338255722840064.000000 28.260000 474228564.641971 -307483.286165 0.009016
2.190000e+03 306.272785 87220.613089 138402.591152 132862.851553 722292.714165 812590.006163 4633.034546 161464.914918 40239.547937 4631.711160 10101.089273 5184.243002 382746.709407 2637688.514153 89281.506057 236253.121554 989328.331142 58041.192160 90789.805611 466861.565070 86885.832344 6505024.339221 375409.297212 2501952.357759 4403491.853052 2563390.025745 413446.732530 1607075.164256 1121210.985247 1608465.264186 322047.572569 430635.294092 19338369.735267 16301599.692344 274127.191061 4650.512942 6202297.304331 294302826.455424 270054960.434964 14082008.647429 18424.010939 31782667.887527 16053543.622520 4125371.635346 7480116.221353 5466930.570338 9697651.243208 9967186.825822 718024592.359134 1412784738.156015 966716351.126634 3387684150.568886 0.000000 84359309392.521637 0.602313 2.489258 0.791640 1.023273 1.515329 1.192180 1.257704 1.140397 2.044320 0.926884 1.627866 0.966031 2.126660 2.340021 13.821448 1.890436 2.100278 0.769280 1.241483 2.957706 0.934228 1.854806 4.022586 6.177885 1.769545 7.221398 1.277643 1.371853 2.225641 1.572508 1.412761 0.074365 67.399315 11.000265 39.405032 4.627397 0.979614 15.391346 8.082036 0.229057 0.010065 0.695072 0.351084 1.134929 2.057852 0.709343 1.005837 0.989821 157.028650 307.275794 1.492462 2.798876 1.000000 1.096505 160817415953008197632.000000 253121634912026053683707904.000000 28.220000 513465457.399313 -336282.457825 0.008985
2.555000e+03 280.042104 94238.533723 132162.565343 132622.323383 748530.047809 828940.451123 4692.571428 176858.556572 41892.559454 4704.984150 10994.405209 5159.325748 415259.733084 2514147.668527 89758.669609 266436.000366 995892.162534 57932.670900 92150.375516 496294.815811 83849.261597 6932380.543569 423755.928293 2399628.172332 4711113.954802 2941268.078665 436043.443745 1175673.925094 1176292.043658 1750305.990023 301473.438492 395528.467133 79977579.998282 16727688.610002 480787.809868 3766.452192 6182826.742727 289214046.560125 250833587.194608 22561.977884 9976.735576 31642794.772524 13681284.454015 4192693.145686 8339345.312858 5420164.185649 9700508.751305 9923943.534916 384896869.835432 2316406577.800666 1160039571.120802 4596981710.947204 0.000000 86032999986.462524 0.550728 2.689548 0.755948 1.021421 1.570374 1.216169 1.273866 1.249120 2.128299 0.941547 1.771830 0.961388 2.307312 2.230422 13.895317 2.131952 2.114212 0.767842 1.260088 3.144174 0.901578 1.976660 4.540630 5.925223 1.893163 8.285929 1.347472 1.003595 2.334979 1.711177 1.322506 0.068303 278.742945 11.287789 69.111929 3.747730 0.976539 15.125215 7.506790 0.000367 0.005450 0.692013 0.299203 1.153450 2.294234 0.703275 1.006134 0.985526 84.175161 503.810418 1.790923 3.797987 1.000000 1.118259 151648148472426430464.000000 248184065620189560325537792.000000 28.240000 555710879.611294 -360562.760216 0.008995
2.920000e+03 259.146969 100192.947979 127004.560010 132145.986477 770943.573888 843108.752756 4744.555920 169935.979257 43260.126087 4774.597139 11843.109833 5127.856452 440552.072383 2372481.385174 90384.330468 293817.394634 1049552.471750 58020.853711 93186.994960 520570.549394 80684.226123 6969822.950378 466807.673917 2390045.724834 4929043.274394 3302958.078853 424335.719770 931415.123210 1205126.353242 1975936.781356 271833.286377 465516.827252 10949299.294388 15444852.196331 706066.987011 3391.956881 6157097.257679 341235161.976931 203165058.487935 28162216.246425 5710.146788 32051066.414217 28983057.451778 4155131.210241 8885969.314368 5403401.683140 9702872.635303 9884638.095385 567425848.396400 2595136905.775131 1258623334.125499 5152760108.740252 0.000000 86716054051.156967 0.509636 2.859486 0.726445 1.017752 1.617396 1.236955 1.287978 1.200227 2.197776 0.955477 1.908605 0.955524 2.447844 2.104743 13.992174 2.351050 2.228129 0.769011 1.274263 3.297968 0.867546 1.987336 5.001938 5.901562 1.980738 9.304856 1.311292 0.795087 2.392216 1.931764 1.192481 0.080389 38.161194 10.422135 101.495192 3.375097 0.972475 17.845797 6.080196 0.458084 0.003119 0.700942 0.633846 1.143116 2.444615 0.701100 1.006379 0.981623 124.093402 564.433300 1.943121 4.257166 1.000000 1.127138 146251340698716176384.000000 261640071648864601743818752.000000 28.320000 593349351.395963 -361937.685746 0.008985
3.285000e+03 239.202395 107891.739213 122885.094970 131475.238351 790585.700775 855652.798718 4793.084178 175187.783036 44521.901434 4841.500343 12666.579717 5074.497122 461936.974116 2217750.153487 90518.009459 309318.630920 1057678.664810 58529.022777 93422.131528 546832.965365 78455.265764 6337532.061742 408581.343277 2349296.993727 5088383.846630 3544688.163342 392710.845202 928723.898107 1243129.305452 2071769.960565 220685.850768 566292.917668 6654861.272714 15181707.060492 766275.730350 2964.038703 6136458.999318 311688836.594889 195792667.093779 3749354.577960 47879.582527 31382410.056945 10576347.326353 4231286.472533 9616800.094847 5383455.831739 9707219.403282 9848489.432843 371025988.505054 2924074097.483668 1318235021.209374 5534772788.198736 0.000000 87546395193.663773 0.470413 3.079208 0.702883 1.012586 1.658604 1.255359 1.301152 1.237319 2.261879 0.968866 2.041314 0.945581 2.566666 1.967473 14.012868 2.475087 2.245381 0.775746 1.277478 3.464349 0.843580 1.807048 4.378031 5.800944 2.044769 9.985840 1.213564 0.792790 2.467653 2.025455 0.968107 0.097792 23.193945 10.244565 110.150034 2.949305 0.969215 16.300593 5.859560 0.060987 0.026156 0.686319 0.231300 1.164067 2.645674 0.698512 1.006830 0.978033 81.141664 635.976001 2.035153 4.572782 1.000000 1.137931 142464566125603651584.000000 226414285792724280582078464.000000 28.300000 629319725.706167 -323843.846799 0.009040
