Binomial,ID,Group,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
NCO,46,Demersal Fish,4201170.935,4276349.797,4106481.496,4191518.547,4312967.713,4514766.181,4683890.831,4430855.638,4280582.89,4375836.529,4848798.724,5373208.691,5291997.217,5574726.588,5363552.594,5072737.81,4796292.194,4461713.807,4267027.357,4311146.483,4450543.415,4539880.612,4597622.832,4637212.649,4579757.58,4458656.334,4628068.455,4899333.111,5280073.513,5575824.502,5764675.618,5909779.253,5961984.868,5958184.786,5821347.789,5971311.916,6844085.237,7253138.212,7682652.28,7931659.663,8181317.712,8464158.495,8538478.681,8354029.903,8478082.601,8701939.642,8718431.916,8591957.272,8669031.261,8731466.837,8559213.57,8529874.863,8488725.126,8586548.459,8503251.71,8368321.118,8372059.658,8420531.378,8362602.918,8344163.07,8284098.94,8155293.078,8257633.898,8148495.98,8331568.331,8295514.795,8449198.445,8632122.103,8733294.505,8577686.666,8582396.037,8505489.361,8493455.994,8440594.829,8254372.244,8469297.879,8418863.745,8287513.019,8302049.916,8350669.99,8381067.012,8436887.077,8268100.272,8311328.044,8241494.212,8203261.035,8271198.529,8246939.447,8282184.915
PCO,47,Demersal Fish,2805796.932,2870444.274,3041645.645,3168919.867,3236423.356,3179749.472,3359888.299,3444425.081,3421758.713,3221658.338,3159349.694,3035070.143,3126285.015,3173146.404,3281020.67,3291772.25,3446111.012,3557982.533,3705848.713,3704264.061,3717637.198,3643767.012,3696437.976,3724307.561,3835993.628,3662208.99,3543425.23,3503430.315,3618123.28,3668626.698,3729522.778,3775615.052,3578218.356,3508630.512,3603819.764,3687947.357,3744773.498,3650424.617,3621194.973,3584068.816,3664323.651,3708823.279,3908546.172,3853891.749,3655229.475,3775432.817,3750415.965,3777598.072,3811535.456,3804458.965,3923472.808,3860005.014,4075069.038,4197922.689,4339888.277,4492289.605,4420153.08,4474804.731,4489221.9,4430393.274,4582572.988,4392397.502,4155619.827,4069134.495,3975922.299,3940787.956,3862138.737,3923551.341,3859206.618,3844081.029,3909106.313,3896946.866,3847176.514,3935643.247,3856015.463,3723121.155,3651280.444,3670602.368,3637499.126,3866812.083,3880201.387,3778945.94,3509897.521,3482410.376,3673852.11,3847422.424,3770853.465,3686751.105,3628584.581
CAP,48,Pelagic Fish,4437031.175,3489253.639,2957412.289,2463157.327,2133401.133,1987936.318,2160471.565,4354298.699,3555331.686,3235014.078,4532269.862,5030212.446,4791696.627,3676783.611,5340024.534,6537610.557,6173747.743,5602769.241,4501294.525,5055497.172,4666187.539,2964182.183,4561062.723,5435876.744,4770267.627,5088764.384,6026010.48,6604613.683,6121693.695,3861336.351,4664474.912,5534174.759,3602204.324,4022791.895,5445939.649,4978697.639,4444521.178,5158721.377,5600852.159,5276656.311,4339052.201,2879343.775,2671372.083,3966676.276,3432517.15,2978623.259,5629355.706,4230672.919,3106061.009,4215416.963,6364034.232,4188119.899,3274368.005,5103349.533,3935762.196,3980447.963,5096197.189,4452934.336,3750795.423,5094869.541,4353307.46,4616837.197,3440055.803,4285238.526,5089329.574,4463112.447,3566203.848,4659735.187,5045764.897,4016159.146,4693416.794,4859908.143,3484791.121,2919598.667,2878565.083,2830330.886,4073500.809,4148732.632,3543209.352,3418959.5,4135269.555,4509733.3,4027076.157,5159363.956,4247769.851,3512616.819,3981886.863,4935031.794,3296142.19
PWN,49,Invertebrates,19353380.58,6091585.11,6693765.072,8358604.063,9338068.587,9649727.607,8970166.231,9693020.236,9969786.393,10162898.62,10991204.29,12127480.48,13367074.85,14022732.23,14178968.48,13291172.6,17846969.85,14375654.34,12369564.75,12256970.9,10765335.74,9013848.502,9180949.513,10170214.76,11638259.99,12352478.1,11888336.06,11785720.43,12380606.42,14321547,14510855.13,14855830.13,13132186.04,12299567.38,10950816.01,9361958.591,9421593.077,8850196.406,8123963.378,8384238.248,8860622.316,8815004.565,10136912.66,10010745.11,11133499.85,12371311.75,9075836.779,9663145.677,12546296.37,13737142.78,11378525.53,12164965.04,13888045.68,14919379.47,13250244.59,15099905.68,18387253.59,17725488.76,20815508.49,23006242.66,25660902.68,28507401.97,30872007.01,31193264.88,34908015.09,36707806.99,38723087.84,38519590.33,39855393.29,38087722.56,44091038.15,42483902.89,42303125.42,42434160.91,46269615.12,47102530.21,47787523.62,49632484.88,56637069.23,45498148.32,47969494.2,55352853.26,38656863.49,43902679.66,38343929.56,37043898,46554886.86,47751824.78,54152182.82
CEP,50,Invertebrates,43806620.18,43568252.75,43788047.12,47328924.38,45953633.5,42736187.79,284200137.9,291282381.3,50588098.37,49460557.44,53859674.14,57631032.06,52120816.77,49780005.17,86860060.42,84602124.64,47185257.17,52206469.95,48986984.88,46345201.61,47133315.58,51388332.12,58031184.82,52537555.42,48844919.39,51481418.45,51365476.97,51082259.27,55649626.29,59751381.85,61261258.23,58160189.61,55184967.72,59414182.28,70746096.2,61864449.96,46683499.95,50397549.49,53607651.83,52567879.28,55113985.35,68775008.44,65124360.47,54137160.61,59056542.96,61222549.02,55149639.94,50729318.84,51227586.33,52674381.74,54187813.69,53448836.94,52500181.75,50594290.31,55090512.12,58588161.15,60538976.26,59630726.58,52532282.36,49714924.32,50463424.31,53682128.61,54257534.71,52805583.53,52727702.72,58079092.34,58822593.35,58094674.11,56889766.67,54470883.82,55177412.94,57693061.01,53337188,52241425.23,55404984.42,54082964.69,53543024.6,56474023.44,57529545.51,61925644.42,55787712.65,52483239.82,57904132.14,57816833.66,59219361.35,57149399.11,51328261.01,50853628.91,53738109.43
KCR,51,Invertebrates,5582.666938,5570.744208,5557.94204,5543.445939,5524.349998,5482.210058,5432.167523,5392.270029,5359.51528,5331.208238,5304.808588,5280.222897,5254.326975,5223.658168,5164.404271,5079.892391,4998.909973,4923.485639,4849.059728,4763.318038,4612.807863,4176.312767,3683.892347,3277.843498,2954.314744,2702.380778,2519.765898,2365.252545,2220.615464,2031.453928,1702.796499,1392.662211,1153.713025,959.722539,802.674493,680.894349,582.563652,498.447013,426.870415,367.192682,319.670146,281.305149,248.62848,219.59396,195.52125,174.730602,157.202681,142.268587,129.070892,117.805742,107.845035,99.135426,91.396444,84.668904,78.687156,73.202368,68.301167,64.021486,60.188146,56.664474,53.57034,50.775182,48.305456,46.039531,44.015603,42.163055,40.577426,39.147165,37.853807,36.661534,35.547088,34.442429,33.454469,32.527123,31.653647,30.872198,30.149915,29.464543,28.824119,28.238267,27.700094,27.207509,26.738736,26.298464,25.880927,25.496343,25.144896,24.821177,24.519478
SCR,52,Invertebrates,91214.73504,87007.54236,84543.13997,95373.9774,93595.27311,89999.3434,88803.27024,99336.56141,97259.28288,93577.42281,92995.28916,101909.2086,99123.01235,94841.1489,91741.38806,90941.86568,96924.87878,96965.52894,96637.40057,102227.0136,99889.28122,95232.25823,85849.48297,79933.97324,98784.5364,105558.4962,100145.3091,94914.83919,113998.8337,114392.4153,107826.1514,104397.9824,122361.8834,120904.3422,115264.6815,110187.5473,112840.2533,117481.021,116021.4868,109919.0754,123754.5754,124999.246,118093.2721,120641.8736,123327.3624,115456.9504,107389.4953,99755.94777,115097.489,122543.2681,118625.1908,126015.6417,123765.1246,126131.8566,135696.3178,129231.2613,126342.7286,119877.2033,120306.6322,113818.0129,115183.0625,127997.658,130526.9758,123514.797,131843.8055,133467.9722,127446.5882,137690.5204,135112.0335,124930.5741,115903.0488,129027.2289,135224.0226,135889.2821,136915.693,135577.1546,137158.2282,141605.3804,141798.8643,135221.8751,125672.8409,134610.2057,140221.1984,137946.7094,143191.4096,137544.2334,148996.9009,155953.3893,155252.2277
ZG,53,Invertebrates,6828658.954,6802294.595,6789772.468,7189654.771,7190425.633,7164271.536,7129247.593,7113030.28,7089021.165,7066311.891,7036412.344,7317706.835,7311189.368,7280426.726,7271369.137,7255867.164,7248728.185,7660700.094,7651530.108,7638943.173,7627941.24,7609071.465,7987928.153,8008145.795,7992404.297,7968107.892,7969250.695,7950567.447,7932439.953,7917131.971,8340303.535,8325571.414,8324503.711,8733234.456,8719965.896,8714332.062,8700910.495,8689549.509,8678242.971,8671585.549,8655541.57,8646658.265,8671685.139,8676173.725,9169651.267,9651103.018,9674680.093,9718976.524,9740361.416,9731493.713,9806888.154,9866402.859,9884199.467,9918097.731,9945743.901,9960738.514,10592869.78,11124717.68,11185895.55,11279327.15,11339352.48,11360688.61,11457726.36,11487170.41,11553738.45,11588151.08,11707871.02,12505463.91,12561556.13,12600641.74,12696406.67,13380926.54,13449470.46,13490142.8,13609677.17,13744402.19,13801958.01,13850442.81,13984635.3,14989483.62,15053861.59,15089006.12,15225781.22,15372926.35,16194782.76,16306553.92,16468364.14,16660381.01,16802406.19
ZL,54,Invertebrates,1155818518,1134789703,1205241440,1219457099,1140267806,1179373666,1282853031,1297161159,1175915059,1178445778,1305154729,1353600192,1293471862,1269227277,1259465378,1357117645,1275429384,1274485420,1265105898,1358561523,1294916087,1235842093,1344637325,1348391486,1355806985,1259344328,1298587571,1421785616,1374669547,1242682188,1250262335,1365762610,1348181295,1470807663,1315274522,1341751013,1361782590,1379702358,1295133681,1358402571,1428834869,1376501410,1356587950,1278755610,1485946105,1503452423,1382818661,1347369729,1413599042,1393140808,1339551164,1374441201,1385431264,1444756559,1293735985,1362742968,1406138582,1412831886,1353908158,1380027812,1404494009,1379729448,1327471482,1335715845,1470827300,1391207271,1455112105,1616283238,1398862891,1417471417,1446062557,1394326829,1378106179,1448184296,1375832760,1397459339,1385944601,1395915747,1345103851,1386382668,1405358719,1462423551,1307030032,1438185761,1379043854,1306012373,1345477750,1355194632,1479155761
ZM,55,Invertebrates,393313667.2,534162274.4,647173125.9,696827310.6,731997214.8,637027472.8,873374280.4,634078023.9,751936250.1,558606032.6,651605133.1,738353259.1,720382159.6,825590408,507029340.1,689679408.6,649834508.7,809394843.2,553580414.4,705663856.8,835042173.4,704528151.2,475825593.6,633548728.1,683998581.5,844052829.3,687525920.8,770310663,743358079.6,732360669.8,722986877.8,766507236.8,920932243.6,690491780,611646356.6,694669920.5,741323407.9,704149253.3,764356154.8,622872176.3,482822742.7,646304624.4,697559093.5,751498776.3,670494282.2,827634884.6,583676974.6,711350130.5,674476189.4,824832182.1,572105463,793171324.4,543672527.7,704312828.4,585230434.2,675697735.9,530359152.8,921220493.9,503763613,653561886.1,548800968.3,727948046.2,557954041.7,617661099.2,551400877.7,689798915.1,483015101.2,563253125.3,535829353.7,690627048,408878337.2,588390817.4,536556734.1,748513897.9,472578014.5,567314249.4,607839366.1,740688611.3,506246604.1,530083034.2,440629014.4,697832018.5,429290076.7,574912692,584233954.7,734883636.8,460490204.6,534530581.8,541382867.1
ZS,56,Invertebrates,23986651.75,29128413.92,37236582.04,38601221.78,5532781.745,8928448.038,9781781.493,2513151.313,16372161.41,38620842.55,59591491.37,9405850.855,38553277.92,27453356.55,25932284.14,60725242.65,20755855.8,29527503.23,31244134.42,48456908.13,17054257.5,8476470.526,16337493.07,55401128.21,66855546.76,34537221.92,31751056.45,113550423.3,36595685.69,4856916.558,33906991.59,134630248.4,41927834.53,13828388.44,18016046.47,79411204.61,110182948.1,68355333.51,22694558.18,54342046.14,80032599.98,32636956.05,34791471.92,47909640.69,118492020,13584463.96,16193720.52,65793455.02,96976786.8,83309506.14,45754077.22,38110099.51,77760624.92,54612487.72,9779683.739,62274848.44,18115040.15,80249164.5,56910710.47,82799699.33,83530535.29,38883320.93,47581230.23,79289094.28,49553226.09,39938864.1,93674973.9,21249188.95,6151566.564,81905312.74,111115602.1,46549854.18,51448573.24,100406962.6,42623920.32,79016191.44,96199173.19,51526830.13,16640198.09,2323188.985,118857059.1,97493104.09,3590642.381,71433336.04,29868407.1,15452343.64,59734640.75,56020027.93,47753958.93
PS,57,Invertebrates,8178408733,76945103.66,99893702.56,164055010,282301516.5,502096968.1,964722707.2,3132628625,4944681792,8483052156,819323350.3,52988183.97,107293521.3,265465418.8,773067239.9,62763550.48,45455092.58,57958833.99,79060919.91,126773749.4,261899564.1,604399989.7,1071850518,1551359394,2147016898,2541245029,3143243295,3701717849,127878144.5,192209336.4,447193220.2,132290507.9,125088855,147296323.7,162642541.4,286252451.8,490358089.9,1449011623,3312582155,6789939980,9926621632,2366104913,282168350.8,219695458.6,265532072.1,278688290.8,752943162.8,227964357.4,238995713.5,204909936,240679430.1,542178278.9,1042578551,1686634050,500127828.7,668198248.5,1733604950,311276084.2,690579591.6,1082132859,1677267084,247787156.3,318826947.5,436043223.3,226474421.1,255014905.3,329626792.3,728927700.4,1104844607,1688914086,2226717554,375858952.2,669453267.1,266929277.1,294636903.8,411087146.3,591579426.9,1322050571,2050337738,3025870075,4263994688,280562072,284076228.3,292729662.4,293312195.5,303564802.5,326623868,433140149.8,687149600
PL,58,Invertebrates,5532255040,4469148505,3971180996,3665045484,3467656353,4927990728,4081685354,4484003404,4606837395,5526318928,4587058442,4154953982,4474648655,5487802167,7466761643,5073015290,5537956233,6165569983,7351296984,5618170462,7215947287,7998986892,6187236498,5717065155,6956559332,5611267892,5708576974,6236414951,7644869358,9889142072,11858026379,10850000088,11349882148,13114515012,12284451696,11276307994,11096077990,11706813917,12055287800,12984730313,12814498349,10506594612,10205592405,8435278028,8588722082,7567516779,6974954512,6149187916,7019490998,5950670346,6294085807,6668435442,8703605003,8444466522,6732234771,6011674824,5959044354,5088554865,4874366920,4074256362,4469639650,3314243169,3097895394,2796742109,3623757667,2670755526,2906316341,3084892279,3609774307,2809316144,3296187582,2869704123,3818571979,2548205337,2508065032,2586779159,3533119659,2545569306,2763345443,3171346840,5187853362,3150545535,3304104985,2935796240,3646781200,2650870643,2563069191,2296325885,3126478382
BC,59,Invertebrates,4147513.57,4172359.032,4196975.857,4222204.565,4248016.232,4274142.549,4300202.497,4326922.293,4353988.605,4381432.284,4409074.946,4436939.523,4465512.485,4494303.66,4523118.883,4552229.624,4581811.999,4612283.58,4643340.758,4674615.681,4705956.709,4736873.796,4767917.355,4799177.615,4831152.751,4863541.992,4896361.301,4929989.133,4964579.936,4999597.515,5035005.029,5070639.589,5106615.564,5143187.922,5180569.739,5217747.263,5254739.684,5292707.295,5331369.565,5370498.505,5409373.808,5447852.513,5486988.594,5527246.797,5568006.262,5609026.81,5650188.675,5692135.425,5734151.882,5776294.189,5819210.643,5862895.919,5906906.085,5950962.509,5995845.039,6041797.347,6088637.04,6135461.243,6182538.363,6230414.682,6278554.333,6327774.816,6377048.838,6426912.536,6476711.925,6527145.802,6577153.403,6627454.645,6678232.055,6729715,6781986.099,6834863.064,6887985.899,6941673.067,6996011.408,7050038.66,7104844.922,7160544.261,7216887.589,7274132.885,7331510.08,7389119.51,7447706.969,7506502.88,7566419.812,7626829.65,7687203.938,7747731.995,7808726.868
BFF,60,Invertebrates,9421586.993,9698665.401,9728806.873,9801631.062,9862991.081,9929745.403,10240369.07,10347061.3,10420950.74,10477707.78,10792071.91,10837711.72,10906481.09,11004083.33,11045749.49,11477260.29,11582978.33,11669455.16,11749491.03,12200948.64,12289130.86,12380790.06,12475674.1,12988841.81,13131420,13234318.57,13342774.61,13894529.15,14000028.47,14113019.03,14657766.03,14780823.14,14918622.96,15514060.94,15593876.91,15740528.1,16352769.24,16511458.53,16630551.33,17251023.12,17395945.53,17912650.07,18088488.21,18221965.48,18833537.82,18965799,19098575.85,19707366.98,19792573.07,20398765.69,20483369.98,20677181.36,21270502.56,21445499.31,22005530.13,22160218.32,22279142.64,22921140,23037880.63,23577713.44,23711664.08,24237524.23,24384835.27,24557451.92,25108188.37,25281991.77,25679479.04,25896404.73,26325803.68,26532734.75,26679717.07,27122761.44,27284303.45,27727668.07,27864533.94,28032069.86,28441721.1,28580317.82,28952376.78,29135734.93,29478042.23,29666792.35,30007429.23,30205693.52,30505748.28,30706858.14,31017031.82,31208654.03,31606539.67
SPO,61,Invertebrates,9889610.866,9916658.731,9921968.774,9926513.96,9931518.36,9935232.48,9959527.763,9966959.627,9974594.314,9978322.03,9999261.52,10004437.06,10006801.25,10014949.04,10022459.08,10048758.42,10055276.51,10058975.72,10065686.83,10092212.57,10099417.59,10102772.78,10108177.15,10135021.82,10143324.56,10153122.87,10158714.75,10184445.02,10188738,10196111.45,10214016.35,10221933.25,10228935.31,10248708.7,10253864.2,10259733.46,10279315.36,10289170.7,10295598.96,10310795.74,10319346.18,10337579.61,10343728.43,10349327.29,10369719.87,10380080.38,10385993.04,10411285.15,10415450.22,10435477.62,10441249.23,10458101.42,10481525.9,10487355.91,10507299.42,10515251.06,10520106.49,10541320.59,10551751.61,10568172.5,10581255.88,10598899.93,10609369.2,10613924.35,10645132.81,10653253.75,10675465.5,10686685.05,10705893.86,10711808.01,10724833.54,10743607.39,10756480.42,10788621.96,10799626.84,10811099.16,10846887.65,10853821.77,10878945.28,10892083.93,10914548.12,10925154.07,10952969.12,10974319.16,11002250.64,11014294.32,11048538.55,11070848.95,11101183.75
COR,62,Invertebrates,10438678.19,10625452.93,10705675.05,10711412.93,10686441.68,10651592.02,10870462.15,10900146.13,10941840.26,10935889.22,11154683.56,11317274.52,11325940.78,11319321.81,11286193.88,11623052.15,11645048.45,11723918.56,11755453.77,12111606.82,12328971.35,12330439.02,12308223.72,12774098.52,12846710.22,13019178.23,13011440.57,13487029.72,13747621.69,13769911.56,14255936.35,14551494.17,14582720.54,15141302.82,15472156.66,15493329.07,16089761.58,16414098.94,16457602.36,17107726.88,17416603.09,18091766.09,18547553.78,18523338.51,19210943.63,19232798.71,19456455.88,20384207.49,20820347.66,21638420.63,21762160.1,21944507.57,22860769.13,23232590,24146801.82,24544401.4,24477131,25610839.59,25602529.01,27026474.08,27461900.92,28560244.89,28579366.77,28483518.24,29739103.46,30170927.97,31468251.22,31619306.19,32828643.34,33461846.23,33387319.46,34801377,34793581.28,36159546.5,36738029.28,36593242.69,38138738.69,38017241.3,39533063.38,39858546.6,41632768.13,41856228.34,43553104.07,43637569.02,45380451.45,45624774.8,47343696.97,47171137.87,48820714.93
