Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
SHO,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566605.8754,576680.0469,587446.9418,594791.696,600478.0531,607252.5236,613941.5117,616759.6693,620020.6721,622797.5068,623466.2854,624434.4848,626292.6659,624947.9938,626363.1868,626672.9564,629862.6647,627712.7234,626934.1208,628054.0854,628585.6347,629430.1028,631218.2908,631124.185,632514.2752,632653.6124,632989.2156,633013.2599,632199.2717,629164.2454,628340.1816,626617.3442,626175.5658,625266.9976,624623.4617,624173.7026,623314.8902,622764.4278,621266.0537,619576.8214,618518.8428,617221.765,618251.4264,618678.4876,619939.368,619667.9938,618250.5795,618813.3139,617256.1961,615211.6643,616167.1802,616452.3146,615774.7626,616683.4969,617229.4729,616354.1247,616960.344,617242.777,617431.8139,618854.3502,616714.3659,616515.1663,615819.6164,615807.2419,613486.0389,606020.3476,607755.0463,610401.6931,612585.0722,613538.1659,616942.4389,618301.6635,620877.0663,622775.9204,623237.2439,622497.2119,623675.7215,622826.5672,625337.56,627033.1803,627598.5564,626066.6122,626072.0335,626276.0538,628807.7618,631166.2302,632988.5576,633893.8344,637048.0488,638367.3876,640845.1619,640469.8619,642248.5271,642537.4139,641378.1187,639985.0082,639442.7226,639297.8014,639105.9567,638751.6612,638975.7801,638696.2628,639404.9468,638081.5048,638620.944,637432.4323,638051.0508,636822.7819,637135.6958,637780.4469,640655.6189,640352.7629,640772.1342,640789.6856,641232.4902,641707.8027,642119.0853,641826.3189,640328.7648,640715.1614,632804.2232
DEO,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529841.208,1550657.23,1593856.209,1593443.209,1557361.966,1543865.35,1532720.264,1514662.646,1507811.656,1527756.084,1531790.713,1530876.338,1534115.175,1532342.648,1527701.439,1521137.357,1518968.172,1536919.288,1539443.728,1526309.528,1518033.822,1516217.521,1514381.356,1501881.668,1507945.27,1517222.03,1518244.285,1503401.397,1491029.156,1485693.887,1484206.276,1491170.21,1503648.102,1515492.195,1513563.515,1505567.931,1488828.406,1480046.4,1475919.753,1525639.754,1538681.55,1509496.358,1485154.324,1465874.352,1452958.059,1452325.305,1466802.523,1471152.88,1464828.6,1465782.943,1454643.919,1437445.206,1426230.426,1429336.858,1422389.823,1411383.233,1412378.182,1407953.662,1409897.849,1429694.897,1433591.115,1416506.227,1409015.117,1402357.298,1392387.025,1394686.041,1409207.928,1414712.074,1408935.456,1412399.341,1413266.915,1411042.659,1422018.927,1443749.701,1450151.835,1442214.387,1444951.487,1440463.171,1436185.935,1442068.185,1461154.05,1459535.159,1452235.667,1448815.584,1439138.875,1469396.051,1479605.576,1485493.444,1485693.701,1485336.731,1482987.422,1470623.971,1460133.493,1477524.702,1471054.361,1456391.6,1443401.219,1429833.801,1423131.46,1432388.732,1441673.787,1437894.862,1431680.212,1423573.161,1418850.497,1426971.338,1429196.444,1415586.831,1402147.155,1391593.221,1378870.892,1371764.872,1388861.14,1390014.576,1376923.788,1374135.436,1360804.588,1354132.68,1363835.864,1352617.269,1472361.267
PEL,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89372.29048,90315.98703,90967.0421,92890.69278,93568.31657,94647.98108,94459.02606,93541.42277,92226.61768,94114.27346,91751.21837,90536.48068,89959.8601,89505.8587,89325.82689,88747.83838,89444.66058,89984.16483,89551.06432,89255.52109,88765.19167,88257.25573,91272.83351,89870.44786,88684.01644,88389.53877,87996.78499,89824.25465,88949.86667,87430.46879,88130.49695,88107.03142,88131.37601,87913.24506,87683.04319,89261.49958,88743.51588,87292.73526,86537.54739,86099.55932,86040.01233,87788.41598,87823.97241,87178.26137,86603.9794,86188.3415,85977.95689,85792.2887,85071.78741,84828.04503,85009.99608,86614.33108,87360.97283,86661.41579,87676.24391,85908.80364,84345.10098,84844.3145,84543.53688,84511.58614,83555.45934,84189.38834,83305.60646,83460.61888,83040.91986,79885.95985,82277.35603,84294.92508,86569.76675,88249.00273,89992.3422,90786.56972,90412.67885,89310.53332,90309.70121,89322.39211,90325.98127,88978.10249,88172.59121,88203.81669,89185.874,89704.30942,88472.91169,90077.24302,91019.10477,89756.72668,88300.07793,86813.98273,86452.95398,86348.9496,86137.59183,88886.91766,88397.6857,87755.96363,86987.62375,85168.28074,84103.21031,84356.85157,84844.78951,84378.81608,84639.05576,84702.28915,84299.69681,83194.89119,83389.9862,83000.91381,83025.65188,82778.88219,82423.07599,81350.69122,82005.87083,82664.48378,82727.09928,82519.89524,82296.68698,81723.63909,81049.33542,81576.72028,80989.40715,81027.11851,86571.3847
PES,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450259.2514,454322.9444,456908.8352,458583.9321,460766.5317,463139.2705,466586.0305,468783.6842,470667.6738,472036.6102,471058.6365,469378.8618,468713.332,468131.4468,467989.8682,467678.1075,467884.8534,468284.0228,468189.9507,468231.1294,467675.811,467885.6483,467698.2409,466468.2838,464522.6985,464100.709,462648.2752,463711.6751,463149.6568,460262.4089,458245.6048,456372.8818,454992.7105,454512.3324,455398.8016,459622.3023,462742.3644,460006.772,456205.7632,453152.3241,451074.484,454280.3381,455596.6119,451690.287,448746.6095,446668.0217,445284.7704,444704.7407,444757.9739,445030.2883,445947.934,449462.8934,453941.4542,456565.146,458525.0886,455454.3938,451244.0411,447711.3189,443682.9599,440280.1984,437508.7734,435810.7284,434195.7453,434058.2243,433428.4136,430875.7711,431505.7102,431959.4058,432798.3794,434850.7266,438135.0357,442152.0468,444375.3334,446890.5479,447750.7484,450283.7374,454871.2878,458746.9621,458169.5196,459420.745,460950.0751,461827.1554,460519.6703,462110.4372,462413.8549,461640.6897,454920.1891,448632.7539,443984.2225,441358.8689,441592.3134,444935.7209,444379.2095,445522.8316,446459.4641,442961.8018,439096.5959,436568.5406,433400.2156,430192.7741,429021.1657,428459.0961,427966,427909.046,426446.7047,424474.2297,424120.2865,424282.3559,424092.0309,423255.8969,423181.6926,423576.7574,423750.8358,423786.2084,422992.363,421079.5782,420413.2769,419550.8901,419592.2202,419295.4384,288457.4578
REO,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144198.358,1068186.923,1001196.459,923662.6762,864936.6147,813902.5599,778921.6947,734501.9256,745103.1236,735340.4936,687939.4454,670526.6423,647328.7435,614764.6245,613090.0543,612257.1714,611201.1978,603613.3736,586966.3871,584388.3293,570111.5189,584136.7543,585153.3883,571679.0898,570752.8537,573074.6138,557080.2427,551290.6994,570555.043,565110.9008,551613.3687,548688.9675,546561.3912,550049.5694,554813.0829,555643.9234,553568.1034,538391.034,537711.6303,543920.505,547444.4495,555135.89,549471.2944,540151.4588,534540.5337,545896.2612,551646.9917,550037.3315,538444.3481,531560.4511,517256.8268,509814.3131,526615.5535,543538.8037,538339.772,518912.3588,509199.6137,500157.1378,510380.5952,537896.2576,530112.811,517594.7057,509457.1958,501260.9086,509783.2901,533661.8953,544463.5476,539175.9258,536354.679,549451.3393,548029.7074,535378.7317,549557.8014,556418.5615,538987.7527,525236.7978,556325.6132,562848.9042,543499.5466,582545.0806,571694.19,559530.2016,554887.6594,552729.239,540847.2031,542956.448,562102.6488,570779.1796,551194.9957,541345.5256,532649.6785,526567.0729,538686.4227,553427.031,540452.4879,528172.4894,524036.9014,526636.2171,543971.7768,551858.5108,533369.0945,530320.9136,511546.3371,510782.6262,527330.7005,533495.7635,517558.7787,501735.6121,486174.0155,500180.9168,513370.3405,506599.4482,504798.4584,497001.6152,482308.7331,499813.6766,492983.3487,511865.5757,498467.4247,481420.1919,472727.4729
DEL,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63859.23666,63999.51941,63914.77347,63630.40195,63113.97597,63156.71269,63295.05027,63252.90713,63200.82266,63034.11971,62151.87872,61592.43013,61022.03012,60774.52576,60892.07072,60936.82405,60984.56442,60724.83909,60554.92229,60556.1923,60401.72692,60541.42627,61176.3239,60863.345,60400.0593,60223.49761,59935.3388,60722.5645,60505.14555,60226.71262,59941.22318,59687.11177,59522.33622,59337.99705,59221.34821,59740.1888,59631.06725,59399.65948,59130.99948,58793.73425,58633.64143,59194.05685,59442.9751,59130.19435,58956.61582,58665.55421,58109.40759,57925.6833,57836.34407,57841.5131,57920.51607,58508.5299,58649.23505,58862.02934,59095.65467,58564.36581,57943.16127,57604.93881,57358.06612,57129.48599,56889.47671,56938.06284,56736.80161,56602.70928,56547.47369,56263.59115,56418.64633,56807.70194,57004.08442,57031.32192,57040.58284,57244.13155,57452.81565,57583.56774,57481.43805,57648.85408,58306.91644,58193.99581,58502.98575,58952.04273,59210.22179,59442.80158,59261.02357,59668.18236,59648.00313,59397.43498,58824.87652,58110.19193,57697.27804,57510.88808,57483.24927,58351.13502,58129.12788,58283.13067,57846.9344,57648.80512,57350.06713,57035.40495,56776.81209,56305.27095,56058.20433,56332.92712,56052.90229,55826.70586,55490.56641,55241.88865,55147.55944,55201.97674,54905.48654,54894.09514,54859.24832,54730.73316,54575.94809,54388.06265,54362.40794,54251.68786,53880.79526,53885.30849,53619.05416,53675.15282,58760.30852
FLA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89390.75323,89278.15524,89255.79965,88064.99881,86946.20994,86019.43237,86181.83674,86159.91186,85805.39392,86199.28136,86088.89411,85691.85088,85788.0187,85946.16732,85912.55262,86044.9071,85929.86274,85931.41483,86008.39147,85901.13173,85851.58224,85977.6847,86046.49054,85909.52851,85450.59445,85606.8704,85551.02193,85831.99143,85954.53591,85636.46173,85289.50998,85018.94822,84885.90033,84972.706,85282.25534,86027.01867,86685.18728,86540.22671,85968.96784,85427.53839,84486.483,84396.7846,84078.28575,83244.04335,82766.30974,82969.16363,83333.43655,83857.71539,84436.12092,84809.72345,84965.79007,85475.94128,86093.85986,86489.61525,86719.55997,86420.62093,85981.29166,85659.82807,85263.98259,84975.50958,84694.34954,84430.02864,84175.54112,84195.45239,83981.60816,83326.42046,83368.26882,83330.1047,83167.55715,83012.85806,83027.55197,83319.48684,83288.23175,83336.65953,83176.94316,83307.43705,83689.60065,84158.3474,84176.59591,84678.87021,84883.21086,84979.06103,84740.56593,84825.35307,85015.41783,84992.91874,83477.37172,82157.40869,81339.97774,80897.42938,80900.29561,81245.5771,81687.60715,82590.29164,83334.33682,83296.34767,83055.47931,82808.04655,82391.20953,82200.85069,82078.66944,82150.63876,82101.14953,82144.8546,81972.05907,81758.5042,81790.42143,81720.11892,81670.52033,81453.77162,81428.45608,81387.46009,81434.41731,81459.68962,81327.83499,81033.92172,80979.98556,80917.67155,80850.1314,80772.04029,72660.92442
LRD,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514834.8229,516388.0654,517182.6084,516648.038,508147.9227,503135.6317,500031.8096,495310.1078,491533.6103,494236.2297,496281.7008,500530.9664,507121.5589,510938.1813,512740.9928,515225.1426,518022.4609,523548.7575,524764.0121,523467.8291,521278.681,518689.9225,517130.643,513857.9256,516957.4028,521006.8464,522999.9239,521577.11,519205.0193,517010.447,515515.4872,515096.6308,516445.0149,518396.4518,519650.0375,520366.6743,518111.4977,516166.7676,514940.7583,517375.1997,517174.9408,514054.5159,510427.6704,508925.9831,510664.3046,512925.42,516509.434,519396.9449,520277.0722,519864.5098,517413.4923,514947.9389,512088.4784,514024.935,514172.2549,513808.1408,514997.0191,514997.8844,515409.3603,520872.8386,521486.6519,519005.2226,518958.9618,518738.2315,516381.2725,517308.2746,518992.7522,519124.7757,516904.3868,516473.4411,519550.6645,521268.0661,523005.6976,525412.5834,526184.7782,524607.8664,523801.1664,520827.3551,520538.7265,521973.9572,525554.2403,524198.1299,523870.4999,522514.9947,522563.1579,522001.1897,519989.9963,520619.0708,522051.0752,526293.0771,529035.9832,527379.7337,525421.8223,528415.2543,528048.5859,524985.4462,522578.8904,518816.3,516445.9227,517295.6302,518242.6432,519387.9851,522320.8719,522487.3564,521694.2847,523802.0566,523842.2026,521715.5258,519215.2899,516179.4681,515747.9215,517428.7814,522206.8945,524401.8492,523959.5153,524289.7324,523557.3472,522571.5997,525251.3336,523070.3005,376823.3316
SSK,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99184.99997,99256.19809,99346.87504,99742.15315,99958.14317,100376.9481,101232.6741,102014.6129,102773.7288,103774.7147,104404.0246,105157.4372,105779.3149,106158.6923,106446.7359,106667.404,106858.0139,107060.0974,107195.8714,107253.5303,107314.1196,107424.4553,107511.7008,107395.0366,107683.7828,108031.6266,108248.0802,108475.9963,108309.651,108396.4235,108447.6835,108504.2326,108655.6317,108725.2443,108766.6813,108930.5975,108884.6404,108790.9966,108846.438,108968.1672,108917.7608,108804.1958,108613.3035,108407.6478,108602.9394,108729.8805,108745.0578,108871.3297,108908.5272,108831.9111,108841.4715,108845.7936,108741.5106,108734.3693,108733.9671,108413.1042,108594.1276,108649.4748,108645.9223,108840.1387,108768.7003,108783.8445,108766.4723,108766.458,108658.5515,108717.4225,108792.7477,108767.1181,108765.7763,108673.9162,108800.5398,108974.7325,109105.0984,109150.338,109240.6906,109227.1355,109263.4523,109156.7755,109055.4987,109201.2182,109340.4117,109204.5924,109121.6563,109142.7406,108841.1351,109063.9981,108877.6973,108768.7488,108683.5115,108823.7667,108917.2579,108969.408,108466.1286,108560.6027,108658.489,108598.3791,108533.435,108570.3691,108492.531,108410.5273,108485.5088,108612.409,108779.2278,108702.8855,108681.0708,108671.7943,108786.4633,108839.9321,108643.2847,108478.7045,108489.9311,108535.1041,108789.3392,108866.2676,108890.9381,108909.3028,109012.5097,108930.9299,108961.213,108915.4276,115692.0492
MES,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4303386.709,4259592.978,4299948.23,4317453.713,4144613.743,4208493.096,4095428.948,4107808.631,4044106.25,4032802.31,4233932.192,4302065.911,4267533.883,4334442.786,4346580.993,4290128.643,4426466.73,4448123.009,4347524.995,4434943.514,4378292.521,4212826.936,4238576.925,4242687.125,4191533.941,4286599.966,4224755.191,4058399.305,4120047.155,4133589.773,4080722.57,4141807.939,4157003.497,4060446.339,4110289.157,4037975.02,3851080.669,3980310.863,4063428.324,4064321.681,4125999.262,4049312.056,3872204.215,4015861.445,4074945.916,4077853.022,4153802.902,4174373.714,4032145.93,4124967.469,4136659.001,4004032.854,3979423.298,3945582.153,3904330.021,3964457.514,4046988.872,3994706.425,4072460.195,4138669.392,4015235.694,4171415.08,4073135.378,4076802.735,4093202.703,4111315.361,4106916.457,4240786.246,4169699.521,4218140.313,4222740.553,4222026.933,4171617.542,4202854.519,4163762.241,4215232.221,4117457.36,3936318.106,4056659.513,4126962.279,3993647.957,3987560.358,4007157.619,3867601.594,3852029.874,3781355.073,3792351.789,3914952.452,3840453.833,3754244.951,3783161.71,3610890.109,3512040.981,3544241.666,3535637.241,3453286.735,3550274.27,3581033.03,3569311.66,3599775.653,3631674.398,3612267.437,3637357.961,3563444.299,3551496.223,3594363.664,3618569.922,3505787.396,3514954.999,3446971.703,3498044.372,3525081.131,3562887.329,3604791.676,3633722.045,3678082.857,3615714.557,3659253.996,3569900.04,3500588.979,3758612.179
GRH,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279481.9602,268116.5819,259078.7067,246949.1461,234418.6013,222519.5723,213870.6044,205515.7835,198033.5188,194212.1078,189814.7117,185356.7058,183893.4838,181515.823,178575.124,178029.7556,176976.0479,177560.9901,176011.3841,174897.1143,172450.1642,170814.2601,169689.4699,168830.5519,168254.6507,170604.0594,171755.121,171743.8915,171876.8383,170576.4792,168571.309,167043.7907,166377.2964,165461.3433,166044.2497,167860.7709,169414.9285,168783.2538,167746.5302,168500.2371,168670.2118,169460.7797,168920.6667,166670.7386,165794.4614,165847.5711,166259.539,167618.0783,168154.0148,167677.8223,166556.5473,166039.4457,166108.4749,167066.3169,168507.173,168315.5292,166706.7401,165297.869,164625.8426,165610.1654,165661.1991,164494.3997,163467.9589,163241.3717,162854.6586,163411.1546,164357.9077,164109.4589,163361.1355,162215.7503,162499.211,164243.0664,165585.911,167115.6901,167483.315,166875.7979,167476.4002,167385.1728,166611.6407,167873.8039,170179.8081,171354.4955,171206.9884,171844.6963,171703.5838,170218.7618,168193.113,167283.5858,166794.7002,166745.3581,166905.8502,167917.3531,168024.5667,168028.3853,168112.8267,167405.8108,166380.7461,165225.4371,163817.578,162357.8704,162260.6978,162625.5723,162264.663,162158.3058,161541.3274,161745.0664,162205.8862,161866.228,160193.3089,159052.5463,158905.7026,159008.7843,160314.5035,160917.9401,160578.5661,160230.1809,159696.9299,160112.1751,160342.237,159636.6353,168639.7806
MAC,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2410000.69,2481165.428,2413950.004,2396630.768,2365823.889,2424790.821,2401149.208,2416088.074,2414529.349,2712126.073,2473226.719,2183304.828,2159919.91,2126001.071,2089863.566,2031106.218,2071579.109,2114313.351,2071383.017,2111805.145,2132514.528,2196550.53,2819553.989,2485105.744,2178110.382,2168030.048,2136939.6,2354004.732,2132999.225,2123568.04,2175831.983,2116341.468,2143345.176,2123972.109,2164239.117,2317744.923,2189206.584,2162850.083,2152255.669,2155069.039,2163569.179,2286742.573,2212166.133,2230728.917,2196770.004,2227939.476,2194258.877,2227988.273,2159865.126,2408610.485,2363285.059,2451469.316,2464756.941,2424351.067,2758192.71,2260083.617,2462103.368,2271467.453,2206083.794,2300707.202,2173784.102,2550200.461,2179745.452,2544916.951,2146744.792,2295570.014,2321778.618,2153782.008,2081357.89,2055835.737,2073515.961,2058028.974,2101578.713,2182811.031,2553195.997,2471947.518,2364467.147,2241888.243,2268601.003,2366379.41,2405372.029,2420512.201,2325895.229,2425449.841,2421804.307,2278006.162,2177093.637,2185587.269,2165365.077,2153232.303,2221026.413,2425206.768,2306705.858,2414744.638,2278714.781,2163251.277,2364114.364,2317391.429,2237523.121,2242028.091,2197892.048,2246412.928,2283885.317,2163225.06,2526812.787,2149564.585,2201125.471,2201899.744,2278671.972,2148464.752,2541067.27,2216388.301,2258885.699,2332890.455,2178309.845,2251061.315,2254808.054,2351438.531,2274014.04,2340793.832,2242269.673
HAD,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8012597.642,7180617.428,6548625.239,6014961.536,5528352.674,5178349.615,4927656.251,4710076.769,4534084.437,4403869.888,4300201.684,4224347.11,4165902.612,4112710.744,4077898.521,4064106.005,4029365.313,4003995.939,3992011.56,3963507.782,3940129.951,3925670.867,3923326.449,3910454.4,3907555.801,3884971.566,3858904.641,3827006.656,3814461.137,3786425.3,3770551.142,3770430.743,3766055.322,3782153.863,3802407.557,3796970.724,3769791.891,3751974.563,3732360.173,3722098.971,3716872.201,3709099.021,3682775.773,3662292.878,3655331.684,3657017.397,3680043.508,3707237.334,3710138.074,3702145.837,3678070.568,3646875.548,3619825.951,3614712.54,3603553.656,3594286.532,3591652.888,3592433.913,3599728.519,3612161.516,3618645.537,3592542.913,3576795.437,3560110.811,3549065.195,3559863.378,3588667.513,3612114.697,3621709.63,3642617.994,3685447.105,3715212.321,3730438.14,3744864.577,3751649.1,3733754.234,3740708.07,3750568.849,3754573.766,3768686.206,3758359.993,3733443.385,3731946.934,3733995.789,3739842.176,3736126.842,3726971.806,3734864.727,3750073.525,3775012.436,3795734.185,3788031.327,3789468.37,3787570.374,3759177.534,3714127.336,3686660.24,3662378.457,3666094.049,3684072.016,3668611.799,3644206.947,3646171.785,3640423.683,3650889.171,3672384.845,3647489.598,3630323.681,3623753.152,3598541.07,3599582.621,3579864.439,3578237.022,3583932.228,3561463.357,3564351.979,3577086.992,3559822.29,3552935.483,3517634.521,3048517.896
SAI,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1273205.01,1264728.469,1230292.012,1199218.805,1132805.439,1099320.025,1059217.638,1008422.205,970089.3311,927773.1119,881598.4585,845001.9598,813308.3467,780290.7366,755153.9295,734079.8799,722667.4876,717803.7716,711245.1993,703856.4246,700578.5584,699584.1424,692171.1838,690087.817,684456.1191,681714.9844,676197.0989,672741.6094,669667.1812,666502.1912,666254.7893,661390.5218,662618.0529,662189.8104,659778.2195,663747.4869,660676.2935,657376.4156,656036.8772,654854.7207,652326.1005,657324.7555,657182.2171,652109.6551,655191.9609,655492.8598,651930.8023,651075.4996,654041.6357,647761.5885,647779.7641,651189.6671,637051.6297,646779.6179,648400.368,649533.6163,647402.8044,649663.521,646960.8809,648655.3484,648193.5147,647592.1249,649887.381,644665.9101,644494.6323,645803.2527,645968.8439,645684.5869,649145.3522,645023.3438,646095.7108,648443.3102,650014.4938,650424.9444,649206.9584,646662.2621,651692.3073,645729.775,643835.6447,645988.8729,649255.2518,648291.6696,650141.2832,655642.879,658908.0048,657374.6697,658223.8396,653615.2927,654553.3175,655150.6591,651532.5508,657197.0675,658386.632,653862.4624,654308.6088,660023.2848,653337.2768,652372.9487,657940.339,655064.5753,654910.0244,662198.3645,658040.7655,658795.707,657571.15,656106.2192,656955.0751,655231.689,650893.1067,651186.4401,649793.8161,649718.4301,651970.8608,653203.5939,653029.8638,655522.9159,653918.9006,654203.5447,653536.9886,653575.6015,446474.9737
RED,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569617.33,521688.4964,492229.5887,482369.9996,466180.6591,435636.5626,411519.2065,376062.3811,384134.8938,372126.4534,385725.7563,401020.0467,398636.4336,374702.9031,366019.9558,373988.8428,384572.1098,380322.5735,376830.5585,379951.0702,375482.4702,361671.039,352016.7492,368609.9647,374500.4622,363135.1376,341743.9674,319157.7504,337061.3002,348946.0054,365770.8779,343637.0605,338585.4935,324655.0415,329323.4226,306539.8972,307790.8611,318830.2539,325307.1144,315538.1073,312762.7811,297890.0074,288528.4867,302528.5739,320695.8977,319451.1864,310143.4419,314882.9817,316748.6826,328249.8034,311404.6527,296765.2734,263560.0171,271098.1033,262194.0766,294790.0768,289992.3193,278197.3397,289002.0222,297992.7979,291105.0762,314076.1004,307812.9772,296786.979,303335.9231,301473.5794,297649.0929,317179.9161,330320.6153,330544.3894,318857.659,319647.89,319798.1949,332901.6871,324478.6034,325079.3183,322151.9669,279299.2353,312659.6965,323468.7144,285050.9499,272856.2997,284819.0145,278594.2081,276596.1683,248334.9811,282180.7383,287187.3221,269397.6078,301219.7071,285086.6957,248683.6294,263561.195,265911.1392,247139.0337,255461.5147,249160.2562,248503.5319,268067.4732,263481.727,248359.4767,263313.9008,248414.518,243581.5819,263219.5384,247562.1195,241784.858,243185.6209,231362.888,226548.9705,238358.5223,232489.9098,238651.1015,232062.83,222242.2858,246459.2852,222706.5271,235412.9223,212527.3916,208664.3428,185978.7436
BWH,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885957.9382,886537.979,885468.9715,890632.2081,894210.2601,896145.3995,904458.036,906000.2167,910896.3397,911393.6724,911865.5803,911813.0706,918112.2994,915137.9701,915950.7563,914389.3118,920910.0298,920991.4531,927123.7666,927719.6492,924173.9125,934388.795,940344.1827,940920.3951,936454.3431,937876.3657,932035.293,937648.6784,938451.7555,937159.4892,936452.4116,933689.9251,938283.3013,936384.8132,938605.2429,945792.9055,946959.3971,943713.039,939033.7742,930428.8629,928149.7241,935920.9865,936318.2008,939102.0454,947108.589,943980.2263,938339.9365,939263.664,951871.7312,947670.1518,948175.7889,947191.568,945696.9454,948854.9962,947413.2914,953543.4331,941962.1323,947730.465,952262.7695,951183.2008,946082.8919,947445.2459,949319.7191,941534.5258,945272.214,942088.7858,943791.488,938641.4147,936127.0472,933202.1573,934896.4061,933841.1831,935469.9162,927846.9538,926808.969,932034.4612,930996.457,921979.5049,933254.9954,935849.6026,928669.2063,933017.4931,932959.3611,937869.926,947860.5296,940436.9757,939765.5596,933038.174,926423.7985,925815.5733,919250.502,932734.3479,942822.1605,933030.2191,934869.0687,936180.835,930783.1526,931679.5432,932385.1122,930047.3918,928936.8668,933724.3589,929952.4797,928706.3854,926728.1252,929395.5551,926990.8042,932532.7752,931561.073,931224.0652,932245.0701,941467.5428,941812.857,937726.6233,943725.9875,939357.0371,931454.7245,938585.2049,923494.4111,928420.8568,713269.204
