Binomial,ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
SSH,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1497430.396,1530349.351,1554310.772,1573601.964,1607174.112,1635523.243,1668371.848,1676378.507,1679703.79,1702620.99,1726405.938,1737576.978,1763969.688,1775551.145,1789712.154,1794912.973,1808192.145,1857510.839,1874402.64,1871772.961,1902776.85,1915695.986,1916505.57,1924600.971,1934528.478,1944405.411,1929191.639,1936980.937,1961224.702,1950101.544,1939717.546,1951625.318,1963139.94,1948899.375,1948590.177,1965914.91,1959893.876,1953054.585,1945598.932,1964670.935,1963667.17,1963129.873,1973779.627,1969766.974,1953675.149,1950876.304,1958376.752,1942258.152,1939964.959,1932369.514,1941771.632,1924138.029,1923554.354,1937427.799,1933583.728,1933914.124,1951574.314,1942969.331,1934415.368,1959325.061,1964012.698,1960693.534,1968332.624,1975027.933,1963896.584,1981427.06,1973648.958,1960234.313,1958193.264,1968758.307,1969118.657,1971064.178,1986213.533,1997391.864,1995658.321,1990439.343,2003820.425,1992018.648,1993163.661,2004761.382,2020495.995,2015697.106,2017345.151,2017694.547,2021854.864,2015070.824,2024300.656,2027800.951,2014731.959,2034032.533,2035201.298,2027531.856,2029516.522,2032163.157,2014336.539,1997971.498,1992625.717,1974963.106,1970526.531,1977301.545,1955134.446,1966658.142,1969387.163,1937933.676,1943178.551,1930291.504,1911273.364,1917204.094,1916422.852,1898528.509,1905849.974,1886423.827,1885957.964,1878722.676,1847913.611,1870766.764,1866310.774,1868620.822,1861376.794,1845766.525,1626757.897
NCO,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2964674.619,2552299.243,2360770.37,2098877.294,1974108.991,1960599.566,1926161.026,1847319.263,1836556.012,1829205.144,1947329.114,2000711.949,1923785.071,1845289.006,1821861.03,1921888.769,2007251.513,2009150.406,1979403.053,1894606.621,1945368.011,1957130.202,2103881.663,2177365.746,2117964.843,2024871.277,1968274.449,2039434.259,1901234.048,1863879.903,1970049.241,1812626.525,1793868.967,2021398.884,2007254.23,1970002.249,2080163.692,2072407.906,1958988.559,1907947.88,1917347.759,1823574.664,1762598.982,1836007.193,1960666.904,1957726.447,2055719.836,2143402.865,2085536.964,2039683.215,1892332.682,1816294.161,1898774.546,1850074.475,1834268.477,1919665.217,1912810.16,1971825.548,2006153.128,1892359.545,1826815.787,1873496.033,1856229.563,1814146.613,1805903.481,1760214.329,1803628.861,1903258.021,1880213.576,1837818.43,1826578.575,1918156.637,1836670.295,1901629.723,1972464.32,1849584.773,1784652.369,1800432.584,1846201.952,1934512.74,1899887.161,1774983.139,1743349.208,1845488.799,1921230.653,1866776.3,1846564.944,1818037.827,1715448.838,1792503.391,1868571.058,1874258.997,1877125.67,1928924.859,1863713.822,1812964.376,1779511.383,1809677.791,1770690.31,1727767.69,1760736.481,1817747.092,1851151.158,1839325.851,1907877.271,1989932.937,1992619.743,1940370.271,1874524.164,1825511.375,1796010.388,1830712.695,1857566.28,1882463.859,1788953.435,1842330.638,1853535.935,1785158.648,1736713.338,1760029.505,1676997.652
PCO,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167504.5631,173292.6799,182846.3444,181027.0133,189396.0935,190827.1527,195551.8006,201668.2665,204637.3668,199007.2706,189392.6193,168570.6334,163384.5546,149511.9513,147162.2658,154452.3542,157152.4539,152302.3575,154008.3003,156925.4359,157496.6479,164248.8727,143758.7803,137455.2645,149149.4061,160192.3062,159423.4542,166535.0423,166976.2328,164259.4527,156843.8958,164112.6803,149645.1047,148547.767,143625.2105,147258.8222,147156.8486,152119.2295,150314.6735,139714.1788,136744.1032,141653.1259,142523.9345,144521.3745,146075.3135,146703.4445,152992.0654,153428.7111,169531.6663,182481.4116,180150.2343,180141.2436,192556.624,188570.9884,200207.1301,186597.8486,203016.972,189419.861,192896.0623,192266.0951,202102.8809,191037.9048,184988.5299,179469.8956,177070.4192,159136.4768,171141.8422,164224.8476,167056.6436,155946.5832,151696.7803,142957.0232,149194.0526,148333.2209,150434.6136,146398.6448,147473.7632,157449.7223,163581.0853,168262.6788,164891.2127,163823.6052,166730.1366,160317.8544,163181.6077,169809.3601,159704.4545,156100.8558,158285.0104,159319.7781,151098.6768,150951.8864,153284.0037,150245.7709,152164.2433,151395.9402,163447.3435,164783.4449,171775.8513,182671.4667,158457.2802,159048.721,163307.3464,162020.5405,153910.7312,161016.2614,162401.4122,149491.8306,153115.0186,146654.5195,137865.7592,143464.7286,141687.6629,138817.349,136440.4458,139120.3825,143438.8215,142234.8095,146998.9864,150466.4701,156898.2646
CAP,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2504466.469,1409406.843,59831090.03,40322669.48,12332715.63,1186527.017,12508922.83,5397330.562,2007878.27,3794728.302,4559155.3,1927187.509,971577.4691,3246963.54,5489253.346,2494801.87,1467982.805,3951632.418,4057290.707,1891389.926,872770.7633,1419364.16,1125993.703,869955.0175,707211.3883,655875.1976,2379462.02,3112784.301,1603988.002,1804629.191,1991397.002,1345260.025,684988.2333,3415112.598,5523337.35,2307229.47,1232722.996,6310203.992,3733823.115,34715360.63,19508815.17,7500228.927,1820811.65,1670930.501,1993626.73,1173573.421,1671317.63,867331.8619,1080616.1,2082912.218,1597707.292,2275981.301,2008960.815,1386710.102,4054572.535,4830822.042,3217622.615,1863099.411,1936253.268,2633054.957,2181678.535,2727280.047,1789518.491,18094683.32,10430919.24,4058009.959,2639981.411,10656346.81,6706785.4,3395221.152,1409541.493,3315418.388,6373379.284,3555634.163,1561692.493,1140536.903,8233795.418,4636248.172,2831441.198,1393834.86,3511654.463,2685990.401,2813517.862,1920667.42,16656856.82,50611720.46,25941004.31,9230671.317,7361469.282,15845745.05,6850035.735,2473982.607,927253.2242,1149975.501,1319004.11,976846.2124,4493511.258,7418019.959,3090825.861,2181814.321,2480313.927,2725022.618,1832390.164,3297620.131,2136295.374,1292850.269,4174835.654,6774203.663,3240275.561,3086593.913,3726861.512,4635806.567,2739380.336,2087939.616,5175376.076,8382236.163,4086585.898,2549898.637,4441770.677,5426168.115,2864793.862
PWN,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29246383.33,35971104.48,28576124.1,30427553.38,43085816.99,61054878.08,140592253.4,51132158.19,80687663.04,56123793.59,63044036.08,83524613.67,90125475.35,107348580.7,156791123.8,121205457.3,79085550.18,80039601.29,93986344.37,87375140.68,105418021.3,101928091,53795876.43,74305795.92,118092061,66137180.54,114801024.7,57679969.32,56392641.25,63279739.37,74843158.79,77732172.98,76067131.83,86530340.17,100800952.2,186903091.6,56428217.69,56447303.12,62617193.81,53899196.17,59917974.41,99280022.74,77426237.28,81070679.71,135936440.9,87947200.7,78019958.9,85335768.68,87667791.04,60214227.48,57828275.71,61987476.31,47862194.82,52986494.37,52114209.86,65956258.8,67709634.61,61396813.61,50777024.1,52621327.16,58960405.22,71631737.48,60535613.65,53716301.25,60750858.46,96051659.54,50499848.38,54391122.35,55415065.76,71098882.05,95816483.57,84378095.13,92713082.01,85759288.41,80294850.92,73485262.18,88896606.46,55200944.37,100362200.8,85483924.94,54343758.09,53338530.79,58966233.8,57844939.66,90899103.73,45612195.79,52048770.15,62383983.24,80392986.4,93286011.26,93375026.73,67921737.39,88320164.75,107388004.1,59789011.27,59057664.91,77266503,51179992.28,50700876.12,51172960.18,48812888.95,86204710.21,63495456.57,55320673.96,52302648.67,50924533.89,86826503.71,52336855.95,48281643.3,45978529.94,68876570.6,62867901.82,54307538.17,60541337.52,50209274.06,115060403.1,49237111.66,60978672.81,50985396.64,77550989.73,71058582.57
CEP,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16547902.74,17584776.51,18488816.2,16853704.56,16985708.01,18717736.75,19412409.92,18821989.56,16183983.56,15658335.75,15955195.89,15878977.09,16367311.79,15896278.46,15170245.06,15516658.99,17379296.76,17510476.87,16760283.45,15968113.35,15606366.46,16416759.77,17860081.07,17933389.57,16882221.67,16892401.58,17024706.08,18067918.15,18088574.69,18704081.61,17781395.77,16643358.59,17591361.25,18124686.52,17523552.94,18872794.94,20121561.48,17101466.74,16594092.29,17244759.08,17863759.99,17819486.46,17892283.34,18421328.96,18112610.74,18078021.26,17534768.1,17951038.82,17992856.57,17490730.71,17743301.6,18023235.91,18159381.27,18121405.81,19501378.58,19390098.06,19070446.04,19474548.45,17884101.36,18476715.88,17982171.04,18264837.03,18577450,18427248.25,18207794.03,17518732.39,18379395.29,16416725.25,16950636.1,17014744.73,17774410.73,17302053.07,17544577.97,17641491.52,17027262.84,17249298.49,17743898.42,18451711.93,17881291.72,17267013.07,17687399.5,18005763.16,17808281.04,25765741.97,24695024.75,17648542.38,17006691.03,17344820,17380636.47,17043303.18,17029579.07,21364468.36,21841700.4,18490039.56,18430573.39,17560714.87,16651057.27,18476786.09,18343745.92,17747693.31,17843116.24,17445143.7,19038825.83,19222635.77,19287519.81,19073712.02,18334918.13,18996897.35,19547622.36,17805003.08,19719780.97,19781209.5,19615047.69,19829969.97,19259565.77,18329994.59,18683198.47,19226424.54,19085257.82,19021302.69,14995702.81
KCR,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17000818.89,16792551.05,17289379.91,19150300.81,22894136.39,29270024.93,35342124.57,40461935.15,44287439.57,47051399.29,49614105.58,53445764.36,59880323.1,74044997.37,100203587.3,134078816.2,164207630.9,184252998.1,196701590.3,124945555.3,99265570.01,90909314.38,87729856.93,87379076.15,88543839.3,90152243.53,90157143.06,90373561.28,89880563.86,89245701.73,89128025.04,89110573.54,88276247.74,88640342.51,89767085.47,90571724.33,90625620.23,90578612.23,90418211.56,90457766.51,90738434.63,91084491.79,91447904.56,92177446.37,92539553.57,93405732.77,92835242.61,92906272.38,92890002.51,93207304.71,92987344.92,93001862.13,94013580.14,94735855.3,95934729.92,96994780.59,97177630.92,96824366.11,96515883.72,95426676.99,95116735.33,94399794.71,94787833.6,95317066.85,95600955.12,95745509.11,95268677.04,95861481.94,96793831.64,98316965.77,99832102.69,98464078.33,98067831.74,97526074.15,97517887.3,97851655.49,98099670.7,98473274.03,98401465.52,98624974.56,99015156.54,99286568.81,99396538.39,99646498.44,100074050.7,100531548.7,101026590.8,102526943.9,103283844.1,106497332.8,111983346.1,119266125.4,124074000.8,125300197.3,125311480.4,125823537.9,126363822.3,112675239.5,106000000.8,104507060.8,103989776.3,103010920.9,103344698.8,103790846.2,104954342,107090561.8,110692992.4,113512999.9,113519826.4,114570494.9,115705162.4,116364849.9,117879630,118054875.7,117473080,117061468,117138838.7,117417988.8,118607007.4,119940616.9,119119483
SCR,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6964.574384,8742.88144,7555.324648,27554.14366,40549.67393,39364.42089,34203.91737,24393.19491,16574.49553,12001.86347,16247.12832,18979.72293,19303.48756,14804.41472,9434.193796,6260.507125,4012.166074,3110.610946,2730.003822,4355.661072,4252.619087,3873.01876,3279.081396,2810.887837,2575.753408,2476.194319,2425.891446,4221.498782,9666.995028,9847.824829,8089.836575,6118.45331,4621.862628,3866.191392,3461.630386,7000.583105,9663.542278,7265.477702,5338.763469,3612.845012,20298.83871,33824.26155,32179.7142,24658.70198,15559.07174,11651.76365,15746.37945,17435.59129,17582.26347,12647.51434,8520.257745,5456.757032,3765.479094,3018.078072,2740.857066,2612.310353,2539.857976,2491.667027,4339.620186,9642.396166,9388.067256,7576.303119,5631.577872,4211.432589,3451.453816,4679.399221,5636.367552,4599.4038,3548.379477,2630.059503,2200.260488,4748.471356,6599.891323,5258.167675,3925.09588,2785.082837,2237.660828,4331.617483,7373.121879,5960.581424,4353.804651,3059.107854,2315.432391,2121.674212,5582.47535,9538.893795,26336.83443,41572.05571,42508.94504,34682.93928,22359.25063,18509.27422,12503.25231,17440.0673,19180.45978,19491.54837,15025.53997,9193.565273,6732.604709,4224.829255,3561.490577,2969.67835,2944.637749,2803.418437,2626.602868,2426.837999,2259.538649,2137.26885,2043.527076,1983.347858,4093.911155,9459.304656,9868.863893,8114.594916,6098.023548,6239.278234,5264.491749,4161.621266,3115.789469,2369.751847,2098.990459
ZG,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6467951.654,6419351.332,6805386.59,6782205.585,6770184.14,6720975.804,6712377.421,6685754.602,6670264.912,6626914.846,6868657.821,6809418.576,6811820.958,6774445.972,6766221.574,6706285.592,7143257.848,7107659.434,7162166.549,7127104.636,7081377.249,7501859.309,7509969.589,7510832.751,7460460.536,7742460.861,7688512.732,7663577.062,7878373.562,8311506.445,8298623.693,8529833.645,9134224.358,9123616.28,9282154.799,9240528.208,9202756.56,9381522.897,9323502.087,9304056.598,9271902.366,9398303.488,9450711.688,10064767.93,10755974.52,10710819.46,10974670.68,11263891.13,11552314.91,11554101.05,11992442.53,12241980.82,12305517.13,12569331.66,12533249.2,13716335.82,14946340.12,15129065.64,15105541.24,15540411.92,15986439.1,16116498.27,16456499.56,16965673.11,17817318.49,18102113.61,20135846.6,20105035.57,20438334.93,20435557.4,21479439.05,21540631.57,22262539.17,22756219.81,23123102.39,23383159.6,23951416.87,25320967.79,28633683.31,29082790.22,29092351.07,30886154.78,31477249.91,32502930.69,32575739.05,33863004.27,34824322.78,35551993.72,36783257.89,41036137.75,41666772.72,41738179.13,43823600.13,44634826.1,45312185,45570752.77,49188828.49,51100430.52,51280829.07,51633785.41,58396576.03,58673659.12,60502085.61,61778207.94,63108962.39,63478255.32,64431317.97,64902610.01,67315184.62,68739084.96,70714112.12,71360491.88,80329439.39,79958406.47,82434556.67,83555838.73,84469207.45,84381564.05,83955614.73,83188662.05,83289888.77
ZL,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414625877.2,457512985.4,419550604,355598443.1,322041354.2,314600923.7,300068514.6,267720810.5,288509916,271734148.9,319289625.4,386845553.9,344744077.8,332699277.4,312712479.5,383136636.3,380669903.9,333568646.1,312516500.5,303178019.6,273720109.1,342986925.3,332830863.9,360844296.4,388661037.6,383245066.7,370347698.8,372616328.2,339101347.1,317883706.8,296381483.8,293190518,341537215.2,342332848.5,368217960.7,383576832.2,378559034.5,343119022.2,370215175,345283715.4,300068750,267601675.2,270965984.8,258149033.6,340574501.7,327656263.8,370260421.2,357256065.1,328236780.4,323863011.6,335423457.2,309685953.9,330329692.9,332597124.9,317217212.5,351995428.7,343343811.2,310035853.1,401785110.4,374570337.1,327622523.6,315832875.9,360043509.6,313492947.4,327360673.7,341276767.4,366716318.8,338750577.4,296804235.9,343619358.1,351205519.5,350899577.3,365116255.4,347711648.7,323022614.9,307140116.5,308521905.5,287118642.5,341717966.3,397490098.6,350369550.7,328086186.4,314315325.1,333581740.4,341348132.5,303742541,300891764.3,297635396.4,271317480.9,343402420.4,302306836.4,311168612.4,336228517.5,344681821.7,334906324,314345804.5,316095468.1,282149032.3,273312395,285878745,320949030.8,360667915.3,385897452,355426526.2,363075010.2,370172617.2,334116252.8,289437137.4,253796473.4,293094909.2,333727350.9,325795135.7,390723748.3,351545952.1,319922218.2,341261959.6,323370595,322009265.2,296626935.6,311980867.6,300949492.8
ZM,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246852460,148152409,212205340.3,257942795.1,191036219.4,298761606.2,265529101.3,268412163.7,210577390.3,165736354.3,187356100.6,237025130.1,170147387.7,200048303.3,250319854.4,177119269.3,230886388.4,290619306.1,213178111.5,257004944.9,290688386.7,112874687.7,198280872.4,230206636.2,200143290.7,198946779.2,227509180.4,182121945.8,182902089.6,268609506.1,219305869.5,219057317.8,280255717.8,200682812.7,217980925.6,294948819,196088910.4,196154550.8,228120623.9,162739748.6,205182333.2,271113440.5,149941224.2,243347650.1,246942501.3,191699087.7,200594854,300635108.1,222558266.5,203906045.8,228621048.9,169571983.6,243223739.1,182597999.8,189191404.3,177451025.8,256068879.7,183487785.4,219658663,275805245.6,156879849.2,255685803.4,193270683.1,227216358.1,210539882.5,197286758.2,153267249.1,238042308,155336866.5,193066377.6,239355132.9,289846226.8,229270301.5,236445344.1,160177706.5,220320757.2,277025996.8,165044545.1,233218125.8,221234993.4,162323611.4,190711711,243188122.9,182204777.1,288668068.1,248014870.3,168633687.9,215904719.3,238534024.3,200601546.7,221608219.5,219256683.1,168688680.5,214499926.1,265236876.9,132517184.3,188408430.7,242718666.1,190230683.2,258956972.3,260120811.8,172362674.2,280169491.2,210017747.9,214362423.1,223348175.1,229631552.9,145221207.4,227870521.9,180323797.2,218741936.1,247814033.1,229607124.1,220860124.5,228997955.7,258684711.5,157988900.2,210587809.3,201307737.9,189081339.2,136819582.8
ZS,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53488337.35,58373324.34,13335996.83,26120000.55,38213912.74,29166465.42,27196384.1,29882737.4,44346510.37,15105738.4,30052233.53,98186425.62,24096862.14,23426715.79,20824183.76,80283587.1,37166576.45,2531201.093,21375813.74,13471648.18,11896731.57,153478448.7,31622800.74,70754314.54,72228194.55,41404750.94,33206859.22,40590695.47,10016688.67,16080598.85,12340757.07,25240359.81,36231407.56,56150233.26,64037261.43,64062576.14,40271569.32,10389730.77,56480875.04,24559518.42,25526485.6,15415459.59,2637878682,929862276.2,82349804.06,20299175.87,86576764.13,38745426.4,6919536.442,21775828.83,24522580.86,12570960.65,50210391.46,46551549.19,25936072.67,17438727.85,39221784.74,8777474.353,108075255.7,24332182.06,1236232832,9815488.552,96777408.49,3302841.531,47699346.39,127469022.6,22461600.54,10550982.08,3469864.956,84338500.94,47633919.91,20036465.9,61373715.33,33649114.25,21960989.67,18906001.72,28206794.94,18975827.17,144459575.2,96134424.15,8091695.278,11973730.37,27956498.53,65145398.22,42414743.43,13844945.06,51834483.6,53487824.9,16339451.69,84803830.62,5036651.354,35973862.52,60947718.29,108384594.3,34980460.9,18237020.24,49903672.94,12278675.95,12866284.4,53888144.15,25754567.39,65153437.12,24665634.28,15381915.33,38292418.78,53741446.61,242692.6399,5726784.086,3734793.92,111925711.4,73917209.47,22790543.31,80330255.17,14151026.43,11162850.55,70763127.58,20229536.23,25070102.56,22877611.94,55585810.45,559093757.2
DF,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311.960968,1331.905895,1258.898155,1225.228696,51384.57279,1125.268143,1065.372457,1012.602133,758502.8552,939.897418,192985.0107,887.224519,915.291015,873.861335,1108.21361,821.784394,808.556956,12474131.27,794.532515,793.009186,832.099654,225048.1681,840.227668,768.652776,767.688891,769.313919,5388224.522,8631.170974,832.566404,765.414372,769.493464,764.946473,764.343533,764.676327,764.548487,870.542747,787.173112,772.116414,764.597118,764.557336,764.815955,764.702299,8794.620441,767.337763,764.165042,764.592929,764.428856,764.14303,818.895909,764.928072,766.26189,764.52165,766.023328,8303.301209,765.661946,5804.443798,764.221959,1804.675993,780.68046,883.205745,14772.38041,765.969073,4485.653238,778.473958,980.945282,766.041022,5033.316663,896.093317,34123.98844,763.892744,802.996242,764.146313,872764.878,181134.0718,764.185872,764.089721,932.155488,1065888.28,765.300521,772.51294,773.195066,764.369477,794.404589,157775.6081,763.838084,774.338074,961.907087,784.243715,803.399865,763.632647,1511262.64,767.773494,4696.918826,763.689719,821.302147,905.067328,778.118272,817.329476,794.941797,906.378487,2289.088702,16866803.76,772.510087,6834.442342,917.111421,1508.867446,463792.5872,766.915487,820.009894,14768.91157,927619.1849,6006.222521,3362.417721,6056.152939,897.515678,772.687676,1478.843547,5292.030986,847.452411,799.080474,7945.578432
PS,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29902917.68,29417245.3,29247146.64,29166341.01,29010593.3,28897659.07,33298999.21,28674773.98,31176803.63,28911412.15,28339657.58,28231038.71,28119672.74,29435128.79,27901000.04,27793551.79,27750731.52,27576491.9,27469208.2,27369591.3,27289661.23,27149900.72,27281029.79,26939340.91,26834944.73,26729594.01,26684579.15,60246394.61,26890915.49,26316109.63,26213953.31,26121833.01,26009922.58,25908746.48,25807926.67,25935175.45,25668174.51,25901120.91,25408795.66,25309706.53,25212216.51,25113200.44,57395594.17,24932972.17,24821118.48,24724861.83,24628966.9,158180777.2,24438490.92,24342786.2,24367156.84,24152890.15,46055093.79,23966244.72,23871983.7,23779246.8,23686566.15,23594734.26,23519930.5,23970725.57,88098852.82,23246498.32,23157881.34,23064579.45,24121672.56,23028446.7,65835618.2,23064841.43,22604340.44,22516003.25,22441765.87,22341680.57,23236361.71,22184615.64,22083251.31,21996937.03,21909871.82,21825188.78,21746095.73,21655978.06,21570936.96,21487031.71,21406458.65,21390040.13,21237362.93,21162240.15,21072399.04,21677670.95,23251839.21,20831816.24,20746270.55,20666490.88,27527200.71,20504976.53,20672444.58,20527185.11,20284810.71,20199104.38,20164368.97,20772340.95,66841101.99,19875384.3,19798853.02,19724154.62,19923823.09,30390508.07,19491820.43,19416770.14,20607912.99,78954838.57,19190636.13,19123629.85,80523886.06,19068608.65,24669765.42,18819968.65,24396060.44,18774554.12,18714347.8,18915440.7,22210280.69
PL,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12978508.23,3725295.92,1952448.543,3237695.428,1506959.923,6287875.296,23008450.6,14073028.73,121526652,32167534.22,3124280.08,2701515.819,2393200.295,49207879.36,2231275.258,2110811.134,2084913.911,1840605.517,1626821.967,1737798.794,2575291.195,1519703.423,10226564.8,2983479.67,2512699.48,2520901.241,4464772.01,3626226782,14482837.16,2075109.684,1914289.26,2050434.957,1673842.218,1467562.66,1559945.413,9741979.956,2436455.785,7211649.22,1466722.696,1330545.198,1605197.288,1486021.745,2116918032,22409305.65,10023927.66,23600533.07,1460473.719,1458916.765,1408880.6,1583496.342,5791423.755,1874522.256,5683438.681,2066383.714,2008386.791,2187932.366,2126101.683,2023318.876,2246404.165,17754679.42,4280327394,2459262.72,2434109.504,2104507.146,34783151.1,6050403.094,2341887988,11074436.79,2650573.737,2571002.496,2817257.076,2070032.997,36552809.69,2326404.024,1662158.954,3544666.132,2936518.336,2859991.519,3027350.381,2571977.098,2323389.484,2407276.158,2186698.832,3258088.979,1963014.236,1839195.693,1580363.536,19970111,79986884.63,26130314.5,7847307.722,18393424.49,467534575.9,1547179.407,7122440.489,6943664.433,1991823.48,2303416.239,2832736.568,22278867.05,2826149643,1647851.559,1957831.588,1788838.346,11217056.7,458986235.2,1707997.382,1626600.822,3916354.203,3342181585,1906582.087,2086631.754,3931869690,3887294.663,28715308.24,1714319.308,219705800.2,15383295.91,3645808.708,11155079.03,408694958
BC,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7688208.002,7973790.087,8251402.546,8496898.976,8800467.61,9124152.813,9455493.05,9813150.644,10169651.21,10515449.3,10833008.98,11092526.58,11246969.62,11237244.5,11056598.51,10803570.06,10640578.96,10650673.14,10696593.07,10847957.82,11038566.18,11257696.9,11495914.6,11734180.3,11957971,12158393.85,12335767.3,12490212.58,12622894.27,12739247.75,12829444.83,12911875.54,12998054.16,13115903.84,13242578.4,13380340.97,13526015.66,13687346.47,13860293.54,14055214.46,14266077.56,14483313.86,14718623.59,14970670.81,15239599.5,15535252.53,15852607.82,16192899.99,16561725.63,16953943.81,17379613.41,17839369.41,18333516.68,18861976.57,19440212.35,20062078.49,20730039.61,21443931.51,22214338.24,23035398.73,23932101.37,24900111.55,25943825.03,27061993.39,28272978.38,29632455.93,30986659.19,32469269.91,34070673.03,35826571.26,37712604.25,39678547.51,41812517.24,44108296.84,46619271.31,49334524.25,52314322.29,55382470.22,58715451.33,62246284.71,66143382.41,70412219,75012227.53,79911966.83,85209106,91004667.45,97272033.32,103841422,111001375.1,118696788.8,126962906.9,135881314.6,145512221,155720251.7,166552840.8,177563653.5,188003996.3,198131430,208123350.1,218368621.3,228737763.6,239237963.1,249944995,260804611,271872022.6,283254706.8,295079706.7,307120170.4,319483437.5,332313017.5,345753514.2,359285002.2,373110491.7,387862620.8,403714961.5,421680520.7,439195488.3,457380452.7,476275657.8,496606878,501427056.5
