year,LPI_final,scenario
1980,1,fmsy1
1981,0.984178133,fmsy1
1982,0.97152176,fmsy1
1983,0.963739869,fmsy1
1984,0.95988477,fmsy1
1985,0.955709641,fmsy1
1986,0.948702697,fmsy1
1987,0.941019562,fmsy1
1988,0.9357496,fmsy1
1989,0.932400344,fmsy1
1990,0.927651491,fmsy1
1991,0.9241563,fmsy1
1992,0.928588764,fmsy1
1993,0.945147279,fmsy1
1994,0.967751674,fmsy1
1995,0.985025567,fmsy1
1996,0.990038433,fmsy1
1997,0.98380993,fmsy1
1998,0.971997788,fmsy1
1999,0.960224069,fmsy1
2000,0.951661745,fmsy1
2001,0.947955194,fmsy1
2002,0.945493627,fmsy1
2003,0.940671333,fmsy1
2004,0.934328171,fmsy1
2005,0.928480088,fmsy1
2006,0.922387547,fmsy1
2007,0.913681481,fmsy1
2008,0.906897291,fmsy1
2009,0.909877312,fmsy1
2010,0.923815342,fmsy1
2011,0.937956163,fmsy1
2012,0.941573003,fmsy1
2013,0.937908548,fmsy1
2014,0.939742356,fmsy1
2015,0.950859567,fmsy1
1980,1,fmsy1
1981,0.964272785,fmsy1
1982,0.945927568,fmsy1
1983,0.935647776,fmsy1
1984,0.930133683,fmsy1
1985,0.923834773,fmsy1
1986,0.913825026,fmsy1
1987,0.903660042,fmsy1
1988,0.897884655,fmsy1
1989,0.89414713,fmsy1
1990,0.888827516,fmsy1
1991,0.884662152,fmsy1
1992,0.887829334,fmsy1
1993,0.898360666,fmsy1
1994,0.912817545,fmsy1
1995,0.925817525,fmsy1
1996,0.93007474,fmsy1
1997,0.922160302,fmsy1
1998,0.909545262,fmsy1
1999,0.89607974,fmsy1
2000,0.887488725,fmsy1
2001,0.883939593,fmsy1
2002,0.881360757,fmsy1
2003,0.876738837,fmsy1
2004,0.870660086,fmsy1
2005,0.864487577,fmsy1
2006,0.857900231,fmsy1
2007,0.849370097,fmsy1
2008,0.843084609,fmsy1
2009,0.845350854,fmsy1
2010,0.854602125,fmsy1
2011,0.863906146,fmsy1
2012,0.866454547,fmsy1
2013,0.862044263,fmsy1
2014,0.863671255,fmsy1
2015,0.872148812,fmsy1
1980,1,fmsy1
1981,1.001374324,fmsy1
1982,0.994534363,fmsy1
1983,0.990306471,fmsy1
1984,0.988368638,fmsy1
1985,0.987340655,fmsy1
1986,0.983675458,fmsy1
1987,0.979329605,fmsy1
1988,0.974087259,fmsy1
1989,0.971356546,fmsy1
1990,0.966691298,fmsy1
1991,0.964061786,fmsy1
1992,0.969972104,fmsy1
1993,0.995780007,fmsy1
1994,1.032062487,fmsy1
1995,1.054374752,fmsy1
1996,1.060991227,fmsy1
1997,1.055430156,fmsy1
1998,1.044568516,fmsy1
1999,1.034997363,fmsy1
2000,1.026652083,fmsy1
2001,1.022614829,fmsy1
2002,1.020027999,fmsy1
2003,1.015957243,fmsy1
2004,1.009872628,fmsy1
2005,1.004007462,fmsy1
2006,0.997843429,fmsy1
2007,0.98833517,fmsy1
2008,0.981058663,fmsy1
2009,0.985276191,fmsy1
2010,1.004359338,fmsy1
2011,1.024721925,fmsy1
2012,1.030412071,fmsy1
2013,1.027088293,fmsy1
2014,1.030920781,fmsy1
2015,1.045292136,fmsy1
