year,LPI_final,scenario
1980,1,fmsy0
1981,1.005339804,fmsy0
1982,1.010056728,fmsy0
1983,1.011869136,fmsy0
1984,1.009381682,fmsy0
1985,1.005250084,fmsy0
1986,1.005509768,fmsy0
1987,1.014088589,fmsy0
1988,1.028564703,fmsy0
1989,1.040727195,fmsy0
1990,1.043354561,fmsy0
1991,1.036611615,fmsy0
1992,1.027967528,fmsy0
1993,1.026943314,fmsy0
1994,1.038000146,fmsy0
1995,1.057356817,fmsy0
1996,1.074521122,fmsy0
1997,1.078929154,fmsy0
1998,1.067909356,fmsy0
1999,1.048779597,fmsy0
2000,1.033330228,fmsy0
2001,1.028792184,fmsy0
2002,1.033509686,fmsy0
2003,1.03941799,fmsy0
2004,1.038852962,fmsy0
2005,1.030370906,fmsy0
2006,1.019359146,fmsy0
2007,1.013528419,fmsy0
2008,1.017024382,fmsy0
2009,1.027086811,fmsy0
2010,1.035422204,fmsy0
2011,1.034524763,fmsy0
2012,1.024301123,fmsy0
2013,1.011840768,fmsy0
2014,1.003997446,fmsy0
2015,1.001113088,fmsy0
1980,1,fmsy0
1981,0.9991457,fmsy0
1982,1.001319709,fmsy0
1983,1.001192318,fmsy0
1984,0.992150372,fmsy0
1985,0.978928033,fmsy0
1986,0.97577959,fmsy0
1987,0.982871917,fmsy0
1988,0.993960267,fmsy0
1989,1.003300257,fmsy0
1990,1.004882777,fmsy0
1991,0.994764389,fmsy0
1992,0.981619961,fmsy0
1993,0.979203672,fmsy0
1994,0.987746954,fmsy0
1995,1.00202364,fmsy0
1996,1.01413491,fmsy0
1997,1.018405114,fmsy0
1998,1.006339491,fmsy0
1999,0.983687844,fmsy0
2000,0.967236034,fmsy0
2001,0.961934912,fmsy0
2002,0.963030631,fmsy0
2003,0.967293911,fmsy0
2004,0.966784348,fmsy0
2005,0.95763584,fmsy0
2006,0.944208581,fmsy0
2007,0.938492571,fmsy0
2008,0.940774533,fmsy0
2009,0.946325684,fmsy0
2010,0.952068184,fmsy0
2011,0.95146304,fmsy0
2012,0.941348247,fmsy0
2013,0.927960146,fmsy0
2014,0.919002811,fmsy0
2015,0.915704937,fmsy0
1980,1,fmsy0
1981,1.011321152,fmsy0
1982,1.018230405,fmsy0
1983,1.022531856,fmsy0
1984,1.025163714,fmsy0
1985,1.028552116,fmsy0
1986,1.032213131,fmsy0
1987,1.0424209,fmsy0
1988,1.063528048,fmsy0
1989,1.080275161,fmsy0
1990,1.083473663,fmsy0
1991,1.080508384,fmsy0
1992,1.074822829,fmsy0
1993,1.076218266,fmsy0
1994,1.09045422,fmsy0
1995,1.116979583,fmsy0
1996,1.139514482,fmsy0
1997,1.144263075,fmsy0
1998,1.133703507,fmsy0
1999,1.117370858,fmsy0
2000,1.103337517,fmsy0
2001,1.099521567,fmsy0
2002,1.107397268,fmsy0
2003,1.116383707,fmsy0
2004,1.114871314,fmsy0
2005,1.107779216,fmsy0
2006,1.099618308,fmsy0
2007,1.093975481,fmsy0
2008,1.09879522,fmsy0
2009,1.112939063,fmsy0
2010,1.126762544,fmsy0
2011,1.125243665,fmsy0
2012,1.114098146,fmsy0
2013,1.102568678,fmsy0
2014,1.094454894,fmsy0
2015,1.092455913,fmsy0
