"","year","score","scenario","type"
"725",1992,0.868012657538951,"local","pelagic"
"726",1993,0.872314335168599,"local","pelagic"
"727",1994,0.892962118199046,"local","pelagic"
"728",1995,0.878069545613914,"local","pelagic"
"729",1996,0.879821525354092,"local","pelagic"
"730",1997,0.887071688850816,"local","pelagic"
"731",1998,0.883214296794544,"local","pelagic"
"732",1999,0.876217645924488,"local","pelagic"
"733",2000,0.841511910769619,"local","pelagic"
"734",2001,0.777603037847335,"local","pelagic"
"735",2002,0.831778519324042,"local","pelagic"
"736",2003,0.862229855973148,"local","pelagic"
"737",2004,0.869159184097817,"local","pelagic"
"738",2005,0.869803842417608,"local","pelagic"
"739",2006,0.871447775111492,"local","pelagic"
"740",2007,0.871217018208164,"local","pelagic"
"741",2008,0.829517861575764,"local","pelagic"
"742",2009,0.751701112084735,"local","pelagic"
"743",2010,0.829322229726726,"local","pelagic"
"744",2011,0.829225345260101,"local","pelagic"
"745",2012,0.811508832855273,"local","pelagic"
"746",2013,0.782879291690198,"local","pelagic"
"747",2014,0.804119642620915,"local","pelagic"
"748",2015,0.828036743867478,"local","pelagic"
"749",2016,0.827464565949554,"local","pelagic"
"750",2017,0.833829207964777,"local","pelagic"
"751",2018,0.845013343203899,"local","pelagic"
"752",2019,0.876606741533235,"local","pelagic"
"753",2020,0.887142409170631,"local","pelagic"
"754",2021,0.797867635256289,"local","pelagic"
"755",2022,0.769699351709981,"local","pelagic"
"756",2023,0.794579483487544,"local","pelagic"
"757",2024,0.789870898035313,"local","pelagic"
"758",2025,0.727952579844928,"local","pelagic"
"759",2026,0.724989321209777,"local","pelagic"
"760",2027,0.787285730121064,"local","pelagic"
"761",2028,0.775386623978347,"local","pelagic"
"762",2029,0.794249276845938,"local","pelagic"
"763",2030,0.79378563504306,"local","pelagic"
"764",2031,0.794899827630626,"local","pelagic"
"765",2032,0.798932321508326,"local","pelagic"
"766",2033,0.808958397509507,"local","pelagic"
"767",2034,0.767630786832059,"local","pelagic"
"768",2035,0.790627857953113,"local","pelagic"
"769",2036,0.706070474124206,"local","pelagic"
"770",2037,0.784321284057876,"local","pelagic"
"771",2038,0.784385483583877,"local","pelagic"
"772",2039,0.784805638916653,"local","pelagic"
"773",2040,0.785937987083389,"local","pelagic"
"774",2041,0.76658215167741,"local","pelagic"
"775",2042,0.754906717099029,"local","pelagic"
"776",2043,0.766163074116596,"local","pelagic"
"777",2044,0.763640710005494,"local","pelagic"
"778",2045,0.764388778583839,"local","pelagic"
"779",2046,0.769150447044016,"local","pelagic"
"780",2047,0.769852496640462,"local","pelagic"
"781",2048,0.704719573980941,"local","pelagic"
"782",2049,0.778098374343378,"local","pelagic"
"783",2050,0.766276663720695,"local","pelagic"
"784",2051,0.767411133705512,"local","pelagic"
"785",2052,0.76709321252303,"local","pelagic"
"786",2053,0.763998855365214,"local","pelagic"
"787",2054,0.758912362586366,"local","pelagic"
"788",2055,0.766252590430955,"local","pelagic"
"789",2056,0.769485555246595,"local","pelagic"
"790",2057,0.757738448815416,"local","pelagic"
"791",2058,0.78145846654084,"local","pelagic"
"792",2059,0.770701917669892,"local","pelagic"
"793",2060,0.781423338801019,"local","pelagic"
"794",2061,0.767083959088938,"local","pelagic"
"795",2062,0.774584756988682,"local","pelagic"
"796",2063,0.801992468124813,"local","pelagic"
"797",2064,0.838316841592635,"local","pelagic"
"798",2065,0.843887006898812,"local","pelagic"
"799",2066,0.787448954659965,"local","pelagic"
"800",2067,0.794273262892534,"local","pelagic"
"801",2068,0.800288337799813,"local","pelagic"
"802",1980,1,"world","pelagic"
"803",1981,0.858909969846898,"world","pelagic"
"804",1982,0.83765552663946,"world","pelagic"
"805",1983,0.826509423127128,"world","pelagic"
"806",1984,0.753385732108161,"world","pelagic"
"807",1985,0.784273069250146,"world","pelagic"
"808",1986,0.778763086091496,"world","pelagic"
"809",1987,0.821310920257428,"world","pelagic"
"810",1988,0.873283099337302,"world","pelagic"
"811",1989,0.938460356220174,"world","pelagic"
"812",1990,0.87094986764472,"world","pelagic"
"813",1991,0.809288992564994,"world","pelagic"
"814",1992,0.868012657538951,"world","pelagic"
"815",1993,0.872314335168599,"world","pelagic"
"816",1994,0.892962118199046,"world","pelagic"
"817",1995,0.878069545613914,"world","pelagic"
"818",1996,0.879821525354092,"world","pelagic"
"819",1997,0.887071688850816,"world","pelagic"
"820",1998,0.883214296794544,"world","pelagic"
"821",1999,0.876217645924488,"world","pelagic"
"822",2000,0.841511910769619,"world","pelagic"
"823",2001,0.777603037847335,"world","pelagic"
"824",2002,0.831778519324042,"world","pelagic"
"825",2003,0.862229855973148,"world","pelagic"
"826",2004,0.869159184097817,"world","pelagic"
"827",2005,0.869803842417608,"world","pelagic"
"828",2006,0.871447775111492,"world","pelagic"
"829",2007,0.871217018208164,"world","pelagic"
"830",2008,0.829517861575764,"world","pelagic"
"831",2009,0.751701112084735,"world","pelagic"
"832",2010,0.829322229726726,"world","pelagic"
"833",2011,0.829225345260101,"world","pelagic"
"834",2012,0.811508832855273,"world","pelagic"
"835",2013,0.782879291690198,"world","pelagic"
"836",2014,0.804119642620915,"world","pelagic"
"837",2015,0.828036743867478,"world","pelagic"
"838",2016,0.829292846376059,"world","pelagic"
"839",2017,0.837680385800454,"world","pelagic"
"840",2018,0.851287161211275,"world","pelagic"
"841",2019,0.886410062002817,"world","pelagic"
"842",2020,0.899226159971832,"world","pelagic"
"843",2021,0.809051308940778,"world","pelagic"
"844",2022,0.781335061916887,"world","pelagic"
"845",2023,0.807686486639056,"world","pelagic"
"846",2024,0.800975507288437,"world","pelagic"
"847",2025,0.750197978513633,"world","pelagic"
"848",2026,0.805654065732236,"world","pelagic"
"849",2027,0.806502336842234,"world","pelagic"
"850",2028,0.798672594575799,"world","pelagic"
"851",2029,0.821121561118604,"world","pelagic"
"852",2030,0.807512723600428,"world","pelagic"
"853",2031,0.817879745650244,"world","pelagic"
"854",2032,0.818595427699027,"world","pelagic"
"855",2033,0.837104184047298,"world","pelagic"
"856",2034,0.743546306841001,"world","pelagic"
"857",2035,0.801510408999071,"world","pelagic"
"858",2036,0.79606179689371,"world","pelagic"
"859",2037,0.792692633264225,"world","pelagic"
"860",2038,0.792516439421711,"world","pelagic"
"861",2039,0.793146910740692,"world","pelagic"
"862",2040,0.791125131273441,"world","pelagic"
"863",2041,0.769079357749778,"world","pelagic"
"864",2042,0.754840871892383,"world","pelagic"
"865",2043,0.76635102759902,"world","pelagic"
"866",2044,0.756363094074002,"world","pelagic"
"867",2045,0.759071114616663,"world","pelagic"
"868",2046,0.761243307451857,"world","pelagic"
"869",2047,0.759612484746333,"world","pelagic"
"870",2048,0.687077188923198,"world","pelagic"
"871",2049,0.80179157492206,"world","pelagic"
"872",2050,0.79281667073581,"world","pelagic"
"873",2051,0.797851471998094,"world","pelagic"
"874",2052,0.829474164397278,"world","pelagic"
"875",2053,0.804465347186942,"world","pelagic"
"876",2054,0.727518883520141,"world","pelagic"
"877",2055,0.722156744124749,"world","pelagic"
"878",2056,0.736842964772836,"world","pelagic"
"879",2057,0.754165619048653,"world","pelagic"
"880",2058,0.7131388770731,"world","pelagic"
"881",2059,0.758731511047214,"world","pelagic"
"882",2060,0.756955884788822,"world","pelagic"
"883",2061,0.792677550036203,"world","pelagic"
"884",2062,0.801589413586032,"world","pelagic"
"885",2063,0.783543621124944,"world","pelagic"
"886",2064,0.752680189338078,"world","pelagic"
"887",2065,0.73417423132548,"world","pelagic"
"888",2066,0.774625164836564,"world","pelagic"
"889",2067,0.774885098543844,"world","pelagic"
"890",2068,0.779110158989071,"world","pelagic"
"891",1980,1,"national","pelagic"
"892",1981,0.858909969846898,"national","pelagic"
"893",1982,0.83765552663946,"national","pelagic"
"894",1983,0.826509423127128,"national","pelagic"
"895",1984,0.753385732108161,"national","pelagic"
"896",1985,0.784273069250146,"national","pelagic"
"897",1986,0.778763086091496,"national","pelagic"
"898",1987,0.821310920257428,"national","pelagic"
"899",1988,0.873283099337302,"national","pelagic"
"900",1989,0.938460356220174,"national","pelagic"
"901",1990,0.87094986764472,"national","pelagic"
"902",1991,0.809288992564994,"national","pelagic"
"903",1992,0.868012657538951,"national","pelagic"
"904",1993,0.872314335168599,"national","pelagic"
"905",1994,0.892962118199046,"national","pelagic"
"906",1995,0.878069545613914,"national","pelagic"
"907",1996,0.879821525354092,"national","pelagic"
"908",1997,0.887071688850816,"national","pelagic"
"909",1998,0.883214296794544,"national","pelagic"
"910",1999,0.876217645924488,"national","pelagic"
"911",2000,0.841511910769619,"national","pelagic"
"912",2001,0.777603037847335,"national","pelagic"
"913",2002,0.831778519324042,"national","pelagic"
"914",2003,0.862229855973148,"national","pelagic"
"915",2004,0.869159184097817,"national","pelagic"
"916",2005,0.869803842417608,"national","pelagic"
"917",2006,0.871447775111492,"national","pelagic"
"918",2007,0.871217018208164,"national","pelagic"
"919",2008,0.829517861575764,"national","pelagic"
"920",2009,0.751701112084735,"national","pelagic"
"921",2010,0.829322229726726,"national","pelagic"
"922",2011,0.829225345260101,"national","pelagic"
"923",2012,0.811508832855273,"national","pelagic"
"924",2013,0.782879291690198,"national","pelagic"
"925",2014,0.804119642620915,"national","pelagic"
"926",2015,0.828036743867478,"national","pelagic"
"927",2016,0.826569191945584,"national","pelagic"
"928",2017,0.831538643804413,"national","pelagic"
"929",2018,0.841256368068886,"national","pelagic"
"930",2019,0.871858038751892,"national","pelagic"
"931",2020,0.881764438053712,"national","pelagic"
"932",2021,0.792982758568461,"national","pelagic"
"933",2022,0.76473649958296,"national","pelagic"
"934",2023,0.786158954232169,"national","pelagic"
"935",2024,0.782373893660398,"national","pelagic"
"936",2025,0.724623216134191,"national","pelagic"
"937",2026,0.769889055723876,"national","pelagic"
"938",2027,0.778636327322513,"national","pelagic"
"939",2028,0.767227266869936,"national","pelagic"
"940",2029,0.786133001407881,"national","pelagic"
"941",2030,0.783769765880346,"national","pelagic"
"942",2031,0.782434144030498,"national","pelagic"
"943",2032,0.787085097158822,"national","pelagic"
"944",2033,0.797869027212987,"national","pelagic"
"945",2034,0.775303026057139,"national","pelagic"
"946",2035,0.795516274434084,"national","pelagic"
"947",2036,0.740946517799201,"national","pelagic"
"948",2037,0.777202367363235,"national","pelagic"
"949",2038,0.773613251830031,"national","pelagic"
"950",2039,0.778546268532367,"national","pelagic"
"951",2040,0.78107463278435,"national","pelagic"
"952",2041,0.784390201005899,"national","pelagic"
"953",2042,0.806209781429975,"national","pelagic"
"954",2043,0.830759407703405,"national","pelagic"
"955",2044,0.83748688604839,"national","pelagic"
"956",2045,0.835093527807986,"national","pelagic"
"957",2046,0.834237300293132,"national","pelagic"
"958",2047,0.842209414313824,"national","pelagic"
"959",2048,0.714966704252446,"national","pelagic"
"960",2049,0.757066883209432,"national","pelagic"
"961",2050,0.756456391749976,"national","pelagic"
"962",2051,0.764223685101813,"national","pelagic"
"963",2052,0.761954624857058,"national","pelagic"
"964",2053,0.760986925447905,"national","pelagic"
"965",2054,0.753565589334789,"national","pelagic"
"966",2055,0.751442684972892,"national","pelagic"
"967",2056,0.762984717572881,"national","pelagic"
"968",2057,0.746883041998276,"national","pelagic"
"969",2058,0.759261657761501,"national","pelagic"
"970",2059,0.677146695279952,"national","pelagic"
"971",2060,0.772107931849114,"national","pelagic"
"972",2061,0.777957645541345,"national","pelagic"
"973",2062,0.783921834848455,"national","pelagic"
"974",2063,0.800366051666683,"national","pelagic"
"975",2064,0.764991031792423,"national","pelagic"
"976",2065,0.768775927173795,"national","pelagic"
"977",2066,0.775353933607612,"national","pelagic"
"978",2067,0.784394260190013,"national","pelagic"
"979",2068,0.79006016217742,"national","pelagic"
"980",1980,1,"global","pelagic"
"981",1981,0.858909969846898,"global","pelagic"
"982",1982,0.83765552663946,"global","pelagic"
"983",1983,0.826509423127128,"global","pelagic"
"984",1984,0.753385732108161,"global","pelagic"
"985",1985,0.784273069250146,"global","pelagic"
"986",1986,0.778763086091496,"global","pelagic"
"987",1987,0.821310920257428,"global","pelagic"
"988",1988,0.873283099337302,"global","pelagic"
"989",1989,0.938460356220174,"global","pelagic"
"990",1990,0.87094986764472,"global","pelagic"
"991",1991,0.809288992564994,"global","pelagic"
"992",1992,0.868012657538951,"global","pelagic"
"993",1993,0.872314335168599,"global","pelagic"
"994",1994,0.892962118199046,"global","pelagic"
"995",1995,0.878069545613914,"global","pelagic"
"996",1996,0.879821525354092,"global","pelagic"
"997",1997,0.887071688850816,"global","pelagic"
"998",1998,0.883214296794544,"global","pelagic"
"999",1999,0.876217645924488,"global","pelagic"
"1000",2000,0.841511910769619,"global","pelagic"
"1001",2001,0.777603037847335,"global","pelagic"
"1002",2002,0.831778519324042,"global","pelagic"
"1003",2003,0.862229855973148,"global","pelagic"
"1004",2004,0.869159184097817,"global","pelagic"
"1005",2005,0.869803842417608,"global","pelagic"
"1006",2006,0.871447775111492,"global","pelagic"
"1007",2007,0.871217018208164,"global","pelagic"
"1008",2008,0.829517861575764,"global","pelagic"
"1009",2009,0.751701112084735,"global","pelagic"
"1010",2010,0.829322229726726,"global","pelagic"
"1011",2011,0.829225345260101,"global","pelagic"
"1012",2012,0.811508832855273,"global","pelagic"
"1013",2013,0.782879291690198,"global","pelagic"
"1014",2014,0.804119642620915,"global","pelagic"
"1015",2015,0.828036743867478,"global","pelagic"
"1016",2016,0.831180733380464,"global","pelagic"
"1017",2017,0.841750063887716,"global","pelagic"
"1018",2018,0.856849238909091,"global","pelagic"
"1019",2019,0.89413215106668,"global","pelagic"
"1020",2020,0.908926886118165,"global","pelagic"
"1021",2021,0.818410760370391,"global","pelagic"
"1022",2022,0.79185916190366,"global","pelagic"
"1023",2023,0.819133891425893,"global","pelagic"
"1024",2024,0.811343348272477,"global","pelagic"
"1025",2025,0.798175358246726,"global","pelagic"
"1026",2026,0.789880405140865,"global","pelagic"
"1027",2027,0.819664781387027,"global","pelagic"
"1028",2028,0.817746193568927,"global","pelagic"
"1029",2029,0.843574179920563,"global","pelagic"
"1030",2030,0.819606859643678,"global","pelagic"
"1031",2031,0.8227936915434,"global","pelagic"
"1032",2032,0.813803696901969,"global","pelagic"
"1033",2033,0.825691036970295,"global","pelagic"
"1034",2034,0.765898165059724,"global","pelagic"
"1035",2035,0.800643061488021,"global","pelagic"
"1036",2036,0.734263125973281,"global","pelagic"
"1037",2037,0.794680972912703,"global","pelagic"
"1038",2038,0.77494496293127,"global","pelagic"
"1039",2039,0.791596171775796,"global","pelagic"
"1040",2040,0.787865943222302,"global","pelagic"
"1041",2041,0.773271334474435,"global","pelagic"
"1042",2042,0.764194488015051,"global","pelagic"
"1043",2043,0.765425132173118,"global","pelagic"
"1044",2044,0.757066665320143,"global","pelagic"
"1045",2045,0.761633319655084,"global","pelagic"
"1046",2046,0.75449868491689,"global","pelagic"
"1047",2047,0.758080002505941,"global","pelagic"
"1048",2048,0.680937797740587,"global","pelagic"
"1049",2049,0.793989503291746,"global","pelagic"
"1050",2050,0.770230683068446,"global","pelagic"
"1051",2051,0.764162235915752,"global","pelagic"
"1052",2052,0.763981793568959,"global","pelagic"
"1053",2053,0.729361726335609,"global","pelagic"
"1054",2054,0.727376575876526,"global","pelagic"
"1055",2055,0.755344167700324,"global","pelagic"
"1056",2056,0.771189541575757,"global","pelagic"
"1057",2057,0.763023885212787,"global","pelagic"
"1058",2058,0.759306182184192,"global","pelagic"
"1059",2059,0.686520862286578,"global","pelagic"
"1060",2060,0.787370166002113,"global","pelagic"
"1061",2061,0.768507124667671,"global","pelagic"
"1062",2062,0.68633273261751,"global","pelagic"
"1063",2063,0.768547587065183,"global","pelagic"
"1064",2064,0.745353654549629,"global","pelagic"
"1065",2065,0.724585714024792,"global","pelagic"
"1066",2066,0.766344661381552,"global","pelagic"
"1067",2067,0.738033270316309,"global","pelagic"
"1068",2068,0.739507720791986,"global","pelagic"
