Year,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,PWN,CEP,KCR,SCR,ZG,ZL,ZM,ZS,DF,PS,PL,BC,BD,BFF,SPO,COR,PB,BB,DR,DL,DC
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65805.98142,0,0,0,0,0,12210.14802,0,457563.578,25755.8117,29855.35563,0,0,561738.2183,0,93679.46564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65668.01802,0,0,0,0,0,12108.21933,0,459324.9954,25313.49049,29610.0195,0,0,578525.9217,0,57764.31881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65273.3407,0,0,0,0,0,12030.188,0,466706.8618,25191.91806,32161.06436,0,0,628851.6711,0,132334.7597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67853.31468,0,0,0,0,0,12171.84629,0,467753.528,25057.53487,29909.44441,0,0,607544.0734,0,148296.4114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66802.1649,0,0,0,0,0,12248.15094,0,462637.9818,24775.55438,28772.65464,0,0,586285.1564,0,89126.30034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63778.41247,0,0,0,0,0,12169.38085,0,456529.9638,24560.14267,29490.63012,0,0,575280.9613,0,75917.14946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63943.42562,0,0,0,0,0,12175.59412,0,453267.8965,24372.39005,29793.89064,0,0,573267.0814,0,64897.60377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66391.55049,0,0,0,0,0,12206.27969,0,455186.4209,24041.6863,28712.688,0,0,594584.8311,0,65862.24987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64042.42399,0,0,0,0,0,12154.14208,0,453270.8597,23834.57769,27152.52194,0,0,599757.1471,0,52612.96373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62400.96595,0,0,0,0,0,12091.06177,0,450824.1814,23660.09724,27726.10981,0,0,570440.6454,0,70191.10503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61718.0349,0,0,0,0,0,12066.57085,0,454697.7733,23481.03273,31473.26623,0,0,564435.2371,0,83165.51853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64098.53023,0,0,0,0,0,12124.59089,0,457226.7432,23391.6892,29665.76999,0,0,573389.5416,0,69747.16759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62775.29315,0,0,0,0,0,12148.37882,0,456368.5905,23368.9627,29150.58958,0,0,564675.1628,0,60234.62492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63094.65165,0,0,0,0,0,12155.30898,0,458986.5119,23290.69866,28838.50193,0,0,573387.5315,0,54664.4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62944.65953,0,0,0,0,0,12172.83023,0,461497.142,23330.50857,26668.37742,0,0,607411.4379,0,52569.22832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61279.29133,0,0,0,0,0,12282.03549,0,456049.1556,23435.07009,23429.59856,0,0,581593.241,0,54987.58106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60546.96719,0,0,0,0,0,12337.94961,0,453721.6953,23359.23419,23345.44082,0,0,599756.6164,0,63867.25131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59978.06353,0,0,0,0,0,12364.06542,0,452558.2781,23418.77112,25625.68471,0,0,603949.6801,0,74028.36228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62019.24594,0,0,0,0,0,12425.91121,0,450037.3962,23444.54338,24252.14518,0,0,602000.6923,0,74194.02664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59932.63423,0,0,0,0,0,12495.82958,0,444033.9624,23327.70413,22382.55449,0,0,578742.5937,0,93259.39502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60169.67048,0,0,0,0,0,12540.7834,0,439834.2439,23276.84544,22104.29137,0,0,564145.3347,0,230278.2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62776.23828,0,0,0,0,0,12560.38229,0,440102.7026,23265.97821,22167.28127,0,0,549838.6314,0,198813.5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61352.5261,0,0,0,0,0,12461.78132,0,435912.2578,23074.76833,21583.20495,0,0,542178.5253,0,110281.2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59516.50529,0,0,0,0,0,12405.38564,0,436332.0237,23157.93676,22454.3612,0,0,548810.9916,0,71841.7863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57898.78841,0,0,0,0,0,12348.74688,0,442080.6932,23187.82557,23821.41402,0,0,600946.8756,0,205630.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59791.08364,0,0,0,0,0,12402.57182,0,440274.6473,23164.54811,22292.3819,0,0,592744.9277,0,324562.5409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61191.79158,0,0,0,0,0,12489.4224,0,439242.7172,23163.4984,21057.52904,0,0,594990.2715,0,196503.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60959.22912,0,0,0,0,0,12529.10044,0,441672.2945,23191.7912,21274.57282,0,0,617833.3009,0,87856.75005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61596.11552,0,0,0,0,0,12612.23944,0,440597.6748,23063.06282,21964.46233,0,0,608639.5961,0,170307.6959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59512.64605,0,0,0,0,0,12641.07118,0,435909.1393,23058.98399,21278.01457,0,0,583610.9764,0,312385.0261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59196.07909,0,0,0,0,0,12590.70654,0,437942.3829,22967.15241,23531.9508,0,0,584485.1417,0,223625.7435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56402.30597,0,0,0,0,0,12400.96759,0,437450.0132,22785.56717,23247.6791,0,0,586630.4325,0,167836.8522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58488.99293,0,0,0,0,0,12284.02873,0,434663.2654,22655.77463,24081.84815,0,0,539552.1292,0,99431.34858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58701.78338,0,0,0,0,0,12189.40453,0,433796.2094,22719.11238,24106.60845,0,0,520667.3831,0,126769.7621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59715.80982,0,0,0,0,0,12197.91383,0,433169.4213,22657.91792,22847.30326,0,0,529777.8379,0,223216.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61182.3186,0,0,0,0,0,12215.21344,0,434599.3914,22754.91357,22768.82318,0,0,583447.116,0,272404.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59212.12367,0,0,0,0,0,12124.11891,0,439144.7277,22753.50613,25523.45686,0,0,595814.9988,0,173202.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56393.40602,0,0,0,0,0,12013.75444,0,439734.6552,22616.61216,25076.78229,0,0,596441.1291,0,103978.7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56076.56469,0,0,0,0,0,12003.45296,0,435952.1689,22639.4164,25572.92143,0,0,580879.1346,0,234802.5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62153.4375,0,0,0,0,0,12116.15234,0,438761.0094,22624.46106,26026.3449,0,0,610300.1363,0,210552.4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61902.66381,0,0,0,0,0,12148.76609,0,436371.2577,22626.3605,26321.00801,0,0,582138.9412,0,105012.4446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59675.82805,0,0,0,0,0,12109.34648,0,433013.1733,22570.88183,25480.79395,0,0,571417.2438,0,116287.8831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59644.70524,0,0,0,0,0,12033.18141,0,436526.695,22648.90525,27500.07721,0,0,596191.6034,0,138146.6183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57525.96412,0,0,0,0,0,11909.80905,0,435984.3802,22520.27239,25983.49157,0,0,575319.3968,0,97807.02602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58073.43228,0,0,0,0,0,11783.98872,0,431621.2087,22472.1893,26094.12974,0,0,541235.2101,0,1540951.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63014.41987,0,0,0,0,0,11737.6172,0,434333.5218,22472.10567,27402.27505,0,0,524697.9114,0,1404843.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62562.0014,0,0,0,0,0,11746.38183,0,437856.7479,22431.66433,27903.02969,0,0,555740.4634,0,498074.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60482.21232,0,0,0,0,0,11820.05894,0,434971.2938,22502.37839,28085.35851,0,0,559370.3883,0,225474.5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61460.55429,0,0,0,0,0,11865.40519,0,438326.4164,22426.83329,29422.79246,0,0,578450.5886,0,2113026.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61231.25092,0,0,0,0,0,11913.81914,0,444886.3501,22476.30871,29125.71256,0,0,608142.4168,0,1887037.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59136.7232,0,0,0,0,0,11915.46158,0,448185.5719,22519.41205,28089.17237,0,0,609528.5792,0,652983.1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63224.53092,0,0,0,0,0,11953.6743,0,456825.3274,22570.30297,29287.76712,0,0,592785.917,0,186709.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64194.94011,0,0,0,0,0,11991.93141,0,457932.7852,22581.90667,28373.385,0,0,568508.168,0,388318.1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62957.03735,0,0,0,0,0,11973.51988,0,455817.4615,22612.89912,28164.98972,0,0,542911.3482,0,220250.9622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59938.74104,0,0,0,0,0,11927.80154,0,454027.4175,22578.63484,29478.20081,0,0,535273.8548,0,98325.47588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57159.57786,0,0,0,0,0,11874.29416,0,450668.0578,22632.19939,27785.83241,0,0,547939.0455,0,50255.93559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63671.25783,0,0,0,0,0,12015.59938,0,454585.8533,22753.10084,25726.74965,0,0,581775.4032,0,61288.41364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64698.64936,0,0,0,0,0,12013.68876,0,459000.6203,22536.09268,25680.99003,0,0,590785.9596,0,64431.08202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63191.16851,0,0,0,0,0,11990.54269,0,460935.1014,22594.30672,26227.99018,0,0,608596.0608,0,53311.84314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63747.12548,0,0,0,0,0,12029.57442,0,459323.3966,22684.76746,27660.00514,0,0,606258.431,0,58966.49233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60014.06116,0,0,0,0,0,12004.91171,0,453999.8382,22632.47614,27860.9781,0,0,583358.3274,0,75606.36511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58188.5367,0,0,0,0,0,11940.44023,0,450959.6953,22667.85211,28173.74484,0,0,569760.0573,0,80758.0785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61273.72486,0,0,0,0,0,11981.31632,0,450565.0829,22706.07647,27509.81682,0,0,527388.8696,0,177744.1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63999.48992,0,0,0,0,0,12072.31958,0,453344.7737,22706.26903,27541.98254,0,0,553477.6755,0,257945.5817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61783.38806,0,0,0,0,0,12049.59561,0,453303.9311,22769.66782,26624.46721,0,0,574373.9871,0,196379.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60873.18475,0,0,0,0,0,11948.80676,0,454999.7457,22774.2724,28236.11717,0,0,574762.1105,0,80261.63068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60477.86804,0,0,0,0,0,11858.86769,0,453288.496,22682.50254,28838.39368,0,0,551702.5963,0,248677.9082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60389.6575,0,0,0,0,0,11792.97987,0,450811.7633,22701.42933,28813.07499,0,0,539003.878,0,926433.3737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60467.3455,0,0,0,0,0,11749.3211,0,449113.2298,22734.35499,27424.86463,0,0,540498.2473,0,753179.9544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62797.18862,0,0,0,0,0,11967.13163,0,453277.0964,22881.65169,24427.16376,0,0,585872.0102,0,304287.7649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61883.04446,0,0,0,0,0,12043.72434,0,454551.3343,22851.28182,25147.90165,0,0,594697.1437,0,131065.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61851.68661,0,0,0,0,0,12092.96525,0,455547.8501,22784.24101,27603.37322,0,0,633748.8158,0,247801.8776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62970.49385,0,0,0,0,0,12130.59276,0,454277.4656,22668.53129,27549.50925,0,0,612706.147,0,228651.5539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60138.64979,0,0,0,0,0,12082.36264,0,448279.7255,22626.21947,26495.22829,0,0,568075.5136,0,120430.7615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59063.29319,0,0,0,0,0,12053.78105,0,443065.8444,22705.53646,24828.43908,0,0,544750.8298,0,83118.93584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57727.35634,0,0,0,0,0,12018.09528,0,442884.1615,22701.84147,24467.30108,0,0,551400.2074,0,157325.5163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57424.80991,0,0,0,0,0,11890.86241,0,440687.9132,22642.24961,24676.07919,0,0,539759.5023,0,139683.5407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58897.48242,0,0,0,0,0,11835.02753,0,443161.6687,22672.40573,26881.29322,0,0,589243.7818,0,77390.73808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59177.05866,0,0,0,0,0,11775.2108,0,443744.8436,22599.05071,26898.90961,0,0,591505.6929,0,57822.07333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61014.68797,0,0,0,0,0,11804.8744,0,442085.4422,22618.15095,25857.01101,0,0,563831.1959,0,84810.50269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
