Year,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,PWN,CEP,KCR,SCR,ZG,ZL,ZM,ZS,DF,PS,PL,BC,BD,BFF,SPO,COR,PB,BB,DR,DL,DC
2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55977.01133,0,0,0,0,0,11716.31469,0,473239.2632,23168.77596,17930.74098,0,0,619336.8471,0,47390.39616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57082.82329,0,0,0,0,0,11689.20519,0,478941.332,23077.20033,17353.58427,0,0,633967.0084,0,70018.90511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56299.85314,0,0,0,0,0,11677.31007,0,481187.9119,23020.68149,16627.37325,0,0,620779.3293,0,77836.62762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54820.34494,0,0,0,0,0,11571.14558,0,477114.0547,23017.56437,16742.26048,0,0,585153.619,0,53385.33177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53957.67888,0,0,0,0,0,11528.49828,0,475545.8857,22928.42373,16522.8658,0,0,537129.1584,0,28857.61854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54105.96606,0,0,0,0,0,11565.9983,0,471706.3395,22897.22632,16410.44647,0,0,538421.546,0,66692.69937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52030.90956,0,0,0,0,0,11542.42971,0,465417.4344,22896.81577,16181.12138,0,0,560383.886,0,91858.85484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54604.09457,0,0,0,0,0,11543.79154,0,465533.6816,22824.35594,16184.47416,0,0,582669.5029,0,139556.8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51905.25272,0,0,0,0,0,11461.368,0,463210.3171,22873.45205,15243.63103,0,0,571522.688,0,398609.0571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52780.58292,0,0,0,0,0,11410.89134,0,460004.4957,22824.74785,15768.98627,0,0,546211.7844,0,605551.2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51415.07532,0,0,0,0,0,11311.08754,0,459552.0397,22792.5507,15269.93942,0,0,530502.1795,0,447129.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52492.29042,0,0,0,0,0,11281.9024,0,455741.7631,22836.18475,16039.92715,0,0,536666.3818,0,325277.4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53767.98417,0,0,0,0,0,11386.73144,0,458235.9717,23037.28112,15074.40479,0,0,562919.218,0,267341.2939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52700.8118,0,0,0,0,0,11456.03479,0,456838.43,22963.96187,13232.7248,0,0,546718.2631,0,241016.6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51386.91483,0,0,0,0,0,11405.70364,0,451995.1997,22923.76757,12904.42128,0,0,522189.0475,0,246102.0619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51103.82659,0,0,0,0,0,11392.70149,0,449732.3254,23010.87965,12856.75312,0,0,551377.8427,0,667669.4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49353.87046,0,0,0,0,0,11314.69747,0,447189.5466,22953.6978,13347.46098,0,0,588354.9891,0,723069.5384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52039.89904,0,0,0,0,0,11303.3655,0,447289.7444,22990.33576,12922.9476,0,0,579178.3514,0,262776.0487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50432.37291,0,0,0,0,0,11239.78121,0,446013.869,22952.76583,12761.16661,0,0,562747.6742,0,81119.90822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12260.09584,0,0,0,0,0,2631.482683,0,113234.6476,4935.025943,3008.325302,0,0,137033.7686,0,14973.51935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
