Year,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,PWN,CEP,KCR,SCR,ZG,ZL,ZM,ZS,DF,PS,PL,BC,BD,BFF,SPO,COR,PB,BB,DR,DL,DC
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28939.94313,0,0,0,0,0,7789.06345,0,327876.0633,15129.46896,18344.91059,0,0,250682.3833,0,47204.18394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28034.33579,0,0,0,0,0,7610.35105,0,324711.997,14954.09713,19078.65462,0,0,246158.4487,0,56041.45259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30760.4391,0,0,0,0,0,7513.456611,0,326234.0787,14873.70175,20769.96709,0,0,252270.1815,0,38264.84669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30522.88888,0,0,0,0,0,7430.157841,0,328351.8353,14719.83914,19814.82871,0,0,260387.303,0,34966.70435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29296.96357,0,0,0,0,0,7438.843634,0,330500.21,14617.3318,18852.42229,0,0,261778.3942,0,35434.51466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28170.48003,0,0,0,0,0,7474.81423,0,330946.8269,14510.92055,20041.88778,0,0,261197.0627,0,44131.46235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30021.9373,0,0,0,0,0,7559.919204,0,331972.8218,14450.16091,17404.75135,0,0,262690.8693,0,33698.41962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28965.0167,0,0,0,0,0,7527.330437,0,329980.9234,14309.39468,17177.73274,0,0,261288.5444,0,37394.92338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28019.54313,0,0,0,0,0,7519.228907,0,327356.7447,14260.47605,18057.06566,0,0,255096.2073,0,48144.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28073.72884,0,0,0,0,0,7534.570438,0,323950.8415,14138.76973,17747.52509,0,0,248697.6813,0,45636.17562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28263.91219,0,0,0,0,0,7511.938009,0,321804.3788,14106.67422,18389.76011,0,0,244552.7203,0,57069.23364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26919.79942,0,0,0,0,0,7429.109358,0,319967.2037,14020.70455,17453.5594,0,0,250681.9455,0,59635.97249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27479.43244,0,0,0,0,0,7366.868118,0,322202.6048,13932.2946,17961.61452,0,0,261146.9687,0,49732.99271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29001.33976,0,0,0,0,0,7370.268511,0,326588.529,13966.73194,17053.87388,0,0,266824.1008,0,60816.86846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28260.86455,0,0,0,0,0,7377.83497,0,327211.2845,13818.00305,16769.18843,0,0,263361.4818,0,158870.8827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27159.02925,0,0,0,0,0,7362.878591,0,326122.3811,13856.25572,14051.5632,0,0,254817.3474,0,238570.4977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27453.81753,0,0,0,0,0,7355.751025,0,322927.3893,13804.9522,13992.28685,0,0,246595.4998,0,147873.1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26814.59309,0,0,0,0,0,7371.973779,0,322199.2361,13922.02026,13424.32043,0,0,243512.6478,0,73790.36481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26288.69004,0,0,0,0,0,7402.21328,0,321086.9343,13946.37576,13407.16222,0,0,254167.3209,0,115118.5353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26068.97984,0,0,0,0,0,7442.470924,0,322441.4976,13946.80632,12703.23418,0,0,267491.252,0,101221.5186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26001.04159,0,0,0,0,0,7434.535895,0,322930.6482,13896.79064,15744.94116,0,0,263748.2681,0,130486.2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25853.63529,0,0,0,0,0,7374.60011,0,324758.5399,13766.35218,16467.39093,0,0,259175.9375,0,145690.6812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25694.69126,0,0,0,0,0,7282.185896,0,325235.5719,13661.62508,16783.40124,0,0,254278.36,0,122730.8139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26364.20029,0,0,0,0,0,7265.348575,0,323791.9823,13669.25682,16411.98796,0,0,253706.4023,0,111155.2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26030.29372,0,0,0,0,0,7286.884145,0,321468.0706,13665.67331,15017.64764,0,0,247669.1965,0,139190.1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25676.35029,0,0,0,0,0,7304.98497,0,321424.2069,13709.81443,14539.78381,0,0,242683.2204,0,126966.2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25313.57791,0,0,0,0,0,7267.293049,0,324199.3806,13702.23941,15941.9218,0,0,247369.6298,0,119886.3349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25365.69355,0,0,0,0,0,7207.785487,0,326023.2339,13615.93675,17752.1924,0,0,261050.5485,0,113796.9821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25654.90868,0,0,0,0,0,7196.521488,0,326178.7352,13605.64195,17701.90145,0,0,264023.8918,0,152862.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26980.63721,0,0,0,0,0,7246.329027,0,325422.6245,13557.84343,17134.37855,0,0,268999.6267,0,139348.2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26559.74295,0,0,0,0,0,7236.411376,0,323975.1583,13522.89402,17102.18442,0,0,263931.7082,0,373193.7827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25706.70232,0,0,0,0,0,7179.188748,0,323707.5587,13475.84706,17324.92348,0,0,252348.9261,0,846415.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26238.17767,0,0,0,0,0,7179.88605,0,326257.9968,13485.51102,17573.57803,0,0,241489.1965,0,594824.4957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26451.07986,0,0,0,0,0,7166.877823,0,327169.8319,13455.24746,17676.64783,0,0,253262.7148,0,224022.3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26455.75937,0,0,0,0,0,7162.942736,0,326548.093,13475.78701,18801.81625,0,0,262310.7961,0,226899.8083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25886.25669,0,0,0,0,0,7113.913347,0,326597.1279,13467.81317,18435.52029,0,0,259374.7519,0,193657.2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26115.3497,0,0,0,0,0,7086.319982,0,327903.6975,13464.32106,18772.35524,0,0,247851.222,0,184853.8909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26566.4071,0,0,0,0,0,7048.896126,0,328928.6417,13490.5298,18744.26227,0,0,243160.7907,0,122063.7231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27083.1651,0,0,0,0,0,7017.716135,0,332077.7031,13469.04502,19369.37925,0,0,256260.5063,0,67319.87795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26153.61535,0,0,0,0,0,7068.289028,0,332653.8738,13534.94584,17411.23995,0,0,258574.1797,0,37622.82851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25688.5709,0,0,0,0,0,7167.101544,0,330870.1865,13610.32152,17253.80709,0,0,250762.1426,0,78688.46506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26296.15343,0,0,0,0,0,7225.001967,0,330969.5014,13669.79001,18870.61253,0,0,275019.6755,0,83700.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26169.29018,0,0,0,0,0,7250.209719,0,327321.5491,13624.91892,16554.36593,0,0,273492.4335,0,49651.8564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27235.8331,0,0,0,0,0,7260.823865,0,322645.1811,13539.80528,16138.97029,0,0,256823.5504,0,44370.46096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27598.45782,0,0,0,0,0,7257.268099,0,323335.7366,13477.5264,15908.20728,0,0,243938.4006,0,55033.82256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27722.40371,0,0,0,0,0,7214.108644,0,325566.6749,13490.58348,16359.7602,0,0,247378.8068,0,58819.02668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26395.69527,0,0,0,0,0,7123.807259,0,325556.617,13498.67739,17011.96333,0,0,241211.0789,0,58198.14442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26263.30436,0,0,0,0,0,7070.113691,0,329292.0848,13455.4496,19128.20437,0,0,251825.3392,0,72819.2516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25513.08235,0,0,0,0,0,7079.630875,0,331948.0485,13457.3171,18394.15171,0,0,261349.6998,0,54945.86265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27265.7428,0,0,0,0,0,7174.798611,0,332469.9023,13485.99668,18040.36664,0,0,263046.9758,0,63620.98839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28442.44998,0,0,0,0,0,7246.724117,0,334080.6745,13499.56608,18112.72841,0,0,257923.7709,0,76422.34308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27974.93349,0,0,0,0,0,7294.675896,0,333445.2369,13544.10039,15984.02975,0,0,257284.6705,0,81015.65736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26308.29464,0,0,0,0,0,7250.938586,0,331547.2328,13543.28323,15780.31291,0,0,249828.9518,0,68516.02154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24702.9366,0,0,0,0,0,7167.622953,0,329129.3365,13485.8431,16103.33321,0,0,241339.1198,0,287606.1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24371.50963,0,0,0,0,0,7061.247662,0,330366.4123,13529.39017,17846.12641,0,0,238680.3139,0,1938769.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24360.27611,0,0,0,0,0,6987.448021,0,332128.0639,13535.83507,16899.84379,0,0,253357.8653,0,1379182.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25311.72333,0,0,0,0,0,6985.024739,0,332402.4148,13514.69869,17064.04601,0,0,258573.0673,0,461869.4712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28822.89608,0,0,0,0,0,7055.448343,0,335780.6462,13566.62625,16596.67162,0,0,258302.9751,0,123900.0301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29571.88496,0,0,0,0,0,7128.991865,0,334405.2903,13703.25366,14202.36963,0,0,251704.3889,0,121310.8842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27429.55511,0,0,0,0,0,7134.925644,0,330930.5069,13599.12677,14160.10359,0,0,252593.3003,0,98270.68993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26291.26524,0,0,0,0,0,7120.74184,0,331422.7448,13637.48543,16296.87122,0,0,256550.6798,0,61840.01974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24468.01073,0,0,0,0,0,7071.105147,0,330516.5874,13613.08285,16085.40798,0,0,259738.3125,0,39922.52678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24337.16085,0,0,0,0,0,7015.972429,0,329292.3367,13578.39063,16774.99657,0,0,241273.7736,0,108552.3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27379.82791,0,0,0,0,0,7059.326543,0,332589.6112,13643.78839,15423.5954,0,0,238044.1689,0,139746.0812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27287.65093,0,0,0,0,0,7132.496381,0,331672.0427,13739.14012,13600.39746,0,0,248016.8975,0,90161.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26928.45843,0,0,0,0,0,7198.12623,0,328241.6486,13714.66573,13163.79646,0,0,262194.8108,0,85970.49047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26459.46664,0,0,0,0,0,7180.822912,0,326934.489,13711.3036,14856.71809,0,0,262777.2856,0,192458.1842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24970.77967,0,0,0,0,0,7106.66085,0,325759.1184,13721.10474,14846.71154,0,0,253738.0189,0,154838.5697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24754.50546,0,0,0,0,0,7030.216207,0,327105.892,13665.56028,15259.65996,0,0,246828.3764,0,70688.75426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25081.05137,0,0,0,0,0,6972.594881,0,328797.3585,13669.93829,14658.17653,0,0,244715.3537,0,146307.1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
