Year,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,PWN,CEP,KCR,SCR,ZG,ZL,ZM,ZS,DF,PS,PL,BC,BD,BFF,SPO,COR,PB,BB,DR,DL,DC
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52873.452,0,0,0,0,0,9669.611921,0,446707.8897,21509.09583,21146.94505,0,0,472471.1252,0,1224609.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53397.02493,0,0,0,0,0,9683.391969,0,446276.862,21561.16255,20791.94844,0,0,463099.2303,0,416439.3089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54619.70977,0,0,0,0,0,9742.934065,0,444200.4193,21747.70475,19233.20951,0,0,441763.5413,0,117672.0828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54304.51185,0,0,0,0,0,9627.140004,0,441368.9166,21575.21863,21126.82927,0,0,442065.7805,0,87611.39728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52940.5144,0,0,0,0,0,9522.378121,0,439154.5951,21607.89659,21290.20859,0,0,469579.484,0,74046.79535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52525.6656,0,0,0,0,0,9496.713379,0,439380.5032,21612.4749,21966.92821,0,0,485596.3036,0,61686.11609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53151.08479,0,0,0,0,0,9512.583032,0,440395.6849,21535.27865,21333.41811,0,0,489867.8154,0,60578.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54004.58715,0,0,0,0,0,9579.957281,0,443867.7564,21509.4733,21158.69497,0,0,517492.4739,0,50042.12668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53007.73502,0,0,0,0,0,9631.760534,0,445882.5697,21551.03511,21221.57379,0,0,524150.1893,0,46182.0224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52179.8684,0,0,0,0,0,9630.142826,0,445688.274,21380.46574,21609.62935,0,0,507301.0918,0,77613.64836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51513.77725,0,0,0,0,0,9582.986403,0,443926.7715,21389.38629,22030.71149,0,0,490706.3671,0,72319.74784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49763.77864,0,0,0,0,0,9516.208732,0,439954.6526,21400.81268,20738.92505,0,0,456168.3645,0,69811.03107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49865.63972,0,0,0,0,0,9520.178906,0,436642.6528,21340.42876,18922.55612,0,0,456755.7485,0,87739.77158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52182.74977,0,0,0,0,0,9538.385383,0,433916.0595,21257.71823,18280.75785,0,0,460111.3509,0,65485.24696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52854.82273,0,0,0,0,0,9633.302088,0,433808.4521,21321.65996,18248.2888,0,0,457709.6698,0,125220.0332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51702.14967,0,0,0,0,0,9665.729589,0,431992.2531,21375.00929,18682.94622,0,0,458914.3259,0,208608.9288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49888.92336,0,0,0,0,0,9602.307016,0,431693.9693,21376.29536,20116.32792,0,0,469722.9655,0,149469.4369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49691.76101,0,0,0,0,0,9522.967836,0,431643.6695,21444.97621,19613.65734,0,0,482003.7082,0,83461.27936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48559.61095,0,0,0,0,0,9437.449682,0,431988.9805,21355.75527,19283.59793,0,0,491466.9713,0,91152.81788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51666.53533,0,0,0,0,0,9472.402599,0,433187.3117,21412.52948,20237.41945,0,0,482595.3993,0,101954.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52961.42597,0,0,0,0,0,9508.04639,0,434836.9995,21474.59173,20419.55791,0,0,461868.0623,0,98655.54834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51946.94311,0,0,0,0,0,9469.013304,0,433401.8528,21316.81984,20687.84197,0,0,455052.8952,0,98215.35933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49804.34747,0,0,0,0,0,9380.118304,0,430747.7203,21434.87771,21431.25612,0,0,454348.7484,0,84019.94519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49851.00847,0,0,0,0,0,9376.42282,0,429296.6451,21327.17106,20732.11297,0,0,459350.4838,0,441850.5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49096.83297,0,0,0,0,0,9335.029956,0,426389.3206,21266.42825,20384.34332,0,0,447878.6924,0,575354.7422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51192.10365,0,0,0,0,0,9350.440516,0,427348.142,21299.92707,21074.68461,0,0,438481.6657,0,245589.4778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53964.46501,0,0,0,0,0,9401.320407,0,429608.3691,21344.94561,20809.51113,0,0,439397.4232,0,117223.3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53647.69163,0,0,0,0,0,9417.892155,0,433055.5387,21292.70783,21426.63383,0,0,453392.4322,0,256514.6283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52684.27036,0,0,0,0,0,9394.37179,0,434997.7588,21371.51465,22184.81432,0,0,470915.3303,0,365936.8708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52199.10601,0,0,0,0,0,9311.426037,0,436406.8683,21287.003,22403.6194,0,0,459106.1121,0,178913.6992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53764.86205,0,0,0,0,0,9278.673401,0,440570.3548,21318.64843,22153.71409,0,0,452637.0171,0,75441.90719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52580.8742,0,0,0,0,0,9365.604329,0,445288.8988,21360.16897,21466.15492,0,0,462171.7156,0,103114.3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51892.33508,0,0,0,0,0,9433.304173,0,447715.655,21421.41943,21617.16871,0,0,462120.805,0,234672.6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54096.47573,0,0,0,0,0,9538.689231,0,449560.4068,21438.85912,21716.984,0,0,458555.3988,0,191288.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53439.03844,0,0,0,0,0,9590.571239,0,451142.4612,21403.35061,22471.53411,0,0,481795.4853,0,83975.26209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51551.89645,0,0,0,0,0,9580.205148,0,450037.1638,21316.90624,21709.86492,0,0,469573.7249,0,58677.7547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51287.67249,0,0,0,0,0,9539.020171,0,448870.4716,21365.06354,21800.52079,0,0,448443.7205,0,197782.8204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55674.46805,0,0,0,0,0,9625.304395,0,450722.7657,21482.48482,20317.25795,0,0,446664.5639,0,262975.0289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53957.06105,0,0,0,0,0,9560.032596,0,450672.8386,21281.54847,19919.24736,0,0,446080.2895,0,133883.3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54475.76352,0,0,0,0,0,9562.78962,0,452238.7044,21290.49628,21662.54082,0,0,467036.5617,0,71709.44513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56910.14544,0,0,0,0,0,9695.141571,0,453220.6912,21412.54481,21022.44917,0,0,475229.9396,0,114181.0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54779.12472,0,0,0,0,0,9792.014983,0,449766.3599,21381.37961,18930.78849,0,0,459214.901,0,141381.0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54148.33284,0,0,0,0,0,9807.298494,0,448148.1378,21395.71846,19166.55822,0,0,429429.7672,0,113445.6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53676.3485,0,0,0,0,0,9828.774413,0,448515.0431,21531.69741,18859.70058,0,0,440322.8837,0,89434.34779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52735.47739,0,0,0,0,0,9839.412666,0,449116.5369,21617.83008,19271.25681,0,0,464812.3447,0,352544.6698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53578.32186,0,0,0,0,0,9835.778478,0,449493.9861,21784.70816,17849.03584,0,0,470186.9251,0,2009858.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53517.87388,0,0,0,0,0,9673.871725,0,448733.3075,21696.0229,18223.07023,0,0,458844.3595,0,1680864.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55298.11934,0,0,0,0,0,9609.775411,0,448353.6798,21600.23883,19278.46887,0,0,455298.5861,0,530883.7407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55131.86082,0,0,0,0,0,9579.124204,0,450182.5071,21605.29005,19047.2991,0,0,439162.0659,0,246258.1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52836.83482,0,0,0,0,0,9552.918417,0,452045.8121,21605.33396,18897.06961,0,0,428027.3239,0,465046.7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52653.68826,0,0,0,0,0,9569.012533,0,455564.5511,21522.1547,20157.68702,0,0,455248.1439,0,407095.5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51384.42473,0,0,0,0,0,9590.844343,0,456233.8172,21591.62228,18144.62514,0,0,460013.2594,0,141221.6453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51393.81321,0,0,0,0,0,9617.170855,0,455674.9187,21690.89474,17657.31979,0,0,463654.1548,0,58938.99878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54455.04437,0,0,0,0,0,9646.948644,0,455656.1732,21650.46414,17940.21084,0,0,469196.0943,0,53523.61056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54407.9763,0,0,0,0,0,9651.779606,0,453921.68,21658.11836,17913.88913,0,0,471289.9008,0,49629.33287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52566.82371,0,0,0,0,0,9624.125173,0,448760.324,21721.08031,17479.26169,0,0,454159.7231,0,42627.84587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51646.91202,0,0,0,0,0,9569.986197,0,444778.9448,21572.57374,17600.43862,0,0,440423.1676,0,170781.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51493.92863,0,0,0,0,0,9508.308285,0,441137.4982,21544.08745,17095.9259,0,0,445913.2835,0,282461.8241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52280.23958,0,0,0,0,0,9431.72684,0,439489.5295,21620.2601,17782.06722,0,0,444412.65,0,173243.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54107.10104,0,0,0,0,0,9347.240652,0,441730.3865,21603.84208,18215.33485,0,0,430910.8714,0,90235.38581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
