Year,KWH,SWH,HWH,MWH,FWH,BES,HAS,HOS,RIS,SBA,SBB,SHO,DEO,PEL,PES,REO,DEL,FLA,LRD,SSK,MES,GRH,MAC,HAD,SAI,RED,BWH,SSH,NCO,PCO,CAP,PWN,CEP,KCR,SCR,ZG,ZL,ZM,ZS,DF,PS,PL,BC,BD,BFF,SPO,COR,PB,BB,DR,DL,DC
2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59642.31597,0,0,0,0,0,11763.72053,0,438352.3928,22625.42031,25803.61506,0,0,554002.619,0,144636.9655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58244.45926,0,0,0,0,0,11727.31947,0,434895.5387,22557.32292,26990.48063,0,0,600294.2038,0,127989.3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57881.52169,0,0,0,0,0,11634.23863,0,433992.2304,22543.78948,29056.79948,0,0,609287.208,0,83255.6426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57090.72498,0,0,0,0,0,11528.63002,0,430243.4963,22521.02965,27276.95444,0,0,578055.7034,0,101002.4508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56730.60168,0,0,0,0,0,11467.81023,0,427183.2932,22452.1535,26324.77716,0,0,549405.0702,0,94408.49874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60500.22722,0,0,0,0,0,11512.9706,0,431734.9148,22575.28972,27456.02482,0,0,577278.1321,0,70521.3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58842.17836,0,0,0,0,0,11557.52024,0,433488.9011,22634.43672,26811.23748,0,0,576956.707,0,60572.00327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57497.97126,0,0,0,0,0,11592.54204,0,431982.1972,22687.5607,26564.72426,0,0,543514.3265,0,79483.80913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58046.78175,0,0,0,0,0,11592.01728,0,431736.7191,22741.93125,27132.43064,0,0,556371.5918,0,146150.7535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57851.49323,0,0,0,0,0,11575.27379,0,432933.7119,22792.05776,26496.85382,0,0,572286.0292,0,219454.5289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56727.97175,0,0,0,0,0,11547.87423,0,434122.3629,22676.81277,26249.40084,0,0,595514.724,0,136864.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58286.57478,0,0,0,0,0,11566.14021,0,433298.9243,22753.23499,26151.24869,0,0,612676.0114,0,110594.6938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57622.38099,0,0,0,0,0,11514.31146,0,429847.6732,22804.83137,25390.6308,0,0,586523.8951,0,120036.5569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13826.72267,0,0,0,0,0,2687.275622,0,109303.344,4903.425585,6059.429047,0,0,147062.0262,0,28875.42199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
