indicatorID,indicator_name,model_group,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
1,Greenland halibut,GRH,1070452.63,1062427.285,1053019.399,1044237.59,1033776.994,1024122.902,1021692.119,1018679.48,1017704.098,1015541.302,1013468.705,1015387.602,1010052.19,1004543.903,1012416.084,1017594.079,1019889.64,1029246.716,1032186.662,1023377.869,1024934.148,1016417.402,1016621.094,1017893.625,1008275.573,999810.5568,996344.6111,994182.5495,995182.8016,998712.5643,997190.1229,999729.2391,998071.4941,993681.1898,990656.8578,990237.3517,1018325.232,1035873.81,1052347.345,1064611.098,1081309.893,1095454.104,1102382.435,1102352.93,1099784.345,1103215.689,1103483.487,1099531.834,1101825.39,1104070.569,1100914.107,1098643.029,1098987.716,1100868.867,1098639.21,1094971.844,1094531.146,1096255.537,1094377.376,1092546.008,1089153.66,1084903.771,1084501.544,1080886.719,1080914.456,1083525.095,1090843.332,1096060.142,1101236.828,1097339.798,1098755.1,1098877.981,1099194.305,1098119.966,1096021.023,1098966.327,1098568.217,1094877.615,1093571.839,1092174.503,1090805.839,1090220.515,1087414.096,1086921.076,1085764.448,1083140.527,1081845.308,1078903.148,1076350.133
2,Blue ling,DEO,1385355.82,1386748.954,1385068.402,1392532.845,1388210.957,1384004.531,1384419.881,1377992.122,1374351.372,1369330.35,1366525.253,1365190.527,1362129.395,1364820.689,1365302.362,1367883.581,1379139.118,1389698.44,1386095.077,1374411.034,1368548.004,1353810.68,1348766.727,1347167.098,1345832.169,1344636.246,1348893.313,1346509.927,1342424.93,1343858.989,1346635.861,1357099.477,1368409.073,1369620.278,1371654.505,1366487.636,1362660.581,1348809.609,1344602.329,1337134.088,1341460.381,1339399.31,1340771.891,1345557.213,1349225.599,1357711.431,1368127.232,1383616.21,1392348.159,1394771.844,1392371.495,1396043.749,1403285.76,1404186.462,1399451.548,1397336.984,1399561.761,1407114.731,1409712.746,1408139.792,1407065.769,1405313.287,1408916.551,1407344.3,1408563.955,1411296.944,1414384.105,1416483.317,1419923.911,1423607.219,1433318.302,1426649.552,1426614.187,1424920.081,1427121.615,1433755.322,1438166.634,1437237.714,1440904.527,1444573.826,1446147.558,1452702.771,1459700.889,1456553.995,1450698.976,1444817.095,1440367.989,1436566.191,1439537.197
3,Blue mussel,BFF,9421586.993,9698665.401,9728806.873,9801631.062,9862991.081,9929745.403,10240369.07,10347061.3,10420950.74,10477707.78,10792071.91,10837711.72,10906481.09,11004083.33,11045749.49,11477260.29,11582978.33,11669455.16,11749491.03,12200948.64,12289130.86,12380790.06,12475674.1,12988841.81,13131420,13234318.57,13342774.61,13894529.15,14000028.47,14113019.03,14657766.03,14780823.14,14918622.96,15514060.94,15593876.91,15740528.1,16352769.24,16511458.53,16630551.33,17251023.12,17395945.53,17912650.07,18088488.21,18221965.48,18833537.82,18965799,19098575.85,19707366.98,19792573.07,20398765.69,20483369.98,20677181.36,21270502.56,21445499.31,22005530.13,22160218.32,22279142.64,22921140,23037880.63,23577713.44,23711664.08,24237524.23,24384835.27,24557451.92,25108188.37,25281991.77,25679479.04,25896404.73,26325803.68,26532734.75,26679717.07,27122761.44,27284303.45,27727668.07,27864533.94,28032069.86,28441721.1,28580317.82,28952376.78,29135734.93,29478042.23,29666792.35,30007429.23,30205693.52,30505748.28,30706858.14,31017031.82,31208654.03,31606539.67
4,Tusk,DEO,1385355.82,1386748.954,1385068.402,1392532.845,1388210.957,1384004.531,1384419.881,1377992.122,1374351.372,1369330.35,1366525.253,1365190.527,1362129.395,1364820.689,1365302.362,1367883.581,1379139.118,1389698.44,1386095.077,1374411.034,1368548.004,1353810.68,1348766.727,1347167.098,1345832.169,1344636.246,1348893.313,1346509.927,1342424.93,1343858.989,1346635.861,1357099.477,1368409.073,1369620.278,1371654.505,1366487.636,1362660.581,1348809.609,1344602.329,1337134.088,1341460.381,1339399.31,1340771.891,1345557.213,1349225.599,1357711.431,1368127.232,1383616.21,1392348.159,1394771.844,1392371.495,1396043.749,1403285.76,1404186.462,1399451.548,1397336.984,1399561.761,1407114.731,1409712.746,1408139.792,1407065.769,1405313.287,1408916.551,1407344.3,1408563.955,1411296.944,1414384.105,1416483.317,1419923.911,1423607.219,1433318.302,1426649.552,1426614.187,1424920.081,1427121.615,1433755.322,1438166.634,1437237.714,1440904.527,1444573.826,1446147.558,1452702.771,1459700.889,1456553.995,1450698.976,1444817.095,1440367.989,1436566.191,1439537.197
5,Fin whale,FWH,798008.0132,797538.469,795326.3497,805295.4229,797154.3429,792013.6604,789820.8466,784909.3471,781401.5444,776871.8197,771268.7108,767549.3709,763294.0957,760383.4786,758521.0119,756531.4687,752663.9545,764031.3871,764887.9362,753862.4808,745908.2385,733544.5818,722790.8105,712791.1601,706262.4554,701198.1777,701275.0047,700805.7162,699558.0647,697024.9323,696692.7971,696278.2879,709143.6953,705080.4355,701099.943,700244.9743,700446.0982,694902.4651,689801.8551,684806.7373,682086.1327,680160.7841,676407.8546,672361.5917,668846.7128,666958.0452,663969.1201,669327.7717,665297.1012,661088.7539,656649.801,653288.199,651203.7455,648319.4976,643608.9693,639727.2281,636360.2659,638747.3799,639486.6072,635460.0555,631398.2259,628797.5934,627757.2504,625244.1563,622978.2062,619448.008,618658.0654,616585.4413,614697.4565,610704.796,617306.96,611873.9343,608577.3565,605316.0985,602443.9739,601305.8004,601267.8087,598202.6643,595408.5109,594209.5659,593344.8622,594499.111,602242.5836,597932.3462,592011.333,588869.0221,586506.8435,583298.0547,581270.5424
6,Wolffish,DEL,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73849.53547,73786.36641,73569.59263,73122.87237,73120.91412,73350.95068,73229.68565,72860.3283,72495.39862,72265.55597,72174.7322,71966.24252,71862.17282,71860.76502,71701.75081,71357.99489,71157.17118,71268.63526,71118.77712,70722.34915,70517.50953,70484.31873,70346.35997,70189.4113,70017.18061,69784.87379,69788.20101,69688.35764,69719.64533,69630.30498,69823.84317,70053.69526,70244.75665,70048.42788,69820.40826,69626.40607,69638.94102,69526.72101,69382.52866,69509.71481,69601.5491,69409.44822,69422.08064,69376.74037,69399.1409,69432.61044,69527.31009,69635.8404,69659.45463,69446.46279,69299.8104,69108.31016,68906.40029
7,Hooded seal,HOS,88136.80321,85780.06578,85002.55086,84309.40874,84162.65437,83805.75229,83599.08957,83318.77712,82913.17664,82380.08288,81918.041,81398.67337,80783.38306,80220.88357,79798.92839,79374.87111,78925.1847,78403.38477,77868.53535,77418.52445,76867.53728,76539.45491,76177.29517,75889.05008,75512.87534,75166.81953,74745.61298,74457.76078,74154.76698,74048.62778,73821.28796,73734.0733,73535.91254,73251.46078,73105.09762,72992.35045,72929.3416,72714.93785,72719.26316,72586.48809,72478.72264,72337.32522,72250.4247,72080.85581,71792.61867,71704.84934,71617.9417,71242.37456,71045.89931,70656.21411,70244.11222,69824.23862,69621.52719,69495.45424,69217.52466,68995.87667,68798.00854,68744.31568,68644.87288,68562.40279,68447.22816,68130.94543,68035.67274,67888.73102,67786.64062,67695.73684,67673.11618,67496.31867,67359.55275,67177.85863,67181.1332,67100.14016,66967.63511,66818.60158,66615.26531,66642.00101,66627.64531,66593.52766,66538.45672,66362.06293,66399.62914,66473.12584,66423.27284,66372.66667,66375.83976,66274.86035,66400.41668,66380.94512,66359.46182
8,Haddock,HAD,70493.78408,67715.77419,69555.76728,99390.38597,131244.8488,148035.8177,143840.3884,110014.009,86039.86099,76470.31694,255958.757,487428.9235,620031.4737,699467.8443,670038.6233,549582.8672,399330.6454,269414.3349,196881.7793,202493.9241,230456.8277,245244.872,242157.9862,281067.0416,321852.3753,395691.2714,530069.536,657241.3278,760058.3697,810260.4805,783965.0661,650556.6273,513324.8981,429661.8798,378184.3884,369734.7765,496220.9233,621828.5846,739449.3601,823598.5184,1001186.129,1277487.499,1503461.293,1706440.932,1865588.592,1867843.743,1807213.451,1757982.227,2028462.765,2499641.031,2938748.823,3300047.672,3556376.599,3536644.434,3450042.278,3163458.248,3027728.607,2937306.923,2838727.628,2666064.791,2212045.892,2062320.167,1944371.844,1841797.98,1734704.709,1633272.96,1493786.459,1265853.598,691520.2186,566840.9245,538649.076,532874.2201,520939.7309,500389.6072,496348.526,481756.7282,461031.8856,443671.1429,440466.2324,439391.6204,452510.1032,478549.7167,521247.9912,674146.5446,919352.1842,1130285.147,1316998.363,1457729.587,1498391.393
9,Blue whiting,BWH,7310678.551,6785716.398,6780900.265,6818389,6804491.942,6723963.946,6418195.189,6277518.782,6183578.598,5977879.252,6028984.515,6611151.971,7066030.158,7434117.343,7841183.105,8052800.46,8105757.643,8467209.344,8406897.468,8233977.549,7972632.346,7746794.068,7861343.42,7601044.521,7217171.172,6874029.678,6508530.4,6091912.485,5781868.811,6010290.995,6410398.139,7546831.171,8332284.486,8807379.284,8773320.704,8671927.345,9872166.951,11054333.83,12065723.98,12914644.27,13661579.08,14414697.12,14967133.24,15471817.77,15685256.36,15643825.74,15640020.55,15657957.9,15620283.59,15597022.83,15507614.77,15400999.69,15289248.97,15228472.04,15155927.49,15052577.7,14999075.4,14970769.29,14924983.06,14937985.22,14898928.19,14879609.13,14808398.78,14793796.91,14740971.23,14752346.15,14713888.02,14744266.88,14754371.74,14795442.06,14828422.92,14816873.9,14834630.83,14838821.54,14808820.17,14791926.59,14823275.77,14805727.34,14782330,14803032.22,14767644.29,14797566.71,14815935.63,14756222.24,14680215.19,14642140.88,14559843.67,14556417.71,14575288.78
10,Atlantic halibut,DEL,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73849.53547,73786.36641,73569.59263,73122.87237,73120.91412,73350.95068,73229.68565,72860.3283,72495.39862,72265.55597,72174.7322,71966.24252,71862.17282,71860.76502,71701.75081,71357.99489,71157.17118,71268.63526,71118.77712,70722.34915,70517.50953,70484.31873,70346.35997,70189.4113,70017.18061,69784.87379,69788.20101,69688.35764,69719.64533,69630.30498,69823.84317,70053.69526,70244.75665,70048.42788,69820.40826,69626.40607,69638.94102,69526.72101,69382.52866,69509.71481,69601.5491,69409.44822,69422.08064,69376.74037,69399.1409,69432.61044,69527.31009,69635.8404,69659.45463,69446.46279,69299.8104,69108.31016,68906.40029
