indicatorID,indicator_name,model_group,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
1,Greenland halibut,GRH,1070452.63,1062427.285,1053019.399,1044237.59,1033776.994,1024122.902,1021692.119,1018679.48,1017704.098,1015541.302,1013468.705,1015387.602,1010052.19,1004543.903,1012416.084,1017594.079,1019889.64,1029246.716,1032186.662,1023377.869,1024934.148,1016417.402,1016621.094,1017893.625,1008275.573,999810.5568,996344.6111,994182.5495,995182.8016,998712.5643,997190.1229,999729.2391,998071.4941,993681.1898,990656.8578,990237.3517,942897.6443,896860.5531,858950.0868,825694.569,803464.3813,786689.6264,772512.5815,763084.4664,758409.7406,760192.5777,759601.4243,755804.4445,756568.4579,757401.9961,756803.147,754413.3559,752773.3567,750245.8499,745512.3193,740540.7962,739400.762,739489.3442,739002.8019,737577.2917,736877.2958,733927.1272,733233.1242,731745.6467,733662.474,735520.9807,738705.4656,743379.9432,747925.7243,747083.3313,747441.8296,747709.7999,747043.8025,747294.4652,746391.785,748935.7162,747754.8216,745915.0162,744619.9574,743691.2281,741596.8299,741006.7298,737644.8271,737044.3298,736594.6585,735933.0997,735846.9964,735208.5078,736959.5607
2,Blue ling,DEO,1385355.82,1386748.954,1385068.402,1392532.845,1388210.957,1384004.531,1384419.881,1377992.122,1374351.372,1369330.35,1366525.253,1365190.527,1362129.395,1364820.689,1365302.362,1367883.581,1379139.118,1389698.44,1386095.077,1374411.034,1368548.004,1353810.68,1348766.727,1347167.098,1345832.169,1344636.246,1348893.313,1346509.927,1342424.93,1343858.989,1346635.861,1357099.477,1368409.073,1369620.278,1371654.505,1366487.636,1361960.661,1346417.534,1340427.266,1330241.794,1332420.118,1328934.02,1327857.89,1332992.604,1334295.81,1341976.028,1343639.219,1352529.136,1379739.786,1393225.906,1392671.816,1386475.9,1387041.138,1383919.147,1376016.572,1370270.3,1371094.212,1370620.636,1372144.814,1369265.594,1369075.042,1369018.074,1379759.921,1396554.955,1416428.834,1421519.754,1413930.554,1416053.202,1414142.958,1411862.672,1408380.91,1408643.708,1405568.181,1407123.681,1408559.022,1415833.563,1418576.005,1418974.183,1420313.224,1430204.153,1443750.448,1453357.334,1446337.959,1446860.068,1442835.402,1440504.662,1439757.938,1440162.661,1445832.133
3,Blue mussel,BFF,9421586.993,9698665.401,9728806.873,9801631.062,9862991.081,9929745.403,10240369.07,10347061.3,10420950.74,10477707.78,10792071.91,10837711.72,10906481.09,11004083.33,11045749.49,11477260.29,11582978.33,11669455.16,11749491.03,12200948.64,12289130.86,12380790.06,12475674.1,12988841.81,13131420,13234318.57,13342774.61,13894529.15,14000028.47,14113019.03,14657766.03,14780823.14,14918622.96,15514060.94,15593876.91,15740528.1,16353155.66,16511632.45,16631153.7,17232409.84,17380349.53,17456741.48,18082964.42,18237509.19,18369723.59,19039010.12,19090790.09,19247822.97,19904075.43,20081506.81,20191603.98,20817340.87,20959595.16,21126162.71,21701165.79,21860857.56,22447467.69,22640412.96,22751618.71,23340433.93,23495315.92,23961283.5,24123640.8,24263549.49,24837623.03,24940456.03,25489039.91,25665288.53,25844731.88,26208556.69,26386164.19,26572214.02,27091074.65,27215710.77,27653835.36,27817375.25,27975475.42,28370530.04,28538545.95,28950341.21,28941983.97,29399827.46,29579252.03,29770269.43,30111875.97,30316082.74,30729237.63,30878577.45,31188240.68
4,Tusk,DEO,1385355.82,1386748.954,1385068.402,1392532.845,1388210.957,1384004.531,1384419.881,1377992.122,1374351.372,1369330.35,1366525.253,1365190.527,1362129.395,1364820.689,1365302.362,1367883.581,1379139.118,1389698.44,1386095.077,1374411.034,1368548.004,1353810.68,1348766.727,1347167.098,1345832.169,1344636.246,1348893.313,1346509.927,1342424.93,1343858.989,1346635.861,1357099.477,1368409.073,1369620.278,1371654.505,1366487.636,1361960.661,1346417.534,1340427.266,1330241.794,1332420.118,1328934.02,1327857.89,1332992.604,1334295.81,1341976.028,1343639.219,1352529.136,1379739.786,1393225.906,1392671.816,1386475.9,1387041.138,1383919.147,1376016.572,1370270.3,1371094.212,1370620.636,1372144.814,1369265.594,1369075.042,1369018.074,1379759.921,1396554.955,1416428.834,1421519.754,1413930.554,1416053.202,1414142.958,1411862.672,1408380.91,1408643.708,1405568.181,1407123.681,1408559.022,1415833.563,1418576.005,1418974.183,1420313.224,1430204.153,1443750.448,1453357.334,1446337.959,1446860.068,1442835.402,1440504.662,1439757.938,1440162.661,1445832.133
5,Fin whale,FWH,798008.0132,797538.469,795326.3497,805295.4229,797154.3429,792013.6604,789820.8466,784909.3471,781401.5444,776871.8197,771268.7108,767549.3709,763294.0957,760383.4786,758521.0119,756531.4687,752663.9545,764031.3871,764887.9362,753862.4808,745908.2385,733544.5818,722790.8105,712791.1601,706262.4554,701198.1777,701275.0047,700805.7162,699558.0647,697024.9323,696692.7971,696278.2879,709143.6953,705080.4355,701099.943,700244.9743,700435.6721,694863.5039,689734.535,684738.6954,682007.9454,680090.2417,676213.9932,672152.2617,668650.3849,666751.3588,663220.2543,660028.7717,672031.683,677061.1845,667916.8873,661201.0141,656874.5958,653281.0238,648038.0363,643774.2275,640131.8988,636727.7673,634196.4211,632163.9054,629172.7564,626813.7713,625790.918,623083.4079,633882.0439,639063.9724,634222.5511,629285.3886,625416.6682,619686.2984,615504.9197,611693.3147,609434.0627,606786.2802,604219.9836,602630.2547,602094.9086,598629.6403,595312.3025,593858.5544,602623.4625,609953.23,604092.8344,599768.3766,594219.847,591264.247,588985.7763,586506.45,585772.7695
6,Wolffish,DEL,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73900.77479,74010.58999,74041.78501,73923.253,74271.40326,74860.56529,75068.77033,74935.38583,74817.71815,74814.18039,74842.34893,74713.46292,74841.97282,74938.20845,74837.00104,74542.40387,74436.39098,74556.05978,74338.33745,73912.05259,73670.92198,73552.31302,73396.27882,73225.79966,73066.08576,72819.30891,72916.67962,72943.49686,73227.51319,73230.99761,73566.39936,73913.61628,74281.90876,74128.5836,73907.60309,73599.51692,73471.91464,73271.93042,73092.52277,73344.71425,73465.14214,73326.06987,73293.24048,73140.88951,73208.54888,73239.21604,73110.79268,73107.68464,73013.67325,72860.97785,72743.0271,72402.4989,72346.73616
7,Hooded seal,HOS,88136.80321,85780.06578,85002.55086,84309.40874,84162.65437,83805.75229,83599.08957,83318.77712,82913.17664,82380.08288,81918.041,81398.67337,80783.38306,80220.88357,79798.92839,79374.87111,78925.1847,78403.38477,77868.53535,77418.52445,76867.53728,76539.45491,76177.29517,75889.05008,75512.87534,75166.81953,74745.61298,74457.76078,74154.76698,74048.62778,73821.28796,73734.0733,73535.91254,73251.46078,73105.09762,72992.35045,72929.34429,72714.95804,72719.3218,72586.60976,72478.97212,72337.70484,72250.89537,72081.4005,71793.29506,71705.61968,71618.91662,71243.38824,71046.52809,70657.08277,70244.95487,69824.46509,69621.56402,69495.80586,69218.01954,68996.19306,68798.73891,68745.39071,68646.2364,68563.8459,68448.34854,68132.01264,68037.21414,67890.58908,67788.27672,67697.16049,67674.51607,67497.5586,67360.61314,67178.80102,67182.11988,67101.60006,66968.89879,66819.39066,66616.49762,66643.08431,66628.74719,66594.93489,66539.62638,66363.74715,66400.97251,66474.27959,66424.69195,66373.63739,66377.26671,66275.83928,66401.21182,66381.99405,66360.03329
8,Haddock,HAD,70493.78408,67715.77419,69555.76728,99390.38597,131244.8488,148035.8177,143840.3884,110014.009,86039.86099,76470.31694,255958.757,487428.9235,620031.4737,699467.8443,670038.6233,549582.8672,399330.6454,269414.3349,196881.7793,202493.9241,230456.8277,245244.872,242157.9862,281067.0416,321852.3753,395691.2714,530069.536,657241.3278,760058.3697,810260.4805,783965.0661,650556.6273,513324.8981,429661.8798,378184.3884,369734.7765,412653.4067,436158.99,441375.8092,423234.9591,549125.6829,727751.3594,827757.5956,869501.0921,859670.5961,761110.0741,658233.1467,563553.1995,493579.4751,436802.5063,388379.2381,383361.727,394333.5231,396263.874,384180.1726,357939.8528,320510.4943,290696.5185,260085.534,236870.6489,202845.2027,190467.2556,179275.0066,172133.186,167430.8569,163521.2955,157868.5984,152251.0174,144279.9472,137850.9357,133467.2905,127115.2016,125353.3083,122235.014,118810.017,113856.5514,109534.1436,106982.8017,340541.4002,638183.1266,832190.7259,926914.0209,934186.3762,840035.6733,761095.2109,688708.4226,645013.5806,609575.3339,582725.5726
9,Blue whiting,BWH,7310678.551,6785716.398,6780900.265,6818389,6804491.942,6723963.946,6418195.189,6277518.782,6183578.598,5977879.252,6028984.515,6611151.971,7066030.158,7434117.343,7841183.105,8052800.46,8105757.643,8467209.344,8406897.468,8233977.549,7972632.346,7746794.068,7861343.42,7601044.521,7217171.172,6874029.678,6508530.4,6091912.485,5781868.811,6010290.995,6410398.139,7546831.171,8332284.486,8807379.284,8773320.704,8671927.345,8364959.693,8073671.894,7767451.431,7473358.785,7237958.303,7127381.351,7012712.928,6960020.031,6935770.298,6905997.741,6878405.981,6871512.729,6896373.341,6937122.86,6963627.354,6987041.123,6979850.011,6962078.223,6949234.531,6940395.004,6933975.574,6954588.375,6933011.929,6934894.224,6925065.53,6916427.065,6905241.313,6928235.301,6959983.767,6963721.625,6981372,6990791.519,7012899.598,6995149.13,7003708.681,6982343.467,6956940.602,6940410.336,6930801.86,6947033.212,6939820.359,6951769.163,6952320.217,6946739.639,6940377.284,6954748.981,6936859.619,6940279.799,6963913.541,6972837.003,6952356.399,6956210.448,6971068.428
10,Atlantic halibut,DEL,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73900.77479,74010.58999,74041.78501,73923.253,74271.40326,74860.56529,75068.77033,74935.38583,74817.71815,74814.18039,74842.34893,74713.46292,74841.97282,74938.20845,74837.00104,74542.40387,74436.39098,74556.05978,74338.33745,73912.05259,73670.92198,73552.31302,73396.27882,73225.79966,73066.08576,72819.30891,72916.67962,72943.49686,73227.51319,73230.99761,73566.39936,73913.61628,74281.90876,74128.5836,73907.60309,73599.51692,73471.91464,73271.93042,73092.52277,73344.71425,73465.14214,73326.06987,73293.24048,73140.88951,73208.54888,73239.21604,73110.79268,73107.68464,73013.67325,72860.97785,72743.0271,72402.4989,72346.73616
