indicatorID,indicator_name,model_group,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068
1,Greenland halibut,GRH,1070452.63,1062427.285,1053019.399,1044237.59,1033776.994,1024122.902,1021692.119,1018679.48,1017704.098,1015541.302,1013468.705,1015387.602,1010052.19,1004543.903,1012416.084,1017594.079,1019889.64,1029246.716,1032186.662,1023377.869,1024934.148,1016417.402,1016621.094,1017893.625,1008275.573,999810.5568,996344.6111,994182.5495,995182.8016,998712.5643,997190.1229,999729.2391,998071.4941,993681.1898,990656.8578,990237.3517,961248.3536,929934.0244,904103.3987,880628.7878,866564.2584,856328.5013,846430.9927,839087.586,835547.9894,837954.6148,837591.8716,833686.5913,834691.4594,834864.7009,834531.0979,832469.8615,831873.0993,830517.1744,827006.9062,822059.5697,820536.6862,819664.8319,818274.2361,815418.7213,813395.8035,810622.42,812069.7282,813052.1753,813964.6408,813048.0308,816594.7207,819194.7928,823001.8467,823453.4563,826489.9646,828482.0693,828280.3628,826102.869,824290.6989,826689.8407,827316.2863,824661.4978,823841.1004,821300.1009,818955.447,817523.1029,813461.5117,810523.6437,810317.4505,810475.5251,815197.0474,813400.5602,809618.0938
2,Blue ling,DEO,1385355.82,1386748.954,1385068.402,1392532.845,1388210.957,1384004.531,1384419.881,1377992.122,1374351.372,1369330.35,1366525.253,1365190.527,1362129.395,1364820.689,1365302.362,1367883.581,1379139.118,1389698.44,1386095.077,1374411.034,1368548.004,1353810.68,1348766.727,1347167.098,1345832.169,1344636.246,1348893.313,1346509.927,1342424.93,1343858.989,1346635.861,1357099.477,1368409.073,1369620.278,1371654.505,1366487.636,1362106.771,1346903.203,1341275.519,1331625.24,1334259.585,1331063.93,1330418.099,1335776.933,1337415.023,1345288.838,1347193.116,1354657.701,1382757.462,1388010.86,1388244.491,1383236.101,1386376.021,1385157.643,1380634.145,1375989.862,1378567.724,1377271.873,1377887.638,1375566.566,1375845.304,1383115.472,1401910.62,1400239.442,1397062.573,1396368.983,1399127.408,1399934.964,1406175.793,1413941.171,1417158.361,1414723.388,1413412.026,1412047.957,1415152.716,1429213.705,1446005.988,1439503.488,1439832.287,1440965.561,1439304.358,1436129.873,1428570.161,1432760.924,1433620.578,1434642.081,1433971.21,1430945.172,1432735.291
3,Blue mussel,BFF,9421586.993,9698665.401,9728806.873,9801631.062,9862991.081,9929745.403,10240369.07,10347061.3,10420950.74,10477707.78,10792071.91,10837711.72,10906481.09,11004083.33,11045749.49,11477260.29,11582978.33,11669455.16,11749491.03,12200948.64,12289130.86,12380790.06,12475674.1,12988841.81,13131420,13234318.57,13342774.61,13894529.15,14000028.47,14113019.03,14657766.03,14780823.14,14918622.96,15514060.94,15593876.91,15740528.1,16352729.15,16511007.35,16630286.6,17238539.44,17385306.93,17462244.93,18091015.88,18243194.09,18377806.15,19049399.35,19097782.11,19692805.54,19851544.82,19990528.19,20590805.17,20758876.64,20885651.78,21485404.78,21604096.35,21759591.53,22379070.65,22525611.28,23103944.09,23285034.04,23426906.09,24000681.08,24147145.18,24731946.92,24819301.02,24985531.26,25524996.62,25710044.21,26154398.41,26322082.57,26454524.7,26953177.56,27090403.59,27520732.68,27711569.78,27845565.43,28261597.09,28410383.54,28800624.82,28803447.86,29274652.21,29455891.13,29843571.71,29978826.38,30380783.47,30639813.38,30931524.27,31099341.61,31232589.52
4,Tusk,DEO,1385355.82,1386748.954,1385068.402,1392532.845,1388210.957,1384004.531,1384419.881,1377992.122,1374351.372,1369330.35,1366525.253,1365190.527,1362129.395,1364820.689,1365302.362,1367883.581,1379139.118,1389698.44,1386095.077,1374411.034,1368548.004,1353810.68,1348766.727,1347167.098,1345832.169,1344636.246,1348893.313,1346509.927,1342424.93,1343858.989,1346635.861,1357099.477,1368409.073,1369620.278,1371654.505,1366487.636,1362106.771,1346903.203,1341275.519,1331625.24,1334259.585,1331063.93,1330418.099,1335776.933,1337415.023,1345288.838,1347193.116,1354657.701,1382757.462,1388010.86,1388244.491,1383236.101,1386376.021,1385157.643,1380634.145,1375989.862,1378567.724,1377271.873,1377887.638,1375566.566,1375845.304,1383115.472,1401910.62,1400239.442,1397062.573,1396368.983,1399127.408,1399934.964,1406175.793,1413941.171,1417158.361,1414723.388,1413412.026,1412047.957,1415152.716,1429213.705,1446005.988,1439503.488,1439832.287,1440965.561,1439304.358,1436129.873,1428570.161,1432760.924,1433620.578,1434642.081,1433971.21,1430945.172,1432735.291
5,Fin whale,FWH,798008.0132,797538.469,795326.3497,805295.4229,797154.3429,792013.6604,789820.8466,784909.3471,781401.5444,776871.8197,771268.7108,767549.3709,763294.0957,760383.4786,758521.0119,756531.4687,752663.9545,764031.3871,764887.9362,753862.4808,745908.2385,733544.5818,722790.8105,712791.1601,706262.4554,701198.1777,701275.0047,700805.7162,699558.0647,697024.9323,696692.7971,696278.2879,709143.6953,705080.4355,701099.943,700244.9743,700438.0953,694872.3091,689750.2479,684758.8629,682030.1845,680113.3365,676229.2503,672162.4502,668664.1429,666769.4834,663245.6704,660021.8239,671360.1685,665598.2577,659211.5923,654266.01,651120.2188,648347.7663,643571.4892,639721.7464,636203.1286,633034.839,630483.5138,628561.801,625691.2819,623901.1437,634256.831,628871.7779,624778.3272,620611.2506,619215.6709,616972.4091,614702.8993,610295.6936,606996.1857,603863.8458,602048.816,599743.6265,597428.7185,599099.4421,609606.0348,603184.5253,597791.6812,594960.1531,593192.9179,590109.8566,587738.6469,585881.5375,582212.944,580424.2027,578977.5981,577176.8765,576465.8381
6,Wolffish,DEL,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73888.86172,73961.54903,73944.00262,73763.62513,74051.39981,74582.39477,74728.98171,74557.33395,74409.64857,74381.08802,74380.06123,74264.03014,74355.15575,74399.44844,74273.58658,73950.7433,73858.45018,74011.15095,73860.65772,73482.28557,73232.28264,73106.74213,72911.31328,72652.81646,72451.85195,72264.7909,72472.79754,72539.60835,72684.68055,72636.97365,72935.3835,73191.4577,73435.85976,73303.14292,73131.78936,72866.91389,72849.98637,72695.31378,72514.83342,72786.04504,72977.63513,72808.88967,72785.32035,72601.507,72534.71102,72462.88874,72278.44366,72127.91724,71959.19086,71796.74805,71820.3844,71672.49434,71322.3133
7,Hooded seal,HOS,88136.80321,85780.06578,85002.55086,84309.40874,84162.65437,83805.75229,83599.08957,83318.77712,82913.17664,82380.08288,81918.041,81398.67337,80783.38306,80220.88357,79798.92839,79374.87111,78925.1847,78403.38477,77868.53535,77418.52445,76867.53728,76539.45491,76177.29517,75889.05008,75512.87534,75166.81953,74745.61298,74457.76078,74154.76698,74048.62778,73821.28796,73734.0733,73535.91254,73251.46078,73105.09762,72992.35045,72929.34365,72714.9533,72719.30853,72586.58212,72478.91585,72337.6206,72250.77173,72081.22202,71793.06598,71705.33996,71618.56892,71242.95527,71046.01295,70656.49161,70244.33587,69824.12123,69621.67493,69495.85712,69218.18082,68996.72869,68799.10916,68745.67101,68646.40843,68564.0971,68448.9847,68132.47038,68037.51095,67890.77241,67788.35017,67697.12213,67674.49221,67498.08837,67361.53533,67179.50905,67182.68283,67102.00479,66969.15338,66819.57368,66616.5796,66643.33999,66629.43963,66595.51024,66540.12435,66364.15678,66401.458,66475.18981,66425.44826,66374.32259,66377.76573,66276.17667,66401.50888,66382.20159,66360.18888
8,Haddock,HAD,70493.78408,67715.77419,69555.76728,99390.38597,131244.8488,148035.8177,143840.3884,110014.009,86039.86099,76470.31694,255958.757,487428.9235,620031.4737,699467.8443,670038.6233,549582.8672,399330.6454,269414.3349,196881.7793,202493.9241,230456.8277,245244.872,242157.9862,281067.0416,321852.3753,395691.2714,530069.536,657241.3278,760058.3697,810260.4805,783965.0661,650556.6273,513324.8981,429661.8798,378184.3884,369734.7765,432143.2109,476766.5337,502739.0096,501127.4874,640619.507,847871.0626,980043.5324,1056329.967,1076526.488,985570.4958,878276.6384,775760.0334,697921.8985,630617.1949,572044.5172,829480.0761,1193955.464,1450638.05,1580904.125,1595918.574,1442260.077,1296944.837,1127544.144,1001564.96,866959.8959,796736.1784,732199.6426,667815.4389,668032.4496,706952.0235,722804.4282,716518.5151,688727.6256,632786.9073,588976.6697,496962.6068,470583.9046,448101.6258,420639.9873,383833.647,352725.7804,320878.1431,296033.0164,273883.763,263358.5363,259590.9349,257877.8626,257835.6277,250432.6207,251370.05,377845.1465,548857.3412,664832.9101
9,Blue whiting,BWH,7310678.551,6785716.398,6780900.265,6818389,6804491.942,6723963.946,6418195.189,6277518.782,6183578.598,5977879.252,6028984.515,6611151.971,7066030.158,7434117.343,7841183.105,8052800.46,8105757.643,8467209.344,8406897.468,8233977.549,7972632.346,7746794.068,7861343.42,7601044.521,7217171.172,6874029.678,6508530.4,6091912.485,5781868.811,6010290.995,6410398.139,7546831.171,8332284.486,8807379.284,8773320.704,8671927.345,8717181.241,8727281.374,8657846.189,8543908.366,8444748.371,8446038.525,8410410.314,8421435.789,8431040.497,8407486.495,8387700.533,8394755.163,8425001.137,8475114.957,8497146.532,8504451.124,8507702.676,8521434.377,8540535.586,8490980.962,8452839.915,8449748.234,8438104.443,8422692.408,8420827.545,8437499.483,8455507.54,8487349.338,8481002.562,8477835.052,8458341.372,8462848.99,8488112.674,8490639.796,8480561.67,8479429.164,8459149.658,8468751.092,8461782.135,8473049.314,8485351.42,8483990.685,8483539.511,8475020.918,8464908.121,8472305.008,8452525.15,8434386.17,8454000.485,8470217.232,8478026.964,8471876.596,8446452.23
10,Atlantic halibut,DEL,77588.29485,77938.13882,78230.29921,78101.08962,77715.24637,77356.28237,77641.41615,77654.87235,77619.37682,77597.03128,77399.86689,77133.8129,76774.1192,76842.88503,77094.31184,77388.22701,77747.99726,77794.16262,77556.57669,77558.75844,77620.24959,77060.55327,76435.01605,76278.66421,75969.86997,75738.00293,75946.81227,75592.56586,75085.56911,74435.56785,73927.7191,73749.3939,73608.27553,73468.01676,73325.99492,73447.72227,73888.86172,73961.54903,73944.00262,73763.62513,74051.39981,74582.39477,74728.98171,74557.33395,74409.64857,74381.08802,74380.06123,74264.03014,74355.15575,74399.44844,74273.58658,73950.7433,73858.45018,74011.15095,73860.65772,73482.28557,73232.28264,73106.74213,72911.31328,72652.81646,72451.85195,72264.7909,72472.79754,72539.60835,72684.68055,72636.97365,72935.3835,73191.4577,73435.85976,73303.14292,73131.78936,72866.91389,72849.98637,72695.31378,72514.83342,72786.04504,72977.63513,72808.88967,72785.32035,72601.507,72534.71102,72462.88874,72278.44366,72127.91724,71959.19086,71796.74805,71820.3844,71672.49434,71322.3133
