rgn_id,stock_id_taxonkey,year,mean_catch
1,Sebastes_marinus-27_600501,1981,64317.17681
1,Sebastes_marinus-27_600501,1982,64317.17681
1,Sebastes_marinus-27_600501,1983,64317.17681
1,Sebastes_marinus-27_600501,1984,64317.17681
1,Sebastes_marinus-27_600501,1985,64317.17681
1,Sebastes_marinus-27_600501,1986,64317.17681
1,Sebastes_marinus-27_600501,1987,64317.17681
1,Sebastes_marinus-27_600501,1988,64317.17681
1,Sebastes_marinus-27_600501,1989,64317.17681
1,Sebastes_marinus-27_600501,1990,64317.17681
1,Sebastes_marinus-27_600501,1991,64317.17681
1,Sebastes_marinus-27_600501,1992,64317.17681
1,Sebastes_marinus-27_600501,1993,64317.17681
1,Sebastes_marinus-27_600501,1994,64317.17681
1,Sebastes_marinus-27_600501,1995,64317.17681
1,Sebastes_marinus-27_600501,1996,64317.17681
1,Sebastes_marinus-27_600501,1997,64317.17681
1,Sebastes_marinus-27_600501,1998,64317.17681
1,Sebastes_marinus-27_600501,1999,64317.17681
1,Sebastes_marinus-27_600501,2000,64317.17681
1,Sebastes_marinus-27_600501,2001,64317.17681
1,Sebastes_marinus-27_600501,2002,64317.17681
1,Sebastes_marinus-27_600501,2003,64317.17681
1,Sebastes_marinus-27_600501,2004,64317.17681
1,Sebastes_marinus-27_600501,2005,64317.17681
1,Sebastes_marinus-27_600501,2006,64317.17681
1,Sebastes_marinus-27_600501,2007,64317.17681
1,Sebastes_marinus-27_600501,2008,64317.17681
1,Sebastes_marinus-27_600501,2009,64317.17681
1,Sebastes_marinus-27_600501,2010,64317.17681
1,Sebastes_marinus-27_600501,2011,64317.17681
1,Sebastes_marinus-27_600501,2012,64317.17681
1,Sebastes_marinus-27_600501,2013,64317.17681
1,Sebastes_marinus-27_600501,2014,64317.17681
1,Sebastes_marinus-27_600501,2015,64317.17681
1,Sebastes_mentella-27_600505,1981,25837.28662
1,Sebastes_mentella-27_600505,1982,25837.28662
1,Sebastes_mentella-27_600505,1983,25837.28662
1,Sebastes_mentella-27_600505,1984,25837.28662
1,Sebastes_mentella-27_600505,1985,25837.28662
1,Sebastes_mentella-27_600505,1986,25837.28662
1,Sebastes_mentella-27_600505,1987,25837.28662
1,Sebastes_mentella-27_600505,1988,25837.28662
1,Sebastes_mentella-27_600505,1989,25837.28662
1,Sebastes_mentella-27_600505,1990,25837.28662
1,Sebastes_mentella-27_600505,1991,25837.28662
1,Sebastes_mentella-27_600505,1992,25837.28662
1,Sebastes_mentella-27_600505,1993,25837.28662
1,Sebastes_mentella-27_600505,1994,25837.28662
1,Sebastes_mentella-27_600505,1995,25837.28662
1,Sebastes_mentella-27_600505,1996,25837.28662
1,Sebastes_mentella-27_600505,1997,25837.28662
1,Sebastes_mentella-27_600505,1998,25837.28662
1,Sebastes_mentella-27_600505,1999,25837.28662
1,Sebastes_mentella-27_600505,2000,25837.28662
1,Sebastes_mentella-27_600505,2001,25837.28662
1,Sebastes_mentella-27_600505,2002,25837.28662
1,Sebastes_mentella-27_600505,2003,25837.28662
1,Sebastes_mentella-27_600505,2004,25837.28662
1,Sebastes_mentella-27_600505,2005,25837.28662
1,Sebastes_mentella-27_600505,2006,25837.28662
1,Sebastes_mentella-27_600505,2007,25837.28662
1,Sebastes_mentella-27_600505,2008,25837.28662
1,Sebastes_mentella-27_600505,2009,25837.28662
1,Sebastes_mentella-27_600505,2010,25837.28662
1,Sebastes_mentella-27_600505,2011,25837.28662
