year,Scientific_Name,Common_Name,fao_rgn,stock_id,TaxonKey,Resilience,tons
1997,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,10254.99264
1998,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,9882.236502
1999,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,9547.255203
2000,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,9205.55287
2001,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,8868.965962
2002,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,8620.467221
2003,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,8362.870356
2004,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,8223.178752
2005,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,8220.551889
2006,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,8226.908152
2007,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,8180.053519
2008,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,8084.805319
2009,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,7985.389739
2010,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,7898.310334
2011,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,7789.06345
2012,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,7610.35105
2013,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,7513.456611
2014,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,7430.157841
2015,Reinhardtius hippoglossoides,Greenland halibut,27,Reinhardtius_hippoglossoides-27,600516,Low,7438.843634
1981,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,3027387.071
1982,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,1978600.4
1983,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,1377690.41
1984,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,1015366.417
1985,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,791777.2956
1986,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,665452.2169
1987,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,585036.5193
1988,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,523433.9863
1989,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,481473.8738
1990,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,449371.3252
1991,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,424916.119
1992,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,407828.5325
1993,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,396892.6229
1994,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,387353.9445
1995,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,378244.1225
1996,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,371620.3103
1997,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,364882.0176
1998,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,359601.2356
1999,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,355063.0622
2000,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,349719.813
2001,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,345264.4966
2002,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,340051.4234
2003,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,337552.2328
2004,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,336596.0459
2005,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,336011.865
2006,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,335103.0303
2007,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,334955.4056
2008,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,333252.1093
2009,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,331148.1832
2010,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,331319.5627
2011,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,327876.0633
2012,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,324711.997
2013,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,326234.0787
2014,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,328351.8353
2015,Melanogrammus aeglefinus,Haddock,27,Melanogrammus_aeglefinus-27,601381,Medium,330500.21
1981,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,154570.2432
1982,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,133261.518
1983,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,114488.631
1984,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,97681.13164
1985,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,82069.897
1986,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,70283.18622
1987,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,59899.77783
1988,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,51488.95809
1989,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,44698.67977
1990,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,38624.30983
1991,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,33975.3753
1992,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,30303.96883
1993,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,27304.93284
1994,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,25008.45821
1995,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,23198.30149
1996,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,21756.23018
1997,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,20784.03486
1998,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,19976.55081
1999,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,19206.3006
2000,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,18672.89874
2001,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,18302.03504
2002,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,17831.15195
2003,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,17454.15533
2004,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,17057.85523
2005,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,16656.7749
2006,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,16370.65287
2007,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,16091.88714
2008,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,15749.05567
2009,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,15501.87695
2010,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,15343.93719
2011,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,15129.46896
2012,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,14954.09713
2013,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,14873.70175
2014,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,14719.83914
2015,Pollachius virens,Saithe,27,Pollachius_virens-27,601343,Medium,14617.3318
1981,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,132198.5143
1982,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,103665.4229
1983,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,84528.72395
1984,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,67463.49629
1985,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,56051.64194
1986,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,50365.16977
1987,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,42814.55212
1988,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,37674.9471
1989,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,33497.49686
1990,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,32301.15673
1991,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,31504.48679
1992,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,32188.63888
1993,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,35646.85151
1994,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,30861.9843
1995,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,27021.70508
1996,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,25908.29852
1997,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,26353.87038
1998,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,26270.98
1999,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,26477.13722
2000,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,25883.08651
2001,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,26777.26772
2002,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,24772.81999
2003,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,23151.27336
2004,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,22598.51783
2005,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,22674.36994
2006,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,22429.17778
2007,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,21655.01779
2008,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,22109.87144
2009,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,21627.77858
2010,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,19864.50078
2011,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,18344.91059
2012,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,19078.65462
2013,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,20769.96709
2014,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,19814.82871
2015,Sebastes mentella,Deepwater redfish,27,Sebastes_mentella-27,600505,NA,18852.42229
1981,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,2050343.312
1982,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,1225394.22
1983,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,893803.4713
1984,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,719958.8318
1985,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,608347.0343
1986,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,534531.2366
1987,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,516105.0581
1988,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,471086.2815
1989,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,417366.1107
1990,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,375916.9065
1991,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,365340.8217
1992,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,350965.5562
1993,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,340173.259
1994,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,322565.0204
1995,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,294119.8517
1996,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,291737.7484
1997,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,285959.3904
1998,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,289308.8928
1999,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,290259.2427
2000,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,270953.7502
2001,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,265945.6435
2002,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,273660.5836
2003,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,261496.5905
2004,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,266560.2965
2005,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,268238.4275
2006,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,263869.0564
2007,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,262107.6489
2008,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,271182.5102
2009,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,264382.4028
2010,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,257959.1254
2011,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,250682.3833
2012,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,246158.4487
2013,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,252270.1815
2014,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,260387.303
2015,Gadus morhua,Atlantic cod,27,Gadus_morhua-27,600069,Medium,261778.3942
1981,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,70306.42037
1982,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,2115986.306
1983,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,2396275.661
1984,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,802018.1262
1985,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,152214.3501
1986,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,269993.5832
1987,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,346542.2743
1988,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,125930.4048
1989,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,106570.824
1990,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,160656.5251
1991,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,87407.11021
1992,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,49475.9533
1993,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,85548.73841
1994,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,168095.5662
1995,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,122705.9623
1996,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,42578.88339
1997,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,121221.513
1998,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,125213.6419
1999,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,99775.21448
2000,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,99064.27809
2001,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,79671.47474
2002,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,62274.99733
2003,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,57549.20954
2004,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,53765.33792
2005,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,51209.64732
2006,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,61616.43658
2007,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,75364.03881
2008,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,64428.77505
2009,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,76098.20687
2010,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,69068.50249
2011,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,47204.18394
2012,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,56041.45259
2013,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,38264.84669
2014,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,34966.70435
2015,Mallotus villosus,Capelin,27,Mallotus_villosus-27,600252,Medium,35434.51466
