"year","score","scenario"
1981,0.847515468343777,"fmsy0"
1982,0.878790997491906,"fmsy0"
1983,0.891060856767517,"fmsy0"
1984,0.881074815740333,"fmsy0"
1985,0.867950102730974,"fmsy0"
1986,0.893606208102269,"fmsy0"
1987,0.920439052947623,"fmsy0"
1988,0.948410820685845,"fmsy0"
1989,0.952828903107354,"fmsy0"
1990,0.963071658793394,"fmsy0"
1991,0.931891866017008,"fmsy0"
1992,0.978435645705241,"fmsy0"
1993,0.972049698359631,"fmsy0"
1994,0.939440614040532,"fmsy0"
1995,0.966463213577137,"fmsy0"
1996,0.966014764101832,"fmsy0"
1997,0.962600438881023,"fmsy0"
1998,0.961503821948292,"fmsy0"
1999,0.942653402280116,"fmsy0"
2000,0.951004433591241,"fmsy0"
2001,0.955273345877116,"fmsy0"
2002,0.96069879294715,"fmsy0"
2003,0.98813760117771,"fmsy0"
2004,0.958591424358995,"fmsy0"
2005,0.969172084055512,"fmsy0"
2006,0.955927401498012,"fmsy0"
2007,0.937772764253129,"fmsy0"
2008,0.927557058482977,"fmsy0"
2009,0.928146624742623,"fmsy0"
2010,0.90779765672568,"fmsy0"
2011,0.946738794038895,"fmsy0"
2012,0.940756721781631,"fmsy0"
2013,0.935874886197998,"fmsy0"
2014,0.900027419496455,"fmsy0"
2015,0.940113432591824,"fmsy0"
1981,0.842840772584547,"fmsy1"
1982,0.879804732866764,"fmsy1"
1983,0.888172375823938,"fmsy1"
1984,0.846312222804912,"fmsy1"
1985,0.869007747918061,"fmsy1"
1986,0.88824448697454,"fmsy1"
1987,0.920230610647307,"fmsy1"
1988,0.96417739613248,"fmsy1"
1989,0.949732181579748,"fmsy1"
1990,0.964818905202287,"fmsy1"
1991,0.922335168983432,"fmsy1"
1992,0.982302806616837,"fmsy1"
1993,0.970369174843419,"fmsy1"
1994,0.9575713469715,"fmsy1"
1995,0.970566526199797,"fmsy1"
1996,0.956228319214654,"fmsy1"
1997,0.931359795992867,"fmsy1"
1998,0.943087481665312,"fmsy1"
1999,0.916917846439316,"fmsy1"
2000,0.918367021240749,"fmsy1"
2001,0.90653645866544,"fmsy1"
2002,0.940570191208733,"fmsy1"
2003,0.974633953526843,"fmsy1"
2004,0.973522474737782,"fmsy1"
2005,0.958111383215581,"fmsy1"
2006,0.932562652596712,"fmsy1"
2007,0.934031319787535,"fmsy1"
2008,0.92865271405357,"fmsy1"
2009,0.961892673228648,"fmsy1"
2010,0.933949528842549,"fmsy1"
2011,0.940282349909822,"fmsy1"
2012,0.938436731564603,"fmsy1"
2013,0.897149094148317,"fmsy1"
2014,0.934148772759405,"fmsy1"
2015,0.962766951536764,"fmsy1"
1981,0.866363041029942,"fmsy2"
1982,0.875233378810394,"fmsy2"
1983,0.876598994461873,"fmsy2"
1984,0.848638040954107,"fmsy2"
1985,0.890991820096857,"fmsy2"
1986,0.869774899288309,"fmsy2"
1987,0.899525354750192,"fmsy2"
1988,0.915504257289765,"fmsy2"
1989,0.935780697317677,"fmsy2"
1990,0.935677248247766,"fmsy2"
1991,0.890953400731724,"fmsy2"
1992,0.913205102988332,"fmsy2"
1993,0.907767220781539,"fmsy2"
1994,0.888109818757197,"fmsy2"
1995,0.896470706681628,"fmsy2"
1996,0.850805187911591,"fmsy2"
1997,0.916068094022901,"fmsy2"
1998,0.858206048287497,"fmsy2"
1999,0.902098115107471,"fmsy2"
2000,0.872044321893821,"fmsy2"
2001,0.852937290469878,"fmsy2"
2002,0.878294341079849,"fmsy2"
2003,0.878361427170951,"fmsy2"
2004,0.86620889336905,"fmsy2"
2005,0.894471426394223,"fmsy2"
2006,0.876675181618343,"fmsy2"
2007,0.902764688047064,"fmsy2"
2008,0.899881550768998,"fmsy2"
2009,0.882062935023917,"fmsy2"
2010,0.844260076880243,"fmsy2"
2011,0.865895099773487,"fmsy2"
2012,0.891402610670625,"fmsy2"
2013,0.822666921842729,"fmsy2"
2014,0.895315716209296,"fmsy2"
2015,0.84612838884636,"fmsy2"
