indicatorID,indicator_name,model_group,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
21,Herring,SSH,1531346.095,1550260.011,1580233.614,1606003.877,1666541.851,1674694.547,1710906.469,1745258.944,1776304.797,1828473.237,1855290.115,1874211.708,1922224.958,1923479.679,1947690.557,1994209.778,2036929.238,2056278.17,2049559.823,2078105.743,2089890.226,2090761.453,2095754.042,2135168.728,2144049.106,2141043.237,2126413.257,2141342.302,2145735.008,2138969.867,2157175.428,2158349.611,2137451.424,2160788.871,2172160.854
22,Deep sea redfish,REO,999228.9527,847451.69,733359.3531,652562.1013,607255.6669,560437.4782,504367.2145,497294.6225,486038.9179,442824.5605,418346.8978,408066.1274,381352.4481,370290.3268,363528.0245,376921.1188,372493.6151,349392.2751,331181.6793,326091.2014,335797.9975,343219.4365,347828.6566,351682.0596,334977.1188,315792.6006,303086.488,312911.0654,313867.4201,312266.7367,327167.7638,320690.6434,303261.24,305977.004,313304.9562
23,Cuvie,BFF,4669069.831,4655266.189,4613471.357,4582388.446,4482776.639,4463209.603,4445757.684,4461365.779,4460907.041,4444560.422,4394836.168,4337589.758,4212060.123,4143659.463,4127557.543,4078119.017,4075282.234,4057033.233,4040365.248,4046658.507,4015181.123,3966674.211,4004862.172,4000366.689,3989859.801,3955075.896,3897394.291,3867028.571,3787871.013,3746922.097,3737816.79,3743155.825,3706360.028,3691172.857,3682617.904
24,Atlantic cod,NCO,1908588.676,1575760.022,1412439.002,1294207.315,1381786.347,1336169.769,1297762.18,1230995.145,1175387.934,1165413.364,1170686.705,1251942.929,1336538.798,1382128.491,1334608.128,1373304.767,1308131.456,1257968.478,1194005.694,1150454.45,1165367.97,1275162.384,1298260.279,1320529.135,1263177.096,1232884.254,1242735.895,1233303.53,1279923.887,1287558.447,1269164.704,1205030.578,1157283.924,1219650.519,1206067.332
25,Golden redfish,RED,484497.4686,423935.0617,390521.3394,349201.8412,330294.5288,304875.993,263953.5927,249700.4751,237837.337,246663.1449,244754.2145,251092.9303,249987.7541,239787.9656,227323.176,234673.6363,221145.243,212368.5081,192886.6602,227567.5376,220561.6043,209732.4928,205763.1288,196487.3465,199162.937,173386.5977,190029.7092,208159.393,188765.479,179235.5649,190571.9769,181403.3789,179708.3528,195552.4159,170274.9
26,Minke whale,MWH,961721.1781,963495.4921,963323.0945,962374.1723,964016.6331,968912.4408,969588.4735,971791.8179,972444.5999,971763.9764,973176.303,972498.6644,974517.2221,978032.096,982294.3942,980685.9474,977007.0666,981361.0726,987775.4435,992887.6432,996488.908,999190.4602,1001054.198,1002391.863,1002949.802,1003552.448,1004005.821,1004209.74,1004233.719,1004071.97,1003486.438,1003160.42,1002669.012,1002027.396,1001307.685
27,"Rays, skates",SSK,99216.62233,99350.51734,99637.84797,100209.0216,100862.9915,101510.5848,102318.1757,103070.828,104043.8484,104688.7253,105439.08,105986.9716,106503.6832,106812.0135,106983.3896,107241.9834,107402.456,107430.751,107575.425,107336.7057,107474.8164,107678.8437,107815.2071,108100.4326,108323.6491,108550.872,108383.719,108478.7585,108600.54,108721.1786,108789.7416,108977.8293,109025.494,109066.2404,109139.2395
28,Dogfish,SHO,575135.8621,585429.1486,594135.5199,601318.9376,608054.8917,611707.7537,613278.0156,615964.1875,618681.7761,620203.537,621709.8627,623706.7848,623742.7769,627241.5031,627207.0993,628494.261,625935.8347,624712.4594,624671.5267,625410.9337,625955.5519,627042.2184,625114.8634,626781.7243,623824.5593,623272.966,622886.9022,622013.6001,620432.0042,619945.5624,620874.0653,619966.8073,618416.826,617311.6354,617222.5955
29,Northern fulmar,SBA,25005.87103,25318.32216,25561.67044,25750.48371,25944.83705,26184.61881,26369.20167,26543.22655,26678.65878,26762.93609,26867.52713,26912.00316,27007.3324,27132.40788,27251.01608,27285.44632,27278.84984,27314.03333,27356.31299,27390.17276,27420.97757,27451.47706,27476.72451,27495.45338,27511.90403,27532.11833,27553.94737,27572.43047,27586.93325,27591.95702,27597.19217,27596.85323,27597.41968,27598.91487,27604.67062
30,Northern gannet,SBB,5002.813046,5012.165694,5020.281978,5025.431204,5030.899173,5033.148652,5039.042735,5043.606498,5049.021384,5053.931691,5057.33055,5056.913208,5061.430328,5072.891966,5078.071349,5080.647206,5081.083288,5085.86858,5088.871086,5090.639406,5091.03646,5090.37669,5088.853239,5086.885093,5083.962105,5081.472101,5078.152357,5074.206784,5070.444999,5066.344264,5061.701271,5056.583183,5050.867923,5045.313282,5039.42751
31,Great cormorant,SBB,5002.813046,5012.165694,5020.281978,5025.431204,5030.899173,5033.148652,5039.042735,5043.606498,5049.021384,5053.931691,5057.33055,5056.913208,5061.430328,5072.891966,5078.071349,5080.647206,5081.083288,5085.86858,5088.871086,5090.639406,5091.03646,5090.37669,5088.853239,5086.885093,5083.962105,5081.472101,5078.152357,5074.206784,5070.444999,5066.344264,5061.701271,5056.583183,5050.867923,5045.313282,5039.42751
32,European shag,SBB,5002.813046,5012.165694,5020.281978,5025.431204,5030.899173,5033.148652,5039.042735,5043.606498,5049.021384,5053.931691,5057.33055,5056.913208,5061.430328,5072.891966,5078.071349,5080.647206,5081.083288,5085.86858,5088.871086,5090.639406,5091.03646,5090.37669,5088.853239,5086.885093,5083.962105,5081.472101,5078.152357,5074.206784,5070.444999,5066.344264,5061.701271,5056.583183,5050.867923,5045.313282,5039.42751
33,Great skua,SBA,25005.87103,25318.32216,25561.67044,25750.48371,25944.83705,26184.61881,26369.20167,26543.22655,26678.65878,26762.93609,26867.52713,26912.00316,27007.3324,27132.40788,27251.01608,27285.44632,27278.84984,27314.03333,27356.31299,27390.17276,27420.97757,27451.47706,27476.72451,27495.45338,27511.90403,27532.11833,27553.94737,27572.43047,27586.93325,27591.95702,27597.19217,27596.85323,27597.41968,27598.91487,27604.67062
34,Black-legged kittiwake,SBB,5002.813046,5012.165694,5020.281978,5025.431204,5030.899173,5033.148652,5039.042735,5043.606498,5049.021384,5053.931691,5057.33055,5056.913208,5061.430328,5072.891966,5078.071349,5080.647206,5081.083288,5085.86858,5088.871086,5090.639406,5091.03646,5090.37669,5088.853239,5086.885093,5083.962105,5081.472101,5078.152357,5074.206784,5070.444999,5066.344264,5061.701271,5056.583183,5050.867923,5045.313282,5039.42751
35,Arctic tern,SBB,5002.813046,5012.165694,5020.281978,5025.431204,5030.899173,5033.148652,5039.042735,5043.606498,5049.021384,5053.931691,5057.33055,5056.913208,5061.430328,5072.891966,5078.071349,5080.647206,5081.083288,5085.86858,5088.871086,5090.639406,5091.03646,5090.37669,5088.853239,5086.885093,5083.962105,5081.472101,5078.152357,5074.206784,5070.444999,5066.344264,5061.701271,5056.583183,5050.867923,5045.313282,5039.42751
36,Razorbill,SBB,5002.813046,5012.165694,5020.281978,5025.431204,5030.899173,5033.148652,5039.042735,5043.606498,5049.021384,5053.931691,5057.33055,5056.913208,5061.430328,5072.891966,5078.071349,5080.647206,5081.083288,5085.86858,5088.871086,5090.639406,5091.03646,5090.37669,5088.853239,5086.885093,5083.962105,5081.472101,5078.152357,5074.206784,5070.444999,5066.344264,5061.701271,5056.583183,5050.867923,5045.313282,5039.42751
37,Common guillemot,SBA,25005.87103,25318.32216,25561.67044,25750.48371,25944.83705,26184.61881,26369.20167,26543.22655,26678.65878,26762.93609,26867.52713,26912.00316,27007.3324,27132.40788,27251.01608,27285.44632,27278.84984,27314.03333,27356.31299,27390.17276,27420.97757,27451.47706,27476.72451,27495.45338,27511.90403,27532.11833,27553.94737,27572.43047,27586.93325,27591.95702,27597.19217,27596.85323,27597.41968,27598.91487,27604.67062
38,Brünnich guillemot,SBA,25005.87103,25318.32216,25561.67044,25750.48371,25944.83705,26184.61881,26369.20167,26543.22655,26678.65878,26762.93609,26867.52713,26912.00316,27007.3324,27132.40788,27251.01608,27285.44632,27278.84984,27314.03333,27356.31299,27390.17276,27420.97757,27451.47706,27476.72451,27495.45338,27511.90403,27532.11833,27553.94737,27572.43047,27586.93325,27591.95702,27597.19217,27596.85323,27597.41968,27598.91487,27604.67062
39,Atlantic puffin,SBB,5002.813046,5012.165694,5020.281978,5025.431204,5030.899173,5033.148652,5039.042735,5043.606498,5049.021384,5053.931691,5057.33055,5056.913208,5061.430328,5072.891966,5078.071349,5080.647206,5081.083288,5085.86858,5088.871086,5090.639406,5091.03646,5090.37669,5088.853239,5086.885093,5083.962105,5081.472101,5078.152357,5074.206784,5070.444999,5066.344264,5061.701271,5056.583183,5050.867923,5045.313282,5039.42751
40,White-tailed eagle,SBB,5002.813046,5012.165694,5020.281978,5025.431204,5030.899173,5033.148652,5039.042735,5043.606498,5049.021384,5053.931691,5057.33055,5056.913208,5061.430328,5072.891966,5078.071349,5080.647206,5081.083288,5085.86858,5088.871086,5090.639406,5091.03646,5090.37669,5088.853239,5086.885093,5083.962105,5081.472101,5078.152357,5074.206784,5070.444999,5066.344264,5061.701271,5056.583183,5050.867923,5045.313282,5039.42751
41,Common eider,SBA,25005.87103,25318.32216,25561.67044,25750.48371,25944.83705,26184.61881,26369.20167,26543.22655,26678.65878,26762.93609,26867.52713,26912.00316,27007.3324,27132.40788,27251.01608,27285.44632,27278.84984,27314.03333,27356.31299,27390.17276,27420.97757,27451.47706,27476.72451,27495.45338,27511.90403,27532.11833,27553.94737,27572.43047,27586.93325,27591.95702,27597.19217,27596.85323,27597.41968,27598.91487,27604.67062
42,Hoppekreps,ZS,36152744.63,21616437.08,28389572,53459442.48,11196614.31,3620093.762,12939277.92,31970486.51,45002478.33,46064991.15,67883197.98,41379733.75,59613941.47,31416858.99,33007312.77,26734907.04,192894.2056,29898537.23,19545649.04,38442687.31,66748908.67,10606566.5,140099301.7,8205276.588,34631468.85,28111769.25,9636412.844,42634580.33,14199626.74,49216916.35,34638446.99,28570355.27,11217764.26,52701347.59,82536390.77
43,Caryophyllia smithii,COR,10441219.56,10427928.12,10405328.92,10694240.05,10767394.4,10836702,10863079.66,10890566.41,10914120.81,11290028.74,11437575.1,11492245.09,11481921.87,11600426.62,12074501.14,12328781.27,12701621.82,12778973.63,12837178.35,13079110.29,13739298.87,13916235.26,14348036.09,14427482.09,14737406.6,15414815.87,15653560.04,16127204.84,16185324.08,16328771.58,16497439.28,17399727.71,17574903.61,18021686.91,18323073.28
44,Cerianthus lloydii,BC,7998105.608,8274045.791,8521491.539,8834124.535,9166709.868,9500794.896,9859122.882,10216947.3,10560978.83,10871362.82,11114891.48,11239576.44,11178980.07,10915905.48,10567883.59,10296027.82,10188719.53,10243148.14,10414127.27,10625736.47,10861691.84,11104677.17,11341414.39,11561264.46,11758105.12,11928311.69,12073074.44,12196235.3,12302109.1,12395805.6,12485654.95,12574555.72,12665345.12,12762386.26,12864993.42
45,Filograna implexa,BC,7998105.608,8274045.791,8521491.539,8834124.535,9166709.868,9500794.896,9859122.882,10216947.3,10560978.83,10871362.82,11114891.48,11239576.44,11178980.07,10915905.48,10567883.59,10296027.82,10188719.53,10243148.14,10414127.27,10625736.47,10861691.84,11104677.17,11341414.39,11561264.46,11758105.12,11928311.69,12073074.44,12196235.3,12302109.1,12395805.6,12485654.95,12574555.72,12665345.12,12762386.26,12864993.42
46,Geodia spp,SPO,9895839.176,9900744.858,9904669.047,9942776.629,9961863.723,9976412.198,9979122.728,9984682.561,9993137.93,10028705.66,10033981.8,10042151.62,10047238.31,10065764.34,10104734.1,10118181,10142474.49,10153079.23,10162563.21,10182520.78,10225377.9,10234411.74,10243762.4,10258685.62,10279502.13,10327535.68,10340887.63,10352827.38,10362032.05,10376532.95,10394032.87,10434964.87,10444441.83,10457246.81,10475762.04
47,Gorgonocephalus arcticus,BC,7998105.608,8274045.791,8521491.539,8834124.535,9166709.868,9500794.896,9859122.882,10216947.3,10560978.83,10871362.82,11114891.48,11239576.44,11178980.07,10915905.48,10567883.59,10296027.82,10188719.53,10243148.14,10414127.27,10625736.47,10861691.84,11104677.17,11341414.39,11561264.46,11758105.12,11928311.69,12073074.44,12196235.3,12302109.1,12395805.6,12485654.95,12574555.72,12665345.12,12762386.26,12864993.42
48,Gorgonocephalus eucnemis,BC,7998105.608,8274045.791,8521491.539,8834124.535,9166709.868,9500794.896,9859122.882,10216947.3,10560978.83,10871362.82,11114891.48,11239576.44,11178980.07,10915905.48,10567883.59,10296027.82,10188719.53,10243148.14,10414127.27,10625736.47,10861691.84,11104677.17,11341414.39,11561264.46,11758105.12,11928311.69,12073074.44,12196235.3,12302109.1,12395805.6,12485654.95,12574555.72,12665345.12,12762386.26,12864993.42
49,Gorgonocephalus lamarcki,BC,7998105.608,8274045.791,8521491.539,8834124.535,9166709.868,9500794.896,9859122.882,10216947.3,10560978.83,10871362.82,11114891.48,11239576.44,11178980.07,10915905.48,10567883.59,10296027.82,10188719.53,10243148.14,10414127.27,10625736.47,10861691.84,11104677.17,11341414.39,11561264.46,11758105.12,11928311.69,12073074.44,12196235.3,12302109.1,12395805.6,12485654.95,12574555.72,12665345.12,12762386.26,12864993.42
50,Heliometra glacialis,BC,7998105.608,8274045.791,8521491.539,8834124.535,9166709.868,9500794.896,9859122.882,10216947.3,10560978.83,10871362.82,11114891.48,11239576.44,11178980.07,10915905.48,10567883.59,10296027.82,10188719.53,10243148.14,10414127.27,10625736.47,10861691.84,11104677.17,11341414.39,11561264.46,11758105.12,11928311.69,12073074.44,12196235.3,12302109.1,12395805.6,12485654.95,12574555.72,12665345.12,12762386.26,12864993.42
51,Lophelia sp,COR,10441219.56,10427928.12,10405328.92,10694240.05,10767394.4,10836702,10863079.66,10890566.41,10914120.81,11290028.74,11437575.1,11492245.09,11481921.87,11600426.62,12074501.14,12328781.27,12701621.82,12778973.63,12837178.35,13079110.29,13739298.87,13916235.26,14348036.09,14427482.09,14737406.6,15414815.87,15653560.04,16127204.84,16185324.08,16328771.58,16497439.28,17399727.71,17574903.61,18021686.91,18323073.28
52,Phakellia ventilabrum,COR,10441219.56,10427928.12,10405328.92,10694240.05,10767394.4,10836702,10863079.66,10890566.41,10914120.81,11290028.74,11437575.1,11492245.09,11481921.87,11600426.62,12074501.14,12328781.27,12701621.82,12778973.63,12837178.35,13079110.29,13739298.87,13916235.26,14348036.09,14427482.09,14737406.6,15414815.87,15653560.04,16127204.84,16185324.08,16328771.58,16497439.28,17399727.71,17574903.61,18021686.91,18323073.28
53,Poliometra prolixa,BC,7998105.608,8274045.791,8521491.539,8834124.535,9166709.868,9500794.896,9859122.882,10216947.3,10560978.83,10871362.82,11114891.48,11239576.44,11178980.07,10915905.48,10567883.59,10296027.82,10188719.53,10243148.14,10414127.27,10625736.47,10861691.84,11104677.17,11341414.39,11561264.46,11758105.12,11928311.69,12073074.44,12196235.3,12302109.1,12395805.6,12485654.95,12574555.72,12665345.12,12762386.26,12864993.42
54,Tentorium semisuberites,COR,10441219.56,10427928.12,10405328.92,10694240.05,10767394.4,10836702,10863079.66,10890566.41,10914120.81,11290028.74,11437575.1,11492245.09,11481921.87,11600426.62,12074501.14,12328781.27,12701621.82,12778973.63,12837178.35,13079110.29,13739298.87,13916235.26,14348036.09,14427482.09,14737406.6,15414815.87,15653560.04,16127204.84,16185324.08,16328771.58,16497439.28,17399727.71,17574903.61,18021686.91,18323073.28
55,Umbellula encrinus,BC,7998105.608,8274045.791,8521491.539,8834124.535,9166709.868,9500794.896,9859122.882,10216947.3,10560978.83,10871362.82,11114891.48,11239576.44,11178980.07,10915905.48,10567883.59,10296027.82,10188719.53,10243148.14,10414127.27,10625736.47,10861691.84,11104677.17,11341414.39,11561264.46,11758105.12,11928311.69,12073074.44,12196235.3,12302109.1,12395805.6,12485654.95,12574555.72,12665345.12,12762386.26,12864993.42
