"","year","score","scenario","type"
"135",2010,0.855995798099657,"fmsy0","benthic"
"136",2011,0.856354432742572,"fmsy0","benthic"
"137",2012,0.855372895353894,"fmsy0","benthic"
"138",2013,0.855943177617196,"fmsy0","benthic"
"139",2014,0.854579420856198,"fmsy0","benthic"
"140",2015,0.854463454989066,"fmsy0","benthic"
"141",1981,0.85086864391088,"fmsy1","benthic"
"142",1982,0.856122100157391,"fmsy1","benthic"
"143",1983,0.852693507214567,"fmsy1","benthic"
"144",1984,0.863788220756807,"fmsy1","benthic"
"145",1985,0.873721658870498,"fmsy1","benthic"
"146",1986,0.881417594330113,"fmsy1","benthic"
"147",1987,0.870396840640424,"fmsy1","benthic"
"148",1988,0.871733435965394,"fmsy1","benthic"
"149",1989,0.861298093483614,"fmsy1","benthic"
"150",1990,0.86226013956199,"fmsy1","benthic"
"151",1991,0.857164340811794,"fmsy1","benthic"
"152",1992,0.860688384395731,"fmsy1","benthic"
"153",1993,0.85678020401519,"fmsy1","benthic"
"154",1994,0.852721017747887,"fmsy1","benthic"
"155",1995,0.850541501131816,"fmsy1","benthic"
"156",1996,0.849472738397404,"fmsy1","benthic"
"157",1997,0.847414079066585,"fmsy1","benthic"
"158",1998,0.843722796288185,"fmsy1","benthic"
"159",1999,0.833205253505276,"fmsy1","benthic"
"160",2000,0.836613290992803,"fmsy1","benthic"
"161",2001,0.836708802313799,"fmsy1","benthic"
"162",2002,0.840894589276436,"fmsy1","benthic"
"163",2003,0.841813363008919,"fmsy1","benthic"
"164",2004,0.842730285200622,"fmsy1","benthic"
"165",2005,0.841744888789181,"fmsy1","benthic"
"166",2006,0.835109803610618,"fmsy1","benthic"
"167",2007,0.83565978927739,"fmsy1","benthic"
"168",2008,0.835316777083338,"fmsy1","benthic"
"169",2009,0.834559043179549,"fmsy1","benthic"
"170",2010,0.832143443500969,"fmsy1","benthic"
"171",2011,0.833084894795931,"fmsy1","benthic"
"172",2012,0.827867368396144,"fmsy1","benthic"
"173",2013,0.823340520807107,"fmsy1","benthic"
"174",2014,0.826939444182732,"fmsy1","benthic"
"175",2015,0.825056019202665,"fmsy1","benthic"
"176",1981,0.849139875755508,"fmsy2","benthic"
"177",1982,0.837826852567147,"fmsy2","benthic"
"178",1983,0.825813731064349,"fmsy2","benthic"
"179",1984,0.81946610180204,"fmsy2","benthic"
"180",1985,0.813333928730621,"fmsy2","benthic"
"181",1986,0.805363608519246,"fmsy2","benthic"
"182",1987,0.800145859778827,"fmsy2","benthic"
"183",1988,0.793002124425846,"fmsy2","benthic"
"184",1989,0.78516774891644,"fmsy2","benthic"
"185",1990,0.780447423131545,"fmsy2","benthic"
"186",1991,0.77506211165301,"fmsy2","benthic"
"187",1992,0.772996247194609,"fmsy2","benthic"
"188",1993,0.768515628831731,"fmsy2","benthic"
"189",1994,0.763337992905102,"fmsy2","benthic"
"190",1995,0.761636869972561,"fmsy2","benthic"
"191",1996,0.760091906032764,"fmsy2","benthic"
"192",1997,0.759254058410849,"fmsy2","benthic"
"193",1998,0.758548249951096,"fmsy2","benthic"
"194",1999,0.75716236126185,"fmsy2","benthic"
"195",2000,0.755675496995513,"fmsy2","benthic"
"196",2001,0.756021080205366,"fmsy2","benthic"
"197",2002,0.752597699522879,"fmsy2","benthic"
"198",2003,0.748876963236525,"fmsy2","benthic"
"199",2004,0.750381505870814,"fmsy2","benthic"
"200",2005,0.751525998533108,"fmsy2","benthic"
"201",2006,0.750892704924561,"fmsy2","benthic"
"202",2007,0.750822436076308,"fmsy2","benthic"
"203",2008,0.749208155644158,"fmsy2","benthic"
"204",2009,0.747510225084979,"fmsy2","benthic"
"205",2010,0.744805215718122,"fmsy2","benthic"
"206",2011,0.742717696879049,"fmsy2","benthic"
"207",2012,0.743724564967474,"fmsy2","benthic"
"208",2013,0.744946368980262,"fmsy2","benthic"
"209",2014,0.724673668589124,"fmsy2","benthic"
"210",2015,0.723497874837964,"fmsy2","benthic"
"211",1981,0.972828310014578,"fmsy0","pelagic"
"212",1982,0.937815907758817,"fmsy0","pelagic"
"213",1983,0.888583928033128,"fmsy0","pelagic"
"214",1984,0.907812090692348,"fmsy0","pelagic"
"215",1985,0.93252122054601,"fmsy0","pelagic"
"216",1986,0.954238541707312,"fmsy0","pelagic"
"217",1987,0.916832971240988,"fmsy0","pelagic"
"218",1988,0.934414080142248,"fmsy0","pelagic"
"219",1989,0.877897505942834,"fmsy0","pelagic"
"220",1990,0.96425822995257,"fmsy0","pelagic"
"221",1991,0.953506030048745,"fmsy0","pelagic"
"222",1992,0.894867874178728,"fmsy0","pelagic"
"223",1993,0.945401546706598,"fmsy0","pelagic"
"224",1994,0.944706462059303,"fmsy0","pelagic"
"225",1995,0.939389318375987,"fmsy0","pelagic"
"226",1996,0.939720593618401,"fmsy0","pelagic"
"227",1997,0.901548518845529,"fmsy0","pelagic"
"228",1998,0.917840001154566,"fmsy0","pelagic"
"229",1999,0.92618277799633,"fmsy0","pelagic"
"230",2000,0.932165730109432,"fmsy0","pelagic"
"231",2001,0.983290449666591,"fmsy0","pelagic"
"232",2002,0.929557216389122,"fmsy0","pelagic"
"233",2003,0.952028060881415,"fmsy0","pelagic"
"234",2004,0.942871565024739,"fmsy0","pelagic"
"235",2005,0.913182032147141,"fmsy0","pelagic"
"236",2006,0.896163624921412,"fmsy0","pelagic"
"237",2007,0.898445314099778,"fmsy0","pelagic"
"238",2008,0.861631743380912,"fmsy0","pelagic"
"239",2009,0.933638855734463,"fmsy0","pelagic"
"240",2010,0.924391437509301,"fmsy0","pelagic"
"241",2011,0.914711711103444,"fmsy0","pelagic"
"242",2012,0.848764657690841,"fmsy0","pelagic"
"243",2013,0.922816788502846,"fmsy0","pelagic"
"244",2014,0.915869401196687,"fmsy0","pelagic"
"245",2015,0.902023857675957,"fmsy0","pelagic"
"246",1981,0.886325644061143,"fmsy1","pelagic"
"247",1982,0.884816521491989,"fmsy1","pelagic"
"248",1983,0.881913689919779,"fmsy1","pelagic"
"249",1984,0.928001754510116,"fmsy1","pelagic"
"250",1985,0.906519742533701,"fmsy1","pelagic"
"251",1986,0.891356696686135,"fmsy1","pelagic"
"252",1987,0.864793588123822,"fmsy1","pelagic"
"253",1988,0.943530605595384,"fmsy1","pelagic"
"254",1989,0.924146994515226,"fmsy1","pelagic"
"255",1990,0.941275499125603,"fmsy1","pelagic"
"256",1991,0.972208436491963,"fmsy1","pelagic"
"257",1992,0.957202346933368,"fmsy1","pelagic"
"258",1993,0.974216615199143,"fmsy1","pelagic"
"259",1994,0.976090949313181,"fmsy1","pelagic"
"260",1995,0.962364429685644,"fmsy1","pelagic"
"261",1996,0.95446251647565,"fmsy1","pelagic"
"262",1997,0.862118050691644,"fmsy1","pelagic"
"263",1998,0.93883562136506,"fmsy1","pelagic"
"264",1999,0.902451292857954,"fmsy1","pelagic"
"265",2000,0.920094500282332,"fmsy1","pelagic"
"266",2001,0.922482591721887,"fmsy1","pelagic"
"267",2002,0.872250119693992,"fmsy1","pelagic"
"268",2003,0.949435830609211,"fmsy1","pelagic"
"269",2004,0.885057595315292,"fmsy1","pelagic"
"270",2005,0.962197395947127,"fmsy1","pelagic"
"271",2006,0.955729506990297,"fmsy1","pelagic"
"272",2007,0.873667806179746,"fmsy1","pelagic"
"273",2008,0.922118814755418,"fmsy1","pelagic"
"274",2009,0.880251383587516,"fmsy1","pelagic"
"275",2010,0.901919509325554,"fmsy1","pelagic"
"276",2011,0.960782218418795,"fmsy1","pelagic"
"277",2012,0.880720189777876,"fmsy1","pelagic"
"278",2013,0.851514490421408,"fmsy1","pelagic"
"279",2014,0.898689771048322,"fmsy1","pelagic"
"280",2015,0.894058561073172,"fmsy1","pelagic"
"281",1981,0.952940508639721,"fmsy2","pelagic"
"282",1982,0.885236472785785,"fmsy2","pelagic"
"283",1983,0.941497128011686,"fmsy2","pelagic"
"284",1984,0.87791563466672,"fmsy2","pelagic"
"285",1985,0.909733401675616,"fmsy2","pelagic"
"286",1986,0.918502381485755,"fmsy2","pelagic"
"287",1987,0.911303490051505,"fmsy2","pelagic"
"288",1988,0.906149564944538,"fmsy2","pelagic"
"289",1989,0.826005563120599,"fmsy2","pelagic"
"290",1990,0.867960002800756,"fmsy2","pelagic"
"291",1991,0.858674836050803,"fmsy2","pelagic"
"292",1992,0.82477153802463,"fmsy2","pelagic"
"293",1993,0.841551047860196,"fmsy2","pelagic"
"294",1994,0.758079284236972,"fmsy2","pelagic"
"295",1995,0.8782491322122,"fmsy2","pelagic"
"296",1996,0.773780972035226,"fmsy2","pelagic"
"297",1997,0.853712236261484,"fmsy2","pelagic"
"298",1998,0.800729776558298,"fmsy2","pelagic"
"299",1999,0.766163182028772,"fmsy2","pelagic"
"300",2000,0.813482426832124,"fmsy2","pelagic"
"301",2001,0.813928063851496,"fmsy2","pelagic"
"302",2002,0.792268024028441,"fmsy2","pelagic"
"303",2003,0.845643077355972,"fmsy2","pelagic"
"304",2004,0.813476655568604,"fmsy2","pelagic"
"305",2005,0.861303972515972,"fmsy2","pelagic"
"306",2006,0.856333824967913,"fmsy2","pelagic"
"307",2007,0.82484216667731,"fmsy2","pelagic"
"308",2008,0.756357543019458,"fmsy2","pelagic"
"309",2009,0.796452503526542,"fmsy2","pelagic"
"310",2010,0.84357207582309,"fmsy2","pelagic"
"311",2011,0.720055184850574,"fmsy2","pelagic"
"312",2012,0.852796459967434,"fmsy2","pelagic"
"313",2013,0.762164080392973,"fmsy2","pelagic"
"314",2014,0.82287143918546,"fmsy2","pelagic"
"315",2015,0.77388763692375,"fmsy2","pelagic"
