indicatorID,indicator_name,model_group,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102
29,Northern fulmar,SBA,24400.57267,24720.5216,25011.00485,25323.23589,25565.83707,25754.13642,25948.05914,26187.99117,26371.79327,26545.54989,26680.42592,26764.49751,26868.48371,26913.33422,27008.552,27133.05547,27252.61568,27285.99453,27278.59877,27314.66727,27356.73616,27390.56556,27421.43474,27451.89975,27477.05872,27495.47604,27512.50706,27532.76055,27553.98097,27572.5651,27587.58326,27592.17052,27596.97869,27597.42316,27597.24366,27599.25648,27604.88805,27609.74289,27610.61137,27609.70968,27608.08023,27605.5559,27603.18243,27600.79773,27597.17859,27593.5334,27590.06138,27586.21246,27582.2241,27578.04047,27572.64783,27567.79751,27563.00143,27558.3824,27552.89781,27547.84106,27543.13335,27537.409,27531.77199,27526.46978,27521.02058,27516.01162,27510.28798,27504.63661,27499.17353,27493.18789,27251.98802,27146.27904,27076.33034,27014.5759,26924.18965,26836.53069,26814.63184,26724.78354,26644.50993,26529.45512,26417.74444,26318.49509,26293.52398,26215.88414,26177.03739,26067.55884,25957.07172,25864.80329,25827.02782,25845.22986,25842.67746,25832.91437,25793.93887,25781.61262,25767.70966,25754.54865,25743.87601,25729.46164,25713.88616,25697.6896,25681.13727,25668.38929,25664.45384,25662.94655,25661.0782,25658.57159,25649.15414,25630.55034,25610.59252,25590.22563,25569.62046,25548.82092,25527.32047,25506.39524,25485.23931,25463.85348,25441.85904,25420.51163,25398.28536,25376.18817,25353.65034,25331.00101,25308.38862,25285.77632,25262.47485,25856.61767
30,Northern gannet,SBB,5003.372591,5003.1245,5002.78971,5012.018956,5020.300184,5025.43016,5030.537665,5033.220687,5039.083835,5043.776851,5048.324403,5054.469867,5057.320296,5056.924867,5061.408309,5073.196124,5078.099656,5080.569132,5081.161224,5085.993213,5088.499403,5090.464055,5091.41121,5090.634174,5089.068915,5086.929124,5084.141302,5081.359159,5078.529144,5074.985497,5071.177866,5067.528446,5062.759773,5057.922381,5052.349364,5046.973902,5041.041491,5034.799957,5027.945788,5020.637289,5013.365497,5006.326376,4999.752768,4992.30195,4985.420774,4977.867719,4971.073729,4963.508485,4956.717671,4948.638671,4941.817119,4934.110436,4926.846012,4919.13468,4911.532164,4904.105273,4896.946298,4890.102894,4882.267618,4874.535481,4867.096448,4859.706365,4852.310585,4844.841719,4837.415587,4830.092139,4761.276222,4793.524724,4815.002937,4838.987654,4857.972712,4870.082853,4889.61117,4903.567606,4920.379455,4935.2021,4938.975127,4936.909085,4943.793526,4947.379494,4953.411538,4964.40491,4978.635226,4985.884234,4995.079933,5005.647072,5009.696061,5010.609563,5008.505872,5004.243604,4999.288994,4992.44684,4986.598145,4980.292463,4974.385936,4968.304611,4962.790144,4956.016987,4949.804521,4942.527699,4934.885477,4925.923382,4916.938337,4907.07569,4896.944071,4886.948828,4876.897117,4866.864366,4857.036782,4846.86798,4836.860773,4826.804196,4816.811649,4806.438855,4796.283084,4786.18212,4776.365026,4766.10917,4756.209546,4746.314355,4736.372458,4786.526611
31,Great cormorant,SBB,5003.372591,5003.1245,5002.78971,5012.018956,5020.300184,5025.43016,5030.537665,5033.220687,5039.083835,5043.776851,5048.324403,5054.469867,5057.320296,5056.924867,5061.408309,5073.196124,5078.099656,5080.569132,5081.161224,5085.993213,5088.499403,5090.464055,5091.41121,5090.634174,5089.068915,5086.929124,5084.141302,5081.359159,5078.529144,5074.985497,5071.177866,5067.528446,5062.759773,5057.922381,5052.349364,5046.973902,5041.041491,5034.799957,5027.945788,5020.637289,5013.365497,5006.326376,4999.752768,4992.30195,4985.420774,4977.867719,4971.073729,4963.508485,4956.717671,4948.638671,4941.817119,4934.110436,4926.846012,4919.13468,4911.532164,4904.105273,4896.946298,4890.102894,4882.267618,4874.535481,4867.096448,4859.706365,4852.310585,4844.841719,4837.415587,4830.092139,4761.276222,4793.524724,4815.002937,4838.987654,4857.972712,4870.082853,4889.61117,4903.567606,4920.379455,4935.2021,4938.975127,4936.909085,4943.793526,4947.379494,4953.411538,4964.40491,4978.635226,4985.884234,4995.079933,5005.647072,5009.696061,5010.609563,5008.505872,5004.243604,4999.288994,4992.44684,4986.598145,4980.292463,4974.385936,4968.304611,4962.790144,4956.016987,4949.804521,4942.527699,4934.885477,4925.923382,4916.938337,4907.07569,4896.944071,4886.948828,4876.897117,4866.864366,4857.036782,4846.86798,4836.860773,4826.804196,4816.811649,4806.438855,4796.283084,4786.18212,4776.365026,4766.10917,4756.209546,4746.314355,4736.372458,4786.526611
32,European shag,SBB,5003.372591,5003.1245,5002.78971,5012.018956,5020.300184,5025.43016,5030.537665,5033.220687,5039.083835,5043.776851,5048.324403,5054.469867,5057.320296,5056.924867,5061.408309,5073.196124,5078.099656,5080.569132,5081.161224,5085.993213,5088.499403,5090.464055,5091.41121,5090.634174,5089.068915,5086.929124,5084.141302,5081.359159,5078.529144,5074.985497,5071.177866,5067.528446,5062.759773,5057.922381,5052.349364,5046.973902,5041.041491,5034.799957,5027.945788,5020.637289,5013.365497,5006.326376,4999.752768,4992.30195,4985.420774,4977.867719,4971.073729,4963.508485,4956.717671,4948.638671,4941.817119,4934.110436,4926.846012,4919.13468,4911.532164,4904.105273,4896.946298,4890.102894,4882.267618,4874.535481,4867.096448,4859.706365,4852.310585,4844.841719,4837.415587,4830.092139,4761.276222,4793.524724,4815.002937,4838.987654,4857.972712,4870.082853,4889.61117,4903.567606,4920.379455,4935.2021,4938.975127,4936.909085,4943.793526,4947.379494,4953.411538,4964.40491,4978.635226,4985.884234,4995.079933,5005.647072,5009.696061,5010.609563,5008.505872,5004.243604,4999.288994,4992.44684,4986.598145,4980.292463,4974.385936,4968.304611,4962.790144,4956.016987,4949.804521,4942.527699,4934.885477,4925.923382,4916.938337,4907.07569,4896.944071,4886.948828,4876.897117,4866.864366,4857.036782,4846.86798,4836.860773,4826.804196,4816.811649,4806.438855,4796.283084,4786.18212,4776.365026,4766.10917,4756.209546,4746.314355,4736.372458,4786.526611
33,Great skua,SBA,24400.57267,24720.5216,25011.00485,25323.23589,25565.83707,25754.13642,25948.05914,26187.99117,26371.79327,26545.54989,26680.42592,26764.49751,26868.48371,26913.33422,27008.552,27133.05547,27252.61568,27285.99453,27278.59877,27314.66727,27356.73616,27390.56556,27421.43474,27451.89975,27477.05872,27495.47604,27512.50706,27532.76055,27553.98097,27572.5651,27587.58326,27592.17052,27596.97869,27597.42316,27597.24366,27599.25648,27604.88805,27609.74289,27610.61137,27609.70968,27608.08023,27605.5559,27603.18243,27600.79773,27597.17859,27593.5334,27590.06138,27586.21246,27582.2241,27578.04047,27572.64783,27567.79751,27563.00143,27558.3824,27552.89781,27547.84106,27543.13335,27537.409,27531.77199,27526.46978,27521.02058,27516.01162,27510.28798,27504.63661,27499.17353,27493.18789,27251.98802,27146.27904,27076.33034,27014.5759,26924.18965,26836.53069,26814.63184,26724.78354,26644.50993,26529.45512,26417.74444,26318.49509,26293.52398,26215.88414,26177.03739,26067.55884,25957.07172,25864.80329,25827.02782,25845.22986,25842.67746,25832.91437,25793.93887,25781.61262,25767.70966,25754.54865,25743.87601,25729.46164,25713.88616,25697.6896,25681.13727,25668.38929,25664.45384,25662.94655,25661.0782,25658.57159,25649.15414,25630.55034,25610.59252,25590.22563,25569.62046,25548.82092,25527.32047,25506.39524,25485.23931,25463.85348,25441.85904,25420.51163,25398.28536,25376.18817,25353.65034,25331.00101,25308.38862,25285.77632,25262.47485,25856.61767
34,Black-legged kittiwake,SBB,5003.372591,5003.1245,5002.78971,5012.018956,5020.300184,5025.43016,5030.537665,5033.220687,5039.083835,5043.776851,5048.324403,5054.469867,5057.320296,5056.924867,5061.408309,5073.196124,5078.099656,5080.569132,5081.161224,5085.993213,5088.499403,5090.464055,5091.41121,5090.634174,5089.068915,5086.929124,5084.141302,5081.359159,5078.529144,5074.985497,5071.177866,5067.528446,5062.759773,5057.922381,5052.349364,5046.973902,5041.041491,5034.799957,5027.945788,5020.637289,5013.365497,5006.326376,4999.752768,4992.30195,4985.420774,4977.867719,4971.073729,4963.508485,4956.717671,4948.638671,4941.817119,4934.110436,4926.846012,4919.13468,4911.532164,4904.105273,4896.946298,4890.102894,4882.267618,4874.535481,4867.096448,4859.706365,4852.310585,4844.841719,4837.415587,4830.092139,4761.276222,4793.524724,4815.002937,4838.987654,4857.972712,4870.082853,4889.61117,4903.567606,4920.379455,4935.2021,4938.975127,4936.909085,4943.793526,4947.379494,4953.411538,4964.40491,4978.635226,4985.884234,4995.079933,5005.647072,5009.696061,5010.609563,5008.505872,5004.243604,4999.288994,4992.44684,4986.598145,4980.292463,4974.385936,4968.304611,4962.790144,4956.016987,4949.804521,4942.527699,4934.885477,4925.923382,4916.938337,4907.07569,4896.944071,4886.948828,4876.897117,4866.864366,4857.036782,4846.86798,4836.860773,4826.804196,4816.811649,4806.438855,4796.283084,4786.18212,4776.365026,4766.10917,4756.209546,4746.314355,4736.372458,4786.526611
35,Arctic tern,SBB,5003.372591,5003.1245,5002.78971,5012.018956,5020.300184,5025.43016,5030.537665,5033.220687,5039.083835,5043.776851,5048.324403,5054.469867,5057.320296,5056.924867,5061.408309,5073.196124,5078.099656,5080.569132,5081.161224,5085.993213,5088.499403,5090.464055,5091.41121,5090.634174,5089.068915,5086.929124,5084.141302,5081.359159,5078.529144,5074.985497,5071.177866,5067.528446,5062.759773,5057.922381,5052.349364,5046.973902,5041.041491,5034.799957,5027.945788,5020.637289,5013.365497,5006.326376,4999.752768,4992.30195,4985.420774,4977.867719,4971.073729,4963.508485,4956.717671,4948.638671,4941.817119,4934.110436,4926.846012,4919.13468,4911.532164,4904.105273,4896.946298,4890.102894,4882.267618,4874.535481,4867.096448,4859.706365,4852.310585,4844.841719,4837.415587,4830.092139,4761.276222,4793.524724,4815.002937,4838.987654,4857.972712,4870.082853,4889.61117,4903.567606,4920.379455,4935.2021,4938.975127,4936.909085,4943.793526,4947.379494,4953.411538,4964.40491,4978.635226,4985.884234,4995.079933,5005.647072,5009.696061,5010.609563,5008.505872,5004.243604,4999.288994,4992.44684,4986.598145,4980.292463,4974.385936,4968.304611,4962.790144,4956.016987,4949.804521,4942.527699,4934.885477,4925.923382,4916.938337,4907.07569,4896.944071,4886.948828,4876.897117,4866.864366,4857.036782,4846.86798,4836.860773,4826.804196,4816.811649,4806.438855,4796.283084,4786.18212,4776.365026,4766.10917,4756.209546,4746.314355,4736.372458,4786.526611
36,Razorbill,SBB,5003.372591,5003.1245,5002.78971,5012.018956,5020.300184,5025.43016,5030.537665,5033.220687,5039.083835,5043.776851,5048.324403,5054.469867,5057.320296,5056.924867,5061.408309,5073.196124,5078.099656,5080.569132,5081.161224,5085.993213,5088.499403,5090.464055,5091.41121,5090.634174,5089.068915,5086.929124,5084.141302,5081.359159,5078.529144,5074.985497,5071.177866,5067.528446,5062.759773,5057.922381,5052.349364,5046.973902,5041.041491,5034.799957,5027.945788,5020.637289,5013.365497,5006.326376,4999.752768,4992.30195,4985.420774,4977.867719,4971.073729,4963.508485,4956.717671,4948.638671,4941.817119,4934.110436,4926.846012,4919.13468,4911.532164,4904.105273,4896.946298,4890.102894,4882.267618,4874.535481,4867.096448,4859.706365,4852.310585,4844.841719,4837.415587,4830.092139,4761.276222,4793.524724,4815.002937,4838.987654,4857.972712,4870.082853,4889.61117,4903.567606,4920.379455,4935.2021,4938.975127,4936.909085,4943.793526,4947.379494,4953.411538,4964.40491,4978.635226,4985.884234,4995.079933,5005.647072,5009.696061,5010.609563,5008.505872,5004.243604,4999.288994,4992.44684,4986.598145,4980.292463,4974.385936,4968.304611,4962.790144,4956.016987,4949.804521,4942.527699,4934.885477,4925.923382,4916.938337,4907.07569,4896.944071,4886.948828,4876.897117,4866.864366,4857.036782,4846.86798,4836.860773,4826.804196,4816.811649,4806.438855,4796.283084,4786.18212,4776.365026,4766.10917,4756.209546,4746.314355,4736.372458,4786.526611
37,Common guillemot,SBA,24400.57267,24720.5216,25011.00485,25323.23589,25565.83707,25754.13642,25948.05914,26187.99117,26371.79327,26545.54989,26680.42592,26764.49751,26868.48371,26913.33422,27008.552,27133.05547,27252.61568,27285.99453,27278.59877,27314.66727,27356.73616,27390.56556,27421.43474,27451.89975,27477.05872,27495.47604,27512.50706,27532.76055,27553.98097,27572.5651,27587.58326,27592.17052,27596.97869,27597.42316,27597.24366,27599.25648,27604.88805,27609.74289,27610.61137,27609.70968,27608.08023,27605.5559,27603.18243,27600.79773,27597.17859,27593.5334,27590.06138,27586.21246,27582.2241,27578.04047,27572.64783,27567.79751,27563.00143,27558.3824,27552.89781,27547.84106,27543.13335,27537.409,27531.77199,27526.46978,27521.02058,27516.01162,27510.28798,27504.63661,27499.17353,27493.18789,27251.98802,27146.27904,27076.33034,27014.5759,26924.18965,26836.53069,26814.63184,26724.78354,26644.50993,26529.45512,26417.74444,26318.49509,26293.52398,26215.88414,26177.03739,26067.55884,25957.07172,25864.80329,25827.02782,25845.22986,25842.67746,25832.91437,25793.93887,25781.61262,25767.70966,25754.54865,25743.87601,25729.46164,25713.88616,25697.6896,25681.13727,25668.38929,25664.45384,25662.94655,25661.0782,25658.57159,25649.15414,25630.55034,25610.59252,25590.22563,25569.62046,25548.82092,25527.32047,25506.39524,25485.23931,25463.85348,25441.85904,25420.51163,25398.28536,25376.18817,25353.65034,25331.00101,25308.38862,25285.77632,25262.47485,25856.61767
38,Brünnich guillemot,SBA,24400.57267,24720.5216,25011.00485,25323.23589,25565.83707,25754.13642,25948.05914,26187.99117,26371.79327,26545.54989,26680.42592,26764.49751,26868.48371,26913.33422,27008.552,27133.05547,27252.61568,27285.99453,27278.59877,27314.66727,27356.73616,27390.56556,27421.43474,27451.89975,27477.05872,27495.47604,27512.50706,27532.76055,27553.98097,27572.5651,27587.58326,27592.17052,27596.97869,27597.42316,27597.24366,27599.25648,27604.88805,27609.74289,27610.61137,27609.70968,27608.08023,27605.5559,27603.18243,27600.79773,27597.17859,27593.5334,27590.06138,27586.21246,27582.2241,27578.04047,27572.64783,27567.79751,27563.00143,27558.3824,27552.89781,27547.84106,27543.13335,27537.409,27531.77199,27526.46978,27521.02058,27516.01162,27510.28798,27504.63661,27499.17353,27493.18789,27251.98802,27146.27904,27076.33034,27014.5759,26924.18965,26836.53069,26814.63184,26724.78354,26644.50993,26529.45512,26417.74444,26318.49509,26293.52398,26215.88414,26177.03739,26067.55884,25957.07172,25864.80329,25827.02782,25845.22986,25842.67746,25832.91437,25793.93887,25781.61262,25767.70966,25754.54865,25743.87601,25729.46164,25713.88616,25697.6896,25681.13727,25668.38929,25664.45384,25662.94655,25661.0782,25658.57159,25649.15414,25630.55034,25610.59252,25590.22563,25569.62046,25548.82092,25527.32047,25506.39524,25485.23931,25463.85348,25441.85904,25420.51163,25398.28536,25376.18817,25353.65034,25331.00101,25308.38862,25285.77632,25262.47485,25856.61767
39,Atlantic puffin,SBB,5003.372591,5003.1245,5002.78971,5012.018956,5020.300184,5025.43016,5030.537665,5033.220687,5039.083835,5043.776851,5048.324403,5054.469867,5057.320296,5056.924867,5061.408309,5073.196124,5078.099656,5080.569132,5081.161224,5085.993213,5088.499403,5090.464055,5091.41121,5090.634174,5089.068915,5086.929124,5084.141302,5081.359159,5078.529144,5074.985497,5071.177866,5067.528446,5062.759773,5057.922381,5052.349364,5046.973902,5041.041491,5034.799957,5027.945788,5020.637289,5013.365497,5006.326376,4999.752768,4992.30195,4985.420774,4977.867719,4971.073729,4963.508485,4956.717671,4948.638671,4941.817119,4934.110436,4926.846012,4919.13468,4911.532164,4904.105273,4896.946298,4890.102894,4882.267618,4874.535481,4867.096448,4859.706365,4852.310585,4844.841719,4837.415587,4830.092139,4761.276222,4793.524724,4815.002937,4838.987654,4857.972712,4870.082853,4889.61117,4903.567606,4920.379455,4935.2021,4938.975127,4936.909085,4943.793526,4947.379494,4953.411538,4964.40491,4978.635226,4985.884234,4995.079933,5005.647072,5009.696061,5010.609563,5008.505872,5004.243604,4999.288994,4992.44684,4986.598145,4980.292463,4974.385936,4968.304611,4962.790144,4956.016987,4949.804521,4942.527699,4934.885477,4925.923382,4916.938337,4907.07569,4896.944071,4886.948828,4876.897117,4866.864366,4857.036782,4846.86798,4836.860773,4826.804196,4816.811649,4806.438855,4796.283084,4786.18212,4776.365026,4766.10917,4756.209546,4746.314355,4736.372458,4786.526611
40,White-tailed eagle,SBB,5003.372591,5003.1245,5002.78971,5012.018956,5020.300184,5025.43016,5030.537665,5033.220687,5039.083835,5043.776851,5048.324403,5054.469867,5057.320296,5056.924867,5061.408309,5073.196124,5078.099656,5080.569132,5081.161224,5085.993213,5088.499403,5090.464055,5091.41121,5090.634174,5089.068915,5086.929124,5084.141302,5081.359159,5078.529144,5074.985497,5071.177866,5067.528446,5062.759773,5057.922381,5052.349364,5046.973902,5041.041491,5034.799957,5027.945788,5020.637289,5013.365497,5006.326376,4999.752768,4992.30195,4985.420774,4977.867719,4971.073729,4963.508485,4956.717671,4948.638671,4941.817119,4934.110436,4926.846012,4919.13468,4911.532164,4904.105273,4896.946298,4890.102894,4882.267618,4874.535481,4867.096448,4859.706365,4852.310585,4844.841719,4837.415587,4830.092139,4761.276222,4793.524724,4815.002937,4838.987654,4857.972712,4870.082853,4889.61117,4903.567606,4920.379455,4935.2021,4938.975127,4936.909085,4943.793526,4947.379494,4953.411538,4964.40491,4978.635226,4985.884234,4995.079933,5005.647072,5009.696061,5010.609563,5008.505872,5004.243604,4999.288994,4992.44684,4986.598145,4980.292463,4974.385936,4968.304611,4962.790144,4956.016987,4949.804521,4942.527699,4934.885477,4925.923382,4916.938337,4907.07569,4896.944071,4886.948828,4876.897117,4866.864366,4857.036782,4846.86798,4836.860773,4826.804196,4816.811649,4806.438855,4796.283084,4786.18212,4776.365026,4766.10917,4756.209546,4746.314355,4736.372458,4786.526611
41,Common eider,SBA,24400.57267,24720.5216,25011.00485,25323.23589,25565.83707,25754.13642,25948.05914,26187.99117,26371.79327,26545.54989,26680.42592,26764.49751,26868.48371,26913.33422,27008.552,27133.05547,27252.61568,27285.99453,27278.59877,27314.66727,27356.73616,27390.56556,27421.43474,27451.89975,27477.05872,27495.47604,27512.50706,27532.76055,27553.98097,27572.5651,27587.58326,27592.17052,27596.97869,27597.42316,27597.24366,27599.25648,27604.88805,27609.74289,27610.61137,27609.70968,27608.08023,27605.5559,27603.18243,27600.79773,27597.17859,27593.5334,27590.06138,27586.21246,27582.2241,27578.04047,27572.64783,27567.79751,27563.00143,27558.3824,27552.89781,27547.84106,27543.13335,27537.409,27531.77199,27526.46978,27521.02058,27516.01162,27510.28798,27504.63661,27499.17353,27493.18789,27251.98802,27146.27904,27076.33034,27014.5759,26924.18965,26836.53069,26814.63184,26724.78354,26644.50993,26529.45512,26417.74444,26318.49509,26293.52398,26215.88414,26177.03739,26067.55884,25957.07172,25864.80329,25827.02782,25845.22986,25842.67746,25832.91437,25793.93887,25781.61262,25767.70966,25754.54865,25743.87601,25729.46164,25713.88616,25697.6896,25681.13727,25668.38929,25664.45384,25662.94655,25661.0782,25658.57159,25649.15414,25630.55034,25610.59252,25590.22563,25569.62046,25548.82092,25527.32047,25506.39524,25485.23931,25463.85348,25441.85904,25420.51163,25398.28536,25376.18817,25353.65034,25331.00101,25308.38862,25285.77632,25262.47485,25856.61767
42,Hoppekreps,ZS,87621052.3,52709764.28,59781826.24,25494238.11,12018579.39,19735493.46,27441654.65,25780406.58,4138499.077,82153187.87,10361366.86,43421053.46,112590428.6,9686558.377,89670184.04,14453633.46,65920611.67,27781570.64,15425641.91,22280324.8,13334347.05,55448410.55,34647379.68,52207562.25,84314777.34,56340017.37,41078421.14,11028296.72,14610704.5,2327708.788,44886703.57,15078260.85,65361885.44,1912717.907,52946258,29532876.34,81155028.52,26648799.84,10897932.58,51295146.13,19139606.5,27499275.14,44735946.62,33932359.75,97.936409,75784373.66,16064571.29,68332166.19,36839844.61,15948827.02,29834887.98,50452404,37529476.74,49446074.49,5526479.155,50855322.61,24964067.66,15180742.6,112601274.6,111666215.3,35524657.42,20502819.34,22944382.3,44683294.66,67510229.02,32329166.59,23556393.15,3494665.635,58015232.54,91.923476,80030806.81,40694296.74,30610709.63,76478960.96,46348082.38,21076759.6,54088613.56,13587119.57,11959838.18,56208558.93,81487369.4,41978468.45,15555047.47,16103179.58,69136854.66,71374120.25,22261171.62,22666584.65,34833181.09,15092029.79,114875842,40889341.08,37765197.62,12838162.53,27582603.29,38978806.9,11131474.77,14578667.39,58342573.89,29640561.68,67904016.09,27435697.44,19162077.57,30745924.71,12784876.55,26388472.32,80652799.74,107678411,43615533.7,9931050.883,47536132.75,283526643.7,14872972.21,24038238.1,42211822,51666735.55,72966172.9,15282896.02,17369875.34,2881622.213,34621191.07,290502096.7
43,Caryophyllia smithii,COR,10300881.55,10411895.75,10459226.8,10477013.84,10665445.8,10838498.28,10863250.7,10891542.29,10986959.08,11060737.37,11160005.37,11547942.85,11657616.96,11713571.59,11809982.98,11931272.76,12463459.39,12897582.06,13067035.19,13151143.29,13174188.03,13303560.44,13940951.01,14096755.66,14394075.21,14544493.74,14745956.62,15401194.28,15911438.2,16239743.19,16421663.22,16486684.15,16696320.8,17472704.4,17642769.19,18025616.44,18114042.8,18347768.46,18403862.69,18460020.64,19344744.84,19583477.76,20241167.9,20436632.15,20558383.06,20667479.07,21837735.17,22099656.77,22813777.94,22948512.99,22981256.55,23983245.49,24459936.54,25020036.44,25161496.48,25305845.1,25291196.04,26635665.11,27212257.65,27787090.88,27767173.4,27891245.08,29129594.33,29481007.62,30195067.28,30291608.71,30259096.5,30310985.41,31524776.63,32373647.53,32493912.04,32507546.14,32437803.12,33805630.8,34766778.47,34905866.4,34820343.94,34767440.87,36049409.84,37078940.85,37133115.21,37060246.74,38352411.63,39592521.72,39442145.94,39397972.97,39218285.7,40642587.81,41512048.26,41588340.41,41531443.1,41381530.57,42963109.14,44047046.16,44175385.76,43975170.62,43801934.36,45430103.29,46402841.13,46653567.79,46375690.29,46208780.01,47676693.28,48854824.85,48679228.9,48475022.12,48179202.79,49791502.6,50797810.6,50703490.31,50439805.09,50160847.29,51628972.44,52780289.93,52837378.9,52645881.82,52304993.94,53896238.54,55042141.34,54891938.21,54480679.38,54529481
44,Cerianthus lloydii,BC,7403193.506,7688482.713,7974236.536,8250122.146,8492605.38,8790327.151,9117059.522,9452394.635,9801910.925,10156239.74,10497690.16,10811560.23,11065947.54,11212571.57,11191670.12,10995453.58,10715820.15,10507598.35,10448048,10408460.67,10532316.97,10705660.82,10906639.53,11124772.67,11338491.76,11539545.66,11718563.57,11872579.23,12001912.08,12109962.29,12201621.29,12284252.72,12363634.88,12444618.57,12532267.2,12625131.19,12729014.88,12838998.47,12960448.83,13086601.4,13227596.13,13379390.45,13544300.6,13720055.65,13912754.24,14119516.55,14344507.75,14588937.51,14853610.29,15136489.33,15444962.94,15779430.49,16141655.87,16532642.06,16960149.04,17417952.49,17909820.49,18450347.37,19027464.38,19644234.99,20323472.98,21054856.8,21858433.32,22713065.02,23637070.34,24637268.54,25786437.72,26914588.71,28154121.56,29501975.34,30987037.54,32586614.73,34261822.42,36082380.81,38039376.96,40193341.21,42516992.39,45075533.58,47729110.11,50610703.15,53673595.07,57049823.45,60758374.57,64781554.14,69068634.34,73804296.92,78929457.73,84485586.13,90308461.33,96664360.79,103548684.2,110961627.6,118972968.9,127669114.2,137056857.3,147104453.3,157826781.7,169209402.9,180646500.2,190623858.6,200491869.8,209895808.4,218940594.7,227446936.1,235710333.2,243591565.2,251463480,259465353.8,267541915.2,275895831.2,284404027.9,293231137.3,301956481.6,311754951.7,321352815.3,330955700.2,340912937.5,352497399.4,363853518.2,375568237.9,388289000.3,390690738.1
45,Filograna implexa,BC,7403193.506,7688482.713,7974236.536,8250122.146,8492605.38,8790327.151,9117059.522,9452394.635,9801910.925,10156239.74,10497690.16,10811560.23,11065947.54,11212571.57,11191670.12,10995453.58,10715820.15,10507598.35,10448048,10408460.67,10532316.97,10705660.82,10906639.53,11124772.67,11338491.76,11539545.66,11718563.57,11872579.23,12001912.08,12109962.29,12201621.29,12284252.72,12363634.88,12444618.57,12532267.2,12625131.19,12729014.88,12838998.47,12960448.83,13086601.4,13227596.13,13379390.45,13544300.6,13720055.65,13912754.24,14119516.55,14344507.75,14588937.51,14853610.29,15136489.33,15444962.94,15779430.49,16141655.87,16532642.06,16960149.04,17417952.49,17909820.49,18450347.37,19027464.38,19644234.99,20323472.98,21054856.8,21858433.32,22713065.02,23637070.34,24637268.54,25786437.72,26914588.71,28154121.56,29501975.34,30987037.54,32586614.73,34261822.42,36082380.81,38039376.96,40193341.21,42516992.39,45075533.58,47729110.11,50610703.15,53673595.07,57049823.45,60758374.57,64781554.14,69068634.34,73804296.92,78929457.73,84485586.13,90308461.33,96664360.79,103548684.2,110961627.6,118972968.9,127669114.2,137056857.3,147104453.3,157826781.7,169209402.9,180646500.2,190623858.6,200491869.8,209895808.4,218940594.7,227446936.1,235710333.2,243591565.2,251463480,259465353.8,267541915.2,275895831.2,284404027.9,293231137.3,301956481.6,311754951.7,321352815.3,330955700.2,340912937.5,352497399.4,363853518.2,375568237.9,388289000.3,390690738.1
46,Geodia spp,SPO,9876259.533,9888012.118,9897507.762,9905840.45,9924734.922,9937814.768,9949603.015,9959589.066,9981804.559,9992647.861,10005633.24,10039702.13,10051244.1,10058297.26,10067794.09,10077425,10118934.64,10135534.09,10154641.67,10163398.02,10168273.05,10182738.01,10223115.99,10238125.59,10251703.81,10258050.65,10277347.38,10324445.69,10344621.36,10359625.61,10374494.03,10383657.39,10396920.32,10445596.48,10464243.71,10474328,10485884.15,10515888.46,10537194.78,10548002.69,10588844.7,10604115.8,10638540.01,10661500.75,10683087.59,10700276.02,10759122.79,10787324.97,10812219.22,10834150.43,10842936.13,10884709,10905520.73,10922935.61,10946635.99,10962659.65,10988060.43,11042214.99,11073332,11088809.78,11105307.36,11127825.95,11182156.72,11196484.72,11219015.86,11252106.53,11268629.69,11289329.51,11328418.13,11353540.91,11366372.91,11386656.99,11407060.59,11491587.4,11541901.2,11581422.36,11608432.74,11630528.66,11676240.66,11720415.21,11770095.48,11793633.96,11851737.84,11910534.32,11921530.04,11947689.1,11974816.86,12043643.35,12103420.62,12141909.39,12191964.77,12222401.22,12282981.96,12339258.52,12395788.77,12416245.15,12459433.59,12513378.58,12556407,12624270.96,12664294.57,12696406.51,12741884.36,12776746.65,12802448.58,12842084.02,12872328.24,12957976.68,12996828.54,13040196.76,13089736.38,13128257.7,13185454.09,13226700.3,13299164.2,13357778.08,13386462.04,13444350.08,13498242.64,13551885.49,13576718.06,13617352.61
