indicatorID,indicator_name,model_group,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102
11,Atlantic salmon,PEL,89685.8655,89346.62248,90300.68733,91043.43056,92961.44371,93565.05386,94734.14774,94590.54974,93586.56781,92607.11369,94057.60086,94348.49862,92588.28826,90420.52068,89704.69987,89323.48506,89111.22181,89547.93468,89965.39468,89373.39252,89420.43572,89014.74507,90113.94897,91341.95936,88954.56082,88557.07365,88309.82087,88088.62563,87644.21492,87462.3533,89350.50197,91588.29231,91157.91574,90982.30907,91480.9083,91035.57079,90543.36861,89795.30018,88715.64713,86751.94392,86219.00693,87821.6656,87836.09864,87263.13953,88579.99102,88748.19733,89382.06968,88375.60368,89430.47514,88233.88262,88979.49839,87205.45465,88354.44756,86634.48121,84365.89127,84187.4356,85615.09396,87089.56369,86311.42872,85042.30161,84587.09314,84034.2621,83939.25203,83408.31739,83070.79499,82915.97185,79502.25166,82029.68153,83974.76141,86464.16581,88428.11882,92628.31419,93876.35505,92052.49567,92573.38641,93535.61549,91978.1139,91926.90918,90613.42538,90207.23598,90576.70642,89829.89962,89081.01127,87978.58183,87945.58586,90506.64558,90533.42258,90206.19154,90239.88705,89608.53776,89118.56961,88397.69079,88679.81221,88540.93613,88828.93273,87111.41977,87661.48433,86803.11571,88147.17439,87907.21539,88714.09893,87206.62382,88063.85784,86654.95772,83834.61386,83270.079,82675.24503,83012.67382,82396.73736,82905.82974,81922.8929,82112.66932,82953.38751,82438.50192,82016.13535,81758.59754,81873.25728,81122.81522,81316.62013,81120.10203,81005.89955,86449.97664
12,Ling,DEO,1517601.271,1527853.756,1547764.88,1556519.269,1548823.471,1543010.205,1541780.714,1535004.977,1524093.599,1520569.218,1535606.231,1543207.497,1533271.051,1531817.896,1534882.17,1534997.228,1530684.187,1533780.235,1546300.976,1546882.064,1535108.866,1533899.309,1526832.198,1517105.817,1523885.566,1539846.754,1539991.042,1529451.574,1519168.931,1513140.789,1505092.022,1491355.155,1490543.212,1500469.449,1495342.91,1484799.969,1479492.834,1476045.963,1460529.877,1463470.53,1482362.007,1482748.301,1467505.08,1458032.835,1447734.38,1442389.072,1447635.095,1451059.117,1447395.21,1437092.321,1427340.846,1409192.267,1400991.59,1398100.494,1424062.831,1425116.157,1418374.832,1415756.665,1407720.758,1410502.089,1429557.753,1425668.501,1408433.855,1403035.418,1400270.215,1389925.651,1388459.711,1408205.252,1414432.83,1412540.173,1412935.637,1407123.998,1406626.296,1425762.741,1431371.648,1429273.96,1424594.457,1421630.565,1413800.941,1426511.245,1451120.309,1455753.056,1453984.128,1450918.799,1449594.558,1467732.993,1504609.75,1517656.852,1484290.24,1466157.542,1464709.433,1454335.581,1444739.966,1451138.839,1457528.089,1439546.118,1429448.919,1415314.999,1406537.674,1407027.785,1425265.005,1416178.202,1412835.474,1400791.098,1400522.914,1407320.374,1420956.197,1419660.252,1400865.24,1391908.071,1388082.348,1383974.397,1390105.959,1394920.871,1390530.64,1378954.169,1374059.048,1370298.05,1376829.196,1369685.325,1351185.398,1470265.392
13,Capelin,CAP,1315779.799,2201549.438,3196148.544,2087397.759,1588865.853,1966994.432,1359900.309,957276.9904,3342854.724,4349790.809,2109346.17,2246582.166,2919715.801,3270003.271,1683864.777,1561863.884,2866421.663,1731869.126,2146085.93,4196825.44,2953544.91,2354921.509,1815249.346,1485534.919,2401872.765,1497741.479,942072.8995,2166505.494,1643879.043,2526836.037,3443613.324,2116999.676,1200625.832,2196156.499,1619925.528,1028274.993,1122006.919,1765534.127,1294004.093,1631322.283,11835289.39,7217938.63,4053673.954,1183291.94,2925931.991,3286313.872,2373758.381,1648938.102,3698218.04,5770694.224,3230756.839,1757411.013,3230013.12,3761831.476,4227714.456,2456269.357,2394179.048,1847538.109,1491695.797,1741140.892,2219064.42,2492403.05,6193216.421,3444342.838,5613952.988,3729243.903,1806989.741,1957530.527,5388014.94,3492211.445,1918526.62,1854485.651,2704645.221,1899999.878,1288257.574,1878339.212,2021760.596,1536000.403,1340698.795,2278049.071,1297573.745,1809129.748,2343941.437,3380575.4,1919130.889,7142152.785,64625442.42,39896313.92,13361306.81,3555811.003,9996764.194,4236704.544,1954165.029,1919659.388,3426264.879,1671315.194,5680833.354,4266495.888,3012995.677,3355125.163,2119140.626,1825883.926,1795047.502,1918971.124,1902680.245,1386893.615,1396779.834,1504342.347,2455380.551,2863299.347,2752545.892,1933250.642,1511709.263,3261445.176,3226358.986,4436449.701,7926380.468,4661186.463,4122583.095,5199063.252,7837414.067,5635240.134
14,Jellyfish,ZG,6492303.186,6465328.07,6419499.363,6801377.64,6780773.224,6765599.732,6718864.764,6708923.826,6676321.531,6656711.532,6606257.43,6854575.659,6798626.062,6829502.576,6796839.952,6800554.345,6749006.519,7149028.966,7251848.417,7224272.907,7191446.125,7256377.831,7536384.027,7516729.432,7579587.063,7527095.351,7673760.327,7653519.219,7631562.092,7904576.085,8405304.659,8463463.245,8819751.205,9304961.371,9291479.508,9261546.878,9241951.405,9233127.564,9258310.325,9222587.318,9247237.601,9302809.158,9374706.409,9968496.203,10653500.13,11750167.91,12170047.13,12661158.23,12734130.86,12772739.07,13071443.53,13584568.84,13948303.67,14274215.14,14721258.45,15596329.54,17216707.34,18817672.66,19725488.98,19958687.71,19990834.5,20224423.76,20918241.02,21637314.99,22374973.29,24006651.93,24789842.43,27884554.67,27842164.44,28473907.48,28496540.12,30257099.94,31129936.73,31429401.55,33663922.29,34348257.37,35081694.33,36399531.02,36609223.86,43449847.34,43773236.22,44820912.24,44830881.28,46143047.35,46523591.15,48439306.76,48263311.77,49255017.62,50107030.55,51195514.08,58653302.19,58626957.61,62526816.82,62711000.87,63888076.98,64532588.75,65729690.22,66447787.51,66259603.54,70466232.58,71428430.06,81281097.88,82024512.3,83091714.25,82894574.44,82581146.63,82115407.68,81582927.21,81189444.94,80747639.04,80036441.59,80393285.86,79799294.84,88624131.44,92180142.09,93182612.71,93746003.64,93004308.98,92121715.69,91367318.63,90585538.27,90579064.72
15,Phytoplankton small,PS,29582117.67,29756824.79,138627665.3,29237836.28,29124039.59,29010764.53,28898333.99,31047053.08,29266957.77,28562392.02,28451910.22,28339595.29,28229364.35,28119435.52,28010042.6,28056503.39,27792400.5,27684483.09,27581888.59,27469175.33,27431524.85,27255794.38,27447001.96,27044126.25,26938843.98,26834004.78,26729692.32,26635176.92,26524088.21,26418746.41,26315946.36,26270999.03,26111529.44,26009921.01,25909223.38,25835853.13,25707460.96,35830921.57,25646133.17,25412900.3,25309652.74,25211238.53,25114386.73,25050257.21,24926093.05,25028011.24,24733658.17,24632104.79,24532514.29,24437007.38,24481089.28,24293099.79,24152816.76,24058827.48,23993793.17,23871977.38,23779080.83,23736967.39,23596847.55,23553725.58,27230378.18,23320047.12,27262586.42,23353212.25,28823773.51,22959213.15,22872392.21,22836319.37,22693277.35,22660491.14,22516026.07,22428650.1,22342774.89,22254208.08,22167623.19,22081371.6,21997244.22,21909879.57,21824796.35,21739849.39,21655615.59,21571048.48,21487042.96,21407046.17,21394886.6,21247994.08,21154688.92,21074966.76,20990226.91,20908999.66,21567659.05,20998220.32,20956181.62,20585057.84,20511815.83,22678060.78,20348557.28,20266661.71,20187733.37,20128680.45,20031133.89,20286990.14,19880821.6,19798130.57,19742720.78,19700873.7,375356716.4,19492638.87,19418560.44,169304136.8,19431291.09,19222984.97,19614471.53,19187136.45,18968547.59,20438460.05,19252239.13,18878885.43,18674926.11,19780771.94,18541782.44,25562872.6
16,Phyoplankton large,PL,2321211.62,7867004.257,15180240.64,2034247.341,1872491.351,1662265.094,1642251.564,95763550.27,20772339.43,1421467.219,1289260.073,3200545.708,2686822.177,2404941.203,2455405.976,5516012.262,2170980.027,2116498.879,1989731.066,1731431.38,3689712.055,1797322.005,14272257.71,1765888.876,3030449.217,2547850.803,2550406.154,2554144.921,2131516.333,2293404.707,2146628.941,3509028.419,1958863.054,1794961.579,1571256.814,2605930.605,1535849.207,1487459602,6048354.237,1552180.341,1324726.08,1599351.021,1539311.657,3427374.19,1919147.239,8961161.527,1469281.922,1571762.337,1370281.872,1300015.009,6092770.677,3065830.144,1490035.782,1682532.122,2460221.506,2251125.153,2307350.604,4227457.909,2277553.639,3060889.982,140505838.5,1895292.847,20314462.28,8261722.549,224697581.2,2146479.399,2152203.933,4708820.565,3047430.691,4350808.544,2685336.394,2443295.187,2173603.336,1866481.845,1854282.355,1672165.299,3495999.529,2913749.104,2801614.515,2744856.33,2517389.679,2278803.153,2335853.228,2137716.486,3298685.913,2414660.166,2016668.09,1812253.433,1818229.953,2153717.939,79242423.97,43877080.21,32221087.92,9150257.279,6809625.04,120435182.3,2622634.941,3203944.393,2819721.616,3069393.816,2586507.343,2395160.147,2319899.179,2256373.621,2623405.523,3338229.191,29742731.69,2052871.511,1946861.476,4568102.703,5007996.028,2341687.537,15723382.4,4670242.568,1831889.764,49197556.18,13054117.08,4174618.576,1909846.632,26802284.06,2001710.03,257679497.7
17,Polar cod,PCO,165672.2101,170414.4311,178199.5429,194179.7827,193188.8333,204207.733,204654.6011,207234.8412,211219.0903,214885.8435,207514.0927,191057.9437,171771.7739,168034.8443,162152.6824,160471.2209,165991.0224,168958.0792,165840.1517,165561.671,170637.4629,171609.9143,176340.9757,159522.0225,157891.307,168804.0309,178879.8064,186760.0113,186354.8622,186323.7288,187610.0191,179940.4417,176318.1966,163525.6178,170592.3306,169416.1864,175304.2562,175293.4249,181080.1161,180080.3956,165787.4655,166108.9909,163016.1206,157913.1016,161864.0909,168357.3749,165277.4525,167984.7106,170467.5917,184592.4875,195529.0514,197997.9604,195888.9239,197717.4456,192379.167,203755.5731,195535.5282,215854.3402,213248.1387,213480.3504,212019.5376,222851.6864,211677.3206,199425.3904,194686.939,198270.5156,181628.1629,188943.5149,189882.1175,193709.3286,183846.5118,178171.7387,165048.4433,163831.8394,170817.6031,175413.1898,173136.9977,168143.7134,180709.8405,189768.3659,191071.2757,187230.7526,181512.0584,179511.2272,177936.7256,184552.8223,191877.1701,179255.9928,167785.2837,166534.6004,169819.168,166001.5831,163273.0157,165234.1163,163696.0814,162701.3166,164276.9048,176352.0599,177761.552,183270.1367,193645.4557,171235.0219,168912.2036,176520.0649,174650.7735,168558.9543,175171.0214,178698.2731,173978.9843,177390.8323,166938.0997,155047.3456,162236.0367,166391.1463,162637.7538,162900.0107,165829.5872,167968.6445,165329.9454,169535.2004,173180.2891,180545.4251
18,Northern deep sea shrimp,PWN,46762068.85,31087679.74,36153374.14,76057228.94,39042976.62,31771975.27,101597093.5,37296011.14,40266997.28,47705215.96,40622881.93,45697972.96,76771238.76,83695306.64,104448451.3,98672874.49,119718526.9,80903363.6,83404712.59,97848512.21,83301784.41,109243100.5,46790033.02,57352342.27,94059581.69,96402689.48,74858429.02,86015511.44,79367281.6,85841093.92,45471793.94,68290627.99,61322719.74,48599754.09,60697337.72,61165317.43,79373451.83,39226230.98,61018477.27,65516792.77,71203184.28,61761268.16,47243933.71,39295637.32,47615465.08,39004901.09,46623838.78,50934579.98,104616044.1,43028299.86,40078100.96,48679089.4,48065724.9,58497747.47,58667449.88,48107064.63,45709167.63,57820169.05,51635690.1,65801128.32,41244342.22,103718753.3,38041125.97,36617681.46,43919028.03,94540381.66,46927287.45,58034523.73,85493591.41,59653766.57,73683417.26,45639441.89,60426524.98,58470657.92,60198367.68,43867967.32,40456818.25,43722688.83,46177169.83,41733121.81,70862419.52,71158421.5,89289841.75,53101639.09,47975357.34,45564540.33,43260720.35,28722321.08,53915298.83,65745870.93,45531584.06,65193982.26,72769939.33,65667795.68,55470361.07,55992310.7,54914407.47,49955937.37,45650830.23,48831842.93,44304974.34,40255644.47,40786209.16,45756553.65,44761625.83,42325489.3,39155635.04,89288789.41,48818902.18,39328165.09,37196893.38,66618809.98,47185858,45982677.56,90281671.48,44984908.85,61513210.14,42232413.44,72851462.22,35633945.49,55896330.57,46378663.59
19,Lumpfish,PES,445386.1282,450310.1701,454283.3105,456538.9417,458660.7562,460544.9304,462595.5849,464314.5349,465201.7119,465871.8727,465222.2454,465491.6298,462940.3432,460629.2102,458430.055,456823.6355,455345.0995,455164.7057,454773.3522,453664.1583,453188.9939,452341.025,453048.4423,451207.3259,449015.5455,447577.9193,446258.9584,444786.9092,444388.5497,443327.0828,445976.7526,449615.2681,451410.1629,454454.607,456024.3617,457130.5429,457142.5477,456280.1912,453313.2494,447280.1068,442352.6061,441776.1456,443007.8992,441771.9957,442106.0075,441716.5696,442354.8469,441588.5108,442512.5003,441334.019,442284.6872,440261.9451,440658.7391,437161.1615,433064.9714,430338.6027,431295.098,432766.6128,429886.6242,425799.3713,422701.0367,420146.5256,418766.7697,417459.3693,415762.206,414570.9308,412177.4211,411996.3648,412766.1704,416707.3016,419462.9978,427721.14,434373.6974,442241.4002,447325.5446,450381.2935,450352.6351,451384.1118,450104.1387,450480.8062,450261.4822,450282.0232,448402.066,445550.3357,443635.3969,444194.0136,443971.3876,444182.2207,443504.9169,442818.1633,442620.8983,440407.6861,438821.3418,437114.4757,436081.289,432994.7693,432918.5157,430438.1984,431305.951,431051.9074,432855.3341,431608.5285,432119.8987,427500.3995,420353.516,414486.3826,409952.9664,406273.1262,405178.2395,404201.4703,404274.3979,403374.6451,403037.262,400963.8192,398997.3328,398696.7441,398407.0323,396679.9254,396452.5685,396050.6313,395255.5542,272976.5146
20,Sand gaper,BFF,4693638.991,4651851.255,4636175.845,4601155.707,4571689.677,4552446.059,4526762.171,4454419.504,4413346.22,4417883.84,4390329.735,4365027.358,4342685.778,4314893.903,4288002.328,4282596.29,4256859.746,4193910.703,4296796.635,4270798.443,4257865.367,4370959.726,4340767.361,4327262.974,4242414.79,3824879.91,3729038.576,3684486.863,3650689.981,3637300.852,3617185.353,3576104.647,3595154.064,3592951.312,3579678.932,3541266.425,3521417.359,3472204.347,3442761.881,3452041.726,3457988.321,3447144.056,3429019.476,3422065.43,3404147.636,3420269.139,3376032.077,3364197.987,3349843.344,3338289.531,3322223.299,3308084.055,3308033.625,3325850.243,3338522.814,3350828.256,3292141.275,3284929.503,3297935.861,3316940.584,3333310.661,3353780.964,3344648.574,3344709.732,3362150.506,3324937.243,3339727.984,3375207.865,3373087.308,3369479.787,3360374.952,3351314.873,3380235.773,3403181.722,3392519.521,3392857.852,3374342.464,3365308.724,3363048.287,3398714.342,3421050.243,3431652.854,3422751.521,3419822.75,3409430.607,3425816.878,3437790.261,3454531.104,3452520.418,3393740.9,3334270.741,3261413.948,3236868.896,3211877.539,3205169.171,3096116.746,2888565.206,2853798.871,2847732.149,2878541.606,2904382.016,2904209.7,2909611.788,2904854.622,2885836.189,2922640.557,2956772.425,2966661.711,2962907.609,2958680.43,2953032.702,2989767.382,3032153.62,3037106.68,3019461.972,3006251.698,2996854.499,3056427.875,3093910.922,3098519.112,3093075.221,3092588.538
21,Herring,SSH,1493941.636,1492985.924,1545755.776,1571973.341,1575160.828,1593621.96,1609890.104,1572213.848,1565593.699,1582685.748,1605857.033,1584622.2,1602391.732,1615113.351,1587904.814,1579008.397,1586846.359,1604180.452,1594780.058,1593843.89,1589471.665,1601467.925,1598596.272,1591452.265,1600245.332,1577352.658,1568902.825,1574503.224,1562410.078,1552197.264,1541732.904,1542004.682,1544073.421,1554774.091,1551589.8,1544399.522,1551402.86,1537919.898,1544325.006,1547943.128,1533277.553,1525936.599,1522728.824,1535720.569,1520157.788,1531566.935,1520686.301,1526951.596,1548213.546,1546067.076,1537603.415,1538368.442,1541334.579,1533481.168,1549374.905,1531061.579,1518936.556,1517622.045,1514918.53,1509600.74,1512042.651,1510641.98,1513635.982,1521203.78,1510385.725,1505064.187,1516793.315,1517432.101,1513736.564,1502010.859,1502142.5,1512062.734,1513150.998,1529855.032,1526139.084,1525149.986,1505762.027,1519546.518,1524609.595,1538370.459,1529292.862,1528962.921,1547745.829,1543773.839,1528155.417,1534327.437,1555151.735,1554802.357,1569154.822,1543815.792,1551932.95,1567382.841,1561102.637,1558900.62,1561231.622,1549271.554,1541641.72,1537786.704,1536572.083,1539946.039,1532849.231,1542300.667,1534626.304,1524080.186,1518239.027,1520308.951,1519882.701,1514558.12,1497997.125,1501808.283,1495439.678,1496939.675,1486399.538,1476931.98,1483860.97,1477611.817,1465595.357,1485320.65,1469123.921,1479967.713,1480103.53,1299253.765
22,Deep sea redfish,REO,1137059.591,1154545.039,1180028.83,1171630.385,1137867.443,1109924.897,1094310.006,1096302.389,1085719.19,1109613.952,1121196.944,1114687.832,1088815.384,1065536.153,1047676.192,1057518.704,1072016.536,1092980.06,1077586.238,1049180.362,1054528.976,1067961.549,1065771.597,1064871.237,1076692.869,1063461.014,1057455.535,1045928.437,1037081.289,1040680.5,1027288.448,1032955.294,1070378.498,1051738.05,1052350.852,1065966.665,1078401.19,1047915.944,1035399.632,1037603.778,1041682.632,1033771.379,1040686.558,1044113.688,1032943.121,1016940.852,1023915.787,1036933.103,1049656.056,1041542.904,1005532.597,978056.8513,993092.7886,1028891.723,1032899.268,1002969.11,986970.3014,1007780.667,984187.4885,995802.3881,1011986.31,1011008.156,991904.9836,993468.4766,979644.9234,978434.1878,995467.3942,1021975.032,1039422.956,1033056.295,1004779.586,990865.7734,1054997.212,1078627.856,1080349.585,1044588.24,1023490.293,1028376.765,1050955.479,1091641.442,1098015.167,1087196.163,1070839.752,1054837.509,1033280.045,1069346.961,1089692.005,1076850.242,1051415.803,1054234.664,1059807.226,1052339.444,1050951.686,1066068.294,1053978.11,1041393.313,1032606.348,1010458.578,1007452.841,1035124.229,1023018.729,1005263.727,1003785.089,981902.2871,967631.8739,993048.0501,1002381.187,980025.5761,954942.763,945865.2134,948379.1743,995599.1494,984459.5197,937225.0919,914197.1737,905409.4931,952480.1773,946578.0007,922004.4922,906302.7671,884501.4184,882939.6131
23,Cuvie,BFF,4693638.991,4651851.255,4636175.845,4601155.707,4571689.677,4552446.059,4526762.171,4454419.504,4413346.22,4417883.84,4390329.735,4365027.358,4342685.778,4314893.903,4288002.328,4282596.29,4256859.746,4193910.703,4296796.635,4270798.443,4257865.367,4370959.726,4340767.361,4327262.974,4242414.79,3824879.91,3729038.576,3684486.863,3650689.981,3637300.852,3617185.353,3576104.647,3595154.064,3592951.312,3579678.932,3541266.425,3521417.359,3472204.347,3442761.881,3452041.726,3457988.321,3447144.056,3429019.476,3422065.43,3404147.636,3420269.139,3376032.077,3364197.987,3349843.344,3338289.531,3322223.299,3308084.055,3308033.625,3325850.243,3338522.814,3350828.256,3292141.275,3284929.503,3297935.861,3316940.584,3333310.661,3353780.964,3344648.574,3344709.732,3362150.506,3324937.243,3339727.984,3375207.865,3373087.308,3369479.787,3360374.952,3351314.873,3380235.773,3403181.722,3392519.521,3392857.852,3374342.464,3365308.724,3363048.287,3398714.342,3421050.243,3431652.854,3422751.521,3419822.75,3409430.607,3425816.878,3437790.261,3454531.104,3452520.418,3393740.9,3334270.741,3261413.948,3236868.896,3211877.539,3205169.171,3096116.746,2888565.206,2853798.871,2847732.149,2878541.606,2904382.016,2904209.7,2909611.788,2904854.622,2885836.189,2922640.557,2956772.425,2966661.711,2962907.609,2958680.43,2953032.702,2989767.382,3032153.62,3037106.68,3019461.972,3006251.698,2996854.499,3056427.875,3093910.922,3098519.112,3093075.221,3092588.538
24,Atlantic cod,NCO,2945083.052,2962269.058,3027005.67,3065111.668,2933673.774,2852672.018,2792753.316,2819885.379,2861607.928,2829637.686,2879238.452,2977496.878,3061971.851,2930712.665,2918373.878,2889917.587,2902038.823,3059547.727,2953214.66,2845425.788,2956091.086,2896541.928,2884985.401,2976235.952,3035635.834,3136858.087,3300958.141,3224397.297,3112087.733,2834801.896,2689232.858,2819075.996,2734497.392,2773219.293,2799784.311,2850965.578,2939846.13,2985659.996,2897396.212,2841048.425,2691401.94,2580147.126,2725897.173,2647567.47,2636557.857,2702107.813,2805844.487,2808567.5,2889823.082,2826061.477,2689302.754,2777358.287,2749264.703,2661107.21,2725972.967,2610700.934,2686128.582,2867070.736,2731016.396,2714239.445,2885955.88,2816560.628,2767755.467,2807556.456,2685958.073,2731516.187,2755744.273,2746867.807,2774696.812,2762372.526,2697459.75,2725651.909,2753538.909,2719724.478,2787894.446,2725868.072,2714308.86,2617521.812,2606800.608,2696566.095,2794244.748,2826178.28,2866186.45,2767788.805,2752314.263,2809704.074,2853560.821,2718618.246,2663204.231,2580994.101,2643623.399,2813394.148,2839217.593,2792577.551,2932812.053,2882772.367,2915942.993,2808340.368,2722854.984,2726478.245,2693483.247,2736400.278,2776955.663,2809424.987,2831206.081,2782692.558,2739501.957,2688350.243,2738962.833,2730661.054,2765268.943,2702410.569,2727362.89,2718618.178,2696094.833,2727914.068,2811213.439,2803677.008,2766899.656,2711827.238,2666214.891,2544081.466
25,Golden redfish,RED,542341.363,571789.1291,556726.2892,554216.2409,577173.2732,589110.1441,584719.0384,561858.4602,545512.4328,576771.3365,579620.775,589996.1338,645873.9961,666759.2861,664198.2817,674115.4387,702194.122,695172.5712,720553.6905,737696.8194,758092.6545,750879.8961,709065.7174,761540.8713,801744.1843,798597.0912,796865.1412,785729.1274,764985.7443,791043.7655,755694.5212,729967.3906,752161.7077,682446.4052,673690.8779,666973.3871,717738.6751,664349.1909,707518.5142,715331.4311,702655.1059,672781.6711,675317.9725,687341.5831,654039.8502,649323.1058,632913.879,693792.7973,644105.2883,654044.4417,609680.6907,635769.1258,608075.7767,677182.0426,664439.4192,651164.1909,634531.9543,629820.3488,641848.2961,682372.2963,668003.0071,662617.955,671481.1344,688023.7284,684211.3956,701595.5992,683775.2691,709897.6175,719823.2091,705642.8928,740854.4693,688612.3451,705026.0711,649021.8221,677472.9023,635071.5107,672247.7323,633842.4162,661994.7253,645597.9585,635155.5371,629400.8105,598967.2275,621327.2744,621453.5533,636237.4824,649394.8659,591711.7422,586443.861,610438.8881,615437.2444,604591.7974,571626.9728,642054.7813,600740.1592,608389.4281,594366.5756,585901.5105,567380.0355,601366.7638,558848.1335,539743.1186,517529.9636,533949.55,549339.8539,516829.7708,508212.5743,487069.6189,505961.9905,495518.5812,447396.7454,449388.166,445203.3541,413929.9336,417139.3377,377016.3256,372354.8721,357856.9697,349374.3099,336227.571,297260.7495,261655.2468
26,Minke whale,MWH,951357.429,957836.194,962776.811,964447.5229,964293.915,963314.6402,964934.415,969823.6796,970471.9463,972740.7571,973288.8593,972612.7161,974089.8864,973243.7115,975304.0062,979267.8198,983412.6653,981568.5431,977626.1474,981591.2856,988025.5223,993031.3678,996529.416,999240.3538,1000946.718,1002327.147,1003264.937,1003867.152,1004249.126,1004402.944,1003987.015,1003836.466,1003617.496,1003256.695,1002735.373,1002098.303,1001383.516,1000413.576,999498.561,998589.5411,997585.8458,996506.9098,994907.8804,993897.0458,992810.9058,991932.6375,991114.6335,990322.469,989441.2198,988203.8578,987290.5634,986510.5725,985777.6042,984919.0005,983658.6038,982851.9295,981797.6092,980557.3168,979391.6357,978326.6885,977408.504,976373.1336,974752.5589,973663.5985,972475.6467,971199.4541,959244.8402,957964.851,957126.7349,955188.7207,952331.0766,949634.6823,949969.8718,948367.9769,947296.3575,942502.1114,938757.1612,936374.2022,937941.4876,936755.4644,937544.9698,935416.5105,931651.111,927512.609,926620.5809,926396.2319,925815.1283,924746.5286,909330.9916,902899.2452,906136.5783,907830.1193,908179.0522,907757.8323,906685.9674,905467.0583,904020.9697,902487.4736,900827.1277,898714.2357,897052.3494,895343.1147,893542.8214,891673.5837,889734.487,887816.2158,885906.1785,884197.5311,882455.1585,880641.0922,878848.9438,877068.3352,875257.8351,873320.2951,871349.6108,869041.7644,867283.968,865559.7966,863772.4162,861446.1333,859512.3068,861397.6566
27,"Rays, skates",SSK,99072.70036,99199.6555,99275.17098,99352.40757,99736.8482,100246.1467,100829.851,101592.59,102304.7787,103141.6352,103992.3366,104770.1134,105244.7353,105941.5259,106354.6886,106702.1187,106920.4723,107076.8239,107261.7023,107359.1006,107427.1726,107485.9718,107613.3266,107471.1316,107650.5672,107946.5517,108160.723,108401.5374,108557.371,108564.9514,108637.6849,108498.9116,108437.4381,108657.906,108713.8466,108638.8004,108607.7287,108708.3099,108557.2258,108678.8903,108798.3545,108819.8052,108738.5132,108684.0187,108592.0516,108652.9827,108789.3603,108711.9829,108846.1615,108699.0583,108687.7844,108433.4885,108594.6752,108215.787,108367.875,108413.3058,108457.0788,108457.5338,108246.4307,108374.5277,108549.3822,108614.3633,108669.6606,108648.6151,108646.7578,108550.7271,108603.8464,108460.9143,108549.7088,108678.1025,108607.6322,108783.858,108654.5862,108894.8243,108926.7092,108944.3444,108864.2106,108913.1549,108700.0167,108841.0994,108899.2735,108937.8016,108903.4684,108958.4807,108861.3457,108963.4541,108976.5499,109130.8785,108816.3814,108624.6991,108723.8063,108727.5425,108875.9485,108936.4542,108896.0871,108661.0104,108629.4412,108340.0695,108436.6021,108218.1156,108373.9183,108200.0728,108397.5031,108204.2827,108315.1316,108362.1968,108328.9196,108406.9361,108454.6464,108349.3928,108299.2002,108322.5081,108450.9734,108566.9813,108575.1936,108623.531,108692.4078,108736.1448,108747.2548,108776.9316,108651.0808,115391.0609
28,Dogfish,SHO,553174.9956,566801.6201,576051.7153,587112.2428,595160.9577,600690.7847,605311.2328,611155.0033,613976.7755,616289.5427,619923.0498,621303.0415,621436.5971,623877.6553,623352.4413,624831.2681,625524.7432,629033.3055,626955.1655,625224.3744,624745.4921,625214.9971,625393.0605,626146.1081,626313.3178,626511.4008,626410.9013,625485.1573,622693.8671,621263.8245,619601.2786,620169.0123,619045.1619,617390.297,615638.7323,616076.5593,615083.0617,616026.4135,615957.7004,615274.5986,614220.6821,612904.4429,610481.1162,611551.2694,610968.3005,610098.1889,610971.7589,610577.5657,609638.4993,609452.1027,607722.3802,607974.1192,608043.1622,607221.9704,605923.6159,605603.5236,607495.9413,606932.7799,604477.7051,605328.9635,606344.659,606371.0875,604667.7928,604317.145,603819.3812,606773.5551,598548.0637,598751.7841,600586.364,603810.8387,605386.6707,609101.8583,610602.3046,611803.3325,614402.7571,614796.1945,615262.1008,616292.01,617192.8953,616842.2552,617281.0173,618822.9405,619503.1031,620638.5747,621066.6761,623665.2629,624341.5425,624713.4822,626032.1399,630456.4781,631870.4425,635377.5923,634644.6872,636010.0135,635224.0829,634886.1183,634497.8435,633330.2691,633510.5298,634586.0154,633293.7085,634579.4877,634412.4607,635314.562,635504.7037,636665.7903,636611.5429,640771.3695,638237.3425,638499.4183,636907.8459,639244.1374,637368.001,638113.2869,638661.4623,640657.8588,640694.0665,640431.5054,638790.0813,638648.2603,638794.8316,631159.008
